"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"OF","Charlie Blackmon",5600,"COL@PHI 01:05PM ET",10.83,"COL","PHI",NA,8.4,8.95,NA,"1","1",6
"OF","Mike Trout",5500,"LAA@TB 01:10PM ET",12.273,"LAA","TB",NA,10.5,10.65,NA,"2","2",5
"1B","Paul Goldschmidt",5500,"ARI@MIL 08:10PM ET",11.574,"ARI","MIL",NA,9.1,10.14,NA,"3","3",14
"OF","Bryce Harper",5500,"SEA@WAS 12:05PM ET",12.171,"WAS","SEA",NA,8.7,11.05,NA,"3","3",5
"3B","Jake Lamb",5300,"ARI@MIL 08:10PM ET",10.558,"ARI","MIL",NA,9,8.08,NA,"4","4",0
"1B","Joey Votto",5200,"CIN@CLE 06:10PM ET",10.511,"CIN","CLE",NA,NA,NA,NA,"3","x",NA
"3B","Kris Bryant",5100,"SF@CHC 02:20PM ET",9.977,"CHC","SF",NA,8.6,10.06,NA,"3","3",16
"OF","Michael Conforto",5100,"SD@NYM 07:10PM ET",10.5,"NYM","SD",NA,8.4,8.41,NA,"1","1",3
"OF","AJ Pollock",5000,"ARI@MIL 08:10PM ET",9.135,"ARI","MIL",NA,0,NA,NA,"x","x",NA
"3B","Nolan Arenado",5000,"COL@PHI 01:05PM ET",9.319,"COL","PHI",NA,8.5,9.04,NA,"3","3",5
"1B","Anthony Rizzo",4900,"SF@CHC 02:20PM ET",8.5,"CHC","SF",NA,9.3,9.36,NA,"4","4",10
"OF","Mookie Betts",4900,"TEX@BOS 07:10PM ET",9.707,"BOS","TEX",NA,10.5,10.98,NA,"1","1",10
"2B","Daniel Murphy",4900,"SEA@WAS 12:05PM ET",9.605,"WAS","SEA",NA,7,8.99,NA,"5","5",0
"OF","Billy Hamilton",4800,"CIN@CLE 06:10PM ET",10.167,"CIN","CLE",NA,NA,NA,NA,"1","x",NA
"SS","Xander Bogaerts",4800,"TEX@BOS 07:10PM ET",8.6,"BOS","TEX",NA,8.3,9.26,NA,"3","3",26
"OF","Corey Dickerson",4800,"LAA@TB 01:10PM ET",9.644,"TB","LAA",NA,8.9,8.97,NA,"1","1",9
