"Player.Name","Likes","Inj","Salary","Vegas.Pts","Defense.Pass.Yds.G","Defense.Rush.Yds.G","DvP","L3.Rush.Att","S.Rush.Att","Proj.Rush.Att","Red.Zone.Rush.Att","Yards.Per.Rush.Att","L3.Targets","S.Targets","Proj.Targets","Red.Zone.Targets","Yards.Per.Target","L3.FP","S.FP","Projected.Usage","Floor.FP","Ceil.FP","Proj.FP","Actual.FP","Opp.Rank","Opp.Pos.Rank","Wk.Lag1.Fpts","Wk.Lag2.Fpts","Wk.Lag3.Fpts","CompletionsRolling","TargetsRolling","TDsRolling","RollingTargetPctg","RankCompletions","RankTargets","RankTDs","Ownership.Pctg"
"Devonta Freeman",24,0,7000,33,0.11,-0.09,0.14,13,14.3,15.6,3.1,4.6,4.3,4,3.8,1.1,6.3,19.4,17.5,31,7.7,27.3,16,28.7,30,30,16.8,37.5,3.8,51,62,2,0.12133072407045,3,3,7,23.9317010812288
"Brandin Cooks",12,0,6900,25.5,0.08,-0.06,0.03,0,0.4,0.2,0.2,5,9,7.9,7.9,0.8,10.4,22.2,17.9,12,6.8,29,16.4,4.9,29,20,14.8,40.6,11.1,77,113,9,0.180223285486443,2,1,1,10.0323490378235
"Jordan Howard",6,0,6800,19,-0.09,-0.06,-0.1,16,16.4,21.8,2,5.1,4,3.6,4.6,0.5,6,17,16.8,45,7.5,26.2,20.4,16.5,6,7,16.8,21.3,13,32,54,1,0.0983606557377049,5,4,6,5.98847535032593
"Russell Wilson",9,0,6800,28.3,-0.03,0.57,0.04,6.7,4.7,6.2,0.3,3.6,0,0.1,0,0.1,7,23.2,18.5,59,9.8,27.2,22.4,14.7,32,22,37.6,21.4,10.5,2,2,1,0.00403225806451613,13,14,5,6.84623716772708
"Michael Thomas",12,0,6700,25.5,0.08,-0.06,0.03,0,0,0,0,0,7.7,7.6,9.1,1.1,9.2,14.1,16.6,14,8.7,24.4,16.9,34.6,29,20,15.8,18.2,0,84,112,8,0.178628389154705,1,2,2,12.0701432530544
"Golden Tate",20,0,6600,23.3,0.11,-0.11,0.16,0.3,0.6,0.4,0.1,-0.3,10,8.3,6.9,1.1,8,15.6,14.2,13,4.4,24,14.6,20.4,21,32,11.8,23.2,11.7,85,131,4,0.233096085409253,1,1,3,21.53894570436
"Bilal Powell",3,0,6500,19.8,-0.06,0.23,0.12,20,7.3,17.4,0.9,5.5,6.7,4.8,4.6,0.7,5.2,24.8,11.9,37,1.5,22.2,20.3,25.7,17,29,9.4,27.2,37.9,57,73,0,0.140655105973025,2,3,7,2.8243198407432
"DeAndre Hopkins",8,0,6500,19.3,0.12,-0.16,0.2,0,0,0,0,0,9,9.3,8,0.6,5.9,9.8,12.1,13,5.9,18.3,13.4,22.3,22,30,7.3,16.7,5.3,72,149,4,0.271402550091075,1,1,1,3.17781724501347
"Julian Edelman",14,0,6400,27.3,-0.01,0.3,0.03,0,0.7,0.3,0.1,4.6,11.7,9.8,9.1,0.9,6.5,13.9,13.6,14,8.5,18.6,17.6,34.7,24,25,13.9,13.5,14.3,94,152,2,0.278388278388278,1,1,7,6.00677231742066
"Demaryius Thomas",1,0,6300,20.5,0.06,0.06,0.04,0,0,0,0,0,11.7,9.2,8.8,1.2,7.5,15.6,15,15,8.8,21.3,16.8,8.7,23,18,5,16.1,25.6,89,152,5,0.281481481481481,1,1,1,1.37959131894297
"DeMarco Murray",2,1,6300,22.3,-0.15,-0.09,-0.05,17.7,18.8,19.3,2.6,4.5,4,4.4,3.4,1.1,5.7,14.1,20.5,40,14.1,26.8,17.7,2.9,3,15,8,19.1,15.2,52,66,3,0.135245901639344,3,4,3,6.3902767477263
"Dez Bryant",0,0,6200,18.8,0.01,-0.03,0.13,0,0,0,0,0,8,7.9,2.6,1.1,8.4,14.9,15.8,4,6,25.6,5.3,0,14,31,27.4,16.2,1,52,98,9,0.209850107066381,3,2,1,1.29298567469456
"Emmanuel Sanders",0,1,6100,20.5,0.06,0.06,0.04,0,0.1,0.3,0,4,7.7,9.1,8.5,1.2,7.5,13.8,14.8,15,4.5,25.1,15.7,0,23,18,3.6,7.8,30,80,140,5,0.259259259259259,2,2,1,1.69088371911472
"Larry Fitzgerald",8,0,6000,23,-0.05,-0.04,0.13,0,0.1,0,0,1,7.3,9.6,8.9,1.3,6.8,7.7,15.6,14,8.1,23,16.7,15.3,15,26,7.1,11.7,4.2,106,153,6,0.279707495429616,1,1,1,4.86357781334166
"Jay Ajayi",1,1,5900,19.8,0,-0.18,-0.1,23.7,17.4,16.7,2.2,5,1.3,2.3,2.5,0.4,4.1,14.4,15.5,35,4.8,26.3,11.5,10.9,2,3,30.9,5.1,7.3,26,35,1,0.0799086757990868,4,4,7,1.91117920293532
"Alshon Jeffery",0,0,5900,19,-0.09,-0.06,-0.14,0,0,0,0,0,9.3,8.3,7.9,1.1,8.9,14.6,13.4,13,8.9,17.9,13.5,2,6,4,14.2,20.9,0,52,90,2,0.163934426229508,2,2,3,1.28005581794762
"Thomas Rawls",10,0,5800,28.3,-0.03,0.57,0.45,13.7,12.6,13.4,1.9,3.3,1.7,2.1,2,0.1,5.6,5,8.9,25,0.5,17.3,13.5,7.4,32,32,0.8,5.9,8.4,13,17,0,0.0342741935483871,7,8,9,11.8017877356649
"Sammy Watkins",4,1,5800,23.3,0.01,-0.08,0.04,0,0,0,0,0,6.7,6.1,6.4,0.6,9.3,16.3,11.3,11,1.4,21.2,12.7,7.1,26,17,31.4,2,15.4,23,42,2,0.0935412026726058,5,5,4,1.97997579921152
"Ty Montgomery",7,0,5700,26.8,0,-0.05,-0.08,11.3,4.9,11.5,0.8,6,4,3.6,4.2,0.6,6.5,19.6,9.7,26,-0.5,19.8,14.8,9.1,19,15,0,33.3,17.6,43,53,1,0.089527027027027,4,4,6,11.7344548967563
"Tyrell Williams",1,0,5700,19.8,0,0.11,0.08,0,0,0,0,0,7.7,7.5,7.5,1,8.8,10.4,14.2,12,6.5,21.9,13.6,13,12,19,16.4,6,8.8,65,106,7,0.2,1,1,1,1.7499219329404
"Davante Adams",12,0,5700,26.8,0,-0.05,0.02,0,0,0,0,0,6.3,7.5,7.6,1.2,8.6,14.1,15.8,13,4.8,26.8,13.8,23.1,19,15,14.4,4.5,23.4,71,117,10,0.197635135135135,2,2,2,21.1932550060502
"LeGarrette Blount",11,0,5700,27.3,-0.01,0.3,0.02,18.3,19,16.3,4.3,3.9,0.3,0.5,0.3,0,4.8,13.7,15.7,25,8.8,22.5,11.1,11.1,24,17,17,9.1,14.9,7,8,0,0.0146520146520147,9,9,9,10.6539579999219
"DeSean Jackson",14,0,5600,28.8,0.03,-0.16,-0.08,0,0,0,0,0,7,6.8,7.7,0.9,10.2,20.9,13.6,12,6.1,21.1,14.9,5.4,5,9,19.4,21.1,22.2,52,102,4,0.175559380378657,4,2,3,11.2645887817635
"Adam Thielen",12,0,5600,25,-0.07,0.12,0.1,0.3,0.1,0,0.1,7.5,7,6.1,8.6,0.6,10.5,21.6,13.6,14,2,25.2,15.5,1.7,18,29,47.6,0,17.1,69,93,5,0.164893617021277,3,3,2,17.9332233888911
"Michael Crabtree",0,0,5600,19.5,-0.21,0.24,-0.37,0,0,0,0,0,8.3,9.1,7.5,1.4,7,13.4,15.9,11,7.2,24.6,11.9,9.7,1,1,16,18,6.1,87,147,9,0.249575551782683,1,1,1,0.342031304890901
"Tyreek Hill",4,0,5600,25.3,0.03,-0.1,-0.09,2.7,1.4,1.1,0.2,12,4.7,5.1,7.6,0.8,7.2,17.4,13.4,14,5.2,21.6,15.4,17.1,16,8,15.5,12.8,23.8,57,76,6,0.146435452793834,2,2,1,10.0852882626176
"Mark Ingram",18,0,5600,25.5,0.08,-0.06,0.12,14,12.3,13.9,2,5.1,3,3.3,3.2,0.6,5.8,13.3,15,26,4.7,25.3,13.9,28.2,29,22,25.3,11.2,3.3,40,50,4,0.0797448165869219,5,6,3,17.0056891369687
"Blake Bortles",5,0,5600,21.5,0.07,0.07,0.06,2.7,3.7,2.9,0.4,6.1,0.3,0.1,0,0,20,17.8,19.3,68,12.4,26.1,16.5,19.1,28,26,29.7,8.2,15.6,1,1,1,0.00165016501650165,16,17,6,4.66231117529958
"Allen Robinson",10,0,5500,21.5,0.07,0.07,-0.02,0,0,0,0,0,7.7,9.2,8.3,1.2,5.8,11,12.8,14,3.6,22,13.8,13.2,28,11,26.7,3.5,2.7,68,147,6,0.242574257425743,1,1,1,10.8576642335766
"Amari Cooper",0,0,5500,19.5,-0.21,0.24,-0.37,0,0.1,0.3,0,0,6.3,8.2,7.2,0.9,9,7.6,15.3,11,5.2,25.3,12.7,13.9,1,1,11.2,3.8,7.9,82,137,4,0.232597623089983,2,2,2,0.254205862836176
"Spencer Ware",4,1,5500,25.3,0.03,-0.1,0.13,17,15.3,0,1.9,4.3,2.7,3,0,0.2,10.6,10,14.5,0,6,23,0,0,16,25,10.2,12.5,7.3,34,43,2,0.0828516377649326,5,6,3,0.432052382996994
"Greg Olsen",0,0,5500,20.5,0.04,0.07,-0.06,0,0,0,0,0,9.3,8.3,7.8,0.9,8.4,13,13.9,13,6.4,21.4,14.3,5.2,20,11,11.9,14.5,12.7,78,129,3,0.240671641791045,1,1,4,1.06951871657754
"DeAngelo Williams",8,0,5500,22.5,0.01,0.36,0.21,1.7,10.7,15.5,1,3.7,0.3,3.3,3.3,0.1,4,0.4,11.2,30,-3.1,25.6,16.4,24.4,31,31,0,0,0,15,23,1,0.0403508771929825,7,8,8,12.226521331824
"Willie Snead",3,1,5400,25.5,0.08,-0.06,0.03,0,0,0,0,0,8,7.1,7.5,0.9,8.1,11.4,13.1,11,4.6,21.6,15.1,11.2,29,20,4.1,15.6,14.5,72,101,4,0.161084529505582,3,3,3,2.61622233498575
"Stefon Diggs",0,1,5400,25,-0.07,0.12,0.1,0,0.2,0,0.1,3.3,5.3,8.6,0,0.9,8.1,8.2,15.6,0,5.2,25.9,0,0,18,29,12.9,3.3,8.5,86,114,3,0.202127659574468,1,2,3,0.169063975955346
"Todd Gurley",0,0,5300,16,-0.07,-0.1,-0.19,17.7,17.6,17.6,2.1,3.2,3.7,3.5,2.9,0.6,5.5,13.2,12.5,36,7.4,17.6,13.1,11.7,9,5,17.7,4.6,17.3,41,56,0,0.10958904109589,4,5,6,1.28444709005035
"Dontrelle Inman",3,0,5300,19.8,0,0.11,0.08,0,0,0,0,0,8.3,6.1,7.5,0.5,8.3,12.8,10.7,12,2.2,19.1,13.5,9.1,12,19,7.4,11.8,19.1,57,100,4,0.188679245283019,2,2,4,1.13050860689332
"Kelvin Benjamin",0,0,5300,20.5,0.04,0.07,-0.01,0,0,0,0,0,5.3,7.4,7,0.8,7.6,7.5,12,12,3.7,20.2,11.8,21.3,20,14,16.3,4,2.1,57,111,6,0.207089552238806,2,2,1,1.13782739373122
"Sam Bradford",2,0,5200,25,-0.07,0.12,-0.02,2,1.4,2,0.1,1.5,0,0.1,0,0,5,18.9,15.3,58,9.3,21.3,14.8,23.4,18,18,0,0,0,1,1,0,0.00177304964539007,11,13,6,1.17246965143058
"Cameron Meredith",11,0,5200,19,-0.09,-0.06,-0.14,0,0.1,0,0.1,6,11,7,7.6,0.8,9.1,24.4,13.8,13,3.1,24.5,13.7,14.2,6,4,31.5,22.4,19.2,65,99,4,0.180327868852459,1,1,1,8.51565244545064
"Latavius Murray",4,0,5200,19.5,-0.21,0.24,0.02,16.7,14.6,15.1,2.9,4.1,1.3,3.2,2.4,0.4,6,11.9,16.3,27,8,24.5,14,3.5,1,21,7.1,9.2,19.3,33,44,1,0.0747028862478778,4,5,7,6.50201022678481
"Taylor Gabriel",0,1,5100,33,0.11,-0.09,0.05,0.3,0.3,0,0.1,12.8,5.3,4.2,0,0.5,11.6,12.2,11.7,0,4.3,19,0,0,30,16,0,0,0,35,51,6,0.0998043052837573,4,4,1,0.141740505093876
"Jonathan Stewart",1,0,5100,20.5,0.04,0.07,0.06,20,16.5,18.8,3,3.8,2,1.6,1.1,0.3,2.8,12.3,11.4,33,3.8,19.1,13.7,14.2,20,24,6.2,18,12.6,9,23,0,0.042910447761194,9,7,9,0.435223857293415
"Donte Moncrief",0,1,5100,27,-0.14,-0.02,-0.1,0,0.1,0,0,-1,4.3,6.2,0,1.1,5.5,7.9,11.4,0,5.1,17.7,0,0,10,6,11,0,0,31,56,8,0.100178890876565,5,3,1,0.0126858971856825
"Tevin Coleman",5,0,5100,33,0.11,-0.09,0.14,10.3,9.2,7.9,1.7,4.3,2.7,3,1.9,0.8,11.3,16.9,14.9,16,5.8,24,7.6,14.9,30,30,22.5,8.6,19.5,30,38,2,0.0743639921722113,5,5,7,10.0069772434521
"Pierre Garcon",9,0,5000,28.8,0.03,-0.16,-0.08,0,0,0,0,0,7.3,7.1,8.6,0.9,8.8,15,12.7,13,7.2,18.2,15.9,13.6,5,9,13.4,14.8,16.9,76,111,3,0.19104991394148,1,1,4,5.54495686794957
"Jamison Crowder",5,0,5000,28.8,0.03,-0.16,-0.08,0,0.1,0.5,0,-1,4,6.4,5.7,1.1,8.7,4.1,13.6,10,6.2,21,11.3,3.6,5,9,1.3,5.4,5.7,64,96,7,0.165232358003442,2,3,1,3.37493657051407
"Jarvis Landry",2,0,5000,19.8,0,-0.18,-0.11,0.3,0.3,0.5,0,3.4,5.3,7.9,7.5,0.5,8.9,15,14.9,15,7.7,22,13.2,22.6,2,7,5.9,22.8,16.3,89,121,3,0.276255707762557,1,1,4,2.72283266325774
"Kenny Britt",0,1,5000,16,-0.07,-0.1,0.14,0,0,0,0,0,8,7.4,0,0.7,9,8.9,13.5,0,5.9,21.2,0,0,9,28,2.5,9,15.2,69,114,5,0.223091976516634,1,1,1,0.0368378937507319
"Alex Smith",4,0,5000,25.3,0.03,-0.1,-0.01,4,3,3.7,0.6,2.7,0.3,0.1,0,0,3,16.7,15.3,66,8.5,22.1,18.5,25.7,16,9,23.4,12.6,14.2,1,2,0,0.00385356454720617,15,15,7,1.51279323939264
"Travis Kelce",20,0,5000,25.3,0.03,-0.1,-0.03,0,0.1,0,0.1,-5,8.3,7.7,7.5,1.1,9.7,20.4,15.9,12,7,24.9,14.8,1.8,16,16,36,7.1,18.1,84,119,4,0.229287090558767,1,1,2,33.1375151254928
"Steve Smith",15,0,4900,21.5,-0.04,0.07,-0.18,0,0,0,0,0,6.7,7.5,7.7,0.9,7.9,14.9,13.9,12,6.6,21.2,13.9,6.4,13,2,22.9,12,9.7,69,100,5,0.160513643659711,2,3,1,15.8293161325579
"Derrick Henry",0,0,4900,22.3,-0.15,-0.09,-0.05,8.3,7.3,5.9,1.5,4.5,1,1.1,1.1,0.2,9.6,9.7,7.1,12,1.2,13,5.2,13.8,3,15,5.5,17.8,5.7,12,14,0,0.0286885245901639,7,9,10,0.899234942815879
"Sterling Shepard",0,0,4900,18.8,0.09,0.07,0.02,0.3,0.1,0,0,12,6.7,6.7,4.2,0.7,6.5,13.9,12,7,6,18.1,7.1,6.7,25,13,19.3,15.6,6.9,65,101,8,0.172649572649573,2,2,2,2.15440688551466
"Zach Ertz",19,0,4800,25.3,0.07,-0.26,0.26,0,0,0,0,0,7.7,6.9,7.5,0.9,7.5,14.5,11.4,13,4.2,18.6,12.4,41.9,11,26,5.3,14,24.2,69,93,3,0.16726618705036,2,2,1,9.53393965416293
"Jeremy Hill",0,1,4800,19,-0.03,-0.22,-0.08,17.3,14.8,0,2.9,3.8,1.7,1.8,0,0.2,6.4,13,12.2,0,3.8,20.5,0,0,7,6,0.8,12.1,26.2,22,28,0,0.0520446096654275,6,7,6,0.0407412467309419
"Cole Beasley",0,0,4700,18.8,0.01,-0.03,0.13,0,0.1,0,0,7,5.7,6.3,3.6,0.5,8.3,7.8,12.1,6,7,17.1,6.8,7.9,14,31,6.5,8.8,8.1,73,100,5,0.214132762312634,1,1,2,1.5064502907998
"Malcolm Mitchell",0,1,4700,27.3,-0.01,0.3,0.03,0,0,0,0,0,3.7,4,0,1,8.4,7.5,8,0,0.4,15.6,0,0,24,25,5.9,2.4,14.1,33,53,4,0.0970695970695971,5,5,3,0.0517194269877825
"Jordan Matthews",2,1,4700,25.3,0.07,-0.26,0.04,0,0,0,0,0,9,8.3,0,0.9,6.9,9.3,12.5,0,5.9,19.1,0,0,11,12,3.2,8.7,15.9,73,119,3,0.214028776978417,1,1,1,0.168576056832819
"Frank Gore",3,0,4700,27,-0.14,-0.02,-0.05,16.3,16.5,16.8,1.9,3.9,2.7,3,2.9,0.4,5.8,14.1,14.1,32,9.1,19.1,14.4,9.6,10,14,8.5,18.5,15.4,38,50,4,0.0894454382826476,3,6,4,5.041912252625
"Jeremy Maclin",0,0,4700,25.3,0.03,-0.1,-0.09,0,0.1,0,0,-1,5,6.5,6.5,0.6,6.8,6.9,9.1,11,3.7,14.5,12.9,9.3,16,8,3.9,14.2,2.6,40,69,2,0.132947976878613,3,3,3,0.596481127288341
"Kyle Rudolph",8,0,4600,25,-0.07,0.12,-0.2,0,0,0,0,0,9,7.8,6,1.5,6.2,15,12,10,6.8,17.2,10.6,31.7,18,6,11.3,17.7,16,73,124,7,0.219858156028369,2,1,1,3.85016979585464
"J.J. Nelson",11,0,4600,23,-0.05,-0.04,0.13,0.3,0.3,0.8,0.1,20.8,6.7,4.8,6.6,0.5,8,19.8,10.1,12,0.8,19.4,13.5,11.5,15,26,25.2,14.8,19.4,31,64,6,0.117001828153565,5,4,1,7.87794215230883
"Alex Collins",0,0,4600,28.3,-0.03,0.57,0.45,5,3,9.8,0.6,2.9,2.3,1.3,1.3,0,8,5.5,3.8,18,-0.3,7.8,9.3,6.9,32,32,8.7,0,7.6,10,10,0,0.0201612903225806,9,9,9,1.57231937234084
"Marqise Lee",4,0,4600,21.5,0.07,0.07,-0.02,0,0.4,0,0,5.8,6,6.4,8,0.5,8,14.3,11.4,13,5.8,16.9,12.4,14.6,28,11,17.5,6,19.3,60,101,3,0.166666666666667,2,2,3,1.26005113392404
"Brandon Marshall",1,1,4600,19.8,-0.06,0.23,-0.08,0,0,0,0,0,6.7,8.6,0,1.3,6.1,4.6,10.8,0,3.6,18.1,0,0,17,10,4.8,2.6,6.3,62,132,4,0.254335260115607,1,1,1,0.03513017682189
"Mohamed Sanu",6,0,4600,33,0.11,-0.09,0.05,0,0.1,0,0.1,5,3.3,5.5,5.8,0.9,8.1,6.9,9.8,9,3.1,16.4,12.2,13.2,30,16,8.6,7.4,0,57,82,3,0.160469667318982,2,2,3,3.06657168507748
"Mike Wallace",0,0,4600,21.5,-0.04,0.07,-0.18,0,0.3,0.2,0,6.2,6.7,7.5,7,0.6,8.7,8.1,13.4,11,7.2,19.6,12,7.3,13,2,6.1,8,10.2,69,114,4,0.182985553772071,2,1,2,0.709434404153167
"Mike Gillislee",1,0,4500,23.3,0.01,-0.08,0.02,7.3,6.1,7.5,0.9,6.2,0,0.7,0.6,0.1,4,7.4,8.1,14,2.7,13.5,5.1,12,26,20,9.1,9.7,3.4,9,11,1,0.0244988864142539,7,10,5,0.651372028572544
"Jimmy Graham",6,0,4500,28.3,-0.03,0.57,-0.06,0.3,0.1,0,0,0,3,5.9,5.5,1,9.8,6.3,12.7,9,4.1,21.2,10.1,10.4,32,15,12.3,4.1,2.6,62,90,6,0.181451612903226,2,2,2,8.00114173074671
"Brandon LaFell",10,0,4500,19,-0.03,-0.22,0.03,0,0.1,0,0,-2,8.3,6.4,8.1,1,8.3,16.4,11.7,14,3.2,20.1,14.6,13.7,7,24,28,16.1,5.2,57,101,6,0.187732342007435,2,2,1,7.0948319606542
"Will Fuller",3,0,4500,19.3,0.12,-0.16,0.2,0.3,0.1,0,0.1,-3,6,6.5,5.1,0.5,7.2,6.3,9.9,9,1.7,18.1,9.3,5.4,22,30,6.9,7.9,4.2,44,86,2,0.156648451730419,4,2,3,0
"Ted Ginn",1,0,4500,20.5,0.04,0.07,-0.01,0.7,0.8,0,0.1,6.2,7,5.9,5.3,0.1,7.8,9,10,9,3.3,16.8,9.1,13.3,20,14,5.9,16.4,4.6,51,88,5,0.164179104477612,3,3,2,0.784086029899684
"Robby Anderson",0,0,4400,19.8,-0.06,0.23,-0.08,0.7,0.2,0,0,14,6.7,5.5,6.1,0.3,7.7,11.7,8.3,10,2.5,14.1,10.6,8.3,17,10,0,18,17.1,40,68,3,0.13102119460501,4,4,3,0.0880694016159881
"Isaiah Crowell",3,0,4400,19,0.02,-0.16,0.13,11.3,11.9,12.3,1.7,4.4,3,3.3,3,0.3,6.2,13.5,13.1,28,6,20.2,11.7,21.8,8,26,21.8,2.8,15.8,39,51,0,0.0964083175803403,4,6,8,6.61764705882353
"Travis Benjamin",0,0,4400,19.8,0,0.11,0.08,0.3,0.1,0,0,-1.5,3.3,5.4,0,0.5,9,8,10.1,0,1.4,18.8,0,0,12,19,10.5,13.6,-0.2,47,77,4,0.145283018867925,4,4,4,0.362523908037004
"Rob Kelley",7,0,4400,28.8,0.03,-0.16,-0.1,14.7,12,17.5,2.3,4.3,3,1.4,1.6,0.2,4.6,14.2,10.2,30,1,19.3,12.6,3.3,5,9,10.2,15.5,16.8,12,19,1,0.0327022375215146,7,8,7,1.99705296849994
"Terrance West",0,0,4400,21.5,-0.04,0.07,0.02,8.3,12.5,9.3,1.8,4,3.7,2.7,1.4,0.5,5.5,10.4,11.1,17,3.6,18.6,8,7.5,13,19,8.5,16.2,6.6,31,42,1,0.0674157303370786,5,7,6,0.633075061477809
"Darren McFadden",1,0,4300,18.8,0.01,-0.03,-0.06,8.5,8.5,13.8,0.5,3.5,1,1,2.2,0,-1,3.4,3.4,27,1.2,5.5,12.5,6.7,14,13,4.9,1.8,0,1,2,0,0.00428265524625268,13,13,9,1.31567391389203
"Alfred Blue",6,0,4300,19.3,0.12,-0.16,-0.19,12.7,6.8,16.9,0.8,4.4,2,0.9,2.9,0.2,2.3,9,4.3,33,-0.5,9.2,15.1,7,22,3,19,1.5,6.5,9,13,0,0.0236794171220401,10,10,8,3.35102853351029
"Tavon Austin",1,0,4300,16,-0.07,-0.1,0.14,2.3,1.9,1.9,0.2,6,7.7,7.3,6.7,0.6,4.8,11.2,10.3,15,3.5,17.2,10.2,3,9,28,12,5.7,15.9,57,102,3,0.199608610567515,2,2,2,0.598432803778446
"DeVante Parker",1,0,4300,19.8,0,-0.18,-0.11,0,0,0,0,0,4.3,5.8,6,0.6,8.6,8.2,10.8,11,3.7,17.8,10.8,9.5,2,7,18.5,2.7,3.4,52,80,5,0.182648401826484,2,2,2,1.09684218743901
"Marvin Jones",1,0,4200,23.3,0.11,-0.11,0.16,0,0.1,0,0,3,5.7,6.7,5.2,1,9.1,6.8,11.8,9,1.6,22,10.7,12.6,21,32,2.6,7.1,10.7,50,107,4,0.190391459074733,5,2,3,6.40515828096335
"Terrelle Pryor",7,1,4200,19,0.02,-0.16,-0.1,0,0.5,0,0.1,2.6,5.3,8.7,8.1,0.7,7,4.6,13.7,15,4.2,23.3,12.2,16.4,8,3,6.6,5.9,1.3,73,133,4,0.251417769376181,1,1,1,2.59963308481986
"Kenneth Dixon",1,0,4200,21.5,-0.04,0.07,0.02,10.7,7.1,12.2,0.4,4.3,5,3.4,3.5,0.2,3.9,12.8,7.9,25,1.4,14.4,13.3,15.3,13,19,6.8,9.6,22.1,27,36,1,0.057784911717496,8,8,6,1.10952808462469
"Rashad Jennings",0,0,4200,18.8,0.09,0.07,0.14,14,13.6,1.1,0.9,3.3,2.3,3.4,0.3,0.3,4.8,6.9,10.5,2,4.8,16.1,1.2,12.7,25,28,9.1,3.8,7.7,34,41,1,0.0700854700854701,5,5,4,0.598676763339709
"Anquan Boldin",1,0,4100,23.3,0.11,-0.11,0.16,0,0,0,0,0,5.7,5.9,6.2,1.3,5.9,8.8,10.5,11,5.4,15.6,12.6,15.7,21,32,8.3,4.3,13.9,66,93,8,0.165480427046263,2,3,1,2.42349428158788
"Chris Ivory",2,1,4100,21.5,0.07,0.07,0.12,11,10.6,0,1.2,3.8,2.7,2.5,0,0,6.6,12.4,9.1,0,3,15.3,0,0,28,27,20.4,4.4,0,20,28,0,0.0462046204620462,6,7,11,0.208829384441235
"Charcandrick West",1,0,4100,25.3,0.03,-0.1,0.13,6.7,5.1,13.4,0.7,3.3,0.3,2.1,3.2,0.3,4.5,3.9,4.7,27,1.3,8,11.5,28.6,16,25,4.8,0.5,6.4,24,31,0,0.0597302504816956,7,7,7,1.71137632226082
