"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Chris Sale","P","BOS","@ MIN",3.06,"Santana, R 0.66","L",1.38,0,0,7.6,12.4,0.74,NA,12600,38.7,33.6,28.18,28.18,"%",84,2.2,24.7,2
"Johnny Cueto","P","SF","@ CIN",4.14,"Feldman, R 4.83","R",4.86,0,0,6.2,7.3,1.32,NA,10900,36.3,14.9,16.12,16.12,"%",32,1.5,27.55,2.5
"Jon Lester","P","CHC","vs NYY",3.23,"Severino, R 3.86","L",3.67,0,0,5.7,8.2,1.43,NA,10300,35.9,14.2,22.6,22.6,"%",53,2.2,28.75,2.8
"Jose Quintana","P","CWS","@ BAL",4.38,"Tillman, R","L",4.1,0,0,6.2,9,1.31,NA,9800,38.8,17,13.51,13.51,"%",26,1.4,4.05,0.4
"Ervin Santana","P","MIN","vs BOS",3.95,"Sale, L 1.38","R",0.66,0,0,6.8,7.3,0.71,NA,9700,35.8,26.6,18.82,18.82,"%",68,1.9,4.1,0.4
"Tanner Roark","P","WSH","@ PHI",4.24,"Hellickson, R 3.18","R",4.04,0,0,5.9,7.3,1.18,NA,8700,19.8,15.3,13.45,13.45,"%",79,1.5,20.5,2.4
"Matt Shoemaker","P","LAA","vs HOU",4.07,"Fiers, R 5.68","R",4.78,0,0,5.3,8.5,1.34,NA,8400,32,12.4,13.77,13.77,"%",27,1.6,6.7,0.8
"Danny Duffy","P","KC","vs CLE",4.23,"Clevinger, R","L",3.89,0,0,6.2,6.5,1.38,NA,8400,38.6,13.6,13.65,13.65,"%",8,1.6,12.2,1.5
"Luis Severino","P","NYY","@ CHC",3.77,"Lester, L 3.67","R",3.86,0,0,6.5,10,0.95,NA,8300,37.5,21.4,13.02,13.02,"%",43,1.6,28.75,3.5
"Chris Tillman","P","BAL","vs CWS",4.12,"Quintana, L 4.10","R",NA,0,0,0,0,0,NA,8200,12.4,NA,12.36,12.36,"%",0,1.5,19.65,2.4
"Daniel Norris","P","DET","@ OAK",4.58,"Gray, R 6.00","L",4,0,0,5.4,7.7,1.7,NA,8100,32.6,12.6,12.17,12.17,"%",19,1.5,4.5,0.6
"Sonny Gray","P","OAK","vs DET",3.92,"Norris, L 4.00","R",6,0,0,6,6,1.17,NA,7800,11.9,9.3,11.88,11.88,"%",0,1.5,7.7,1
"Alex Cobb","P","TB","vs TOR",3.76,"Biagini, R 3.38","R",3.86,0,0,5.8,5.9,1.4,NA,7700,28.5,12.1,11.93,11.93,"%",31,1.5,15.8,2.1
"Michael Wacha","P","STL","@ ATL",4.56,"Dickey, R 3.94","R",3.23,0,0,6.1,8.3,1.14,NA,7600,20.5,17.9,11.2,11.2,"%",74,1.5,17.3,2.3
"Tyler Glasnow","P","PIT","vs MIL",3.93,"Davies, R 6.07","R",6.97,0,0,4.1,9.7,2.13,NA,7400,31.5,7,12.56,12.56,"%",0,1.7,15.45,2.1
"Mike Fiers","P","HOU","@ LAA",3.93,"Shoemaker, R 4.78","R",5.68,0,0,5.1,8.8,1.54,NA,7200,19.4,10.3,11,11,"%",59,1.5,6.45,0.9
"Zach Davies","P","MIL","@ PIT",4.07,"Glasnow, R 6.97","R",6.07,0,0,4.9,7.7,1.82,NA,7200,29,8.6,10.71,10.71,"%",0,1.5,22.55,3.1
"Jeremy Hellickson","P","PHI","vs WSH",4.26,"Roark, R 4.04","R",3.18,0,0,5.7,3.5,1,NA,7100,30.3,12.1,12.63,12.63,"%",27,1.8,7.7,1.1
"R.A. Dickey","P","ATL","vs STL",4.44,"Wacha, R 3.23","R",3.94,0,0,5.9,5.8,1.35,NA,6900,20,13.1,11.91,11.91,"%",69,1.7,3.5,0.5
"Scott Feldman","P","CIN","vs SF",4.36,"Cueto, R 4.86","R",4.83,0,0,5.3,7.6,1.36,NA,6800,29.4,11.6,10.62,10.62,"%",19,1.6,35.65,5.2
"Andrew Cashner","P","TEX","@ SEA",4.76,"Overton, L 6.14","R",2.95,0,0,5.3,4.2,1.5,NA,6600,16.7,8.4,8.08,8.08,"%",49,1.2,17.3,2.6
"Taijuan Walker","P","ARI","@ COL",6.03,"Chatwood, R 5.40","R",4.19,0,0,5.7,10.3,1.28,NA,5900,29.8,17.9,8.92,8.92,"%",42,1.5,8.55,1.4
"Paul Goldschmidt","1B","ARI","@ COL",5.47,"Chatwood, R 5.40","R",0.327,0.452,0.255,0,0,0,3,5600,35.9,11.5,18.21,18.21,"%",62,3.3,0,NA
"Tyler Chatwood","P","COL","vs ARI",5.47,"Walker, R 4.19","R",5.4,0,0,6.1,6.3,1.36,NA,5500,31.1,12.3,9.46,9.46,"%",12,1.7,24.75,4.5
"Charlie Blackmon","OF","COL","vs ARI",6.03,"Walker, R 4.19","L",0.3,0.385,0.292,0,0,0,1,5400,32.1,10.2,16.56,16.56,"%",62,3.1,20,3.7
"Mookie Betts","OF","BOS","@ MIN",3.95,"Santana, R 0.66","R",0.267,0.331,0.133,0,0,0,1,5300,26.4,7.6,11.09,11.09,"%",50,2.1,24,4.5
"Jake Lamb","3B","ARI","@ COL",5.47,"Chatwood, R 5.40","L",0.261,0.365,0.243,0,0,0,4,5300,31.1,9.7,16.71,16.71,"%",63,3.2,5,0.9
"Trea Turner","SS","WSH","@ PHI",4.26,"Hellickson, R 3.18","R",0.286,0.349,0.191,0,0,0,1,5100,33.8,10.5,12.11,12.11,"%",48,2.4,0,NA
"Anthony Rizzo","1B","CHC","vs NYY",3.77,"Severino, R 3.86","L",0.225,0.338,0.192,0,0,0,3,5000,24.6,8.7,9.59,9.59,"%",57,1.9,13,2.6
"Manny Machado","3B","BAL","vs CWS",4.38,"Quintana, L 4.10","R",0.234,0.355,0.261,0,0,0,3,5000,27.1,9,10.91,10.91,"%",55,2.2,9,1.8
"Jose Urena","P","MIA","@ NYM",4.64,"TBD","R",2.35,0,0,2.6,4.5,1.37,NA,5000,12.8,5,5.84,5.84,"%",30,1.2,19.7,3.9
"Mike Clevinger","P","CLE","@ KC",4.27,"Duffy, L 3.89","R",NA,0,0,0,0,0,NA,4900,7.6,NA,7.56,7.56,"%",0,1.5,23.75,4.8
"Kris Bryant","3B","CHC","vs NYY",3.77,"Severino, R 3.86","R",0.311,0.417,0.252,0,0,0,2,4900,25.5,10.5,9.8,9.8,"%",63,2,5,1
"Jose Abreu","1B","CWS","@ BAL",4.12,"Tillman, R","R",0.294,0.367,0.22,0,0,0,3,4900,26.8,8.1,10.83,10.83,"%",51,2.2,2,0.4
"Eric Thames","1B","MIL","@ PIT",3.93,"Glasnow, R 6.97","L",0.308,0.463,0.385,0,0,0,2,4900,30,11.3,10.68,10.68,"%",57,2.2,26,5.3
"Ian Desmond","OF","COL","vs ARI",6.03,"Walker, R 4.19","R",0.296,0.344,0.222,0,0,0,3,4900,37.2,10.2,15.54,15.54,"%",47,3.2,0,NA
"Joe Biagini","P","TOR","@ TB",4.25,"Cobb, R 3.86","R",3.38,0,0,1.3,8.3,0.96,NA,4800,10.3,3.6,5.29,5.29,"%",31,1.1,15.8,3.3
"Trevor Story","SS","COL","vs ARI",6.03,"Walker, R 4.19","R",0.16,0.292,0.23,0,0,0,6,4800,23.4,6.5,11.33,11.33,"%",53,2.4,12,2.5
"David Peralta","OF","ARI","@ COL",5.47,"Chatwood, R 5.40","L",0.309,0.371,0.175,0,0,0,2,4800,31.8,8.4,14.37,14.37,"%",48,3,0,NA
