"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"OF","Mookie Betts",5300,"BAL@BOS 07:10PM ET",8.143,"BOS","BAL",7.74,9.1,9.71,9.3,"3","3",NA
"1B","Anthony Rizzo",5200,"PHI@CHC 08:05PM ET",10.292,"CHC","PHI",8.63,11.9,10.71,9.3,"3","3",NA
"3B","Kris Bryant",5000,"PHI@CHC 08:05PM ET",10.417,"CHC","PHI",7.63,11.7,10.83,9.6,"2","2",NA
"1B","Joey Votto",4900,"PIT@CIN 07:10PM ET",9.833,"CIN","PIT",9.17,7.9,9.4,8.4,"3","3",NA
"2B","Jose Altuve",4900,"TEX@HOU 08:10PM ET",9.042,"HOU","TEX",10.02,9.3,10.46,10,"3","3",NA
"OF","Ryan Braun",4800,"MIL@STL 08:15PM ET",9.92,"MIL","STL",NA,0,8.56,0,"x","x",NA
"3B","Manny Machado",4800,"BAL@BOS 07:10PM ET",7.739,"BAL","BOS",9.1,9,8.1,8.9,"3","3",NA
"SS","Carlos Correa",4800,"TEX@HOU 08:10PM ET",6.364,"HOU","TEX",9.8,9,8.8,9.6,"4","4",NA
"1B","Eric Thames",4700,"MIL@STL 08:15PM ET",12.833,"MIL","STL",9.62,6.9,7.66,7.5,"2","2",NA
"C","Gary Sanchez",4700,"TOR@NYY 07:05PM ET",4.8,"NYY","TOR",NA,0,NA,0,"x","x",NA
"OF","Andrew McCutchen",4700,"PIT@CIN 07:10PM ET",7.208,"PIT","CIN",8.12,8.7,8.55,9.7,"3","3",NA
"1B/OF","Hanley Ramirez",4600,"BAL@BOS 07:10PM ET",7.05,"BOS","BAL",6.68,8.1,7.77,8.1,"4","4",NA
"3B","Josh Donaldson",4600,"TOR@NYY 07:05PM ET",8.333,"TOR","NYY",NA,0,NA,0,"x","x",NA
"OF","Gregory Polanco",4600,"PIT@CIN 07:10PM ET",6.545,"PIT","CIN",5.6,7.1,8.09,8.1,"4","4",NA
"OF","George Springer",4600,"TEX@HOU 08:10PM ET",8.591,"HOU","TEX",9.85,9.2,9.75,9.5,"1","1",NA
"1B","Freddie Freeman",4600,"NYM@ATL 07:35PM ET",13.13,"ATL","NYM",10.32,8.6,9.46,8.4,"3","3",NA
