Position,Name + ID,Name,ID,Salary,GameInfo,TeamAbbrev 
WR,Julio Jones (9505532),Julio Jones,9505532,9300,ATL@DET 01:00PM ET,ATL
WR,Antonio Brown (9505519),Antonio Brown,9505519,9000,PIT@CHI 01:00PM ET,PIT
RB,Le'Veon Bell (9505669),Le'Veon Bell,9505669,8800,PIT@CHI 01:00PM ET,PIT
WR,Odell Beckham Jr. (9505758),Odell Beckham Jr.,9505758,8600,NYG@PHI 01:00PM ET,NYG
WR,A.J. Green (9505536),A.J. Green,9505536,8100,CIN@GB 04:25PM ET,CIN
RB,Kareem Hunt (9506082),Kareem Hunt,9506082,8000,KC@LAC 04:25PM ET,KC
WR,Jordy Nelson (9505362),Jordy Nelson,9505362,7800,CIN@GB 04:25PM ET,GB
QB,Tom Brady (9505333),Tom Brady,9505333,7700,HOU@NE 01:00PM ET,NE
RB,Jay Ajayi (9505767),Jay Ajayi,9505767,7700,MIA@NYJ 01:00PM ET,MIA
RB,Melvin Gordon (9505858),Melvin Gordon,9505858,7600,KC@LAC 04:25PM ET,LAC
WR,Mike Evans (9505792),Mike Evans,9505792,7500,TB@MIN 01:00PM ET,TB
WR,Michael Crabtree (9505435),Michael Crabtree,9505435,7400,OAK@WAS 08:30PM ET,OAK
WR,Brandin Cooks (9505880),Brandin Cooks,9505880,7300,HOU@NE 01:00PM ET,NE
QB,Aaron Rodgers (9505347),Aaron Rodgers,9505347,7300,CIN@GB 04:25PM ET,GB
QB,Drew Brees (9505334),Drew Brees,9505334,7200,NO@CAR 01:00PM ET,NO
WR,Keenan Allen (9505725),Keenan Allen,9505725,7200,KC@LAC 04:25PM ET,LAC
QB,Matt Ryan (9505353),Matt Ryan,9505353,7100,ATL@DET 01:00PM ET,ATL
WR,Amari Cooper (9505914),Amari Cooper,9505914,7100,OAK@WAS 08:30PM ET,OAK
RB,LeSean McCoy (9505482),LeSean McCoy,9505482,7000,DEN@BUF 01:00PM ET,BUF
WR,Michael Thomas (9505934),Michael Thomas,9505934,7000,NO@CAR 01:00PM ET,NO
WR,Golden Tate (9505501),Golden Tate,9505501,6900,ATL@DET 01:00PM ET,DET
RB,Ty Montgomery (9505801),Ty Montgomery,9505801,6900,CIN@GB 04:25PM ET,GB
TE,Rob Gronkowski (9505468),Rob Gronkowski,9505468,6800,HOU@NE 01:00PM ET,NE
WR,Jarvis Landry (9505760),Jarvis Landry,9505760,6800,MIA@NYJ 01:00PM ET,MIA
QB,Derek Carr (9505593),Derek Carr,9505593,6800,OAK@WAS 08:30PM ET,OAK
WR,Kelvin Benjamin (9505843),Kelvin Benjamin,9505843,6700,NO@CAR 01:00PM ET,CAR
RB,Devonta Freeman (9505778),Devonta Freeman,9505778,6700,ATL@DET 01:00PM ET,ATL
QB,Cam Newton (9505467),Cam Newton,9505467,6600,NO@CAR 01:00PM ET,CAR
WR,Tyreek Hill (9506139),Tyreek Hill,9506139,6600,KC@LAC 04:25PM ET,KC
WR,Stefon Diggs (9505977),Stefon Diggs,9505977,6500,TB@MIN 01:00PM ET,MIN
WR,Doug Baldwin (9505491),Doug Baldwin,9505491,6400,SEA@TEN 04:05PM ET,SEA
