"Mike Trout_LAA","Paul Goldschmidt_ARI","Wil Myers_SD","AJ Pollock_ARI","Jake Lamb_ARI","Yasmany Tomas_ARI","Albert Pujols_LAA","Ryan Schimpf_SD","Chris Owings_ARI","Yangervis Solarte_SD","David Peralta_ARI","Manuel Margot_SD","Khris Davis_OAK","Kole Calhoun_LAA","Cameron Maybin_LAA","Brandon Drury_ARI","Alex Dickerson_SD","Hunter Renfroe_SD","Stephen Vogt_OAK","CJ Cron_LAA","Rajai Davis_OAK","Cory Spangenberg_SD","Jefry Marte_LAA","Luis Valbuena_LAA","Trevor Plouffe_OAK","Jeremy Hazelbaker_ARI","Ryon Healy_OAK","Marcus Semien_OAK","Chris Herrmann_ARI","Travis Jankowski_SD","Yunel Escobar_LAA","Ben Revere_LAA","Socrates Brito_ARI","Andrelton Simmons_LAA","Jed Lowrie_OAK","Danny Espinosa_LAA","Christian Bethancourt_SD","Austin Hedges_SD","Josh Phegley_OAK","Mark Canha_OAK","Erick Aybar_SD","Yonder Alonso_OAK","Ryan LaMarre_OAK","Chris Iannetta_ARI","Luis Sardinas_SD","Allen Cordoba_SD","Daniel Descalso_ARI","Jabari Blash_SD","Jake Smolinski_OAK","Hector Sanchez_SD","Nick Ahmed_ARI","Bruce Maxwell_OAK","Martin Maldonado_LAA","Juan Graterol_LAA","Matt Joyce_OAK","Carlos Perez_LAA","Adam Rosales_OAK","Jeff Mathis_ARI","Luis Torrens_SD","Chad Pinder_OAK","Cliff Pennington_LAA","Jaff Decker_OAK","Matt Olson_OAK"
22.5763157894737,0,0,0,0,0,8.95321637426901,0,0,0,0,0,0,-0.280701754385965,-2.31428571428571,0,0,0,0,-3.4,0,0,4.29090909090909,0,0,0,0,0,0,0,2.66959064327485,4.53333333333333,0,-5.6812865497076,0,10.0087719298246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.93333333333333,0,0,0,0,0,0,0,-16.5,0,0
0,68.5454545454545,0,42.8830409356725,16.4921052631579,0.316176470588235,0,0,8.64052287581699,0,23.0686274509804,0,0,0,0,25.1988304093567,0,0,0,0,0,0,0,0,0,-4.33333333333333,0,0,31.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39.8928571428571,0,0,27.2857142857143,0,0,0,6,0,0,0,0,0,0,-5.74545454545455,0,0,0,0,0
0,0,70.9285714285714,0,0,0,0,-5.75,0,11.0428571428571,0,-3.55,0,0,0,0,0,4.12857142857143,0,0,0,-24.5,0,0,0,0,0,0,0,-8.87179487179487,0,0,0,0,0,0,0,9.7843137254902,0,0,-16.8562091503268,0,0,0,10.5,-9.7,0,-22.3333333333333,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0
0,42.8830409356725,0,73.7342105263158,-1.13725490196078,-8.36397058823529,0,0,1.15032679738562,0,13.4166666666667,0,0,0,0,19.8933823529412,0,0,0,0,0,0,0,0,0,0,0,0,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.1428571428571,0,0,26.1666666666667,0,0,0,16.3,0,0,0,0,0,0,13.9727272727273,0,0,0,0,0
0,16.4921052631579,0,-1.13725490196078,45.747619047619,4.4375,0,0,-29.7095588235294,0,18.8421052631579,0,0,0,0,4.58496732026144,0,0,0,0,0,0,0,0,0,4.33333333333333,0,0,44.8333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.3809523809524,0,0,-14.3,0,0,0,-10.7,0,0,0,0,0,0,-19.1636363636364,0,0,0,0,0
0,0.316176470588235,0,-8.36397058823529,4.4375,82.7352941176471,0,0,12.8676470588235,0,33.6923076923077,0,0,0,0,18.975,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.285714285714286,0,0,12,0,0,0,1.75,0,0,0,0,0,0,-0.0888888888888889,0,0,0,0,0
8.95321637426901,0,0,0,0,0,42.8070175438597,0,0,0,0,0,0,-4.44444444444444,-6.97142857142857,0,0,0,0,-0.555555555555556,0,0,3.42222222222222,0,0,0,0,0,0,0,23.2254901960784,10.05,0,10.8823529411765,0,-2.63071895424837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.59047619047619,0,0,0,0,0,0,0,-19.5,0,0
0,0,-5.75,0,0,0,0,48.125,0,1.625,0,-2.67916666666667,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,0,-2.08333333333333,0,0,0,0,0,0,0,-19.5952380952381,0,0,-6.78095238095238,0,0,0,0,0,0,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8.64052287581699,0,1.15032679738562,-29.7095588235294,12.8676470588235,0,0,93.5087719298246,0,17.5857142857143,0,0,0,0,9.45833333333333,0,0,0,0,0,0,0,0,0,0,0,0,-75.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43.4,0,0,47.5666666666667,0,0,0,-1,0,0,0,0,0,0,-4.32727272727273,0,0,0,0,0
0,0,11.0428571428571,0,0,0,0,1.625,0,39.647619047619,0,9.33684210526316,0,0,0,0,0,-6.39047619047619,0,0,0,10.5,0,0,0,0,0,0,0,0.83974358974359,0,0,0,0,0,0,0,0.470588235294118,0,0,17.718954248366,0,0,0,-6.66666666666667,-3.75,0,-4.66666666666667,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0
