"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,13100,30.4961832061069,39.95,"Clayton Kershaw","LAD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,7,0,0,1,2,1,0
2,2,6700,55.2238805970149,37,"Jimmy Nelson","MIL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,8,0,0,0,5,0,0
3,1,2900,124.137931034483,36,"Danny Valencia","SEA",NA,"1B",6,3,1,5,0,3,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,3,5800,57.5,33.35,"Mike Foltynewicz","ATL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,7,0,0,0,2,2,0
5,4,7300,45.2739726027397,33.05,"Ty Blach","SF",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,9,1,1,0,7,0,0
6,2,4200,76.1904761904762,32,"Lucas Duda","NYM",NA,"1B",5,2,2,3,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,3,5000,62,31,"J.D. Martinez","ARI",NA,"OF",5,2,1,2,0,5,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,5,6500,46.8461538461538,30.45,"Jason Vargas","KC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,9,1,1,0,7,1,0
9,4,2700,111.111111111111,30,"Brian Goodwin","WAS",NA,"OF",9,1,1,2,0,5,2,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,5,2500,116,29,"Elias Diaz","PIT",NA,"C",8,1,1,6,0,5,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,6,10900,26.1467889908257,28.5,"Dallas Keuchel","HOU",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,6,0,0,0,3,2,0
12,6,3700,75.6756756756757,28,"Josh Harrison","PIT",NA,"2B/3B",2,2,1,2,0,4,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,7,4600,60.8695652173913,28,"Josh Donaldson","TOR",NA,"3B",2,2,2,2,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,8,3300,81.8181818181818,27,"Denard Span","SF",NA,"OF",1,3,0,1,0,6,3,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,9,3600,75,27,"Robbie Grossman","MIN",NA,"OF",2,3,1,2,0,4,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,10,4400,61.3636363636364,27,"Daniel Murphy","WAS",NA,"2B",3,2,1,2,0,6,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,11,4100,65.8536585365854,27,"Joe Mauer","MIN",NA,"1B",3,1,1,3,0,5,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,7,12000,21.2916666666667,25.55,"Stephen Strasburg","WAS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,0,0,2,4,3,0
19,12,4800,52.0833333333333,25,"Giancarlo Stanton","MIA",NA,"OF",2,3,1,1,0,3,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,13,4200,59.5238095238095,25,"Anthony Rendon","WAS",NA,"3B",6,2,1,3,0,5,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,14,4500,53.3333333333333,24,"Kevin Kiermaier","TB",NA,"OF",2,1,1,2,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,15,3000,80,24,"Jose Iglesias","DET",NA,"SS",9,4,0,0,1,4,3,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,16,2900,82.7586206896552,24,"Taylor Motter","SEA",NA,"2B/SS",7,2,1,4,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,17,3800,60.5263157894737,23,"Eduardo Nunez","SF",NA,"3B/OF",2,1,0,3,0,5,1,2,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,18,4200,54.7619047619048,23,"Miguel Cabrera","DET",NA,"1B",3,1,0,4,0,3,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,19,4200,54.7619047619048,23,"Justin Smoak","TOR",NA,"1B",5,2,1,3,0,3,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,20,3200,71.875,23,"Josh Bell","PIT",NA,"1B",5,2,1,2,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,8,4300,52.2093023255814,22.45,"Alec Asher","BAL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,6.33333333333333,0,0,2,3,0,0
29,21,3100,70.9677419354839,22,"Yangervis Solarte","SD",NA,"2B",2,1,1,2,0,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,22,5200,42.3076923076923,22,"Aaron Judge","NYY",NA,"OF",3,2,1,2,0,3,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,23,2500,88,22,"Allen Cordoba","SD",NA,"SS/OF",1,1,0,2,0,4,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,24,3500,60,21,"Max Kepler","MIN",NA,"OF",5,2,1,2,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,25,2900,72.4137931034483,21,"Dixon Machado","DET",NA,"2B/SS",1,1,0,3,0,6,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,26,2700,77.7777777777778,21,"Mikie Mahtook","DET",NA,"OF",8,1,1,2,0,5,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,27,3400,61.7647058823529,21,"Michael Taylor","WAS",NA,"OF",8,2,1,1,0,5,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,28,2700,77.7777777777778,21,"Austin Hedges","SD",NA,"C",7,2,1,2,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,29,4600,45.6521739130435,21,"Nolan Arenado","COL",NA,"3B",3,2,0,1,0,4,1,2,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,30,4500,46.6666666666667,21,"Cody Bellinger","LAD",NA,"1B/OF",6,1,1,1,1,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,31,4000,52.5,21,"Adrian Beltre","TEX",NA,"3B",4,1,1,1,0,3,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,32,4900,42.8571428571429,21,"George Springer","HOU",NA,"OF",1,1,1,3,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,33,5300,39.622641509434,21,"Paul Goldschmidt","ARI",NA,"1B",3,1,1,3,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,34,3300,63.6363636363636,21,"Jayson Werth","WAS",NA,"OF",2,2,1,1,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,9,7100,28.3802816901408,20.15,"John Lackey","CHC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,7,0,0,2,4,2,0
44,10,5200,38.6538461538462,20.1,"Christian Bergman","SEA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,0,0,2,7,2,0
45,35,2700,74.0740740740741,20,"Matt Joyce","OAK",NA,"OF",1,1,1,2,0,2,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,11,5500,36.2727272727273,19.95,"Kyle Gibson","MIN",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,5.66666666666667,0,0,2,6,2,0
47,36,4700,40.4255319148936,19,"Justin Bour","MIA",NA,"1B",6,1,1,2,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,37,3700,51.3513513513513,19,"Yonder Alonso","OAK",NA,"1B",5,1,1,1,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,38,3900,48.7179487179487,19,"Christian Yelich","MIA",NA,"OF",3,1,1,2,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,39,2700,66.6666666666667,18,"John Hicks","DET",NA,"C/1B",7,2,1,2,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,40,5400,33.3333333333333,18,"Carlos Correa","HOU",NA,"SS",4,1,1,3,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,12,6600,26.7424242424242,17.65,"Francisco Liriano","TOR",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,0,0,2,4,2,0
53,41,3100,54.8387096774194,17,"Nick Castellanos","DET",NA,"3B",2,2,0,1,0,2,0,1,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,42,2800,60.7142857142857,17,"Dansby Swanson","ATL",NA,"SS",8,1,1,1,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,43,3600,47.2222222222222,17,"Colby Rasmus","TB",NA,"OF",6,1,1,1,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,44,5300,32.0754716981132,17,"Jose Altuve","HOU",NA,"2B",3,1,0,0,1,4,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,13,7000,23.4285714285714,16.4,"Lance Lynn","STL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,5.33333333333333,0,0,2,2,4,0
58,14,7400,22.027027027027,16.3,"Josh Tomlin","CLE",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,7.33333333333333,0,0,3,7,0,0
59,45,3800,42.1052631578947,16,"Tim Beckham","TB",NA,"SS",7,1,1,1,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,46,2500,64,16,"Danny Espinosa","LAA",NA,"2B",8,1,1,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,47,4000,40,16,"Justin Upton","DET",NA,"OF",6,2,0,1,0,3,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,48,3600,44.4444444444444,16,"JT Realmuto","MIA",NA,"C",5,2,0,1,0,3,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,49,3800,42.1052631578947,16,"Starlin Castro","NYY",NA,"2B",5,1,1,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,50,3700,43.2432432432432,16,"Dexter Fowler","STL",NA,"OF",1,1,1,1,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,51,4700,34.0425531914894,16,"Michael Conforto","NYM",NA,"OF",1,1,1,2,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,52,4200,38.0952380952381,16,"Neil Walker","NYM",NA,"2B",4,2,0,1,0,3,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
