"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,11700,42.2649572649573,49.45,"Corey Kluber","CLE",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,9,1,1,0,3,0,0
2,1,5200,67.3076923076923,35,"Cody Bellinger","LAD",NA,"1B/OF",4,2,2,4,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,4100,82.9268292682927,34,"Mike Zunino","SEA",NA,"C",8,2,2,4,0,3,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,3,4200,78.5714285714286,33,"Justin Turner","LAD",NA,"3B",3,2,1,4,0,4,3,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,4,3400,88.2352941176471,30,"Jose Reyes","NYM",NA,"SS/3B",7,2,2,3,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2,5800,49.5689655172414,28.75,"R.A. Dickey","ATL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,7,0,0,0,3,1,1
7,3,8100,33.5185185185185,27.15,"Brad Peacock","HOU",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,5.66666666666667,0,0,1,4,2,0
8,5,3900,69.2307692307692,27,"Carlos Santana","CLE",NA,"1B",6,2,1,3,0,2,1,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,6,4800,56.25,27,"Giancarlo Stanton","MIA",NA,"OF",2,2,1,1,1,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,4,7500,33,24.75,"Gerrit Cole","PIT",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,7,0,0,1,3,2,0
11,7,4800,50,24,"Justin Smoak","TOR",NA,"1B",5,2,1,1,0,4,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,8,4500,51.1111111111111,23,"Justin Bour","MIA",NA,"1B",5,1,1,4,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,9,3400,67.6470588235294,23,"Scooter Gennett","CIN",NA,"2B/OF",2,2,1,2,0,4,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,10,3900,58.974358974359,23,"Scott Schebler","CIN",NA,"OF",6,1,1,1,0,3,0,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,5,13500,16.3333333333333,22.05,"Clayton Kershaw","LAD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,6.33333333333333,0,0,6,6,1,0
16,11,4200,52.3809523809524,22,"Dee Gordon","MIA",NA,"2B",1,1,0,1,2,4,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,12,4500,48.8888888888889,22,"Chris Taylor","LAD",NA,"2B/OF",5,1,1,1,1,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,13,4800,45.8333333333333,22,"Jose Ramirez","CLE",NA,"2B/3B",3,2,0,0,0,6,0,2,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,14,4100,53.6585365853659,22,"Jackie Bradley","BOS",NA,"OF",6,1,1,2,0,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,15,4000,52.5,21,"Jason Kipnis","CLE",NA,"2B",2,2,1,1,0,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,16,4400,47.7272727272727,21,"Andrew McCutchen","PIT",NA,"OF",6,1,1,3,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,17,4500,46.6666666666667,21,"Matt Adams","ATL",NA,"1B",5,2,1,2,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,18,4700,44.6808510638298,21,"Yangervis Solarte","SD",NA,"2B",2,1,1,1,0,4,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,19,4000,50,20,"Eric Hosmer","KC",NA,"1B",4,1,1,2,0,2,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,6,10500,18.9523809523809,19.9,"Jon Lester","CHC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,6,0,0,2,5,1,0
26,7,4200,46.1904761904762,19.4,"Daniel Gossett","OAK",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,6.66666666666667,0,0,2,6,0,0
27,20,4900,38.7755102040816,19,"Edwin Encarnacion","CLE",NA,"1B",4,4,0,1,0,4,0,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,21,2400,79.1666666666667,19,"Guillermo Heredia","SEA",NA,"OF",2,1,1,2,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,22,3900,48.7179487179487,19,"Jose Pirela","SD",NA,"OF",1,1,1,1,0,4,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,8,7200,25.4861111111111,18.35,"Jason Hammel","KC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,7,0,0,2,7,0,2
31,23,4300,41.8604651162791,18,"Anthony Rendon","WAS",NA,"3B",6,2,1,1,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,24,3500,51.4285714285714,18,"Austin Jackson","CLE",NA,"OF",9,0,0,3,0,4,0,2,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,25,4100,43.9024390243902,18,"Nomar Mazara","TEX",NA,"OF",3,2,1,1,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,26,5500,32.7272727272727,18,"Bryce Harper","WAS",NA,"OF",3,1,1,2,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,27,2800,64.2857142857143,18,"Jacob Marisnick","HOU",NA,"OF",9,1,1,2,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,28,3300,54.5454545454545,18,"Daniel Santana","ATL",NA,"2B/OF",9,1,1,3,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,29,5200,32.6923076923077,17,"George Springer","HOU",NA,"OF",1,1,1,1,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,30,4300,39.5348837209302,17,"Lonnie Chisenhall","CLE",NA,"OF",5,1,0,2,0,6,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,31,4400,38.6363636363636,17,"Steven Souza","TB",NA,"OF",5,1,1,1,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,9,6100,27.3770491803279,16.7,"Scott Feldman","CIN",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,6,0,0,2,6,1,1
41,10,9100,17.7472527472527,16.15,"Johnny Cueto","SF",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,7,0,0,2,5,0,1
42,32,2900,55.1724137931034,16,"Daniel Robertson","TB",NA,"2B/3B",8,1,1,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,33,2500,64,16,"Gavin Cecchini","NYM",NA,"2B",8,1,1,2,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,34,4100,39.0243902439024,16,"Jay Bruce","NYM",NA,"OF",4,1,1,1,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,35,3500,45.7142857142857,16,"Chase Utley","LAD",NA,"1B/2B",1,2,0,1,0,4,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,36,3800,42.1052631578947,16,"Jose Bautista","TOR",NA,"OF",3,1,1,1,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,37,4700,31.9148936170213,15,"Joey Votto","CIN",NA,"1B",3,2,0,1,0,5,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,38,4400,34.0909090909091,15,"Ender Inciarte","ATL",NA,"OF",1,0,0,1,0,4,2,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,39,4500,31.1111111111111,14,"Travis Shaw","MIL",NA,"3B",4,1,1,1,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,40,3600,38.8888888888889,14,"Derek Fisher","HOU",NA,"OF",7,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,41,3800,36.8421052631579,14,"Willson Contreras","CHC",NA,"C",4,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,42,4600,30.4347826086957,14,"Josh Donaldson","TOR",NA,"3B",2,1,0,1,1,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,11,4300,30.8139534883721,13.25,"Rafael Montero","NYM",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,3.66666666666667,0,0,1,3,2,0
54,43,3900,33.3333333333333,13,"Adrian Beltre","TEX",NA,"3B",4,0,0,3,0,4,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
