"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"OF","Austin Jackson",3600,"Cle@Ari 04:10PM ET",3.333,"Cle",NA,6.3,1.66,6.4,5
"3B/OF","Rob Segedin",3600,"LAD@Col 03:10PM ET",0,"LAD",NA,0,NA,0,0
"3B/SS","Eduardo Nunez",3600,"SF@SD 04:40PM ET",10.6,"SF",6.95,7.3,7.77,8.4,7
"3B","Kyle Seager",3500,"Sea@LAA 03:37PM ET",4.4,"Sea",7.39,7.3,7.66,7.9,2
"2B","Dee Gordon",3500,"Mia@NYM 08:08PM ET",6.25,"Mia",6.19,7.3,7.91,8.7,9
"OF","Christian Yelich",3500,"Mia@NYM 08:08PM ET",9.75,"Mia",6.64,7.8,6.95,8.5,0
"3B/OF","Joey Gallo",3500,"Oak@Tex 03:05PM ET",8.5,"Tex",7.11,6.2,6.98,7.6,25
"OF","Tyler Naquin",3500,"Cle@Ari 04:10PM ET",7.333,"Cle",NA,0,1.88,2.3,0
"OF","Yasmany Tomas",3500,"Cle@Ari 04:10PM ET",6.5,"Ari",5.8,0,6.91,7.4,0
"OF","Andre Ethier",3500,"LAD@Col 03:10PM ET",0,"LAD",NA,0,NA,0,0
"OF","Andrew Toles",3500,"LAD@Col 03:10PM ET",3.2,"LAD",NA,0,1.94,2.5,5
"SS","Brandon Crawford",3500,"SF@SD 04:40PM ET",10,"SF",6.06,6.3,7.35,7.5,8
"OF","Denard Span",3500,"SF@SD 04:40PM ET",3,"SF",NA,5.9,1.62,5.9,5
"OF","Kole Calhoun",3400,"Sea@LAA 03:37PM ET",8.167,"LAA",7.08,7,8.17,7.3,9
"3B","David Wright",3400,"Mia@NYM 08:08PM ET",0,"NYM",NA,0,NA,0,0
"SS","Asdrubal Cabrera",3400,"Mia@NYM 08:08PM ET",7.5,"NYM",6.78,7.3,7.6,8.1,5
"1B/C","Stephen Vogt",3400,"Oak@Tex 03:05PM ET",6.75,"Oak",NA,0,1.84,2,0
"OF","Delino DeShields",3400,"Oak@Tex 03:05PM ET",0,"Tex",5.56,6.7,6.45,6.3,5
"2B/OF","Kike Hernandez",3400,"LAD@Col 03:10PM ET",4.5,"LAD",NA,NA,7,NA,NA
"OF","Scott Van Slyke",3400,"LAD@Col 03:10PM ET",2.167,"LAD",7.32,0,1.92,2.4,5
"2B","Joe Panik",3400,"SF@SD 04:40PM ET",9.6,"SF",5.27,0,5.8,6.8,0
"OF","Cameron Maybin",3300,"Sea@LAA 03:37PM ET",8.2,"LAA",6.18,0,1.8,2.2,0
"1B","Lucas Duda",3300,"Mia@NYM 08:08PM ET",5,"NYM",5.11,7.6,6.35,7.8,6
"2B","Neil Walker",3300,"Mia@NYM 08:08PM ET",4.25,"NYM",6.17,7.1,6.96,7.8,5
"OF","Jay Bruce",3300,"Mia@NYM 08:08PM ET",9.5,"NYM",6.67,7.5,6.64,8,16
"OF","David Peralta",3300,"Cle@Ari 04:10PM ET",7.75,"Ari",7.05,8.6,7.96,8.4,8
"C","Dustin Garneau",3300,"LAD@Col 03:10PM ET",8.667,"Col",5.66,0,1.61,2,0
"1B","CJ. Cron",3200,"Sea@LAA 03:37PM ET",3.2,"LAA",6.23,6.6,7.18,7.9,10
"OF","Michael Conforto",3200,"Mia@NYM 08:08PM ET",2.333,"NYM",NA,7.3,1.69,2.3,18
"C","Josh Phegley",3200,"Oak@Tex 03:05PM ET",0,"Oak",5.65,7.2,6.51,7,6
"1B/OF","Mark Canha",3200,"Oak@Tex 03:05PM ET",0,"Oak",5.62,7.5,7.14,6.9,7
"2B/3B","Jurickson Profar",3200,"Oak@Tex 03:05PM ET",1.333,"Tex",NA,0,1.7,1.8,0
"3B/OF","Lonnie Chisenhall",3200,"Cle@Ari 04:10PM ET",0,"Cle",NA,0,NA,0,0
"OF","Abraham Almonte",3200,"Cle@Ari 04:10PM ET",6,"Cle",NA,0,1.86,1.9,5
"C","Tom Murphy",3200,"LAD@Col 03:10PM ET",0,"Col",NA,0,NA,0,0
"2B/3B","Ryan Schimpf",3200,"SF@SD 04:40PM ET",6,"SD",5.56,6.3,6.3,6.8,4
"1B/3B","Luis Valbuena",3100,"Sea@LAA 03:37PM ET",0,"LAA",NA,0,NA,0,0
"1B/3B","Jefry Marte",3100,"Sea@LAA 03:37PM ET",9,"LAA",NA,0,1.74,2.4,7
"OF","Mitch Haniger",3100,"Sea@LAA 03:37PM ET",9.2,"Sea",6.2,7.1,7.63,6.8,18
"1B","Yonder Alonso",3100,"Oak@Tex 03:05PM ET",6.6,"Oak",NA,0,1.8,2,0
"2B/OF","Michael Martinez",3100,"Cle@Ari 04:10PM ET",0,"Cle",NA,0,1.49,0,0
"2B/OF","Brandon Drury",3100,"Cle@Ari 04:10PM ET",8.5,"Ari",5.09,5.5,6.08,7.6,2
"OF/SS","Chris Owings",3100,"Cle@Ari 04:10PM ET",9.75,"Ari",5.63,6.2,5.99,6.8,32
"OF","Brandon Guyer",3100,"Cle@Ari 04:10PM ET",5,"Cle",5.87,7.2,7.86,8,0
"OF","Bradley Zimmer",3100,"Cle@Ari 04:10PM ET",0,"Cle",NA,0,NA,0,0
"2B/3B","Yangervis Solarte",3100,"SF@SD 04:40PM ET",10.4,"SD",5.97,5.9,6.5,6.2,20
"C","Robinson Chirinos",3000,"Oak@Tex 03:05PM ET",0,"Tex",NA,6.9,6.55,6.8,25
"2B","Jed Lowrie",3000,"Oak@Tex 03:05PM ET",8,"Oak",6.49,7.7,7.2,6.3,2
"SS","Pat Valaika",3000,"LAD@Col 03:10PM ET",0,"Col",NA,0,NA,0,0
"OF","Jarrett Parker",3000,"SF@SD 04:40PM ET",0,"SF",NA,0,1.68,7.5,0
"OF","Manuel Margot",3000,"SF@SD 04:40PM ET",10.4,"SD",5.4,6.6,7.02,7.4,3
"3B/OF","Danny Valencia",2900,"Sea@LAA 03:37PM ET",3,"Sea",6.11,6,6.91,6.9,2
"3B/SS","Yunel Escobar",2900,"Sea@LAA 03:37PM ET",6.667,"LAA",6.61,6.3,7.62,6.5,14
"OF","Ben Revere",2900,"Sea@LAA 03:37PM ET",1,"LAA",5.46,5.5,6.52,6.2,11
"2B/3B","Wilmer Flores",2900,"Mia@NYM 08:08PM ET",7,"NYM",6.51,0,1.49,1.9,0
"OF","Marcell Ozuna",2900,"Mia@NYM 08:08PM ET",8.25,"Mia",5.3,5.6,5.61,7.2,0
"C","Brett Nicholas",2900,"Oak@Tex 03:05PM ET",0,"Tex",NA,0,NA,0,0
"2B/OF","Drew Robinson",2900,"Oak@Tex 03:05PM ET",0,"Tex",NA,0,1.74,2,0
"OF","Jake Smolinski",2900,"Oak@Tex 03:05PM ET",0,"Oak",NA,0,NA,0,0
"C","Yan Gomes",2900,"Cle@Ari 04:10PM ET",1.75,"Cle",6.02,8.4,6.86,6.6,6
"OF","Jeremy Hazelbaker",2900,"Cle@Ari 04:10PM ET",4.2,"Ari",NA,0,1.77,1.6,0
"C","Tony Wolters",2900,"LAD@Col 03:10PM ET",4,"Col",NA,5.9,5.55,5.5,14
"C","Nick Hundley",2900,"SF@SD 04:40PM ET",3,"SF",NA,0,1.48,2.1,0
"OF","Alex Dickerson",2900,"SF@SD 04:40PM ET",0,"SD",NA,0,NA,0,0
"OF","Hunter Renfroe",2900,"SF@SD 04:40PM ET",6.6,"SD",5.31,5.8,5.91,6.1,0
"3B/SS","Taylor Motter",2800,"Sea@LAA 03:37PM ET",1,"Sea",NA,5.6,5.7,5.6,4
"SS","Andrelton Simmons",2800,"Sea@LAA 03:37PM ET",7.333,"LAA",5.08,5.9,6.82,6,16
"OF","Leonys Martin",2800,"Sea@LAA 03:37PM ET",3,"Sea",NA,6.2,6.29,6.6,3
"C","JT. Realmuto",2800,"Mia@NYM 08:08PM ET",19.667,"Mia",5.55,6.1,NA,7.7,3
"2B/3B","Martin Prado",2800,"Mia@NYM 08:08PM ET",0,"Mia",NA,0,NA,0,0
"C/OF","Chris Herrmann",2800,"Cle@Ari 04:10PM ET",4,"Ari",NA,5.9,1.49,1.8,0
"3B","Giovanny Urshela",2800,"Cle@Ari 04:10PM ET",0,"Cle",NA,0,NA,0,0
"2B/3B","Cory Spangenberg",2800,"SF@SD 04:40PM ET",0,"SD",NA,0,NA,0,0
"OF","Mac Williamson",2800,"SF@SD 04:40PM ET",0,"SF",NA,0,NA,1.6,0
"2B/SS","Danny Espinosa",2700,"Sea@LAA 03:37PM ET",5.167,"LAA",5.03,5,6.16,6,2
"C","Travis d'Arnaud",2700,"Mia@NYM 08:08PM ET",3.5,"NYM",5.24,0,1.47,6.1,0
"1B/OF","Ryan Rua",2700,"Oak@Tex 03:05PM ET",1,"Tex",5.96,5.9,7.1,7.5,14
"OF","Matt Joyce",2700,"Oak@Tex 03:05PM ET",5.2,"Oak",NA,0,1.72,1.9,0
"3B","Yandy Diaz",2700,"Cle@Ari 04:10PM ET",5.25,"Cle",5.29,8.1,7.07,5.9,5
"OF","Socrates Brito",2700,"Cle@Ari 04:10PM ET",0,"Ari",NA,0,NA,0,0
"2B/SS","Kelby Tomlinson",2700,"SF@SD 04:40PM ET",0,"SF",NA,0,NA,0,0
"OF","Jarrod Dyson",2600,"Sea@LAA 03:37PM ET",4,"Sea",5.32,0,1.79,2.5,0
"1B","Justin Bour",2600,"Mia@NYM 08:08PM ET",5,"Mia",5.25,7.1,6.18,8,0
"2B/3B","TJ. Rivera",2600,"Mia@NYM 08:08PM ET",0,"NYM",NA,0,1.49,1.7,0
"OF","Brandon Nimmo",2600,"Mia@NYM 08:08PM ET",0,"NYM",NA,0,NA,0,0
"2B/SS","Cristhian Adames",2600,"LAD@Col 03:10PM ET",0,"Col",NA,0,1.57,1.9,0
"3B","Aaron Hill",2600,"SF@SD 04:40PM ET",8,"SF",6.28,6.3,1.5,1.8,3
"OF","Travis Jankowski",2600,"SF@SD 04:40PM ET",6,"SD",5.99,6.7,6.73,6.8,6
"C","Mike Zunino",2500,"Sea@LAA 03:37PM ET",2.2,"Sea",5.18,0,1.57,2,0
"OF","Ben Gamel",2500,"Sea@LAA 03:37PM ET",0,"Sea",NA,0,NA,0,0
"OF","Guillermo Heredia",2500,"Sea@LAA 03:37PM ET",1,"Sea",5.37,0,1.36,2.2,0
"2B/3B","Derek Dietrich",2500,"Mia@NYM 08:08PM ET",7,"Mia",5.25,6.4,5.09,7.1,10
"OF","Juan Lagares",2500,"Mia@NYM 08:08PM ET",0,"NYM",NA,0,NA,0,0
"2B/3B","Adam Rosales",2500,"Oak@Tex 03:05PM ET",5,"Oak",5.11,7,6.19,6.9,5
"2B/SS","Hanser Alberto",2500,"Oak@Tex 03:05PM ET",0,"Tex",NA,0,NA,0,0
"C","Chris Iannetta",2500,"Cle@Ari 04:10PM ET",2.333,"Ari",NA,0,1.42,5.7,0
"C","Roberto Perez",2500,"Cle@Ari 04:10PM ET",5,"Cle",NA,0,1.63,1.5,0
"3B/SS","Alexi Amarista",2500,"LAD@Col 03:10PM ET",3.5,"Col",NA,6.8,6.09,6.2,0
"C","Christian Bethancourt",2500,"SF@SD 04:40PM ET",0,"SD",NA,0,1.39,NA,0
"C","Austin Hedges",2500,"SF@SD 04:40PM ET",1,"SD",5.18,4.1,4.94,5.4,2
"1B/OF","Chris Marrero",2500,"SF@SD 04:40PM ET",0.5,"SF",5.02,6.8,5.7,0,5
"3B","Conor Gillaspie",2500,"SF@SD 04:40PM ET",1.4,"SF",NA,0,1.57,1.5,0
"OF","Gorkys Hernandez",2500,"SF@SD 04:40PM ET",4,"SF",5.73,0,7.45,2,0
"2B/SS","Shawn O'Malley",2400,"Sea@LAA 03:37PM ET",0,"Sea",NA,0,NA,0,0
"OF","Destin Hood",2400,"Mia@NYM 08:08PM ET",0,"Mia",NA,0,NA,0,0
"2B/SS","Daniel Descalso",2400,"Cle@Ari 04:10PM ET",2.4,"Ari",NA,6.2,1.54,0,10
"C","Carlos Ruiz",2300,"Sea@LAA 03:37PM ET",4,"Sea",NA,4.9,5.21,4.9,12
"C","Martin Maldonado",2300,"Sea@LAA 03:37PM ET",4.4,"LAA",4.16,0,1.49,1.8,0
"1B/OF","Tyler Moore",2300,"Mia@NYM 08:08PM ET",5,"Mia",NA,0,1.3,0,0
"3B/SS","Adeiny Hechavarria",2300,"Mia@NYM 08:08PM ET",3,"Mia",3.72,0,4.04,5.3,0
"OF","Ichiro Suzuki",2300,"Mia@NYM 08:08PM ET",0,"Mia",NA,0,1.23,1.2,0
"SS","Nick Ahmed",2300,"Cle@Ari 04:10PM ET",5.75,"Ari",NA,0,1.55,1.7,0
"3B/SS","Luis Sardinas",2300,"SF@SD 04:40PM ET",0,"SD",NA,0,1.32,1.7,2
"OF","Jabari Blash",2300,"SF@SD 04:40PM ET",0,"SD",NA,0,1.57,1.8,0
"C","Carlos Perez",2200,"Sea@LAA 03:37PM ET",0,"LAA",NA,5,5.23,4.9,0
"C","Rene Rivera",2200,"Mia@NYM 08:08PM ET",5.5,"NYM",NA,3.8,4.66,1.2,0
"C","AJ. Ellis",2200,"Mia@NYM 08:08PM ET",2,"Mia",NA,0,1.3,1.4,0
"3B/OF","Ty Kelly",2200,"Mia@NYM 08:08PM ET",0,"NYM",NA,0,NA,0,0
"C","Jeff Mathis",2100,"Cle@Ari 04:10PM ET",7.333,"Ari",4.15,0,4.33,1.7,0
"2B/SS","Cliff Pennington",2000,"Sea@LAA 03:37PM ET",2,"LAA",NA,0,1.46,1.7,9
"2B/SS","Miguel Rojas",2000,"Mia@NYM 08:08PM ET",1,"Mia",NA,4.4,1.22,0.9,5
"C","Hector Sanchez",2000,"SF@SD 04:40PM ET",0,"SD",NA,0,NA,0,0
"C","Luis Torrens",2000,"SF@SD 04:40PM ET",0,"SD",NA,0,1.21,1.8,0
"SS","Erick Aybar",2000,"SF@SD 04:40PM ET",4.2,"SD",4.77,4.2,4.39,5,3
"SS","Allen Cordoba",2000,"SF@SD 04:40PM ET",0,"SD",NA,0,1.57,1.8,0
