"Wil Myers_SD","Corey Seager_LAD","Hunter Pence_SF","Buster Posey_SF","Maikel Franco_Phi","Brandon Belt_SF","Eduardo Nunez_SF","Adrian Gonzalez_LAD","Yasiel Puig_LAD","Denard Span_SF","Logan Forsythe_LAD","Odubel Herrera_Phi","Joc Pederson_LAD","Joe Panik_SF","Tommy Joseph_Phi","Justin Turner_LAD","Brandon Crawford_SF","Yasmani Grandal_LAD","Chase Utley_LAD","Franklin Gutierrez_LAD","Michael Saunders_Phi","Cody Bellinger_LAD","Chris Taylor_LAD","Aaron Altherr_Phi","Ryan Schimpf_SD","Christian Arroyo_SF","Jarrett Parker_SF","Cesar Hernandez_Phi","Freddy Galvis_Phi","Howie Kendrick_Phi","Trayce Thompson_LAD","Nick Hundley_SF","Yangervis Solarte_SD","Austin Barnes_LAD","Rhys Hoskins_Phi","Andrew Toles_LAD","Mac Williamson_SF","Manuel Margot_SD","Cameron Rupp_Phi","Rob Segedin_LAD","Daniel Nava_Phi","Cory Spangenberg_SD","Aaron Hill_SF","Kelby Tomlinson_SF","Alex Dickerson_SD","Hunter Renfroe_SD","Andrew Knapp_Phi","Ty Kelly_Phi","Andre Ethier_LAD","Scott Van Slyke_LAD","Kike Hernandez_LAD","Gorkys Hernandez_SF","Travis Jankowski_SD","Brock Stassi_Phi","Conor Gillaspie_SF","Michael Morse_SF","Andres Blanco_Phi","Drew Stubbs_SF","Christian Bethancourt_SD","Austin Hedges_SD","Tim Federowicz_SF","Luis Sardinas_SD","Erick Aybar_SD","Allen Cordoba_SD","Jabari Blash_SD","Brett Eibner_LAD","Hector Sanchez_SD","Luis Torrens_SD","Chris Marrero_SF"
67.7077922077922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.08823529411765,0,0,0,0,0,0,0,10.2597402597403,0,0,0,0,-2.64047619047619,0,0,0,0,0,0,0,4.45454545454545,0,0,0,0,0,0,-8.87179487179487,0,0,0,0,0,0,9.7843137254902,0,0,-15.8099415204678,0,0,0,0,0,0
0,68.1052631578947,0,0,0,0,0,9.60294117647059,9.68421052631579,0,37.7909090909091,0,42.8,0,0,27.1111111111111,0,37.9083333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,27.247619047619,11.9666666666667,0,5.01754385964912,16.0578947368421,0,0,3.73636363636364,0,0,0,9.41830065359477,0,0,16.4154411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11.9666666666667,24.4958333333333,0,4.25238095238095,-2.78333333333333,0,0,1.26190476190476,0,0,0,-3.1025641025641,0,0,0.807692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,71.4852941176471,0,0,0,0,0,0,-13.1083333333333,0,0,13.8681318681319,0,0,0,0,0,10.5576923076923,0,0,0,0,0,0,-37.4333333333333,-0.647058823529412,0,0,0,0,0,0,0,0,0,-18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5.01754385964912,4.25238095238095,0,34.4078947368421,10.8070175438596,0,0,-2.26363636363636,0,0,0,9.50367647058824,0,0,-2.47083333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.82142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,16.0578947368421,-2.78333333333333,0,10.8070175438596,51.9619047619048,0,0,8.8,0,0,0,15.8954248366013,0,0,11.8933823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9.60294117647059,0,0,0,0,0,23.2205882352941,-0.959558823529412,0,3.25,0,11.6666666666667,0,0,11.4285714285714,0,19.4285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9.68421052631579,0,0,0,0,0,-0.959558823529412,58.5476190476191,0,7.15454545454545,0,-2.61818181818182,0,0,14.1754385964912,0,5.45833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3.73636363636364,1.26190476190476,0,-2.26363636363636,8.8,0,0,12.7878787878788,0,0,0,-11.0818181818182,0,0,11.1636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
