"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Max Scherzer",12700,"NYM@WAS 07:05PM ET",28.463,"WAS","NYM",27.86,24.3,23.4465,22.6,11.5
"SP","Jacob deGrom",10500,"NYM@WAS 07:05PM ET",17.5,"NYM","WAS",20.01,19.2,17.819,15.1,33.55
"SP","Carlos Carrasco",10200,"SEA@CLE 07:10PM ET",24.925,"CLE","SEA",22.89,19.5,22.225,17.4,22.4
"SP","Jake Arrieta",9600,"CHC@BOS 07:10PM ET",22.475,"CHC","BOS",20.6,17.3,18.9635,17.3,1.95
"SP","Marcus Stroman",9100,"TB@TOR 07:07PM ET",14.41,"TOR","TB",19,17.1,22.1425,16,28.3
"SP","Jeff Samardzija",9000,"SD@SF 10:15PM ET",10.39,"SF","SD",18.26,17.6,18.009,14.2,17.55
"SP","Kenta Maeda",8700,"PHI@LAD 10:10PM ET",8.338,"LAD","PHI",17.08,15.6,20.542,14.4,28.15
"SP","Jerad Eickhoff",8600,"PHI@LAD 10:10PM ET",18.975,"PHI","LAD",14.8,16.6,16.472,13.3,1.55
"SP","Robbie Ray",8200,"COL@ARI 09:40PM ET",20.863,"ARI","COL",16.91,17.9,18.613,12.6,22.2
"SP","Ian Kennedy",8000,"MIN@KC 08:15PM ET",18.575,"KC","MIN",16.87,16.6,19.653,14.9,17.6
"SP","Lance Lynn",7800,"CIN@STL 08:15PM ET",17.725,"STL","CIN",18.03,15.3,16.451,12.9,20.7
"SP","Tyler Skaggs",7700,"LAA@TEX 08:05PM ET",15.088,"LAA","TEX",12.82,14.8,15.904,11.8,18.85
"SP","Drew Pomeranz",7600,"CHC@BOS 07:10PM ET",17.283,"BOS","CHC",18.06,15.1,18.73,12.7,22.7
"SP","Jameson Taillon",7400,"PIT@MIA 07:10PM ET",17.45,"PIT","MIA",19.5,16.6,15.653,13.5,17.05
"SP","Jharel Cotton",7300,"OAK@HOU 08:10PM ET",11.3,"OAK","HOU",13.98,13.8,13.198,13.1,5.15
"SP","Blake Snell",7200,"TB@TOR 07:07PM ET",11,"TB","TOR",11.58,16.1,14.079,12.6,7.85
"SP","Chase Anderson",7100,"ATL@MIL 08:10PM ET",21.1,"MIL","ATL",13.63,15.6,13.974,9.9,5.3
"SP","Kevin Gausman",7000,"BAL@NYY 07:05PM ET",4.4,"BAL","NYY",15.08,11.4,15.81,14.7,3.5
"SP","Charlie Morton",6900,"OAK@HOU 08:10PM ET",12.063,"HOU","OAK",15.54,15.1,17.002,10.9,31.55
"SP","CC Sabathia",6800,"BAL@NYY 07:05PM ET",14.275,"NYY","BAL",14.67,13.6,16.061,12.4,3.55
"SP","Bartolo Colon",6600,"ATL@MIL 08:10PM ET",13.6,"ATL","MIL",13.58,13,16.262,10.8,2.05
"SP","Kyle Freeland",6500,"COL@ARI 09:40PM ET",12.088,"COL","ARI",7.17,9.7,11.739,6.9,14.7
"SP","Tim Adleman",6400,"CIN@STL 08:15PM ET",17.55,"CIN","STL",14.36,13.5,10.878,8,NA
"SP","Adam Conley",6300,"PIT@MIA 07:10PM ET",12.125,"MIA","PIT",17.12,15,15.109,10.1,-15.65
"SP","Luis Perdomo",6000,"SD@SF 10:15PM ET",7.125,"SD","SF",14.77,12.3,12.098,10,17.3
"SP","Kyle Gibson",5700,"MIN@KC 08:15PM ET",1.813,"MIN","KC",11.76,12.4,13.423,10.2,3.2
"SP","Nick Martinez",5500,"LAA@TEX 08:05PM ET",16.75,"TEX","LAA",11.68,12.6,9.184,7.3,18.5
"SP","Ariel Miranda",5200,"SEA@CLE 07:10PM ET",11.775,"SEA","CLE",10.54,10.8,11.759,8.4,25.6
"SP","Mike Pelfrey",5000,"CWS@DET 07:10PM ET",4.15,"CWS","DET",8.68,7.6,9.933,6.9,2.5
