Rk,ID,Player,Pos,Week,Team,Opp,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Fantasy Points
1,7242,Drew Brees,QB,3,NO,ARI,414,3,0,2,0,0,0,0,31.76
2,2593,Aaron Rodgers,QB,3,GB,CIN,385,3,0,11,0,0,0,0,31.50
3,6029,Calvin Johnson,WR,3,DET,WAS,0,0,0,0,0,11,171,0,31.10
4,2429,Andre Johnson,WR,3,HOU,BAL,0,0,0,0,0,13,151,0,31.10
5,9038,Matthew Stafford,QB,3,DET,WAS,511,2,1,4,0,0,0,0,30.84
6,7328,Peyton Manning,QB,3,DEN,OAK,340,3,0,-1,0,0,0,0,28.50
7,11565,Andre Roberts,WR,3,ARI,NO,0,0,0,-1,0,12,118,0,26.70
8,3519,Vincent Jackson,WR,3,TB,NE,0,0,0,0,0,9,146,0,26.60
9,4314,Tom Brady,QB,3,NE,TB,381,2,0,0,0,0,0,0,26.24
10,12845,AJ Green,WR,3,CIN,GB,0,0,0,0,0,10,130,0,26
11,12386,Marshawn Lynch,RB,3,SEA,JAX,0,0,0,109,1,3,27,0,25.60
12,732,Matt Ryan,QB,3,ATL,MIA,346,2,0,7,0,0,0,0,25.54
13,3867,Tony Romo,QB,3,DAL,LA,344,2,0,0,0,0,0,0,24.76
14,11488,Jimmy Graham,TE,3,NO,ARI,0,0,0,0,0,9,124,0,24.40
15,8355,Julian Edelman,WR,3,NE,TB,0,0,0,15,0,8,82,1,23.70
16,6767,Pierre Garcon,WR,3,WAS,DET,0,0,0,0,0,9,117,0,23.70
17,12841,Andy Dalton,QB,3,CIN,GB,402,1,1,11,0,0,0,0,23.18
18,3943,DeSean Jackson,WR,3,PHI,KC,0,0,0,0,0,8,119,0,22.90
19,4932,Eli Manning,QB,3,NYG,CAR,334,2,2,4,0,0,0,0,22.76
20,11932,LeSean McCoy,RB,3,PHI,KC,0,0,0,89,0,6,77,0,22.60
21,13291,Julio Jones,WR,3,ATL,MIA,0,0,0,0,0,8,116,0,22.60
22,7203,Dwayne Bowe,WR,3,KC,PHI,0,0,0,0,0,8,113,0,22.30
23,9226,Josh Freeman,QB,3,TB,NE,416,1,3,14,0,0,0,0,22.04
24,13124,DeMarco Murray,RB,3,DAL,LA,0,0,0,95,0,7,55,0,22
