Rk,ID,Player,Pos,Week,Team,Opp,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Fantasy Points
1,7969,Jamaal Charles,RB,11,KC,DEN,0,0,0,112,1,6,45,0,30.70
2,7242,Drew Brees,QB,11,NO,SF,360,3,0,1,0,0,0,0,29.50
3,11056,Antonio Brown,WR,11,PIT,DET,5,0,0,1,0,12,134,0,28.70
4,6029,Calvin Johnson,WR,11,DET,PIT,0,0,0,0,0,7,126,1,28.60
5,7328,Peyton Manning,QB,11,DEN,KC,374,3,1,-4,0,0,0,0,28.56
6,6767,Pierre Garcon,WR,11,WAS,PHI,0,0,0,0,0,10,147,0,27.70
7,7884,Antonio Gates,TE,11,SD,MIA,0,0,0,0,0,13,117,0,27.70
8,2429,Andre Johnson,WR,11,HOU,OAK,0,0,0,0,0,7,115,1,27.50
9,3519,Vincent Jackson,WR,11,TB,ATL,0,0,0,0,0,8,100,1,27
10,4640,Reggie Bush,RB,11,DET,PIT,0,0,0,109,0,7,48,0,25.70
11,12246,Victor Cruz,WR,11,NYG,GB,0,0,0,0,0,10,125,0,25.50
12,14257,Robert Griffin III,QB,11,WAS,PHI,328,1,1,60,0,0,0,0,25.12
13,11932,LeSean McCoy,RB,11,PHI,WAS,0,0,0,128,0,5,43,0,25.10
14,732,Matt Ryan,QB,11,ATL,TB,376,2,2,5,0,0,0,0,24.54
15,9038,Matthew Stafford,QB,11,DET,PIT,320,2,0,3,0,0,0,0,24.10
16,6211,Harry Douglas,WR,11,ATL,TB,0,0,0,0,0,9,120,0,24
17,8529,Mike Wallace,WR,11,MIA,SD,0,0,0,6,0,9,110,0,23.60
18,13957,Kendall Wright,WR,11,TEN,IND,0,0,0,0,0,9,112,0,23.20
19,14536,Russell Wilson,QB,11,SEA,MIN,277,2,0,39,0,0,0,0,22.98
20,2428,Carson Palmer,QB,11,ARI,JAX,335,2,2,2,0,0,0,0,22.60
21,3943,DeSean Jackson,WR,11,PHI,WAS,0,0,0,0,0,7,95,1,22.50
22,13002,Cecil Shorts,WR,11,JAX,ARI,0,0,0,0,0,9,104,0,22.40
23,11667,Brandon Marshall,WR,11,CHI,BAL,0,0,0,0,0,7,88,1,21.80
24,9739,Hakeem Nicks,WR,11,NYG,GB,0,0,0,0,0,8,101,0,21.10
25,8244,Philip Rivers,QB,11,SD,MIA,363,1,1,5,0,0,0,0,21.02
26,4807,Adrian Peterson,RB,11,MIN,SEA,0,0,0,91,1,3,27,0,20.80
27,12845,AJ Green,WR,11,CIN,CLE,0,0,0,0,0,6,117,0,20.70
28,15694,Case Keenum,QB,11,HOU,OAK,274,2,0,16,0,0,0,0,20.56
29,4314,Tom Brady,QB,11,NE,CAR,348,1,1,5,0,0,0,0,20.42
30,11488,Jimmy Graham,TE,11,NO,SF,0,0,0,0,0,6,81,1,20.10
31,13103,Scott Tolzien,QB,11,GB,NYG,318,1,2,21,0,0,0,0,19.82
32,13557,Ben Tate,RB,11,HOU,OAK,0,0,0,101,0,5,17,0,19.80
33,8438,Brian Leonard,RB,11,TB,ATL,0,0,0,53,0,8,64,0,19.70
34,12841,Andy Dalton,QB,11,CIN,CLE,291,2,1,10,0,0,0,0,19.64
35,204,Roddy White,WR,11,ATL,TB,0,0,0,0,0,10,96,0,19.60
36,3807,Ben Roethlisberger,QB,11,PIT,DET,316,1,1,8,0,0,0,0,19.44
37,11197,Demaryius Thomas,WR,11,DEN,KC,0,0,0,0,0,5,84,1,19.40
38,4932,Eli Manning,QB,11,NYG,GB,355,1,2,0,0,0,0,0,19.20
39,12830,Torrey Smith,WR,11,BAL,CHI,0,0,0,0,0,6,102,0,19.20
40,10974,Rob Gronkowski,TE,11,NE,CAR,0,0,0,0,0,6,101,0,19.10
41,13799,Ryan Tannehill,QB,11,MIA,SD,286,2,1,6,0,0,0,0,19.04
42,13723,Nick Foles,QB,11,PHI,WAS,220,2,0,14,0,0,0,0,18.20
43,11859,Jason Campbell,QB,11,CLE,CIN,210,2,0,16,0,0,0,0,18
44,11712,Anquan Boldin,WR,11,SF,NO,0,0,0,0,0,8,99,0,17.90
45,8330,Brian Hartline,WR,11,MIA,SD,0,0,0,0,0,8,97,0,17.70
46,15100,Jordan Reed,TE,11,WAS,PHI,0,0,0,4,0,8,93,0,17.70
47,5282,Josh McCown,QB,11,CHI,BAL,253,1,0,32,0,0,0,0,17.32
48,9108,Tony Gonzalez,TE,11,ATL,TB,0,0,0,0,0,8,92,0,17.20
49,7203,Dwayne Bowe,WR,11,KC,DEN,0,0,0,0,0,8,92,0,17.20
50,12317,Danny Woodhead,RB,11,SD,MIA,0,0,0,32,0,8,60,0,17.20
51,547,Ray Rice,RB,11,BAL,CHI,0,0,0,63,0,7,37,0,17
52,4631,Wes Welker,WR,11,DEN,KC,0,0,0,0,0,8,90,0,17
53,5820,Frank Gore,RB,11,SF,NO,0,0,0,86,1,1,13,0,16.90
54,611,Joe Flacco,QB,11,BAL,CHI,280,1,0,14,0,0,0,0,16.60
55,14868,EJ Manuel,QB,11,BUF,NYJ,268,1,1,23,0,0,0,0,16.02
56,5094,Marques Colston,WR,11,NO,SF,0,0,0,0,0,7,89,0,15.90
57,9906,Danny Amendola,WR,11,NE,CAR,0,0,0,0,0,7,88,0,15.80
58,13320,Cam Newton,QB,11,CAR,NE,222,1,0,29,0,0,0,0,15.78
59,15201,Mike Glennon,QB,11,TB,ATL,262,1,0,10,0,0,0,0,15.48
60,14008,Andrew Luck,QB,11,IND,TEN,251,1,0,14,0,0,0,0,15.44
61,14986,DeAndre Hopkins,WR,11,HOU,OAK,0,0,0,0,0,6,94,0,15.40
62,12386,Marshawn Lynch,RB,11,SEA,MIN,0,0,0,98,0,3,25,0,15.30
63,1652,Steven Jackson,RB,11,ATL,TB,0,0,0,58,0,6,33,0,15.10
64,11182,Eric Decker,WR,11,DEN,KC,0,0,0,0,0,6,91,0,15.10
65,14187,Alshon Jeffery,WR,11,CHI,BAL,0,0,0,6,0,5,94,0,15
66,12861,Jordan Cameron,TE,11,CLE,CIN,0,0,0,0,0,7,80,0,15
67,8283,Ryan Fitzpatrick,QB,11,TEN,IND,224,1,0,20,0,0,0,0,14.96
68,15076,Keenan Allen,WR,11,SD,MIA,0,0,0,0,0,6,89,0,14.90
69,2699,Matt Forte,RB,11,CHI,BAL,0,0,0,74,0,4,34,0,14.80
70,12536,Andre Brown,RB,11,NYG,GB,0,0,0,69,1,1,8,0,14.70
71,8699,Knowshon Moreno,RB,11,DEN,KC,0,0,0,50,0,5,47,0,14.70
72,5571,Larry Fitzgerald,WR,11,ARI,JAX,0,0,0,1,0,6,86,0,14.70
73,14587,Josh Gordon,WR,11,CLE,CIN,0,0,0,2,0,5,93,0,14.50
74,2405,Chad Henne,QB,11,JAX,ARI,306,0,1,1,0,0,0,0,14.34
75,15224,Andre Ellington,RB,11,ARI,JAX,0,0,0,78,0,4,25,0,14.30
76,11101,Garrett Graham,TE,11,HOU,OAK,0,0,0,0,0,7,73,0,14.30
77,8649,Rashad Jennings,RB,11,OAK,HOU,0,0,0,80,0,3,32,0,14.20
78,14967,Le'Veon Bell,RB,11,PIT,DET,0,0,0,65,0,4,37,0,14.20
79,6739,Alex Smith,QB,11,KC,DEN,276,0,0,32,0,0,-1,0,14.14
80,4358,Steve Smith,WR,11,CAR,NE,0,0,0,0,0,7,71,0,14.10
81,6828,Chris Johnson,RB,11,TEN,IND,0,0,0,54,0,4,44,0,13.80
82,13791,Lamar Miller,RB,11,MIA,SD,0,0,0,86,0,3,20,0,13.60
83,14269,Alfred Morris,RB,11,WAS,PHI,0,0,0,105,0,0,0,0,13.50
