Rk,ID,Player,Pos,Week,Team,Opp,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Fantasy Points
1,7328,Peyton Manning,QB,10,DEN,SD,438,4,1,-4,0,0,0,0,35.12
2,7242,Drew Brees,QB,10,NO,DAL,416,3,0,2,0,0,0,0,31.84
3,11056,Antonio Brown,WR,10,PIT,BUF,5,0,0,5,0,14,131,0,30.80
4,6029,Calvin Johnson,WR,10,DET,CHI,0,0,0,0,0,7,133,1,29.30
5,6767,Pierre Garcon,WR,10,WAS,MIN,0,0,0,0,0,11,141,0,28.10
6,14257,Robert Griffin III,QB,10,WAS,MIN,391,1,1,63,0,0,0,0,27.94
7,8244,Philip Rivers,QB,10,SD,DEN,424,2,1,4,0,0,0,0,27.36
8,11270,Dez Bryant,WR,10,DAL,NO,0,0,0,0,0,7,108,1,26.80
9,4807,Adrian Peterson,RB,10,MIN,WAS,0,0,0,116,1,3,29,0,26.50
10,12246,Victor Cruz,WR,10,NYG,OAK,0,0,0,0,0,10,135,0,26.50
11,11488,Jimmy Graham,TE,10,NO,DAL,0,0,0,0,0,7,104,1,26.40
12,3807,Ben Roethlisberger,QB,10,PIT,BUF,375,2,1,9,0,0,0,0,25.90
13,7884,Antonio Gates,TE,10,SD,DEN,0,0,0,0,0,11,109,0,24.90
14,11667,Brandon Marshall,WR,10,CHI,DET,0,0,0,0,0,9,98,1,24.80
15,9038,Matthew Stafford,QB,10,DET,CHI,327,2,0,5,0,0,0,0,24.58
16,9739,Hakeem Nicks,WR,10,NYG,OAK,0,0,0,0,0,9,121,0,24.10
17,732,Matt Ryan,QB,10,ATL,SEA,342,2,1,0,0,0,0,0,23.68
18,14536,Russell Wilson,QB,10,SEA,ATL,249,2,0,57,0,0,0,0,23.66
19,4932,Eli Manning,QB,10,NYG,OAK,449,1,2,5,0,0,0,0,23.46
20,13957,Kendall Wright,WR,10,TEN,JAX,0,0,0,0,0,9,114,0,23.40
21,11755,Seneca Wallace,QB,10,GB,PHI,345,1,1,35,0,0,0,0,23.30
22,12841,Andy Dalton,QB,10,CIN,BAL,304,2,1,11,0,0,0,0,23.26
23,12845,AJ Green,WR,10,CIN,BAL,0,0,0,0,0,7,132,0,23.20
24,13002,Cecil Shorts,WR,10,JAX,TEN,0,0,0,0,0,9,111,0,23.10
25,15100,Jordan Reed,TE,10,WAS,MIN,0,0,0,5,0,9,106,0,23.10
26,8529,Mike Wallace,WR,10,MIA,TB,0,0,0,6,0,8,113,0,22.90
27,3867,Tony Romo,QB,10,DAL,NO,307,2,1,4,0,0,0,0,22.68
28,11197,Demaryius Thomas,WR,10,DEN,SD,0,0,0,0,0,7,96,1,22.60
29,2699,Matt Forte,RB,10,CHI,DET,0,0,0,86,1,4,35,0,22.10
30,11932,LeSean McCoy,RB,10,PHI,GB,0,0,0,95,0,7,55,0,22
31,4631,Wes Welker,WR,10,DEN,SD,0,0,0,0,0,7,86,1,21.60
32,2429,Andre Johnson,WR,10,HOU,ARI,0,0,0,0,0,7,114,0,21.40
33,15076,Keenan Allen,WR,10,SD,DEN,0,0,0,0,0,7,112,0,21.20
34,8330,Brian Hartline,WR,10,MIA,TB,0,0,0,0,0,8,101,0,21.10
35,11182,Eric Decker,WR,10,DEN,SD,0,0,0,0,0,7,110,0,21
36,204,Roddy White,WR,10,ATL,SEA,0,0,0,0,0,11,99,0,20.90
37,8972,Jay Cutler,QB,10,CHI,DET,299,2,1,16,0,0,0,0,20.56
38,4640,Reggie Bush,RB,10,DET,CHI,0,0,0,97,0,6,46,0,20.30
