"Elvis Andrus_TEX","Adrian Beltre_TEX","Carlos Gomez_TEX","Jose Abreu_CWS","Miguel Sano_MIN","Eddie Rosario_MIN","Shin-Soo Choo_TEX","Delino DeShields_TEX","Joe Mauer_MIN","Brian Dozier_MIN","Nomar Mazara_TEX","Salvador Perez_KC","Daniel Palka_MIN","Mike Napoli_TEX","Robinson Chirinos_TEX","Melky Cabrera_CWS","Todd Frazier_CWS","Mike Moustakas_KC","Eric Hosmer_KC","Jorge Bonifacio_KC","Joey Gallo_TEX","Yoan Moncada_CWS","Lorenzo Cain_KC","Eduardo Escobar_MIN","Whit Merrifield_KC","Max Kepler_MIN","Tyler Saladino_CWS","Robbie Grossman_MIN","Jorge Polanco_MIN","Jonathan Lucroy_TEX","Alen Hanson_CWS","Jurickson Profar_TEX","Yolmer Sanchez_CWS","Rougned Odor_TEX","Adam Engel_CWS","Alcides Escobar_KC","Jason Castro_MIN","Avisail Garcia_CWS","Chris Gimenez_MIN","Kennys Vargas_MIN","Jorge Soler_KC","Pete Kozma_TEX","Brett Nicholas_TEX","Jared Hoying_TEX","Charlie Tilson_CWS","Tim Anderson_CWS","Alex Gordon_KC","Paulo Orlando_KC","Cheslor Cuthbert_KC","Matt Davidson_CWS","Ryan Rua_TEX","Andy Ibanez_TEX","Billy Burns_KC","Ryan O'Hearn_KC","Brandon Moss_KC","Terrance Gore_KC","Leury Garcia_CWS","Jacob May_CWS","Hanser Alberto_TEX","Ronald Guzman_TEX","Drew Stubbs_TEX","Cody Asche_CWS","Willy Garcia_CWS","Kevan Smith_CWS","Drew Butera_KC","Ehire Adrianza_MIN","Geovany Soto_CWS","Raul Mondesi_KC","Byron Buxton_MIN","Drew Robinson_TEX","Omar Narvaez_CWS","Ramon Torres_KC","Hunter Dozier_KC","Grant Green_CWS","Zack Collins_CWS"
63,21,40,0,0,0,57,37,0,0,65,0,0,48,23,0,0,0,0,0,63,0,0,0,0,0,0,0,0,46,0,15,0,65,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,57,65,46,0,0,64,0,49,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,16,0,0,0,0,0,57,11,19,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,5,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,15,43,0,0,0,50,35,0,0,48,0,0,58,17,0,0,0,0,0,51,0,0,0,0,0,0,0,0,46,0,11,0,58,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,12,17,0,0,0,25,18,0,0,23,0,0,17,28,0,0,0,0,0,23,0,0,0,0,0,0,0,0,7,0,4,0,28,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,64,55,0,0,0,0,0,0,0,0,0,23,0,0,0,7,0,33,0,13,0,0,59,0,0,0,0,0,0,0,56,0,0,0,46,0,0,0,0,0,0,39,6,0,0,0,12,16,25,0,0,10,0,0,0,31,0,0,0,0
0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,55,58,0,0,0,0,0,0,0,0,0,19,0,0,0,6,0,31,0,12,0,0,53,0,0,0,0,0,0,0,50,0,0,0,40,0,0,0,0,0,0,35,6,0,0,0,9,16,24,0,0,9,0,0,0,27,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,64,64,47,0,0,62,0,50,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,15,0,0,0,0,0,58,9,14,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,64,72,51,0,0,70,0,56,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,17,0,0,0,0,0,64,11,22,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,17,0,0,10,0,0,0,5,0,0,0
0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,47,51,51,0,0,49,0,47,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,12,0,0,0,0,0,43,0,15,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0
65,19,41,0,0,0,60,39,0,0,63,0,0,51,23,0,0,0,0,0,67,0,0,0,0,0,0,0,0,48,0,15,0,67,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,62,70,49,0,0,70,0,54,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,16,0,0,0,0,0,62,11,20,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,16,0,0,10,0,0,0,5,0,0,0
0,0,0,0,31,30,0,0,29,34,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,29,0,25,28,0,0,0,0,0,0,0,25,0,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,31,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,50,56,47,0,0,54,0,56,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,15,0,0,0,0,0,48,0,18,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0
0,0,0,0,49,44,0,0,51,53,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,56,0,39,43,0,0,0,0,0,0,0,41,0,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,47,0,0,0,0,0,0
0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,23,19,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,20,0,0,0,17,0,0,0,0,0,0,23,5,0,0,0,8,5,6,0,0,9,0,0,0,11,0,0,0,0
0,0,0,0,43,35,0,0,39,46,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,39,0,48,35,0,0,0,0,0,0,0,30,0,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,40,0,0,0,0,0,0
0,0,0,0,45,44,0,0,43,47,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,43,0,35,51,0,0,0,0,0,0,0,34,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,47,0,0,0,0,0,0
53,18,32,0,0,0,47,35,0,0,46,0,0,46,7,0,0,0,0,0,48,0,0,0,0,0,0,0,0,54,0,11,0,54,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,4,0,0,5,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,0,0,0
13,2,12,0,0,0,15,4,0,0,15,0,0,11,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,11,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,33,31,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,33,0,11,0,0,30,0,0,0,0,0,0,0,30,0,0,0,27,0,0,0,0,0,0,14,0,0,0,0,0,11,21,0,0,0,0,0,0,14,0,0,0,0
73,25,47,0,0,0,67,47,0,0,65,0,0,58,28,0,0,0,0,0,67,0,0,0,0,0,0,0,0,54,0,15,0,75,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,13,0,0,11,0,0,0,0,0,0,0,11,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,5,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,64,72,51,0,0,70,0,56,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,17,0,0,0,0,0,64,11,22,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,17,0,0,10,0,0,0,5,0,0,0
0,0,0,0,39,37,0,0,42,44,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,41,0,30,34,0,0,0,0,0,0,0,45,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,39,0,0,0,0,0,0
0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,59,53,0,0,0,0,0,0,0,0,0,24,0,0,0,5,0,30,0,11,0,0,63,0,0,0,0,0,0,0,55,0,0,0,47,0,0,0,0,0,0,40,7,0,0,0,13,14,24,0,0,10,0,0,0,29,0,0,0,0
0,0,0,0,20,18,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,20,20,0,0,0,0,0,0,0,3,0,23,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,21,0,0,0,0,0,0
0,0,0,0,22,22,0,0,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,20,0,16,20,0,0,0,0,0,0,0,19,0,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,25,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,15,17,12,0,0,16,0,15,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,13,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
6,3,4,0,0,0,5,4,0,0,3,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,6,0,0,0,0,14,9,0,0,13,0,0,7,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,10,0,0,0,14,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,56,50,0,0,0,0,0,0,0,0,0,20,0,0,0,4,0,30,0,11,0,0,55,0,0,0,0,0,0,0,58,0,0,0,42,0,0,0,0,0,0,36,7,0,0,0,11,12,22,0,0,8,0,0,0,28,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,58,64,43,0,0,62,0,48,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,13,0,0,0,0,0,64,11,18,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,13,0,0,10,0,0,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,9,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,11,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,14,22,15,0,0,20,0,18,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,5,0,0,0,0,0,18,3,22,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,0,0,0
0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,46,40,0,0,0,0,0,0,0,0,0,17,0,0,0,5,0,27,0,9,0,0,47,0,0,0,0,0,0,0,42,0,0,0,49,0,0,0,0,0,0,30,4,0,0,0,3,12,22,0,0,5,0,0,0,22,0,0,0,0
26,3,15,0,0,0,20,19,0,0,20,0,0,18,12,0,0,0,0,0,22,0,0,0,0,0,0,0,0,16,0,0,0,26,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,43,43,28,0,0,42,0,30,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,7,0,0,0,0,0,41,8,4,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,39,35,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,14,0,0,0,0,40,0,0,0,0,0,0,0,36,0,0,0,30,0,0,0,0,0,0,43,4,0,0,0,11,7,12,0,0,9,0,0,0,22,0,0,0,0
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,4,8,0,0,0,3,0,2,0,0,0,0,0,0,5,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,11,3,0,0,0,13,0,0,0,0,5,0,0,0,8,0,0,0,0
0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,11,0,4,0,0,14,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,0,7,0,0,0,0,0,18,9,0,0,0,0,0,0,10,0,0,0,0
0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,25,24,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,21,0,10,0,0,24,0,0,0,0,0,0,0,22,0,0,0,22,0,0,0,0,0,0,12,2,0,0,0,0,9,27,0,0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,17,11,0,0,16,0,15,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,5,0,0,0,0,0,13,2,11,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
0,0,0,0,9,7,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,10,3,0,0,0,0,0,0,0,7,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,0,0,0,0,0,0
0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
0,0,0,0,52,45,0,0,48,53,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,47,0,40,47,0,0,0,0,0,0,0,39,0,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,57,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,31,27,0,0,0,0,0,0,0,0,0,11,0,0,0,6,0,14,0,5,0,0,29,0,0,0,0,0,0,0,28,0,0,0,22,0,0,0,0,0,0,22,5,0,0,0,8,10,2,0,0,0,0,0,0,33,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,5,4,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
