"Position","Name","Salary","GameInfo","AvgPointsPerGame","Team","Opponent","Projection","Projection_dfn","Actual_fpts","RankTargets","RollingTargetPctg","FreqInd","ValueWR","TierRank"
"WR","Kenneth Walker III",3000,"JAX@HOU 01:00PM ET",0,"JAX","HOU",0,0,0,0,0,0,0,0
"WR","Amba Etta-Tawo",3000,"JAX@HOU 01:00PM ET",0,"JAX","HOU",0,0,0,0,0,0,0,0
"WR","Larry Pinkard",3000,"JAX@HOU 01:00PM ET",0,"JAX","HOU",0,0,0,0,0,0,0,0
"WR","Rashad Greene",3000,"JAX@HOU 01:00PM ET",0.9,"JAX","HOU",0,0.9,0,0,0,0,0,0
"WR","Jamal Robinson",3000,"JAX@HOU 01:00PM ET",0,"JAX","HOU",0,0,0,0,0,0,0,0
"WR","Shane Wynn",3000,"JAX@HOU 01:00PM ET",0.68,"JAX","HOU",0,0.68,0,0,0,0,0,0
"RB","Senorise Perry",3000,"TB@MIA 01:00PM ET",0,"MIA","TB",0,0,0,0,0,0,0,0
"RB","De'Veon Smith",3000,"TB@MIA 01:00PM ET",0,"MIA","TB",0,0,0,0,0,0,0,0
"RB","Storm Johnson",3000,"TB@MIA 01:00PM ET",0,"MIA","TB",0,0,0,0,0,0,0,0
"WR","Isaiah Ford",3000,"TB@MIA 01:00PM ET",0,"MIA","TB",0,0,0,0,0,0,0,0
"WR","Rashawn Scott",3000,"TB@MIA 01:00PM ET",0,"MIA","TB",0,0,0,0,0,0,0,0
"WR","Jakeem Grant",3000,"TB@MIA 01:00PM ET",0.3,"MIA","TB",0,0.3,0,0,0,0,0,0
"WR","Francis Owusu",3000,"TB@MIA 01:00PM ET",0,"MIA","TB",0,0,0,0,0,0,0,0
"WR","Drew Morgan",3000,"TB@MIA 01:00PM ET",0,"MIA","TB",0,0,0,0,0,0,0,0
"WR","Damore'ea Stringfellow",3000,"TB@MIA 01:00PM ET",0,"MIA","TB",0,0,0,0,0,0,0,0
"WR","Leonte Carroo",3000,"TB@MIA 01:00PM ET",0.85,"MIA","TB",0,0.85,0,0,0,0,0,0
"WR","Jordan Westerkamp",3000,"TB@MIA 01:00PM ET",0,"MIA","TB",0,0,0,0,0,0,0,0
"WR","Malcolm Lewis",3000,"TB@MIA 01:00PM ET",0,"MIA","TB",0,0,0,0,0,0,0,0
"WR","Mitch Mathews",3000,"TB@MIA 01:00PM ET",0,"MIA","TB",0,0,0,0,0,0,0,0
"RB","Austin Johnson",3000,"TB@MIA 01:00PM ET",0,"TB","MIA",0,0,0,0,0,0,0,0
"RB","Peyton Barber",3000,"TB@MIA 01:00PM ET",2.407,"TB","MIA",0,2.407,0,0,0,0,0,0
"RB","Russell Hansbrough",3000,"TB@MIA 01:00PM ET",0,"TB","MIA",0,0,0,0,0,0,0,0
"RB","Quayvon Hicks",3000,"TB@MIA 01:00PM ET",0,"TB","MIA",0,0,0,0,0,0,0,0
"RB","Blake Sims",3000,"TB@MIA 01:00PM ET",0,"TB","MIA",0,0,0,0,0,0,0,0
"WR","Donteea Dye",3000,"TB@MIA 01:00PM ET",0,"TB","MIA",0,0,0,0,0,0,0,0
"WR","Vincent Jackson",3000,"TB@MIA 01:00PM ET",6.46,"TB","MIA",0,6.46,0,0,0,0,0,0
"WR","Chris Godwin",3000,"TB@MIA 01:00PM ET",0,"TB","MIA",0,0,0,0,0,0,0,0
"WR","Bernard Reedy",3000,"TB@MIA 01:00PM ET",0,"TB","MIA",0,0,0,0,0,0,0,0
"WR","Freddie Martino",3000,"TB@MIA 01:00PM ET",2.169,"TB","MIA",0,2.169,0,0,0,0,0,0
"WR","Shaq Hill",3000,"TB@MIA 01:00PM ET",0,"TB","MIA",0,0,0,0,0,0,0,0
"WR","Josh Huff",3000,"TB@MIA 01:00PM ET",4.08,"TB","MIA",0,4.08,0,0,0,0,0,0
"WR","Bobo Wilson",3000,"TB@MIA 01:00PM ET",0,"TB","MIA",0,0,0,0,0,0,0,0
"WR","Derel Walker",3000,"TB@MIA 01:00PM ET",0,"TB","MIA",0,0,0,0,0,0,0,0
"TE","OJ Howard",3000,"TB@MIA 01:00PM ET",0,"TB","MIA",0,0,0,0,0,0,0,0
"RB","Akeem Judd",3000,"OAK@TEN 01:00PM ET",0,"TEN","OAK",0,0,0,0,0,0,0,0
"RB","Khalfani Muhammad",3000,"OAK@TEN 01:00PM ET",0,"TEN","OAK",0,0,0,0,0,0,0,0
"RB","Brandon Radcliff",3000,"OAK@TEN 01:00PM ET",0,"TEN","OAK",0,0,0,0,0,0,0,0
"RB","Joe Bacci",3000,"OAK@TEN 01:00PM ET",0,"TEN","OAK",0,0,0,0,0,0,0,0
"RB","Jalston Fowler",3000,"OAK@TEN 01:00PM ET",0.169,"TEN","OAK",0,0.169,0,0,0,0,0,0
"RB","David Fluellen",3000,"OAK@TEN 01:00PM ET",0,"TEN","OAK",0,0,0,0,0,0,0,0
"WR","Harry Douglas",3000,"OAK@TEN 01:00PM ET",3.273,"TEN","OAK",0,3.273,0,0,0,0,0,0
"WR","Eric Weems",3000,"OAK@TEN 01:00PM ET",0,"TEN","OAK",0,0,0,0,0,0,0,0
"WR","Darius Jennings",3000,"OAK@TEN 01:00PM ET",0,"TEN","OAK",0,0,0,0,0,0,0,0
"WR","Mekale McKay",3000,"OAK@TEN 01:00PM ET",0,"TEN","OAK",0,0,0,0,0,0,0,0
"WR","Tre McBride",3000,"OAK@TEN 01:00PM ET",0,"TEN","OAK",0,0,0,0,0,0,0,0
"WR","KeVonn Mabon",3000,"OAK@TEN 01:00PM ET",0,"TEN","OAK",0,0,0,0,0,0,0,0
"WR","Jonathan Krause",3000,"OAK@TEN 01:00PM ET",0,"TEN","OAK",0,0,0,0,0,0,0,0
"WR","Giovanni Pascascio",3000,"OAK@TEN 01:00PM ET",0,"TEN","OAK",0,0,0,0,0,0,0,0
"RB","Jamize Olawale",3000,"OAK@TEN 01:00PM ET",3.412,"OAK","TEN",0,3.412,0,0,0,0,0,0
"RB","George Atkinson III",3000,"OAK@TEN 01:00PM ET",0.588,"OAK","TEN",0,0.588,0,0,0,0,0,0
"RB","John Crockett",3000,"OAK@TEN 01:00PM ET",0,"OAK","TEN",0,0,0,0,0,0,0,0
"WR","Cordarrelle Patterson",3000,"OAK@TEN 01:00PM ET",7.475,"OAK","TEN",0,7.475,0,0,0,0,0,0
"WR","Ishmael Zamora",3000,"OAK@TEN 01:00PM ET",0,"OAK","TEN",0,0,0,0,0,0,0,0
"WR","Isaac Whitney",3000,"OAK@TEN 01:00PM ET",0,"OAK","TEN",0,0,0,0,0,0,0,0
"WR","Johnny Holton",3000,"OAK@TEN 01:00PM ET",0.544,"OAK","TEN",0,0.544,0,0,0,0,0,0
"WR","KJ Brent",3000,"OAK@TEN 01:00PM ET",0,"OAK","TEN",0,0,0,0,0,0,0,0
"WR","Keon Hatcher",3000,"OAK@TEN 01:00PM ET",0,"OAK","TEN",0,0,0,0,0,0,0,0
"WR","Jaydon Mickens",3000,"OAK@TEN 01:00PM ET",0,"OAK","TEN",0,0,0,0,0,0,0,0
"RB","Corey Clement",3000,"PHI@WAS 01:00PM ET",0,"PHI","WAS",0,0,0,0,0,0,0,0
"RB","Byron Marshall",3000,"PHI@WAS 01:00PM ET",3.467,"PHI","WAS",0,3.467,0,0,0,0,0,0
"WR","Marcus Johnson",3000,"PHI@WAS 01:00PM ET",0,"PHI","WAS",0,0,0,0,0,0,0,0
"WR","David Watford",3000,"PHI@WAS 01:00PM ET",0,"PHI","WAS",0,0,0,0,0,0,0,0
"WR","Paul Turner",3000,"PHI@WAS 01:00PM ET",5.4,"PHI","WAS",0,5.4,0,0,0,0,0,0
"WR","Bryce Treggs",3000,"PHI@WAS 01:00PM ET",1.3,"PHI","WAS",0,1.3,0,0,0,0,0,0
"WR","Mack Hollins",3000,"PHI@WAS 01:00PM ET",0,"PHI","WAS",0,0,0,0,0,0,0,0
"WR","Shelton Gibson",3000,"PHI@WAS 01:00PM ET",0,"PHI","WAS",0,0,0,0,0,0,0,0
"WR","Greg Ward",3000,"PHI@WAS 01:00PM ET",0,"PHI","WAS",0,0,0,0,0,0,0,0
"RB","Matt Jones",3000,"PHI@WAS 01:00PM ET",9.256,"WAS","PHI",0,9.256,0,0,0,0,0,0
"RB","Kenny Hilliard",3000,"PHI@WAS 01:00PM ET",0,"WAS","PHI",0,0,0,0,0,0,0,0
"RB","Mack Brown",3000,"PHI@WAS 01:00PM ET",1.667,"WAS","PHI",0,1.667,0,0,0,0,0,0
"WR","Maurice Harris",3000,"PHI@WAS 01:00PM ET",1.46,"WAS","PHI",0,1.46,0,0,0,0,0,0
"WR","Kendal Thompson",3000,"PHI@WAS 01:00PM ET",0,"WAS","PHI",0,0,0,0,0,0,0,0
"WR","Matt Hazel",3000,"PHI@WAS 01:00PM ET",0,"WAS","PHI",0,0,0,0,0,0,0,0
"WR","Zach Pascal",3000,"PHI@WAS 01:00PM ET",0,"WAS","PHI",0,0,0,0,0,0,0,0
"WR","Levern Jacobs",3000,"PHI@WAS 01:00PM ET",0,"WAS","PHI",0,0,0,0,0,0,0,0
"WR","James Quick",3000,"PHI@WAS 01:00PM ET",0,"WAS","PHI",0,0,0,0,0,0,0,0
"WR","Robert Davis",3000,"PHI@WAS 01:00PM ET",0,"WAS","PHI",0,0,0,0,0,0,0,0
"TE","Vernon Davis",3000,"PHI@WAS 01:00PM ET",7.144,"WAS","PHI",0,7.144,0,0,0,0,0,0
"RB","Troymaine Pope",3000,"IND@LAR 04:05PM ET",1.475,"IND","LAR",0,1.475,0,0,0,0,0,0
"RB","Dalton Crossan",3000,"IND@LAR 04:05PM ET",0,"IND","LAR",0,0,0,0,0,0,0,0
"RB","Christine Michael",3000,"IND@LAR 04:05PM ET",8.228,"IND","LAR",0,8.228,0,0,0,0,0,0
"RB","Josh Ferguson",3000,"IND@LAR 04:05PM ET",2.225,"IND","LAR",0,2.225,0,0,0,0,0,0
"WR","Chester Rogers",3000,"IND@LAR 04:05PM ET",3.307,"IND","LAR",0,3.307,0,0,0,0,0,0
"WR","Harvey Binford",3000,"IND@LAR 04:05PM ET",0,"IND","LAR",0,0,0,0,0,0,0,0
"WR","Quan Bray",3000,"IND@LAR 04:05PM ET",1.217,"IND","LAR",0,1.217,0,0,0,0,0,0
"WR","Chris Briggs",3000,"IND@LAR 04:05PM ET",0,"IND","LAR",0,0,0,0,0,0,0,0
"WR","Bug Howard",3000,"IND@LAR 04:05PM ET",0,"IND","LAR",0,0,0,0,0,0,0,0
"WR","JoJo Natson",3000,"IND@LAR 04:05PM ET",0,"IND","LAR",0,0,0,0,0,0,0,0
"WR","Tevaun Smith",3000,"IND@LAR 04:05PM ET",0,"IND","LAR",0,0,0,0,0,0,0,0
"WR","Fred Brown",3000,"IND@LAR 04:05PM ET",0,"IND","LAR",0,0,0,0,0,0,0,0
"RB","Aaron Green",3000,"IND@LAR 04:05PM ET",0,"LAR","IND",0,0,0,0,0,0,0,0
"RB","Lance Dunbar",3000,"IND@LAR 04:05PM ET",2.664,"LAR","IND",0,2.664,0,0,0,0,0,0
"RB","Justin Davis",3000,"IND@LAR 04:05PM ET",0,"LAR","IND",0,0,0,0,0,0,0,0
"RB","De'Mard Llorens",3000,"IND@LAR 04:05PM ET",0,"LAR","IND",0,0,0,0,0,0,0,0
"RB","Sam Rogers",3000,"IND@LAR 04:05PM ET",0,"LAR","IND",0,0,0,0,0,0,0,0
"RB","Lenard Tillery",3000,"IND@LAR 04:05PM ET",0,"LAR","IND",0,0,0,0,0,0,0,0
"WR","Justin Thomas",3000,"IND@LAR 04:05PM ET",0,"LAR","IND",0,0,0,0,0,0,0,0
"WR","Paul McRoberts",3000,"IND@LAR 04:05PM ET",0.8,"LAR","IND",0,0.8,0,0,0,0,0,0
"WR","Brandon Shippen",3000,"IND@LAR 04:05PM ET",0,"LAR","IND",0,0,0,0,0,0,0,0
"WR","Nelson Spruce",3000,"IND@LAR 04:05PM ET",0,"LAR","IND",0,0,0,0,0,0,0,0
"WR","Shakeir Ryan",3000,"IND@LAR 04:05PM ET",0,"LAR","IND",0,0,0,0,0,0,0,0
"WR","CJ Germany",3000,"IND@LAR 04:05PM ET",0,"LAR","IND",0,0,0,0,0,0,0,0
"WR","Josh Reynolds",3000,"IND@LAR 04:05PM ET",0,"LAR","IND",0,0,0,0,0,0,0,0
"WR","KD Cannon",3000,"IND@LAR 04:05PM ET",0,"LAR","IND",0,0,0,0,0,0,0,0
"WR","Mike Thomas",3000,"IND@LAR 04:05PM ET",0.38,"LAR","IND",0,0.38,0,0,0,0,0,0
"RB","Kalif Phillips",3000,"SEA@GB 04:25PM ET",0,"GB","SEA",0,0,0,0,0,0,0,0
"RB","Joe Kerridge",3000,"SEA@GB 04:25PM ET",0,"GB","SEA",0,0,0,0,0,0,0,0
"RB","Aaron Ripkowski",3000,"SEA@GB 04:25PM ET",3.426,"GB","SEA",0,3.426,0,0,0,0,0,0
"RB","William Stanback",3000,"SEA@GB 04:25PM ET",0,"GB","SEA",0,0,0,0,0,0,0,0
"WR","DeAngelo Yancey",3000,"SEA@GB 04:25PM ET",0,"GB","SEA",0,0,0,0,0,0,0,0
"WR","Michael Clark",3000,"SEA@GB 04:25PM ET",0,"GB","SEA",0,0,0,0,0,0,0,0
"WR","Montay Crockett",3000,"SEA@GB 04:25PM ET",0,"GB","SEA",0,0,0,0,0,0,0,0
"WR","Trevor Davis",3000,"SEA@GB 04:25PM ET",0.8,"GB","SEA",0,0.8,0,0,0,0,0,0
"WR","Max McCaffrey",3000,"SEA@GB 04:25PM ET",0,"GB","SEA",0,0,0,0,0,0,0,0
"WR","Colby Pearson",3000,"SEA@GB 04:25PM ET",0,"GB","SEA",0,0,0,0,0,0,0,0
"WR","Geronimo Allison",3000,"SEA@GB 04:25PM ET",4.285,"GB","SEA",0,4.285,0,0,0,0,0,0
"WR","Malachi Dupre",3000,"SEA@GB 04:25PM ET",0,"GB","SEA",0,0,0,0,0,0,0,0
"RB","JD McKissic",3000,"SEA@GB 04:25PM ET",1.867,"SEA","GB",0,1.867,0,0,0,0,0,0
"RB","Mike Davis",3000,"SEA@GB 04:25PM ET",1.938,"SEA","GB",0,1.938,0,0,0,0,0,0
"RB","Alex Collins",3000,"SEA@GB 04:25PM ET",3.492,"SEA","GB",0,3.492,0,0,0,0,0,0
"RB","Kyle Coleman",3000,"SEA@GB 04:25PM ET",0,"SEA","GB",0,0,0,0,0,0,0,0
"RB","Chris Carson",3000,"SEA@GB 04:25PM ET",0,"SEA","GB",0,0,0,0,0,0,0,0
"RB","Tre Madden",3000,"SEA@GB 04:25PM ET",0,"SEA","GB",0,0,0,0,0,0,0,0
"RB","Marcel Reece",3000,"SEA@GB 04:25PM ET",2.967,"SEA","GB",0,2.967,0,0,0,0,0,0
"WR","Jamel Johnson",3000,"SEA@GB 04:25PM ET",0,"SEA","GB",0,0,0,0,0,0,0,0
"WR","Tanner McEvoy",3000,"SEA@GB 04:25PM ET",2.295,"SEA","GB",0,2.295,0,0,0,0,0,0
"WR","Amara Darboh",3000,"SEA@GB 04:25PM ET",0,"SEA","GB",0,0,0,0,0,0,0,0
"WR","Cyril Grayson",3000,"SEA@GB 04:25PM ET",0,"SEA","GB",0,0,0,0,0,0,0,0
"WR","David Moore",3000,"SEA@GB 04:25PM ET",0,"SEA","GB",0,0,0,0,0,0,0,0
"WR","Kenny Lawler",3000,"SEA@GB 04:25PM ET",0,"SEA","GB",0,0,0,0,0,0,0,0
"WR","Darreus Rogers",3000,"SEA@GB 04:25PM ET",0,"SEA","GB",0,0,0,0,0,0,0,0
"WR","Kasen Williams",3000,"SEA@GB 04:25PM ET",0,"SEA","GB",0,0,0,0,0,0,0,0
"RB","Matt Breida",3000,"CAR@SF 04:25PM ET",0,"SF","CAR",0,0,0,0,0,0,0,0
"RB","Tyler McCloskey",3000,"CAR@SF 04:25PM ET",0,"SF","CAR",0,0,0,0,0,0,0,0
"RB","Kyle Juszczyk",3000,"CAR@SF 04:25PM ET",4.613,"SF","CAR",0,4.613,0,0,0,0,0,0
"RB","Raheem Mostert",3000,"CAR@SF 04:25PM ET",0.2,"SF","CAR",0,0.2,0,0,0,0,0,0
"RB","Kapri Bibbs",3000,"CAR@SF 04:25PM ET",2.367,"SF","CAR",0,2.367,0,0,0,0,0,0
"WR","DeAndre Carter",3000,"CAR@SF 04:25PM ET",0,"SF","CAR",0,0,0,0,0,0,0,0
"WR","Trent Taylor",3000,"CAR@SF 04:25PM ET",0,"SF","CAR",0,0,0,0,0,0,0,0
"WR","Louis Murphy",3000,"CAR@SF 04:25PM ET",0,"SF","CAR",0,0,0,0,0,0,0,0
"WR","Tim Patrick",3000,"CAR@SF 04:25PM ET",0,"SF","CAR",0,0,0,0,0,0,0,0
"WR","Victor Bolden",3000,"CAR@SF 04:25PM ET",0,"SF","CAR",0,0,0,0,0,0,0,0
"WR","Aaron Burbridge",3000,"CAR@SF 04:25PM ET",0.925,"SF","CAR",0,0.925,0,0,0,0,0,0
"WR","Kendrick Bourne",3000,"CAR@SF 04:25PM ET",0,"SF","CAR",0,0,0,0,0,0,0,0
"WR","DeAndre Smelter",3000,"CAR@SF 04:25PM ET",1.65,"SF","CAR",0,1.65,0,0,0,0,0,0
"RB","Cameron Artis-Payne",3000,"CAR@SF 04:25PM ET",9.5,"CAR","SF",0,9.5,0,0,0,0,0,0
"RB","Darrel Young",3000,"CAR@SF 04:25PM ET",0,"CAR","SF",0,0,0,0,0,0,0,0
"RB","Alex Armah",3000,"CAR@SF 04:25PM ET",0,"CAR","SF",0,0,0,0,0,0,0,0
"RB","Jalen Simmons",3000,"CAR@SF 04:25PM ET",0,"CAR","SF",0,0,0,0,0,0,0,0
"WR","Fred Ross",3000,"CAR@SF 04:25PM ET",0,"CAR","SF",0,0,0,0,0,0,0,0
"WR","Keyarris Garrett",3000,"CAR@SF 04:25PM ET",0,"CAR","SF",0,0,0,0,0,0,0,0
"WR","Mose Frazier",3000,"CAR@SF 04:25PM ET",0,"CAR","SF",0,0,0,0,0,0,0,0
"WR","Austin Duke",3000,"CAR@SF 04:25PM ET",0,"CAR","SF",0,0,0,0,0,0,0,0
"WR","Damiere Byrd",3000,"CAR@SF 04:25PM ET",2.6,"CAR","SF",0,2.6,0,0,0,0,0,0
"WR","Kaelin Clay",3000,"CAR@SF 04:25PM ET",0,"CAR","SF",0,0,0,0,0,0,0,0
"WR","Trevor Graham",3000,"CAR@SF 04:25PM ET",0,"CAR","SF",0,0,0,0,0,0,0,0
"WR","Brenton Bersin",3000,"CAR@SF 04:25PM ET",0.37,"CAR","SF",0,0.37,0,0,0,0,0,0
"RB","Keith Smith",3000,"NYG@DAL 08:30PM ET",0.324,"DAL","NYG",0,0.324,0,0,0,0,0,0
"RB","Ronnie Hillman",3000,"NYG@DAL 08:30PM ET",3.675,"DAL","NYG",0,3.675,0,0,0,0,0,0
"WR","Brice Butler",3000,"NYG@DAL 08:30PM ET",3.288,"DAL","NYG",0,3.288,0,0,0,0,0,0
"WR","Ryan Switzer",3000,"NYG@DAL 08:30PM ET",0,"DAL","NYG",0,0,0,0,0,0,0,0
"WR","Noah Brown",3000,"NYG@DAL 08:30PM ET",0,"DAL","NYG",0,0,0,0,0,0,0,0
"WR","Brian Brown",3000,"NYG@DAL 08:30PM ET",0,"DAL","NYG",0,0,0,0,0,0,0,0
"WR","EZ Nwachukwu",3000,"NYG@DAL 08:30PM ET",0,"DAL","NYG",0,0,0,0,0,0,0,0
"WR","Andy Jones",3000,"NYG@DAL 08:30PM ET",0,"DAL","NYG",0,0,0,0,0,0,0,0
"WR","Javontee Herndon",3000,"NYG@DAL 08:30PM ET",0,"DAL","NYG",0,0,0,0,0,0,0,0
"WR","Lance Lenoir",3000,"NYG@DAL 08:30PM ET",0,"DAL","NYG",0,0,0,0,0,0,0,0
"RB","Shaun Draughn",3000,"NYG@DAL 08:30PM ET",6.869,"NYG","DAL",0,6.869,0,0,0,0,0,0
"RB","Rashad Jennings",3000,"NYG@DAL 08:30PM ET",10.193,"NYG","DAL",0,10.193,0,0,0,0,0,0
"RB","Shane Smith",3000,"NYG@DAL 08:30PM ET",0,"NYG","DAL",0,0,0,0,0,0,0,0
"RB","Jacob Huesman",3000,"NYG@DAL 08:30PM ET",0,"NYG","DAL",0,0,0,0,0,0,0,0
"RB","Khalid Abdullah",3000,"NYG@DAL 08:30PM ET",0,"NYG","DAL",0,0,0,0,0,0,0,0
"WR","Jerome Lane",3000,"NYG@DAL 08:30PM ET",0,"NYG","DAL",0,0,0,0,0,0,0,0
"WR","Travis Rudolph",3000,"NYG@DAL 08:30PM ET",0,"NYG","DAL",0,0,0,0,0,0,0,0
"WR","Kevin Snead",3000,"NYG@DAL 08:30PM ET",0,"NYG","DAL",0,0,0,0,0,0,0,0
"WR","Keeon Johnson",3000,"NYG@DAL 08:30PM ET",0,"NYG","DAL",0,0,0,0,0,0,0,0
"WR","Darius Powe",3000,"NYG@DAL 08:30PM ET",0,"NYG","DAL",0,0,0,0,0,0,0,0
"WR","Kevin Norwood",3000,"NYG@DAL 08:30PM ET",0,"NYG","DAL",0,0,0,0,0,0,0,0
"WR","Dwayne Harris",3000,"NYG@DAL 08:30PM ET",0.429,"NYG","DAL",0,0.429,0,0,0,0,0,0
"TE","Julius Thomas",2900,"TB@MIA 01:00PM ET",9.122,"MIA","TB",0,9.122,0,0,0,0,0,0
"TE","Evan Engram",2900,"NYG@DAL 08:30PM ET",0,"NYG","DAL",0,0,0,0,0,0,0,0
"TE","Zach Miller",2800,"ATL@CHI 01:00PM ET",11.96,"CHI","ATL",0,11.96,0,0,0,0,0,0
"TE","Benjamin Watson",2800,"BAL@CIN 01:00PM ET",0,"BAL","CIN",0,0,0,0,0,0,0,0
"TE","Vance McDonald",2800,"CAR@SF 04:25PM ET",7.918,"SF","CAR",0,7.918,0,0,0,0,0,0
"TE","Austin Seferian-Jenkins",2700,"NYJ@BUF 01:00PM ET",3.822,"NYJ","BUF",0,3.822,0,0,0,0,0,0
"TE","David Njoku",2700,"PIT@CLE 01:00PM ET",0,"CLE","PIT",0,0,0,0,0,0,0,0
"TE","Jermaine Gresham",2700,"ARI@DET 01:00PM ET",5.506,"ARI","DET",0,5.506,0,0,0,0,0,0
"TE","Ryan Griffin",2700,"JAX@HOU 01:00PM ET",6.172,"HOU","JAX",0,6.172,0,0,0,0,0,0
"TE","Erik Swoope",2700,"IND@LAR 04:05PM ET",3.169,"IND","LAR",0,3.169,0,0,0,0,0,0
"TE","Richard Rodgers",2700,"SEA@GB 04:25PM ET",4.184,"GB","SEA",0,4.184,0,0,0,0,0,0
"TE","Maxx Williams",2600,"BAL@CIN 01:00PM ET",0,"BAL","CIN",0,0,0,0,0,0,0,0
"TE","Tyler Higbee",2600,"IND@LAR 04:05PM ET",1.594,"LAR","IND",0,1.594,0,0,0,0,0,0
"TE","Garrett Celek",2600,"CAR@SF 04:25PM ET",5.063,"SF","CAR",0,5.063,0,0,0,0,0,0
"TE","Will Tye",2600,"NYG@DAL 08:30PM ET",6.124,"NYG","DAL",0,6.124,0,0,0,0,0,0
"TE","Nick O'Leary",2500,"NYJ@BUF 01:00PM ET",1.4,"BUF","NYJ",0,1.4,0,0,0,0,0,0
"TE","Wes Saxton",2500,"NYJ@BUF 01:00PM ET",0,"BUF","NYJ",0,0,0,0,0,0,0,0
"TE","Jason Croom",2500,"NYJ@BUF 01:00PM ET",0,"BUF","NYJ",0,0,0,0,0,0,0,0
"TE","Logan Thomas",2500,"NYJ@BUF 01:00PM ET",0,"BUF","NYJ",0,0,0,0,0,0,0,0
"TE","Eric Tomlinson",2500,"NYJ@BUF 01:00PM ET",0,"NYJ","BUF",0,0,0,0,0,0,0,0
"TE","Chris Gragg",2500,"NYJ@BUF 01:00PM ET",0,"NYJ","BUF",0,0,0,0,0,0,0,0
"TE","Jordan Leggett",2500,"NYJ@BUF 01:00PM ET",0,"NYJ","BUF",0,0,0,0,0,0,0,0
"TE","Jason Vander Laan",2500,"NYJ@BUF 01:00PM ET",0,"NYJ","BUF",0,0,0,0,0,0,0,0
"TE","Eric Saubert",2500,"ATL@CHI 01:00PM ET",0,"ATL","CHI",0,0,0,0,0,0,0,0
"TE","Levine Toilolo",2500,"ATL@CHI 01:00PM ET",3.194,"ATL","CHI",0,3.194,0,0,0,0,0,0
"TE","Alex Gray",2500,"ATL@CHI 01:00PM ET",0,"ATL","CHI",0,0,0,0,0,0,0,0
"TE","Jacob Tamme",2500,"ATL@CHI 01:00PM ET",7.625,"ATL","CHI",0,7.625,0,0,0,0,0,0
"TE","Joshua Perkins",2500,"ATL@CHI 01:00PM ET",1.32,"ATL","CHI",0,1.32,0,0,0,0,0,0
"TE","Darion Griswold",2500,"ATL@CHI 01:00PM ET",0,"ATL","CHI",0,0,0,0,0,0,0,0
"TE","Patrick Scales",2500,"ATL@CHI 01:00PM ET",0,"CHI","ATL",0,0,0,0,0,0,0,0
"TE","Daniel Brown",2500,"ATL@CHI 01:00PM ET",4.3,"CHI","ATL",0,4.3,0,0,0,0,0,0
"TE","Dion Sims",2500,"ATL@CHI 01:00PM ET",5.6,"CHI","ATL",0,5.6,0,0,0,0,0,0
"TE","MyCole Pruitt",2500,"ATL@CHI 01:00PM ET",0.825,"CHI","ATL",0,0.825,0,0,0,0,0,0
"TE","Ben Braunecker",2500,"ATL@CHI 01:00PM ET",0.623,"CHI","ATL",0,0.623,0,0,0,0,0,0
"TE","Adam Shaheen",2500,"ATL@CHI 01:00PM ET",0,"CHI","ATL",0,0,0,0,0,0,0,0
"TE","Tyler Kroft",2500,"BAL@CIN 01:00PM ET",1.371,"CIN","BAL",0,1.371,0,0,0,0,0,0
"TE","CJ Uzomah",2500,"BAL@CIN 01:00PM ET",5.44,"CIN","BAL",0,5.44,0,0,0,0,0,0
"TE","Cethan Carter",2500,"BAL@CIN 01:00PM ET",0,"CIN","BAL",0,0,0,0,0,0,0,0
"TE","Mason Schreck",2500,"BAL@CIN 01:00PM ET",0,"CIN","BAL",0,0,0,0,0,0,0,0
"TE","Ryan Hewitt",2500,"BAL@CIN 01:00PM ET",0.206,"CIN","BAL",0,0.206,0,0,0,0,0,0
"TE","Clark Harris",2500,"BAL@CIN 01:00PM ET",0,"CIN","BAL",0,0,0,0,0,0,0,0
"TE","Larry Donnell",2500,"BAL@CIN 01:00PM ET",1.947,"BAL","CIN",0,1.947,0,0,0,0,0,0
"TE","Ryan Malleck",2500,"BAL@CIN 01:00PM ET",0,"BAL","CIN",0,0,0,0,0,0,0,0
"TE","Nick Boyle",2500,"BAL@CIN 01:00PM ET",1.733,"BAL","CIN",0,1.733,0,0,0,0,0,0
"TE","Randall Telfer",2500,"PIT@CLE 01:00PM ET",0.171,"CLE","PIT",0,0.171,0,0,0,0,0,0
"TE","Gary Barnidge",2500,"PIT@CLE 01:00PM ET",8.138,"CLE","PIT",0,8.138,0,0,0,0,0,0
"TE","JP Holtz",2500,"PIT@CLE 01:00PM ET",0,"CLE","PIT",0,0,0,0,0,0,0,0
"TE","Seth DeValve",2500,"PIT@CLE 01:00PM ET",2.892,"CLE","PIT",0,2.892,0,0,0,0,0,0
"TE","Taylor McNamara",2500,"PIT@CLE 01:00PM ET",0,"CLE","PIT",0,0,0,0,0,0,0,0
"TE","Nate Iese",2500,"PIT@CLE 01:00PM ET",0,"CLE","PIT",0,0,0,0,0,0,0,0
"TE","Jake McGee",2500,"PIT@CLE 01:00PM ET",0,"PIT","CLE",0,0,0,0,0,0,0,0
"TE","Ladarius Green",2500,"PIT@CLE 01:00PM ET",9.567,"PIT","CLE",0,9.567,0,0,0,0,0,0
"TE","Xavier Grimble",2500,"PIT@CLE 01:00PM ET",2.175,"PIT","CLE",0,2.175,0,0,0,0,0,0
