"George Springer_HOU","Aaron Judge_NYY","Jose Altuve_HOU","Carlos Correa_HOU","Brian Dozier_MIN","Miguel Sano_MIN","Gary Sanchez_NYY","Josh Reddick_HOU","Robinson Cano_SEA","Nelson Cruz_SEA","Mike Moustakas_KC","Jean Segura_SEA","Brett Gardner_NYY","Max Kepler_MIN","Eduardo Escobar_MIN","Evan Gattis_HOU","JD Martinez_DET","Marwin Gonzalez_HOU","Eric Hosmer_KC","Justin Upton_DET","Robbie Grossman_MIN","Kennys Vargas_MIN","Alex Bregman_HOU","Salvador Perez_KC","Matt Holliday_NYY","Clint Frazier_NYY","Carlos Beltran_HOU","Brian McCann_HOU","Lorenzo Cain_KC","Alex Avila_DET","Jorge Bonifacio_KC","Chase Headley_NYY","Didi Gregorius_NYY","Eddie Rosario_MIN","Kyle Seager_SEA","Brandon Moss_KC","Andrew Romine_DET","Whit Merrifield_KC","Joe Mauer_MIN","Aaron Hicks_NYY","Byron Buxton_MIN","Ben Gamel_SEA","Yuli Gurriel_HOU","Miguel Cabrera_DET","Nicholas Castellanos_DET","Starlin Castro_NYY","Jarrod Dyson_SEA","Jacoby Ellsbury_NYY","Greg Bird_NYY","Cheslor Cuthbert_KC","Mason Williams_NYY","Miguel Andujar_NYY","Victor Martinez_DET","Ian Kinsler_DET","Paulo Orlando_KC","Billy Burns_KC","Rob Refsnyder_NYY","Jorge Mateo_NYY","Jake Marisnick_HOU","Jorge Polanco_MIN","Tyler Austin_NYY","Tyler Wade_NYY","Dustin Fowler_NYY","Danny Valencia_SEA","Leonys Martin_SEA","Mike Zunino_SEA","Alcides Escobar_KC","Jose Iglesias_DET","Chris Carter_NYY","Daniel Palka_MIN","Ji-Man Choi_NYY","Mitch Haniger_SEA","Taylor Motter_SEA","JD Davis_HOU","Derek Fisher_HOU","Ryan O'Hearn_KC","Chris Gimenez_MIN","Terrance Gore_KC","Jorge Soler_KC","Jason Castro_MIN","Garrett Cooper_NYY","Gleyber Torres_NYY","DJ Peterson_SEA","Dixon Machado_DET","Ehire Adrianza_MIN","Ronald Torreyes_NYY","Zack Granite_MIN","Tyler Smith_SEA","Guillermo Heredia_SEA","Alex Presley_DET","JaCoby Jones_DET","Mikie Mahtook_DET","Norichika Aoki_HOU","Shawn O'Malley_SEA","John Hicks_DET","Tyler Collins_DET","Raul Mondesi_KC","Austin Romine_NYY","Carlos Ruiz_SEA","Kyle Tucker_HOU","Jim Adduci_DET","Alex Gordon_KC","James McCann_DET","Kyle Higashioka_NYY","Tuffy Gosewisch_SEA","Boog Powell_SEA","Drew Butera_KC","Juan Centeno_HOU","Tony Kemp_HOU","Matt den Dekker_DET","Ramon Torres_KC","Teoscar Hernandez_HOU","Daniel Vogelbach_SEA","Colin Moran_HOU","Kyle Lewis_SEA","Hunter Dozier_KC"
91.9276209023044,0,6.94877192982456,18.9070422535211,0,0,0,9.32988721804511,0,0,0,0,0,0,0,33.4141414141414,0,8.10159651669086,0,0,0,0,12.5162977867203,0,0,0,1.99283154121864,-2.55874190564292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2741935483871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54485049833887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,97.3527777777778,0,0,0,0,20.0729411764706,0,0,0,0,0,14.1070393374741,0,0,0,0,0,0,0,0,0,0,0,22.1898907103825,-15.5,0,0,0,0,0,-0.714833759590793,2.2431941923775,0,0,0,0,0,0,-2.30434782608696,0,0,0,0,0,25.1929606625259,0,-1.3719512195122,0,0,21.6666666666667,0,0,0,0,0,0,0,0,0,-23,-14.5,0,0,0,0,0,0,8.16521739130435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.959756097561,0,0,0,0,0,0,0,0,0,0,0,3.95079365079365,0,0,0,0,0,11.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0
6.94877192982456,0,64.3734567901235,-6.33047945205479,0,0,0,3.72793687901812,0,0,0,0,0,0,0,3.26262626262626,0,6.27866473149492,0,0,0,0,10.8615023474178,0,0,0,12.9858173076923,-7.44897959183673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.76393442622951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387394957983193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.91666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.97729789590255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.5,0,0,0,0,0,0,0,0
18.9070422535211,0,-6.33047945205479,59.032301032301,0,0,0,18.5128446115288,0,0,0,0,0,0,0,21.0204872646733,0,7.04326530612245,0,0,0,0,3.06713554987212,0,0,0,7.73041474654378,-5.44117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.521778584392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92043010752688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,47.5869565217391,-2.63352723426758,0,0,0,0,0,0,0,18.0871143375681,1.84495021337127,0,0,0,0,0,0.783744557329463,8.24603174603175,0,0,0,0,0,0,0,0,0,0,0,14.9503246753247,0,0,0,0,7.22895622895623,0,8.14348334307422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66364296081277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5452380952381,0,0,7.98040816326531,0,0,0,0,-3.57777777777778,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-2.63352723426758,75.0976129582268,0,0,0,0,0,0,0,28.8656987295826,18.7577597840756,0,0,0,0,0,10.5765602322206,4.66137566137566,0,0,0,0,0,0,0,0,0,0,0,-3.70018796992481,0,0,0,0,20.2794612794613,0,12.7909604519774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4182389937107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0995670995671,0,0,3.31914893617021,0,0,0,0,21.9,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20.0729411764706,0,0,0,0,86.5188679245283,0,0,0,0,0,6.91686274509804,0,0,0,0,0,0,0,0,0,0,0,27.0438596491228,-45.5333333333333,0,0,0,0,0,6.85072463768116,1.25115633672525,0,0,0,0,0,0,19.9857954545455,0,0,0,0,0,35.8455284552846,0,-11.4083333333333,0,0,50,0,0,0,0,0,0,0,0,0,-40.5,10.6666666666667,0,0,0,0,0,0,10.1022727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.844202898550725,0,0,0,0,0,0,0,0,0,0,0,6.42727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.32988721804511,0,3.72793687901812,18.5128446115288,0,0,0,60.0453869047619,0,0,0,0,0,0,0,9.27822580645161,0,10.9923076923077,0,0,0,0,14.0296430732002,0,0,0,9.17873303167421,-8.50522648083624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0106382978723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41497975708502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,83.0054385964912,-2.06035996488147,0,3.43617021276596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.923138832998,0,0,0,0,0,0,14.4282352941176,0,0,0,0,5.4613960867266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.68849206349206,3.03205128205128,-18.7255892255892,0,0,0,0,0,4.96881606765328,12.7444831591173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.5,11.9624735729387,0,0,0,0,0,0,0,0,0,25.0315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-2.06035996488147,61.1142191142191,0,12.2549019607843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.97374429223744,0,0,0,0,0,0,8.16872278664732,0,0,0,0,0.241586538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4370629370629,17.3653846153846,7.6734693877551,0,0,0,0,0,5.83101045296167,20.6156462585034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,-0.681313131313131,0,0,0,0,0,0,0,0,0,-0.353754940711462,0,0,0,0,0,-1.9,0,0,0,0,0,0,0,0,0,0,0
