"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn"
"DST","Broncos  (0000000)","Broncos ",0,3800,"Hou@Den 00:00PM ET","Den","Broncos","","Hou",12.16,10.8
"DST","Vikings  (0000000)","Vikings ",0,3700,"Min@Phi 00:00PM ET","Min","Vikings","","Phi",10.22,8
"DST","Bengals  (0000000)","Bengals ",0,3600,"Cle@Cin 00:00PM ET","Cin","Bengals","","Cle",9.88,7.2
"DST","Bills  (0000000)","Bills ",0,3400,"Buf@Mia 00:00PM ET","Buf","Bills","","Mia",9.76,7.4
"DST","Seahawks  (0000000)","Seahawks ",0,3300,"Sea@Ari 00:00PM ET","Sea","Seahawks","","Ari",8.33,8.4
"DST","Packers  (0000000)","Packers ",0,3300,"Chi@GB 00:00PM ET","GB","Packers","","Chi",9.26,8.2
"DST","Buccaneers  (0000000)","Buccaneers ",0,3200,"TB@SF 00:00PM ET","TB","Buccaneers","","SF",6.95,6.7
"DST","Eagles  (0000000)","Eagles ",0,3100,"Min@Phi 00:00PM ET","Phi","Eagles","","Min",9.18,7.3
"DST","Cardinals  (0000000)","Cardinals ",0,3000,"Sea@Ari 00:00PM ET","Ari","Cardinals","","Sea",8.49,10.1
"DST","Texans  (0000000)","Texans ",0,3000,"Hou@Den 00:00PM ET","Hou","Texans","","Den",7.62,5.1
"DST","Patriots  (0000000)","Patriots ",0,2900,"NE@Pit 00:00PM ET","NE","Patriots","","Pit",9.42,9.6
"DST","Ravens  (0000000)","Ravens ",0,2800,"Bal@NYJ 00:00PM ET","Bal","Ravens","","NYJ",10.27,7.4
"DST","Falcons  (0000000)","Falcons ",0,2800,"SD@Atl 00:00PM ET","Atl","Falcons","","SD",6.28,6
"DST","Rams  (0000000)","Rams ",0,2700,"NYG@LA 00:00PM ET","LA","Rams","","NYG",8.86,7.7
"DST","Giants  (0000000)","Giants ",0,2700,"NYG@LA 00:00PM ET","NYG","Giants","","LA",6.78,6.8
"DST","Steelers  (0000000)","Steelers ",0,2700,"NE@Pit 00:00PM ET","Pit","Steelers","","NE",5.69,5.5
"DST","Chiefs  (0000000)","Chiefs ",0,2600,"NO@KC 00:00PM ET","KC","Chiefs","","NO",5.38,9.1
"DST","Lions  (0000000)","Lions ",0,2600,"Was@Det 00:00PM ET","Det","Lions","","Was",8.19,5.9
"DST","Jets  (0000000)","Jets ",0,2600,"Bal@NYJ 00:00PM ET","NYJ","Jets","","Bal",5.75,8.6
"DST","Titans  (0000000)","Titans ",0,2500,"Ind@Ten 00:00PM ET","Ten","Titans","","Ind",8.44,8.1
"DST","Colts  (0000000)","Colts ",0,2500,"Ind@Ten 00:00PM ET","Ind","Colts","","Ten",6.32,5.8
"DST","Dolphins  (0000000)","Dolphins ",0,2500,"Buf@Mia 00:00PM ET","Mia","Dolphins","","Buf",6.31,5.4
"DST","49ers  (0000000)","49ers ",0,2500,"TB@SF 00:00PM ET","SF","49ers","","TB",6.32,6.4
"DST","Redskins  (0000000)","Redskins ",0,2400,"Was@Det 00:00PM ET","Was","Redskins","","Det",7.4,7.2
"DST","Raiders  (0000000)","Raiders ",0,2400,"Oak@Jax 00:00PM ET","Oak","Raiders","","Jax",5.66,7.8
"DST","Bears  (0000000)","Bears ",0,2300,"Chi@GB 00:00PM ET","Chi","Bears","","GB",5.39,4.4
"DST","Jaguars  (0000000)","Jaguars ",0,2300,"Oak@Jax 00:00PM ET","Jax","Jaguars","","Oak",7.23,7
"DST","Browns  (0000000)","Browns ",0,2200,"Cle@Cin 00:00PM ET","Cle","Browns","","Cin",6,5.3
"DST","Chargers  (0000000)","Chargers ",0,2100,"SD@Atl 00:00PM ET","SD","Chargers","","Atl",5.1,5.4
"DST","Saints  (0000000)","Saints ",0,2000,"NO@KC 00:00PM ET","NO","Saints","","KC",4.88,5.9
