"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","ValueWR"
"WR","Antonio Brown (0000000)","Antonio Brown",0,9300,"NE@Pit 00:00PM ET","Pit","Antonio","Brown","NE",18.95,19.7,1,0.289473684210526,0
"WR","Julio Jones (0000000)","Julio Jones",0,9200,"SD@Atl 00:00PM ET","Atl","Julio","Jones","SD",23.71,25.6,1,0.241706161137441,0
"WR","Odell Beckham (0000000)","Odell Beckham",0,8900,"NYG@LA 00:00PM ET","NYG","Odell","Beckham","LA",19.59,19.3,1,0.278008298755187,0
"WR","A.J. Green (0000000)","A.J. Green",0,8600,"Cle@Cin 00:00PM ET","Cin","A.J.","Green","Cle",20.3,23.1,1,0.293333333333333,0
"RB","Le'Veon Bell (0000000)","Le'Veon Bell",0,8000,"NE@Pit 00:00PM ET","Pit","Le'Veon","Bell","NE",20.79,20.5,4,0.109649122807018,0
"QB","Tom Brady (0000000)","Tom Brady",0,7900,"NE@Pit 00:00PM ET","NE","Tom","Brady","Pit",25.77,22.3,0,0,0
"WR","Amari Cooper (0000000)","Amari Cooper",0,7900,"Oak@Jax 00:00PM ET","Oak","Amari","Cooper","Jax",18.22,16.1,1,0.286324786324786,0
"WR","Jordy Nelson (0000000)","Jordy Nelson",0,7800,"Chi@GB 00:00PM ET","GB","Jordy","Nelson","Chi",19.38,16.4,1,0.252631578947368,0
"WR","Mike Evans (0000000)","Mike Evans",0,7800,"TB@SF 00:00PM ET","TB","Mike","Evans","SF",20.53,17.9,1,0.302884615384615,0
"WR","T.Y. Hilton (0000000)","T.Y. Hilton",0,7700,"Ind@Ten 00:00PM ET","Ind","T.Y.","Hilton","Ten",20.34,21.6,1,0.278688524590164,0
"WR","Brandon Marshall (0000000)","Brandon Marshall",0,7600,"Bal@NYJ 00:00PM ET","NYJ","Brandon","Marshall","Bal",19.04,14.6,1,0.259911894273128,0
"RB","LeSean McCoy (0000000)","LeSean McCoy",0,7600,"Buf@Mia 00:00PM ET","Buf","LeSean","McCoy","Mia",6.71,12.3,4,0.14792899408284,0
"WR","Brandin Cooks (0000000)","Brandin Cooks",0,7500,"NO@KC 00:00PM ET","NO","Brandin","Cooks","KC",14.2,16.4,1,0.18552036199095,0
"RB","David Johnson (0000000)","David Johnson",0,7400,"Sea@Ari 00:00PM ET","Ari","David","Johnson","Sea",19.69,17.3,4,0.144067796610169,0
