Rk,ID,Player,Pos,Team,Opp,Week,Snaps,Snap Pct,Rush Pct,Tgt Pct,Touch Pct,Util Pct,Fantasy Points,Points/100 Snaps
1,7328,Peyton Manning,QB,DEN,BAL,1,71,100,3,0,62,62,49.28,65.2
2,4807,Adrian Peterson,RB,MIN,DET,1,50,91,36,8,44,44,33.10,58.2
3,12246,Victor Cruz,WR,NYG,DAL,1,54,90,0,15,9,15,37.80,55.2
4,12845,AJ Green,WR,CIN,CHI,1,54,93,0,24,17,24,40.20,52.2
5,4932,Eli Manning,QB,NYG,DAL,1,60,100,3,0,73,73,34.80,48
6,4640,Reggie Bush,RB,DET,MIN,1,55,69,38,15,46,53,32.10,45.6
7,14008,Andrew Luck,QB,IND,OAK,1,55,100,11,0,53,53,24.92,45.3
8,11712,Anquan Boldin,WR,SF,GB,1,60,78,0,28,22,28,42.80,44.7
9,8244,Philip Rivers,QB,SD,HOU,1,53,100,2,0,57,57,24.60,44.5
10,11197,Demaryius Thomas,WR,DEN,BAL,1,68,96,0,16,7,16,36.10,41.3
11,13443,Colin Kaepernick,QB,SF,GB,1,77,100,9,0,60,60,33.68,39.8
12,13393,Robert Quinn,DE,LA,ARI,1,52,73,0,0,0,0,0,39.8
13,2593,Aaron Rodgers,QB,GB,SF,1,62,100,3,0,63,63,28.62,39.7
14,8534,Jared Cook,TE,LA,ARI,1,61,91,0,16,12,16,35.10,39.5
15,11932,LeSean McCoy,RB,PHI,WAS,1,65,81,48,2,49,49,28.90,38.3
16,732,Matt Ryan,QB,ATL,NO,1,56,100,2,0,70,70,23.36,34.6
17,13941,Zach Brown,ILB,TEN,PIT,1,53,100,0,0,0,0,0,33.8
18,11271,Barry Church,SS,DAL,NYG,1,58,97,0,0,0,0,0,33.6
19,13227,Randall Cobb,WR,GB,SF,1,53,86,4,23,17,26,27.40,32.8
20,12741,Da'Norris Searcy,SS,BUF,NE,1,60,66,0,0,0,0,0,32.5
21,13027,Julius Thomas,TE,DEN,BAL,1,71,100,0,10,7,10,31,32.4
22,9447,Michael Vick,QB,PHI,WAS,1,80,100,11,0,43,43,26.52,31.9
23,13693,Terrelle Pryor,WR,OAK,IND,1,63,100,21,0,67,67,24.88,31.6
24,4633,Matt Schaub,QB,HOU,SD,1,76,100,0,0,59,59,27.84,31.4
25,8330,Brian Hartline,WR,MIA,CLE,1,56,82,0,27,16,27,29.40,31.1
26,4556,Jordy Nelson,WR,GB,SF,1,62,100,0,16,11,16,29,30.6
27,13036,Justin Houston,OLB,KC,JAX,1,65,92,0,0,0,0,0,30.3
28,13358,Mason Foster,ILB,TB,NYJ,1,63,84,0,0,0,0,0,30
29,11527,Sam Bradford,QB,LA,ARI,1,67,100,3,0,60,60,21.06,29.9
30,725,Shaun Phillips,OLB,DEN,BAL,1,60,69,0,0,0,0,0,29.8
31,8343,Cameron Wake,DE,MIA,CLE,1,60,78,0,0,0,0,0,29.8
32,4631,Wes Welker,WR,DEN,BAL,1,56,79,0,20,16,20,26.70,29.8
33,7242,Drew Brees,QB,NO,ATL,1,69,100,4,0,55,55,24.48,29.7
34,2699,Matt Forte,RB,CHI,CIN,1,52,81,37,12,44,48,19.10,29
35,12780,Shane Vereen,RB,NE,BUF,1,55,60,26,18,38,44,25.90,28.9
36,6739,Alex Smith,QB,KC,JAX,1,61,98,7,0,62,62,17.42,28.6
37,5002,Reggie Wayne,WR,IND,OAK,1,55,100,0,15,15,15,23.60,28.4
38,5084,Vernon Davis,TE,SF,GB,1,77,100,0,12,8,12,27.80,28.3
39,5571,Larry Fitzgerald,WR,ARI,LA,1,71,100,0,20,11,20,28,28.2
40,8571,Brian Cushing,ILB,HOU,SD,1,52,98,0,0,0,0,0,27.9
41,11974,Tim Jennings,CB,CHI,CIN,1,58,100,0,0,0,0,0,27.6
