"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"OF","Bryce Harper",5800,"MIL@WAS 12:05PM ET",11.242,"WAS","MIL",11.73,11.2,9.01,NA,"3","3",39
"OF","Mike Trout",5600,"LAA@CLE 12:10PM ET",11.797,"LAA","CLE",10.45,12.9,10.65,NA,"2","2",0
"2B","Daniel Murphy",5400,"MIL@WAS 12:05PM ET",9.817,"WAS","MIL",9.9,9,8.19,NA,"5","5",7
"3B","Anthony Rendon",5400,"MIL@WAS 12:05PM ET",9.554,"WAS","MIL",8.69,8,7.29,NA,"6","6",23
"1B","Justin Smoak",5300,"OAK@TOR 12:37PM ET",8.77,"TOR","OAK",8.56,8,9.06,NA,"4","4",9
"1B","Edwin Encarnacion",5000,"LAA@CLE 12:10PM ET",8.598,"CLE","LAA",9.16,9.3,9.68,NA,"4","4",5
"OF","Michael Brantley",4800,"LAA@CLE 12:10PM ET",8.423,"CLE","LAA",8.2,9.8,9.93,NA,"3","3",0
"2B/3B","Jose Ramirez",4800,"LAA@CLE 12:10PM ET",9.429,"CLE","LAA",8.34,9.6,9.69,NA,"5","5",0
"SS","Francisco Lindor",4700,"LAA@CLE 12:10PM ET",8.134,"CLE","LAA",8.07,9.6,9.24,NA,"2","2",12
"1B","Carlos Santana",4600,"LAA@CLE 12:10PM ET",7.884,"CLE","LAA",7.52,9.2,8.51,NA,"6","6",14
"OF","Adam Eaton",4500,"MIL@WAS 12:05PM ET",10.13,"WAS","MIL",NA,0,NA,NA,"x","x",NA
"SS","Trea Turner",4500,"MIL@WAS 12:05PM ET",10.559,"WAS","MIL",NA,0,NA,NA,"x","x",NA
"2B","Jason Kipnis",4400,"LAA@CLE 12:10PM ET",6.836,"CLE","LAA",NA,0,NA,NA,"x","x",NA
"OF","Bradley Zimmer",4400,"LAA@CLE 12:10PM ET",7.574,"CLE","LAA",8.44,9.8,10.02,NA,"1","1",5
"1B","Ryan Zimmerman",4400,"MIL@WAS 12:05PM ET",9.033,"WAS","MIL",7.91,8,7.57,NA,"4","4",30
"OF","Brian Goodwin",4300,"MIL@WAS 12:05PM ET",6.534,"WAS","MIL",7,7.6,7.68,NA,"1","1",30
"3B","Josh Donaldson",4100,"OAK@TOR 12:37PM ET",7.2,"TOR","OAK",7.75,9.7,10.22,NA,"3","3",17
"OF","Jose Bautista",3900,"OAK@TOR 12:37PM ET",7.426,"TOR","OAK",8.37,8.9,9.55,NA,"1","1",7
"2B/SS","Wilmer Difo",3900,"MIL@WAS 12:05PM ET",3.968,"WAS","MIL",5.79,7.4,7.25,NA,"x","2",19
"1B","Albert Pujols",3800,"LAA@CLE 12:10PM ET",6.742,"LAA","CLE",6.41,9.1,7.32,NA,"3","3",0
"1B/3B","Luis Valbuena",3800,"LAA@CLE 12:10PM ET",5.594,"LAA","CLE",5.78,8.1,6.17,NA,"6","6",5
"1B","Jefry Marte",3800,"LAA@CLE 12:10PM ET",4.179,"LAA","CLE",NA,0,NA,NA,"x","x",NA
"OF","Rajai Davis",3800,"OAK@TOR 12:37PM ET",5.852,"OAK","TOR",NA,0,1.61,NA,"x","x",NA
"OF","Khris Davis",3800,"OAK@TOR 12:37PM ET",8.818,"OAK","TOR",7.63,9.3,7.51,NA,"4","4",6
"1B","Yonder Alonso",3800,"OAK@TOR 12:37PM ET",7.681,"OAK","TOR",6.07,8.1,6.95,NA,"3","3",2
"2B","Devon Travis",3800,"OAK@TOR 12:37PM ET",6.9,"TOR","OAK",NA,0,NA,NA,"x","x",NA
"OF","Ryan Braun",3800,"MIL@WAS 12:05PM ET",9.039,"MIL","WAS",NA,0,1.55,NA,"x","x",NA
"OF","Abraham Almonte",3700,"LAA@CLE 12:10PM ET",5.205,"CLE","LAA",NA,0,NA,NA,"x","x",NA
"SS","Andrelton Simmons",3700,"LAA@CLE 12:10PM ET",7.743,"LAA","CLE",5.95,7.7,6.63,NA,"5","5",3
