"Place_lo","Place_hi","Payout"
"1","1","10000"
"2","2","7500"
"3","3","5000"
"4","4","4000"
"5","5","3000"
"6","6","2000"
"7","8","1500"
"9","10","1000"
"11","15","700"
"16","20","500"
"21","25","400"
"26","35","300"
"36","50","250"
"51","65","200"
"66","85","175"
"86","125","150"
"126","187","125"
"188","302","100"
"303","502","85"
