"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"3B","Kris Bryant",5400,"CHC@SD 03:40PM ET",9.38,"CHC","SD",7.94,9,9.6,NA,"3","3",5
"1B","Anthony Rizzo",5100,"CHC@SD 03:40PM ET",8.706,"CHC","SD",9.06,10.1,8.87,NA,"4","4",9
"SS","Francisco Lindor",5000,"OAK@CLE 06:10PM ET",9.102,"CLE","OAK",8.68,8.6,9.15,NA,"2","2",14
"1B","Edwin Encarnacion",4700,"OAK@CLE 06:10PM ET",7.3,"CLE","OAK",8.15,8.4,8.48,NA,"5","5",3
"2B/3B","Jose Ramirez",4700,"OAK@CLE 06:10PM ET",8.449,"CLE","OAK",6.48,7.7,7.61,NA,"6","6",2
"2B/OF","Ben Zobrist",4700,"CHC@SD 03:40PM ET",6.705,"CHC","SD",6.83,8.5,7.86,NA,"1","1",0
"OF","Michael Brantley",4600,"OAK@CLE 06:10PM ET",8.372,"CLE","OAK",6.39,7.7,9.26,NA,"3","3",0
"1B","Carlos Santana",4600,"OAK@CLE 06:10PM ET",7.98,"CLE","OAK",8.37,8.2,8.86,NA,"4","4",0
"OF","Khris Davis",4600,"OAK@CLE 06:10PM ET",8.653,"OAK","CLE",8.52,9.2,8.31,NA,"4","4",0
"2B","Jed Lowrie",4400,"OAK@CLE 06:10PM ET",7.6,"OAK","CLE",6.23,7.5,7.29,NA,"3","3",0
"1B","Yonder Alonso",4400,"OAK@CLE 06:10PM ET",9.071,"OAK","CLE",8.11,7.9,7.08,NA,"5","5",5
"2B","Jason Kipnis",4300,"OAK@CLE 06:10PM ET",7.059,"CLE","OAK",6.39,7.5,8.75,NA,"1","1",0
"2B","Ian Happ",4300,"CHC@SD 03:40PM ET",6.563,"CHC","SD",5.95,7.7,7.45,NA,"5","5",0
