"Place_lo","Place_hi","Payout"
"1","1","250"
"2","2","175"
"3","3","130"
"4","4","100"
"5","5","80"
"6","6","60"
"7","8","50"
"9","10","40"
"11","12","30"
"13","15","25"
"16","20","20"
"21","30","15"
"31","45","10"
"46","65","8"
"66","115","7"
"116","195","6"
