"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Max Scherzer",12800,"Was@Atl 07:35PM ET",26.35,"Was","Atl",0,24.1,25.1865,22.8,30.75
"SP","Yu Darvish",10700,"Tex@Oak 10:05PM ET",20.567,"Tex","Oak",0,21.2,22.8475,18.3,9
"SP","Michael Fulmer",8900,"Det@TB 07:10PM ET",19.6,"Det","TB",0,15.5,18.484,15.3,12.7
"SP","Marcus Stroman",8300,"Bos@Tor 07:07PM ET",21.7,"Tor","Bos",0,16.4,16.7215,13.4,-0.7
"SP","Hyun-Jin Ryu",8000,"Col@LAD 10:10PM ET",9.7,"LAD","Col",0,15.1,17.393,10.3,14.1
"SP","Zack Wheeler",7800,"Phi@NYM 07:10PM ET",9.275,"NYM","Phi",0,14.9,18.738,12.5,19.65
"SP","Wei-Yin Chen",7700,"Mia@Sea 10:10PM ET",8.625,"Mia","Sea",0,14.9,15.005,12,21.95
"SP","Mike Leake",7600,"Pit@StL 08:15PM ET",27.575,"StL","Pit",0,14.4,13.388,9.8,14.05
"SP","Shelby Miller",7500,"Ari@SD 10:10PM ET",14.9,"Ari","SD",0,15.7,13.966,10.7,24.9
"SP","Ricky Nolasco",7400,"LAA@Hou 08:10PM ET",10.767,"LAA","Hou",0,13.3,10.787,11.1,14.7
"SP","Joe Musgrove",7200,"LAA@Hou 08:10PM ET",7.525,"Hou","LAA",NA,13.9,15.05,12.9,5.85
"SP","Jason Hammel",7100,"SF@KC 08:15PM ET",4.175,"KC","SF",0,12.6,11.948,11.5,13.3
"SP","Kevin Gausman",7100,"Bal@Cin 07:10PM ET",10.6,"Bal","Cin",0,16,16.128,14.6,-13.2
"SP","Jimmy Nelson",7000,"Mil@ChC 08:05PM ET",24.025,"Mil","ChC",0,12.3,12.503,9,-2
"SP","Josh Tomlin",6700,"Cle@Min 08:10PM ET",-5.275,"Cle","Min",0,12.5,14.525,13.2,11.3
"SP","Brett Anderson",6600,"Mil@ChC 08:05PM ET",15.1,"ChC","Mil",0,11.4,16.039,9.4,1.45
"SP","Luis Severino",6500,"CWS@NYY 07:05PM ET",22.6,"NYY","CWS",0,16.4,16.499,14.8,30.2
"SP","Mike Foltynewicz",6400,"Was@Atl 07:35PM ET",3.475,"Atl","Was",NA,14.6,13.636,11.2,NA
"SP","Miguel Gonzalez",6300,"CWS@NYY 07:05PM ET",13.7,"CWS","NYY",0,11.5,12.079,10.6,25.75
"SP","Yovani Gallardo",6200,"Mia@Sea 10:10PM ET",3.95,"Sea","Mia",0,12.3,11.65,9.4,6.1
"SP","Matt Andriese",6100,"Det@TB 07:10PM ET",10.45,"TB","Det",0,14.2,NA,12.1,22.5
"SP","Chad Kuhl",5800,"Pit@StL 08:15PM ET",11.767,"Pit","StL",0,12.7,10.439,9.3,12.5
"SP","Phil Hughes",5500,"Cle@Min 08:10PM ET",16.225,"Min","Cle",0,11.7,11.748,8.4,0.7
"SP","Kyle Freeland",5400,"Col@LAD 10:10PM ET",9.9,"Col","LAD",0,12.8,9.621,6.6,7
"SP","Zach Eflin",5100,"Phi@NYM 07:10PM ET",0,"Phi","NYM",0,10.9,10.803,7.6,11.65
"SP","Andrew Triggs",5000,"Tex@Oak 10:05PM ET",17.525,"Oak","Tex",0,11.9,14.68,12.3,25.7
"SP","Matt Cain",4800,"SF@KC 08:15PM ET",11.4,"SF","KC",0,10.2,11.421,8,16.15
"SP","Jarred Cosart",4500,"Ari@SD 10:10PM ET",2.25,"SD","Ari",0,10,12.444,7.1,7.85
"SP","Brian Johnson",4200,"Bos@Tor 07:07PM ET",0,"Bos","Tor",NA,13.9,9.464,12.1,13.85
"SP","Bronson Arroyo",4000,"Bal@Cin 07:10PM ET",0.45,"Cin","Bal",0,9.2,12.5215,6.8,13.05
