"Place_lo","Place_hi","Payout"
"1","1","100"
"2","2","75"
"3","3","50"
"4","5","25"
"6","7","15"
"8","11","10"
"12","16","7.5"
"17","26","5"
"27","51","2.5"
"52","102","2"
"103","204","1.5"
