"Paul Goldschmidt_ARI","Charlie Blackmon_COL","Jake Lamb_ARI","Ryan Braun_MIL","AJ Pollock_ARI","Eric Thames_MIL","Jonathan Villar_MIL","Nolan Arenado_COL","Corey Dickerson_TB","Jose Altuve_HOU","Mark Reynolds_COL","Miguel Sano_MIN","Travis Shaw_MIL","Carlos Gonzalez_COL","Randal Grichuk_STL","DJ LeMahieu_COL","Matt Carpenter_STL","Jedd Gyorko_STL","Trevor Story_COL","Brian Dozier_MIN","Chris Owings_ARI","Ian Desmond_COL","Dexter Fowler_STL","David Dahl_COL","Logan Morrison_TB","David Peralta_ARI","Manny Machado_BAL","Aledmys Diaz_STL","Keon Broxton_MIL","Mark Trumbo_BAL","Stephen Piscotty_STL","Max Kepler_MIN","Yasmany Tomas_ARI","Adam Jones_BAL","Chris Davis_BAL","Carlos Correa_HOU","Kolten Wong_STL","Steven Souza_TB","Gerardo Parra_COL","Hernan Perez_MIL","Domingo Santana_MIL","Yadier Molina_STL","Brad Miller_TB","Brandon Drury_ARI","Evan Longoria_TB","Robbie Grossman_MIN","Josh Reddick_HOU","Welington Castillo_BAL","Alex Bregman_HOU","Jhonny Peralta_STL","Tommy Pham_STL","Pat Valaika_COL","Joe Mauer_MIN","Wilson Ramos_TB","Byron Buxton_MIN","Chris Herrmann_ARI","Rey Fuentes_ARI","Marwin Gonzalez_HOU","George Springer_HOU","Greg Garcia_STL","Colby Rasmus_TB","Kennys Vargas_MIN","Kevin Kiermaier_TB","Nick Franklin_MIL","Jeremy Hazelbaker_ARI","Nick Ahmed_ARI","Seth Smith_BAL","Trey Mancini_BAL","Jose Martinez_STL","Stephen Cardullo_COL","Raimel Tapia_COL","Matt Duffy_TB","Brian McCann_HOU","Evan Gattis_HOU","Dustin Garneau_COL","Magneuris Sierra_STL","Harrison Bader_STL","Jorge Polanco_MIN","Jesus Aguilar_MIL","Socrates Brito_ARI","Orlando Arcia_MIL","Jonathan Schoop_BAL","Derek Fisher_HOU","Joey Rickard_BAL","Tom Murphy_COL","Carson Kelly_STL","Gregor Blanco_ARI","Manny Pina_MIL","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Jett Bandy_MIL","Carlos Beltran_HOU","Eric Fryer_STL","Tony Wolters_COL","Jake Bauers_TB","Eric Sogard_MIL","Hyun Soo Kim_BAL","Alexi Amarista_COL","JJ Hardy_BAL","Craig Gentry_BAL","Rickie Weeks_TB","Eduardo Escobar_MIN","Mallex Smith_TB","Chris Iannetta_ARI","Norichika Aoki_HOU","Jake Marisnick_HOU","Yuli Gurriel_HOU","Peter Bourjos_TB","Jesus Sucre_TB","Tim Beckham_TB","Jason Castro_MIN","Eddie Rosario_MIN","Daniel Descalso_ARI","Ryan Hanigan_COL","Cristhian Adames_COL","Derek Norris_TB","Curt Casali_TB","Chris Gimenez_MIN","Daniel Robertson_TB","Paul Janish_BAL","Francisco Pena_BAL","Ryan Flaherty_BAL","Caleb Joseph_BAL","Michael Martinez_TB","Jeff Mathis_ARI","Luis Sardinas_BAL","Shane Peterson_TB","Ehire Adrianza_MIN","Juan Centeno_HOU","Tony Kemp_HOU"
45,0,41,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,33,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
0,41,0,0,0,0,0,40,0,0,36,0,0,38,0,38,0,0,28,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0,42,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,33,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
0,0,0,28,0,25,26,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,25,0,0,0,0,0,0,15,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,29,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,23,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
0,0,0,25,0,36,34,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,23,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,32,0,0,0,0,0,0,16,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,26,0,34,40,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,26,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,35,0,0,0,0,0,0,19,4,0,21,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,40,0,0,0,0,0,42,0,0,37,0,0,38,0,39,0,0,28,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,28,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,7,0,0,0,0,6,12,36,0,0,0,0,0,29,0,0,21,0,0,0,0,2,0,0,9,0,0,0
0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,34,0,38,0,0,0,0,0,0,0,0,25,38,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,25,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
