"Place_lo","Place_hi","Payout"
"1","1","250"
"2","2","150"
"3","3","100"
"4","4","75"
"5","5","60"
"6","6","50"
"7","7","40"
"8","8","30"
"9","9","25"
"10",NA,"20"
"11","15","15"
"16","20","12"
"21","30","10"
"31","40","9"
"41","60","8"
"61","100","7"
"101","150","6"
"151","225","5"
"226","350","4"
"351","530","3"
"531","865","2"
"866","1565","1.5"
