"Charlie Blackmon_COL","Joey Votto_CIN","Nolan Arenado_COL","Adam Duvall_CIN","Ian Desmond_COL","Anthony Rizzo_CHC","Tommy Pham_STL","Mark Reynolds_COL","Dexter Fowler_STL","Zack Cozart_CIN","Scooter Gennett_CIN","David Dahl_COL","Travis Shaw_MIL","JD Martinez_DET","Ryan Braun_MIL","Eric Thames_MIL","Christian Yelich_MIA","Billy Hamilton_CIN","Justin Upton_DET","Matt Carpenter_STL","Carlos Gonzalez_COL","Gerardo Parra_COL","Raimel Tapia_COL","Kris Bryant_CHC","Brandon Belt_SF","Justin Bour_MIA","Marcell Ozuna_MIA","Aledmys Diaz_STL","Paul DeJong_STL","DJ LeMahieu_COL","Eugenio Suarez_CIN","Arismendy Alcantara_CIN","Domingo Santana_MIL","Orlando Arcia_MIL","Ian Happ_CHC","Ian Kinsler_DET","Giancarlo Stanton_MIA","Jedd Gyorko_STL","JT Realmuto_MIA","Scott Schebler_CIN","Manny Pina_MIL","Willson Contreras_CHC","Denard Span_SF","Buster Posey_SF","Alex Avila_DET","Stephen Piscotty_STL","Trevor Story_COL","Jesse Winker_CIN","Stephen Vogt_MIL","Nicholas Castellanos_DET","Joe Panik_SF","Devin Mesoraco_CIN","Jose Peraza_CIN","Jonathan Villar_MIL","Hunter Pence_SF","Eduardo Nunez_SF","Chad Huffman_STL","Dee Gordon_MIA","Jason Heyward_CHC","Miguel Cabrera_DET","Randal Grichuk_STL","Phillip Ervin_CIN","Pat Valaika_COL","Eric Sogard_MIL","Hernan Perez_MIL","Kyle Schwarber_CHC","Victor Martinez_DET","Yadier Molina_STL","Dustin Garneau_COL","Tom Murphy_COL","Jesus Aguilar_MIL","Martin Prado_MIA","Ben Zobrist_CHC","Jon Jay_CHC","Nick Hundley_SF","Andrew Romine_DET","Derek Dietrich_MIA","Tucker Barnhart_CIN","Stephen Cardullo_COL","Mike Tauchman_COL","Gorkys Hernandez_SF","Jarrett Parker_SF","Christian Arroyo_SF","Alexi Amarista_COL","Javier Baez_CHC","Lewis Brinson_MIL","James McCann_DET","Tyler Moore_MIA","Kolten Wong_STL","Cristhian Adames_COL","Patrick Kivlehan_CIN","Jordan Patterson_COL","Addison Russell_CHC","Mikie Mahtook_DET","Mac Williamson_SF","Jose Martinez_STL","Greg Garcia_STL","Keon Broxton_MIL","Jeimer Candelario_CHC","Brett Phillips_MIL","Mark Zagunis_CHC","Alex Presley_DET","Brandon Crawford_SF","Kelby Tomlinson_SF","JT Riddle_MIA","Harrison Bader_STL","Ryan Hanigan_COL","Tony Wolters_COL","Michael Reed_MIL","Jose Iglesias_DET","JaCoby Jones_DET","Luke Voit_STL","Nick Senzel_CIN","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Tommy La Stella_CHC","Ryan Cordell_MIL","Aaron Hill_SF","Dixon Machado_DET","John Hicks_DET","Tyler Collins_DET","Destin Hood_MIA","Alex Mejia_STL","Magneuris Sierra_STL","Albert Almora_CHC","Jacob Nottingham_MIL","Conor Gillaspie_SF","Jae-gyun Hwang_SF","Ichiro Suzuki_MIA","Tomas Telis_MIA","Carson Kelly_STL","Stuart Turner_CIN","Jett Bandy_MIL","Corey Ray_MIL","Jim Adduci_DET","Justin Ruggiano_SF","Eric Fryer_STL","Christian Colon_MIA","Steve Lombardozzi_MIA","Victor Caratini_CHC","Michael Morse_SF","Austin Slater_SF","Ryder Jones_SF","Tim Federowicz_SF","Matt den Dekker_DET","Mike Aviles_MIA","Eloy Jimenez_CHC","Orlando Calixte_SF","AJ Ellis_MIA","Chris Marrero_SF","Miguel Rojas_MIA"
71.2287719298246,0,10.7465753424658,0,8.50724637681159,0,0,16.5669446883231,0,0,0,0,0,0,0,0,0,0,0,0,6.61581920903955,13.5862068965517,30.2875,0,0,0,0,0,0,9.6191389599318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89534180278282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9065934065934,0,0,0,0,0,4.21428571428571,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,26.7375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25555555555556,19.0151515151515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,56.1473547549497,0,2.74295774647887,0,0,0,0,0,6.79631794272355,-10.273826458037,0,0,0,0,0,0,-7.57464788732394,0,0,0,0,0,0,0,0,0,0,0,0,-2.69025875190259,9.21428571428571,0,0,0,0,0,0,0,-0.539906103286385,0,0,0,0,0,0,0,0,0,0,0,-5.27709359605911,7.8215291750503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29509713228492,0,0,0,0,0,0,0,0,0,0,0,0,-2.89102564102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7465753424658,0,67.3677375256323,0,20.7548566142461,0,0,10.0882352941176,0,0,0,0,0,0,0,0,0,0,0,0,1.46101694915254,-1.6633064516129,7.58455882352941,0,0,0,0,0,0,10.9507246376812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4839685420448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5192307692308,0,0,0,0,0,-2.2,0,0,0,0,0,0,0,0,0,14.05,0,0,0,0,22.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1636363636364,-1.55505050505051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.74295774647887,0,70.4771126760563,0,0,0,0,0,-19.494557329463,8.17741935483871,0,0,0,0,0,0,12.2257211538462,0,0,0,0,0,0,0,0,0,0,0,0,10.6344988344988,20.1428571428571,0,0,0,0,0,0,0,1.45874125874126,0,0,0,0,0,0,0,0,0,0,0,11,7.93700396825397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.424390243902439,0,0,0,0,0,0,0,0,0,0,0,0,96.3611111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.50724637681159,0,20.7548566142461,0,53.4489795918367,0,0,3.85191637630662,0,0,0,0,0,0,0,0,0,0,0,0,4.60336134453781,-20.0681818181818,28.7424242424242,0,0,0,0,0,0,7.94449583718779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57575757575758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.9469696969697,0,0,0,0,0,54.5714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6555555555556,-5.80153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,63.3464912280702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4469309462916,0,0,0,0,0,0,0,0,0,0,23.2176386913229,0,0,0,0,0,0,21.2962962962963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8273469387755,0,0,0,0,0,0,8.15686274509804,0,0,0,0,0,0,2.6231884057971,18.6354838709677,0,0,0,0,0,0,0,0,0,0,3.76623376623377,0,0,0,0,0,0,0,6.37146892655367,0,0,0,0,0,27.7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.07142857142857,0,0,0,0,0,0,0,0,-2.34285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,86.8425120772947,0,6.04761904761905,0,0,0,0,0,0,0,0,0,0,5.70499419279907,0,0,0,0,0,0,0,-9.24789915966386,10.2606837606838,0,0,0,0,0,0,0,0,30.504048582996,0,0,0,0,0,0,0,0.779202279202279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.58421052631579,0,0,0,0,0,0,-1.23198198198198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.28571428571429,0,0,0,0,0,0,5.46153846153846,-1.80416666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.3,0,0,0,0,0,0,0,0,0,0,-171,-2.6,0,0,0,0,0,0,0,0,0,0,0,0,2.41071428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.5669446883231,0,10.0882352941176,0,3.85191637630662,0,0,72.1798792756539,0,0,0,0,0,0,0,0,0,0,0,0,12.4734451432565,4.01538461538462,-4.31428571428571,0,0,0,0,0,0,6.55555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0285714285714,0,0,0,0,0,2.06593406593407,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,16.6602564102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43636363636364,12.1189024390244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,6.04761904761905,0,64.8315184513007,0,0,0,0,0,0,0,0,0,0,-7.71945701357466,0,0,0,0,0,0,0,-4.43450980392157,28.3639705882353,0,0,0,0,0,0,0,0,-4.66328502415459,0,0,0,0,0,0,0,7.2479674796748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4758064516129,0,0,0,0,0,0,6.51147959183673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01290322580645,0,0,0,0,0,0,0.39047619047619,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,-4.52777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6.79631794272355,0,-19.494557329463,0,0,0,0,0,72.7066043249562,3.5,0,0,0,0,0,0,12.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,5.77777777777778,196,0,0,0,0,0,0,0,0.342525399129173,0,0,0,0,0,0,0,0,0,0,0,-14.7397660818713,4.19758672699849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,-31.1428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
