"Mike Trout_LAA","Albert Pujols_LAA","Gregor Blanco_ARI","Paul Goldschmidt_ARI","Andrelton Simmons_LAA","AJ Pollock_ARI","Brandon Belt_SF","Yonder Alonso_OAK","Chris Carter_OAK","Khris Davis_OAK","JD Martinez_ARI","Jake Lamb_ARI","Matt Joyce_OAK","Ryon Healy_OAK","Buster Posey_SF","Jed Lowrie_OAK","Cameron Maybin_LAA","Marcus Semien_OAK","Chad Pinder_OAK","Rajai Davis_OAK","Ben Revere_LAA","CJ Cron_LAA","Nick Hundley_SF","Yunel Escobar_LAA","Hunter Pence_SF","Jefry Marte_LAA","Pablo Sandoval_SF","Yasmany Tomas_ARI","Chris Owings_ARI","Luis Valbuena_LAA","Nick Franklin_LAA","Brandon Crawford_SF","Adam Rosales_ARI","David Peralta_ARI","Daniel Descalso_ARI","Jarrett Parker_SF","Joe Panik_SF","Christian Arroyo_SF","Josh Phegley_OAK","Denard Span_SF","Rey Fuentes_ARI","Kelby Tomlinson_SF","Martin Maldonado_LAA","Kole Calhoun_LAA","Joey Wendle_OAK","Dustin Fowler_OAK","Chris Iannetta_ARI","Gorkys Hernandez_SF","Chris Herrmann_ARI","Jeremy Hazelbaker_ARI","Christian Walker_ARI","Nick Ahmed_ARI","Ketel Marte_ARI","Mac Williamson_SF","Jake Smolinski_OAK","Ryan LaMarre_OAK","Mark Canha_OAK","Bruce Maxwell_OAK","David Fletcher_LAA","Jeff Mathis_ARI","Aaron Hill_SF","Socrates Brito_ARI","Nolan Fontana_LAA","Matt Chapman_OAK","Michael Morse_SF","Justin Ruggiano_SF","Brandon Drury_ARI","Cliff Pennington_LAA","Juan Graterol_LAA","Carlos Perez_LAA","Conor Gillaspie_SF","Tim Federowicz_SF","Eric Young_LAA","Shane Robinson_LAA","Jaff Decker_OAK","Ryan Lavarnway_OAK","Ramon Flores_LAA","Kaleb Cowart_LAA","Jaycob Brugman_OAK","Renato Nunez_OAK","Matt Olson_OAK","Franklin Barreto_OAK","Emilio Bonifacio_ARI","Chris Marrero_SF","Carlos Moncrief_SF","Ildemaro Vargas_ARI","Jack Reinheimer_ARI","Austin Slater_SF","Miguel Gomez_SF","Dawel Lugo_ARI","Domingo Leyba_ARI","Ryder Jones_SF","Orlando Calixte_SF","Jae-gyun Hwang_SF"
44.8768361581921,10.3510558069382,0,0,10.4865575686733,0,0,0,0,0,0,0,0,0,0,0,12.2674253200569,0,0,0,19.5569230769231,0,0,3.04878048780488,0,0,0,0,0,-6.56166666666667,0,0,0,0,0,0,0,0,0,0,0,0,-5.82627450980392,0.79788838612368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.3510558069382,54.3291925465838,0,0,6.89126092384519,0,0,0,0,0,0,0,0,0,0,0,10.4032258064516,0,0,0,9.74695121951219,0,0,8.05294335431322,0,0,0,0,0,0.307575757575758,0,0,0,0,0,0,0,0,0,0,0,0,-2.02314352314352,-3.04016064257028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,79.4021851164708,0,15.3460884353741,0,0,0,0,0,1.0916354556804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58456790123457,0,0,0,0,18.0049467275495,7.33950046253469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1756576756577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.4865575686733,6.89126092384519,0,0,41.3348514851485,0,0,0,0,0,0,0,0,0,0,0,15.4526854219949,0,0,0,0.296484736355227,0,0,-1.44873547505126,0,0,0,0,0,8.6408106219427,0,0,0,0,0,0,0,0,0,0,0,0,8.19012635909492,4.44179523141655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,15.3460884353741,0,67.08,0,0,0,0,0,5.29848484848485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.1869918699187,0,0,0,0,14.7834008097166,-6.29210526315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0080971659919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,47.3911004346831,0,0,0,0,0,0,0,6.97825381369685,0,0,0,0,0,0,0,0,0,15.1130536130536,0,0,0,0,0,0,-1.63186813186813,0,0,0,0,7.81772151898734,0,0,8.27131287297528,0,0,0,0,0,0,0,6.02222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,65.4141512495943,0,-7.02087719298246,0,0,4.82693947144075,16.407867494824,0,10.320813771518,0,0,0,3.38989898989899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-7.02087719298246,0,59.8147816349384,0,0,0.183243243243243,-2.55348837209302,0,0.147955092221331,0,0,0,-6.85904416212946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
