"Place_lo","Place_hi","Payout"
"1","1","6"
"2","2","4"
"3","3","3.5"
"4","4","3"
"5","5","2.5"
"6","6","2"
"7","7","1.5"
"8","8","1"
"9","9","0.8"
"10",NA,"0.7"
"11","15","0.6"
"16","25","0.5"
"26","45","0.4"
"46","90","0.3"
"91","160","0.25"
"161","300","0.2"
