"Bryce Harper_WAS","Daniel Murphy_WAS","Nolan Arenado_COL","Adam Eaton_WAS","Charlie Blackmon_COL","Trea Turner_WAS","Paul Goldschmidt_ARI","Ryan Zimmerman_WAS","Anthony Rendon_WAS","Trevor Story_COL","Wil Myers_SD","Carlos Gonzalez_COL","Jayson Werth_WAS","Ian Desmond_COL","DJ LeMahieu_COL","David Dahl_COL","Michael Taylor_WAS","Matt Wieters_WAS","Adam Lind_WAS","Mark Reynolds_COL","AJ Pollock_ARI","Jake Lamb_ARI","Yasmany Tomas_ARI","Gerardo Parra_COL","Ryan Schimpf_SD","Yangervis Solarte_SD","David Peralta_ARI","Stephen Drew_WAS","Manuel Margot_SD","Wilmer Difo_WAS","Stephen Cardullo_COL","Raimel Tapia_COL","Brandon Drury_ARI","Chris Owings_ARI","Alex Dickerson_SD","Hunter Renfroe_SD","Dustin Garneau_COL","Chris Heisey_WAS","Cory Spangenberg_SD","Tom Murphy_COL","Jeremy Hazelbaker_ARI","Chris Herrmann_ARI","Travis Jankowski_SD","Jose Lobaton_WAS","Socrates Brito_ARI","Pat Valaika_COL","Tony Wolters_COL","Christian Bethancourt_SD","Austin Hedges_SD","Cristhian Adames_COL","Chris Iannetta_ARI","Erick Aybar_SD","Alexi Amarista_COL","Daniel Descalso_ARI","Luis Sardinas_SD","Allen Cordoba_SD","Grant Green_WAS","Nick Ahmed_ARI","Jabari Blash_SD","Hector Sanchez_SD","Jeff Mathis_ARI","Luis Torrens_SD"
184.409523809524,-8.18681318681319,0,57.9505494505495,0,-6.25,0,70.9393939393939,38.3461538461538,0,0,0,6.53636363636364,0,0,0,2,18,-87,0,0,0,0,0,0,0,0,97.9166666666667,0,48.8571428571429,0,0,0,0,0,0,0,-137.5,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-8.18681318681319,99.2857142857143,0,-20.1318681318681,0,-7.8,0,-19.2272727272727,-7.83333333333333,0,0,0,23.5454545454545,0,0,0,-2,28.5545454545455,0,0,0,0,0,0,0,0,0,-81.25,0,-8.45238095238095,0,0,0,0,0,0,0,-11,0,0,0,0,0,0.583333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,77.7941176470588,0,-4.5,0,0,0,0,3.94852941176471,0,-6.54411764705882,0,0,-9.48529411764706,0,0,0,0,4.88235294117647,0,0,0,6.90909090909091,0,0,0,0,0,0,14.05,0,0,0,0,0,12.0714285714286,0,0,0,0,0,0,0,0,0,-4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57.9505494505495,-20.1318681318681,0,50.8380952380952,0,4.2,0,20.5454545454545,8.58333333333333,0,0,0,0.75,0,0,0,-4,11.5454545454545,-8.67361737988404e-19,0,0,0,0,0,0,0,0,89.5833333333333,0,19.8333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,-30.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-4.5,0,55.7941176470588,0,0,0,0,6.83455882352941,0,18.0845588235294,0,0,-9.96691176470588,0,0,0,0,7.77573529411765,0,0,0,18,0,0,0,0,0,0,5.4,0,0,0,0,0,14.8809523809524,0,0,0,0,0,0,0,0,0,25.0181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-6.25,-7.8,0,4.2,0,17.6,0,-22.6,9.95,0,0,0,-2.25,0,0,0,-5,-19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,37.1447368421053,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9632352941176,17.8070175438597,10.3190476190476,0,0,0,17.5845588235294,0,0,0,0,0,20.0772058823529,1.23333333333333,0,0,0,0,0,0,-4.33333333333333,31.7,0,0,0,0,0,0,0,0,-21.952380952381,0,0,-3.9047619047619,0,0,0,-4,0,0,-0.888888888888889,0
70.9393939393939,-19.2272727272727,0,20.5454545454545,0,-22.6,0,78.9230769230769,2.23636363636364,0,0,0,-5.28888888888889,0,0,0,10.6666666666667,-1.74545454545455,0,0,0,0,0,0,0,0,0,145.833333333333,0,34.2,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.3461538461538,-7.83333333333333,0,8.58333333333333,0,9.95,0,2.23636363636364,19.3846153846154,0,0,0,2.87777777777778,0,0,0,3,-10.1111111111111,-26,0,0,0,0,0,0,0,0,25,0,5.52380952380952,0,0,0,0,0,0,0,-11,0,0,0,0,0,8.58333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3.94852941176471,0,6.83455882352941,0,0,0,0,39.5294117647059,0,6.34166666666667,0,0,-2.6625,0,0,0,0,13.6125,0,0,0,15.2818181818182,0,0,0,0,0,0,-10.25,0,0,0,0,0,2.76190476190476,0,0,0,0,0,0,0,0,0,5.91111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
