"Mike Trout_LAA","Eric Thames_MIL","Ryan Braun_MIL","Freddie Freeman_ATL","Joey Votto_CIN","Jose Altuve_HOU","Carlos Correa_HOU","Jonathan Villar_MIL","George Springer_HOU","Brian Dozier_MIN","Matt Carpenter_STL","Miguel Sano_MIN","Adam Duvall_CIN","Ender Inciarte_ATL","Albert Pujols_LAA","CJ Cron_LAA","Rougned Odor_TEX","Adrian Beltre_TEX","Aledmys Diaz_STL","Dexter Fowler_STL","Stephen Piscotty_STL","Matt Kemp_ATL","Jonathan Lucroy_TEX","Luis Valbuena_LAA","Cameron Maybin_LAA","Nick Markakis_ATL","Mike Napoli_TEX","Jefry Marte_LAA","Elvis Andrus_TEX","Shin-Soo Choo_TEX","Carlos Gomez_TEX","Kole Calhoun_LAA","Lorenzo Cain_KC","Billy Hamilton_CIN","Keon Broxton_MIL","Khris Davis_OAK","Eric Hosmer_KC","Randal Grichuk_STL","Brandon Phillips_ATL","Adonis Garcia_ATL","Nomar Mazara_TEX","Dansby Swanson_ATL","Yunel Escobar_LAA","Joey Gallo_TEX","Ben Revere_LAA","Evan Gattis_HOU","Carlos Beltran_HOU","Rajai Davis_OAK","Alex Gordon_KC","Max Kepler_MIN","Jose Peraza_CIN","Jedd Gyorko_STL","Scott Schebler_CIN","Travis Shaw_MIL","Hernan Perez_MIL","Andrelton Simmons_LAA","Alex Bregman_HOU","Joe Mauer_MIN","Brandon Moss_KC","Jorge Soler_KC","Yadier Molina_STL","Scooter Gennett_CIN","Phillip Ervin_CIN","Orlando Arcia_MIL","Danny Espinosa_LAA","Delino DeShields_TEX","Trevor Plouffe_OAK","Josh Reddick_HOU","Kennys Vargas_MIN","Whit Merrifield_KC","Robbie Grossman_MIN","Peter O'Brien_KC","Eugenio Suarez_CIN","Nick Franklin_MIL","Domingo Santana_MIL","Jace Peterson_ATL","Stephen Vogt_OAK","Ryon Healy_OAK","Marcus Semien_OAK","Norichika Aoki_HOU","Salvador Perez_KC","Eddie Rosario_MIN","Byron Buxton_MIN","Jhonny Peralta_STL","Zack Cozart_CIN","Tyler Flowers_ATL","Jesus Aguilar_MIL","Jurickson Profar_TEX","Brian McCann_HOU","Cheslor Cuthbert_KC","Alcides Escobar_KC","Jorge Polanco_MIN","Arismendy Alcantara_CIN","Matt Adams_STL","Yuli Gurriel_HOU","Mike Moustakas_KC","Paulo Orlando_KC","Billy Burns_KC","Kolten Wong_STL","Andrew Susac_MIL","Micah Johnson_ATL","Chase d'Arnaud_ATL","Kirk Nieuwenhuis_MIL","Robinson Chirinos_TEX","Jorge Bonifacio_KC","Jesse Winker_CIN","Harrison Bader_STL","Rio Ruiz_ATL","Brett Nicholas_TEX","Josh Phegley_OAK","Mark Canha_OAK","Marwin Gonzalez_HOU","Jose Martinez_STL","Manny Pina_MIL","Ryan Rua_TEX","Yonder Alonso_OAK","Derek Fisher_HOU","Ryan O'Hearn_KC","Danny Santana_MIN","Greg Garcia_STL","Kurt Suzuki_ATL","Jett Bandy_MIL","Martin Maldonado_LAA","Juan Graterol_LAA","Jed Lowrie_OAK","Ryan LaMarre_OAK","Jason Castro_MIN","Terrance Gore_KC","Devin Mesoraco_CIN","Carlos Perez_LAA","Hanser Alberto_TEX","Jake Smolinski_OAK","Jake Marisnick_HOU","Chris Gimenez_MIN","Christian Colon_KC","Eduardo Escobar_MIN","Tucker Barnhart_CIN","Carson Kelly_STL","Bruce Maxwell_OAK","Eric Fryer_STL","Matt Joyce_OAK","Raul Mondesi_KC","Patrick Kivlehan_CIN","Anthony Recker_ATL","Cliff Pennington_LAA","Adam Rosales_OAK","Ehire Adrianza_MIN","Emilio Bonifacio_ATL","Drew Robinson_TEX","Johan Camargo_ATL","Chad Pinder_OAK","Tony Kemp_HOU","Drew Butera_KC","Jaff Decker_OAK","Stuart Turner_CIN","Lane Adams_ATL","Matt Olson_OAK"
21,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,0,0,0,0,0,0,0,0,15,0,0,11,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0,7,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,19,17,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,20,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,19,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,9,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,21,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0
0,0,0,0,0,18,15,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,15,17,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,19,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,16,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,16,13,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
