"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SP","Robbie Ray",13500,"ARI@COL 03:10PM ET",24.361,"ARI"
"SP","Dallas Keuchel",12500,"HOU@OAK 03:35PM ET",23.213,"HOU"
"SP","Zack Greinke",11500,"ARI@COL 03:10PM ET",21.644,"ARI"
"SP","Lance McCullers Jr.",11200,"HOU@OAK 03:35PM ET",21.454,"HOU"
"SP","Charlie Morton",8700,"HOU@OAK 03:35PM ET",17.675,"HOU"
"SP","Jon Gray",8400,"ARI@COL 03:10PM ET",7.65,"COL"
"SP","Brad Peacock",8100,"HOU@OAK 03:35PM ET",10.417,"HOU"
"SP","Mike Fiers",8100,"HOU@OAK 03:35PM ET",13.113,"HOU"
"SP","Collin McHugh",8000,"HOU@OAK 03:35PM ET",0,"HOU"
"SP","Tyler Anderson",7700,"ARI@COL 03:10PM ET",12.036,"COL"
"SP","Tyler Chatwood",7400,"ARI@COL 03:10PM ET",15.123,"COL"
"SP","Patrick Corbin",7400,"ARI@COL 03:10PM ET",11.353,"ARI"
"SP","Zack Godley",7200,"ARI@COL 03:10PM ET",18.838,"ARI"
"SP","Archie Bradley",7000,"ARI@COL 03:10PM ET",5.465,"ARI"
"SP","Sonny Gray",6900,"HOU@OAK 03:35PM ET",14.195,"OAK"
"SP","Sean Manaea",6800,"HOU@OAK 03:35PM ET",17.815,"OAK"
"SP","Kyle Freeland",6800,"ARI@COL 03:10PM ET",13.082,"COL"
"SP","Chad Bettis",6600,"ARI@COL 03:10PM ET",0,"COL"
"SP","Jeff Hoffman",6600,"ARI@COL 03:10PM ET",16.236,"COL"
"SP","Joe Musgrove",6500,"HOU@OAK 03:35PM ET",11.388,"HOU"
"SP","Antonio Senzatela",6500,"ARI@COL 03:10PM ET",13.633,"COL"
"SP","David Paulino",6300,"HOU@OAK 03:35PM ET",12.513,"HOU"
"SP","Anthony Banda",6300,"ARI@COL 03:10PM ET",0,"ARI"
"SP","Shelby Miller",6000,"ARI@COL 03:10PM ET",14.575,"ARI"
"SP","German Marquez",6000,"ARI@COL 03:10PM ET",14.477,"COL"
"SP","Kendall Graveman",5900,"HOU@OAK 03:35PM ET",12.569,"OAK"
"1B","Paul Goldschmidt",5900,"ARI@COL 03:10PM ET",11.639,"ARI"
"RP","Francis Martes",5800,"HOU@OAK 03:35PM ET",12.35,"HOU"
"SP","Andrew Triggs",5700,"HOU@OAK 03:35PM ET",12.533,"OAK"
"SP","Taijuan Walker",5700,"ARI@COL 03:10PM ET",16.923,"ARI"
"SP","Jesse Hahn",5600,"HOU@OAK 03:35PM ET",13.529,"OAK"
"3B","Nolan Arenado",5600,"ARI@COL 03:10PM ET",9.554,"COL"
"OF","Charlie Blackmon",5500,"ARI@COL 03:10PM ET",10.74,"COL"
"RP","Randall Delgado",5400,"ARI@COL 03:10PM ET",6.831,"ARI"
"3B","Jake Lamb",5400,"ARI@COL 03:10PM ET",10.191,"ARI"
"OF","George Springer",5200,"HOU@OAK 03:35PM ET",9.866,"HOU"
"SP","Jharel Cotton",5200,"HOU@OAK 03:35PM ET",12.1,"OAK"
"2B","Jose Altuve",5000,"HOU@OAK 03:35PM ET",9.403,"HOU"
"OF","David Peralta",4900,"ARI@COL 03:10PM ET",8.095,"ARI"
"SS","Carlos Correa",4800,"HOU@OAK 03:35PM ET",9.394,"HOU"
"OF","A.J. Pollock",4800,"ARI@COL 03:10PM ET",9.135,"ARI"
"SP","Braden Shipley",4800,"ARI@COL 03:10PM ET",1.825,"ARI"
"1B/OF","Ian Desmond",4700,"ARI@COL 03:10PM ET",7.809,"COL"
"2B","DJ LeMahieu",4700,"ARI@COL 03:10PM ET",7.44,"COL"
"SP","A.J. Puk",4600,"HOU@OAK 03:35PM ET",0,"OAK"
"OF","Gregor Blanco",4600,"ARI@COL 03:10PM ET",6.857,"ARI"
"OF","David Dahl",4600,"ARI@COL 03:10PM ET",0,"COL"
"SP","Daniel Mengden",4500,"HOU@OAK 03:35PM ET",-1.8,"OAK"
"OF/SS","Chris Owings",4500,"ARI@COL 03:10PM ET",7.731,"ARI"
"SS","Trevor Story",4500,"ARI@COL 03:10PM ET",6.767,"COL"
"SP","Raul Alcantara",4400,"HOU@OAK 03:35PM ET",-5.483,"OAK"
"2B","Brandon Drury",4400,"ARI@COL 03:10PM ET",7.281,"ARI"
"OF","Yasmany Tomas",4400,"ARI@COL 03:10PM ET",6.896,"ARI"
"RP","Ryan Madson",4300,"HOU@OAK 03:35PM ET",3.032,"OAK"
"RP","Santiago Casilla",4300,"HOU@OAK 03:35PM ET",2.638,"OAK"
"RP","John Axford",4300,"HOU@OAK 03:35PM ET",1.621,"OAK"
"RP","Sean Doolittle",4300,"HOU@OAK 03:35PM ET",4.004,"OAK"
"RP","Liam Hendriks",4300,"HOU@OAK 03:35PM ET",3.615,"OAK"
"RP","Daniel Coulombe",4300,"HOU@OAK 03:35PM ET",2.358,"OAK"
"RP","Josh Smith",4300,"HOU@OAK 03:35PM ET",1.075,"OAK"
"RP","Bobby Wahl",4300,"HOU@OAK 03:35PM ET",2.493,"OAK"
"RP","Frankie Montas",4300,"HOU@OAK 03:35PM ET",2.481,"OAK"
"RP","Ryan Dull",4300,"HOU@OAK 03:35PM ET",2.255,"OAK"
"SP","Grant Holmes",4300,"HOU@OAK 03:35PM ET",0,"OAK"
"SP","Chris Rusin",4300,"ARI@COL 03:10PM ET",4.009,"COL"
"SP","Taylor Clarke",4300,"ARI@COL 03:10PM ET",0,"ARI"
"1B","Yonder Alonso",4200,"HOU@OAK 03:35PM ET",8.603,"OAK"
"RP","Ashur Tolliver",4200,"HOU@OAK 03:35PM ET",14,"HOU"
