"Place_lo","Place_hi","Payout"
"1","1","750"
"2","2","400"
"3","3","250"
"4","4","150"
"5","5","100"
"6","6","75"
"7","8","60"
"9","10","50"
"11","15","40"
"16","20","30"
"21","25","25"
"26","35","20"
"36","45","15"
"46","55","10"
"56","70","8"
"71","100","6"
"101","150","5"
"151","225","4"
"226","325","3.5"
"326","550","3"
"551","800","2.5"
"801","1300","2"
"1301","2550","1.5"
"2551","5550","1"
"5551","12300","0.75"
"12301","29685","0.5"
