"Aaron Judge_NYY","Gary Sanchez_NYY","Brett Gardner_NYY","Matt Holliday_NYY","Jose Abreu_CWS","Chris Carter_NYY","Todd Frazier_CWS","Freddie Freeman_ATL","Matt Adams_ATL","Wil Myers_SD","Ender Inciarte_ATL","Nick Markakis_ATL","Melky Cabrera_CWS","Brandon Phillips_ATL","Matt Kemp_ATL","Chase Headley_NYY","Yoan Moncada_CWS","Jacoby Ellsbury_NYY","Aaron Hicks_NYY","Didi Gregorius_NYY","Tyler Flowers_ATL","Starlin Castro_NYY","Tyler Saladino_CWS","Alen Hanson_CWS","Jose Pirela_SD","Ryan Schimpf_SD","Greg Bird_NYY","Yangervis Solarte_SD","Adonis Garcia_ATL","Matt Davidson_CWS","Avisail Garcia_CWS","Mason Williams_NYY","Kurt Suzuki_ATL","Alex Dickerson_SD","Franchy Cordero_SD","Tyler Austin_NYY","Charlie Tilson_CWS","Rob Refsnyder_NYY","Tim Anderson_CWS","Erick Aybar_SD","Cory Spangenberg_SD","Austin Hedges_SD","Manuel Margot_SD","Yolmer Sanchez_CWS","Adam Engel_CWS","Danny Santana_ATL","Travis Jankowski_SD","Leury Garcia_CWS","Jacob May_CWS","Matt Szczur_SD","Hunter Renfroe_SD","Micah Johnson_ATL","Dansby Swanson_ATL","Ronald Acuna_ATL","Austin Romine_NYY","Ronald Torreyes_NYY","Cody Asche_CWS","Kevan Smith_CWS","Gleyber Torres_NYY","Chase d'Arnaud_SD","Rio Ruiz_ATL","Travis Demeritte_ATL","Willy Garcia_CWS","Jorge Mateo_NYY","Miguel Andujar_NYY","Tyler Wade_NYY","Christian Bethancourt_SD","Jose Rondon_SD","Luis Urias_SD","Geovany Soto_CWS","Jace Peterson_ATL","Johan Camargo_ATL","Kyle Higashioka_NYY","Omar Narvaez_CWS","Jabari Blash_SD","Carlos Asuaje_SD","Anthony Recker_ATL","Hector Sanchez_SD","Emilio Bonifacio_ATL","Grant Green_CWS","Zack Collins_CWS","Lane Adams_ATL","Allen Cordoba_SD","Luis Torrens_SD"
0,0,0,0,0,0,0,35,32,0,72,71,0,60,58,0,0,0,0,0,45,0,0,0,0,0,0,0,35,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,69,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,29,15,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,35,31,0,71,71,0,60,57,0,0,0,0,0,44,0,0,0,0,0,0,0,34,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,68,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,29,14,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,61,0,53,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,23,5,0,0,0,0,0,46,59,0,0,0,0,0,0,0,56,0,0,0,0,31,11,0,0,39,6,0,0,0,0,0,0,0,12,23,0,0,0,0,14,0,0,0,0,0,0,10,0,0,0,29,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,29,27,0,60,60,0,60,46,0,0,0,0,0,39,0,0,0,0,0,0,0,28,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,57,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,20,13,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,25,28,0,58,57,0,46,58,0,0,0,0,0,36,0,0,0,0,0,0,0,25,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,55,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,20,11,0,0,0,0,0,0,0,0,0,0,0,0
59,36,52,51,0,35,0,0,0,0,0,0,0,0,0,62,0,32,42,39,0,59,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,17,27,28,0,15,0,0,0,0,0,0,0,0,0,32,0,36,15,16,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
46,32,40,43,0,34,0,0,0,0,0,0,0,0,0,42,0,15,49,38,0,47,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
48,37,44,43,0,34,0,0,0,0,0,0,0,0,0,39,0,16,38,49,0,46,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,20,22,0,45,44,0,39,36,0,0,0,0,0,45,0,0,0,0,0,0,0,20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,43,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,16,11,0,0,0,0,0,0,0,0,0,0,0,0
68,40,60,60,0,43,0,0,0,0,0,0,0,0,0,59,0,34,47,46,0,70,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,25,0,19,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,17,24,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,23,5,0,0,0,0,0,0,0,8,6,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,11,0,0,0,0,0,0,0,0,0,0
0,0,0,0,5,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,4,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,10,0,0,0,0,0,0,11,0,0,0,0,8,13,11,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,4
0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,42,0,0,0,0,0,0,5,0,0,0,0,37,15,34,33,0,0,0,13,0,0,6,41,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,16,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,42,0,65,0,0,0,0,0,0,16,0,0,0,0,47,33,52,40,0,0,0,13,0,0,14,62,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,29,12
0,0,0,0,0,0,0,31,4,0,35,34,0,28,25,0,0,0,0,0,20,0,0,0,0,0,0,0,35,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,48,0,40,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,17,5,0,0,0,0,0,49,47,0,0,0,0,0,0,0,42,0,0,0,0,27,9,0,0,30,4,0,0,0,0,0,0,0,3,22,0,0,0,0,12,0,0,0,0,0,0,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0
0,0,0,0,62,0,53,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,24,5,0,0,0,0,0,47,63,0,0,0,0,0,0,0,55,0,0,0,0,30,11,0,0,40,7,0,0,0,0,0,0,0,13,24,0,0,0,0,14,0,0,0,0,0,0,10,0,0,0,29,0,0,0,0,0,0,0,0,0,0
3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,14,11,0,28,28,0,22,24,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,27,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,16,0,0,0,0,0,0,19,0,0,0,0,8,14,13,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,6
4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,3,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,57,0,50,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,20,4,0,0,0,0,0,42,55,0,0,0,0,0,0,0,58,0,0,0,0,30,11,0,0,36,7,0,0,0,0,0,0,0,11,22,0,0,0,0,12,0,0,0,0,0,0,8,0,0,0,28,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,37,0,47,0,0,0,0,0,0,8,0,0,0,0,52,27,39,37,0,0,0,11,0,0,12,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,2,0,0,0,0,17,11
