"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"OF","Aaron Judge",5600,"NYY@LAA 10:07PM ET",12.322,"NYY","LAA",9.71,8.2,8.64,NA,"3","3",2
"1B","Joey Votto",5200,"CIN@SD 10:10PM ET",10.492,"CIN","SD",8.03,7.7,8.19,NA,"3","3",5
"C","Gary Sanchez",5100,"NYY@LAA 10:07PM ET",9.6,"NYY","LAA",7.74,7.5,7.38,NA,"6","6",2
"OF","Brett Gardner",4900,"NYY@LAA 10:07PM ET",9.404,"NYY","LAA",8.52,7.2,7.36,NA,"1","1",5
"OF","Cameron Maybin",4800,"NYY@LAA 10:07PM ET",9.396,"LAA","NYY",8.39,7.6,1.98,NA,"1","1",3
"OF","Aaron Hicks",4800,"NYY@LAA 10:07PM ET",9.941,"NYY","LAA",8.08,7.1,7.27,NA,"2","2",5
"OF","Mike Trout",4800,"NYY@LAA 10:07PM ET",12.02,"LAA","NYY",NA,0,NA,NA,"x","x",NA
"1B","Matt Holliday",4700,"NYY@LAA 10:07PM ET",8.5,"NYY","LAA",7.38,7,7.43,NA,"4","4",0
"2B","Starlin Castro",4700,"NYY@LAA 10:07PM ET",9.18,"NYY","LAA",6.36,6.6,6.81,NA,"5","5",2
"OF","Adam Duvall",4700,"CIN@SD 10:10PM ET",9.1,"CIN","SD",8.26,7.8,6.95,NA,"4","4",0
"3B/OF","Eduardo Nunez",4700,"KC@SF 10:15PM ET",8.033,"SF","KC",7.98,6.8,6.8,NA,"2","2",5
"3B","Mike Moustakas",4700,"KC@SF 10:15PM ET",8.75,"KC","SF",5.29,6.6,1.55,NA,"2","6",10
"3B","Eugenio Suarez",4600,"CIN@SD 10:10PM ET",8.238,"CIN","SD",6.67,7.5,6.21,NA,"5","5",7
"SS","Zack Cozart",4400,"CIN@SD 10:10PM ET",9.31,"CIN","SD",NA,NA,NA,NA,"2","x",NA
"OF","Lorenzo Cain",4400,"KC@SF 10:15PM ET",7.833,"KC","SF",7.19,7.3,6.83,NA,"3","3",5
"1B/C","Buster Posey",4400,"KC@SF 10:15PM ET",8.321,"SF","KC",7.91,7.2,7.38,NA,"4","4",10
"SS","Didi Gregorius",4300,"NYY@LAA 10:07PM ET",8.45,"NYY","LAA",6.36,5.8,5.83,NA,"7","7",5
