Rk,ID,Player,Pos,Week,Team,Opp,Opp Rank,Opp Pos Rank,Salary,Projection
1,14967,Le'Veon Bell,RB,17,PIT,CLE,31,31,10400,24.2
2,7242,Drew Brees,QB,17,NO,ATL,29,31,7600,23.2
3,16847,David Johnson,RB,17,ARI,LA,15,16,9800,22.4
4,11932,LeSean McCoy,RB,17,BUF,NYJ,26,20,8900,20.2
5,17923,Ezekiel Elliott,RB,17,DAL,PHI,14,13,7400,20.2
6,11056,Antonio Brown,WR,17,PIT,CLE,31,23,8700,20.1
7,4314,Tom Brady,QB,17,NE,MIA,24,29,7200,20.1
8,732,Matt Ryan,QB,17,ATL,NO,30,23,7400,19.9
9,16597,Mike Evans,WR,17,TB,CAR,27,22,8000,19.8
10,14008,Andrew Luck,QB,17,IND,JAX,10,6,6700,19.3
11,16389,Odell Beckham Jr,WR,17,NYG,WAS,25,13,9000,18.6
12,3807,Ben Roethlisberger,QB,17,PIT,CLE,31,32,7300,18.6
13,2593,Aaron Rodgers,QB,17,GB,DET,19,27,7700,18.5
14,14536,Russell Wilson,QB,17,SEA,SF,32,22,6800,18.4
15,13124,DeMarco Murray,RB,17,TEN,HOU,3,15,6300,18.2
16,8244,Philip Rivers,QB,17,SD,KC,12,8,6300,17.7
17,16771,Todd Gurley,RB,17,LA,ARI,9,5,5300,17.5
18,16762,Jameis Winston,QB,17,TB,CAR,27,20,6100,17.5
19,18067,Jordan Howard,RB,17,CHI,MIN,6,7,6800,17.5
20,12800,Bilal Powell,RB,17,NYJ,BUF,17,29,6500,17.5
21,13320,Cam Newton,QB,17,CAR,TB,20,19,6200,17.3
22,18055,Dak Prescott,QB,17,DAL,PHI,14,11,5800,17.3
23,14252,Kirk Cousins,QB,17,WAS,NYG,5,2,6500,17.1
24,12831,Tyrod Taylor,QB,17,BUF,NYJ,26,28,6100,16.9
25,4556,Jordy Nelson,WR,17,GB,DET,19,15,8100,16.6
26,14005,TY Hilton,WR,17,IND,JAX,10,6,7600,16.6
27,8355,Julian Edelman,WR,17,NE,MIA,24,25,6400,16.5
28,9038,Matthew Stafford,QB,17,DET,GB,21,16,6000,16.4
29,13291,Julio Jones,WR,17,ATL,NO,30,16,8400,16.4
30,13443,Colin Kaepernick,QB,17,SF,SEA,4,4,5100,16.4
31,4932,Eli Manning,QB,17,NYG,WAS,25,21,5900,16.1
32,16245,Blake Bortles,QB,17,JAX,IND,28,26,5600,16
33,5571,Larry Fitzgerald,WR,17,ARI,LA,15,26,6000,15.8
34,13460,Doug Baldwin,WR,17,SEA,SF,32,27,7200,15.8
35,11197,Demaryius Thomas,WR,17,DEN,OAK,23,18,6300,15.8
36,1658,Greg Olsen,TE,17,CAR,TB,20,11,5500,15.8
37,9331,Michael Crabtree,WR,17,OAK,DEN,1,1,5600,15.7
38,11611,Golden Tate,WR,17,DET,GB,21,32,6600,15.7
39,16765,Amari Cooper,WR,17,OAK,DEN,1,1,5500,15.5
40,16524,Devonta Freeman,RB,17,ATL,NO,30,30,7000,15.3
41,11270,Dez Bryant,WR,17,DAL,PHI,14,31,6200,15.3
42,15261,Spencer Ware,RB,17,KC,SD,16,25,5500,15.2
43,14855,Matt Barkley,QB,17,CHI,MIN,6,7,5100,15.2
44,11527,Sam Bradford,QB,17,MIN,CHI,18,18,5200,15.1
45,15071,Latavius Murray,RB,17,OAK,DEN,1,21,5200,15.1
46,611,Joe Flacco,QB,17,BAL,CIN,13,15,5500,15
47,12841,Andy Dalton,QB,17,CIN,BAL,7,10,5100,15
48,16568,Brandin Cooks,WR,17,NO,ATL,29,20,6900,14.9
49,14986,DeAndre Hopkins,WR,17,HOU,TEN,22,30,6500,14.8
50,16906,Stefon Diggs,WR,17,MIN,CHI,18,29,5400,14.7
51,16855,Ty Montgomery,WR,17,GB,DET,19,15,5700,14.7
52,11063,Emmanuel Sanders,WR,17,DEN,OAK,23,18,6100,14.5
53,17048,Tyrell Williams,WR,17,SD,KC,12,19,5700,14.5
54,14187,Alshon Jeffery,WR,17,CHI,MIN,6,4,5900,14.4
