P,P,C,1B,2B,3B,SS,OF,OF,OF
Zack Godley,Trevor Bauer,Martin Maldonado,Joey Votto,Scooter Gennett,Eugenio Suarez,Zack Cozart,Charlie Blackmon,Billy Hamilton,Carlos Gonzalez
Alex Wood,Trevor Bauer,Martin Maldonado,Mark Reynolds,Jose Peraza,Nolan Arenado,Jose Iglesias,Charlie Blackmon,Raimel Tapia,Carlos Gonzalez
Alex Wood,Trevor Bauer,Ryan Hanigan,Joey Votto,Scooter Gennett,Eugenio Suarez,Zack Cozart,Scott Schebler,Bradley Zimmer,Austin Slater
Jacob deGrom,Trevor Bauer,Jeff Mathis,Mark Reynolds,Scooter Gennett,Nolan Arenado,Pat Valaika,Raimel Tapia,Bradley Zimmer,Carlos Gonzalez
Alex Wood,Trevor Bauer,Martin Maldonado,Miguel Cabrera,Ian Kinsler,Nicholas Castellanos,Zack Cozart,JD Martinez,Justin Upton,Carlos Gonzalez
Alex Wood,Edinson Volquez,Luis Torrens,Joey Votto,Scooter Gennett,Eugenio Suarez,Zack Cozart,Billy Hamilton,Shin-Soo Choo,Seth Smith
Jacob deGrom,Ben Lively,Jeff Mathis,Joey Votto,Scooter Gennett,Eugenio Suarez,Zack Cozart,George Springer,Scott Schebler,Carlos Gonzalez
Alex Wood,Trevor Bauer,Martin Maldonado,Edwin Encarnacion,Erik Gonzalez,Nolan Arenado,Francisco Lindor,Michael Brantley,Bradley Zimmer,Carlos Gonzalez
Alex Wood,Zack Godley,Luis Torrens,Mark Reynolds,Rougned Odor,Nolan Arenado,Pat Valaika,Raimel Tapia,Scott Schebler,Carlos Gonzalez
Jacob deGrom,Ben Lively,Luis Torrens,Mark Reynolds,Dee Gordon,Nolan Arenado,Zack Cozart,Charlie Blackmon,Raimel Tapia,Carlos Gonzalez
Alex Wood,Trevor Bauer,Martin Maldonado,Albert Pujols,Scooter Gennett,Nolan Arenado,Zack Cozart,Cameron Maybin,Eric Young,Kole Calhoun
Alex Wood,Trevor Bauer,Martin Maldonado,Joey Votto,Jonathan Schoop,Manny Machado,Zack Cozart,Mark Trumbo,Seth Smith,Adam Jones
Jacob deGrom,Parker Bridwell,Ryan Hanigan,Joey Votto,Scooter Gennett,Eugenio Suarez,Zack Cozart,Billy Hamilton,Raimel Tapia,Hunter Pence
Gerrit Cole,Zack Godley,Jeff Mathis,Mark Reynolds,Ian Kinsler,Nolan Arenado,Francisco Lindor,Charlie Blackmon,Raimel Tapia,Carlos Gonzalez
Alex Wood,Trevor Bauer,Martin Maldonado,Freddie Freeman,Brandon Phillips,Nolan Arenado,Zack Cozart,Ender Inciarte,Matt Kemp,Nick Markakis
Alex Wood,Trevor Bauer,Martin Maldonado,Mark Reynolds,Rougned Odor,Adrian Beltre,Zack Cozart,Shin-Soo Choo,Nomar Mazara,Carlos Gomez
Gerrit Cole,Zack Godley,Luis Torrens,Joey Votto,Scooter Gennett,Eugenio Suarez,Zack Cozart,Michael Brantley,Raimel Tapia,Scott Schebler
Zack Godley,Trevor Bauer,Ryan Hanigan,Edwin Encarnacion,Jose Ramirez,Eugenio Suarez,Francisco Lindor,Charlie Blackmon,Michael Brantley,Bradley Zimmer
Gerrit Cole,Mike Leake,Jeff Mathis,Joey Votto,Scooter Gennett,Eugenio Suarez,Zack Cozart,Mookie Betts,Billy Hamilton,Bradley Zimmer
Jacob deGrom,Trevor Bauer,Jeff Mathis,Miguel Cabrera,Ian Kinsler,Nicholas Castellanos,Jose Iglesias,Charlie Blackmon,Justin Upton,Scott Schebler
Alex Wood,Zack Godley,Ryan Hanigan,Miguel Cabrera,Ian Kinsler,Nicholas Castellanos,Jose Iglesias,Billy Hamilton,Justin Upton,Bradley Zimmer
Alex Wood,Trevor Bauer,Martin Maldonado,Mark Reynolds,Brian Dozier,Miguel Sano,Zack Cozart,Max Kepler,Robbie Grossman,Byron Buxton
Alex Wood,Mike Leake,Luis Torrens,Edwin Encarnacion,Jose Ramirez,Manny Machado,Francisco Lindor,Billy Hamilton,Michael Brantley,Bradley Zimmer
Alex Wood,Trevor Bauer,Martin Maldonado,Justin Bour,Dee Gordon,Eugenio Suarez,Zack Cozart,Giancarlo Stanton,Christian Yelich,Marcell Ozuna
Alex Wood,Trevor Bauer,Martin Maldonado,Eric Thames,Jonathan Villar,Travis Shaw,Alexi Amarista,Ryan Braun,Domingo Santana,Carlos Gonzalez
Alex Wood,Trevor Bauer,Martin Maldonado,Joey Votto,Cliff Pennington,Eugenio Suarez,Andrelton Simmons,Cameron Maybin,Eric Young,Carlos Gonzalez
Zack Godley,Trevor Bauer,Martin Maldonado,Edwin Encarnacion,Jose Ramirez,Nolan Arenado,Zack Cozart,Michael Brantley,Lonnie Chisenhall,Abraham Almonte
Alex Wood,Edinson Volquez,Martin Maldonado,Edwin Encarnacion,Jose Ramirez,Eugenio Suarez,Francisco Lindor,Michael Brantley,Lonnie Chisenhall,Seth Smith
Alex Wood,Zack Godley,Luis Torrens,Wil Myers,Jose Pirela,Nolan Arenado,Carlos Asuaje,Charlie Blackmon,Manuel Margot,Carlos Gonzalez
Gerrit Cole,Mike Leake,Martin Maldonado,Mark Reynolds,Jose Altuve,Nolan Arenado,Pat Valaika,Billy Hamilton,Raimel Tapia,Carlos Gonzalez
Jacob deGrom,Ben Lively,Jeff Mathis,Edwin Encarnacion,Jose Ramirez,Nolan Arenado,Francisco Lindor,Michael Brantley,Bradley Zimmer,Seth Smith
Alex Wood,Trevor Bauer,Martin Maldonado,Luis Valbuena,Cliff Pennington,Yunel Escobar,Andrelton Simmons,Charlie Blackmon,George Springer,Billy Hamilton
Jacob deGrom,Zack Godley,Luis Torrens,Miguel Cabrera,Ian Kinsler,Nicholas Castellanos,Francisco Lindor,JD Martinez,Justin Upton,Kole Calhoun
Jason Vargas,Edinson Volquez,Martin Maldonado,Joey Votto,Scooter Gennett,Eugenio Suarez,Zack Cozart,Mookie Betts,Ryan Braun,Scott Schebler
Jacob deGrom,Trevor Bauer,Ryan Hanigan,Joey Gallo,Jose Peraza,Adrian Beltre,Francisco Lindor,Shin-Soo Choo,Nomar Mazara,Carlos Gomez
Jacob deGrom,Trevor Bauer,Jeff Mathis,Trey Mancini,Jonathan Schoop,Manny Machado,Francisco Lindor,Charlie Blackmon,Mark Trumbo,Adam Jones
Gerrit Cole,Trevor Bauer,Jeff Mathis,Edwin Encarnacion,Jose Ramirez,Miguel Sano,Francisco Lindor,Billy Hamilton,Michael Brantley,Lonnie Chisenhall
Jacob deGrom,Alex Wood,Ryan Hanigan,Albert Pujols,Jose Peraza,Yunel Escobar,Alexi Amarista,Cameron Maybin,Eric Young,Kole Calhoun
Jacob deGrom,Zack Godley,Martin Maldonado,Albert Pujols,Jose Altuve,Eugenio Suarez,Francisco Lindor,Cameron Maybin,Eric Young,Kole Calhoun
Jacob deGrom,Zack Godley,Ryan Hanigan,Freddie Freeman,Brandon Phillips,Eugenio Suarez,Francisco Lindor,Ender Inciarte,Matt Kemp,Nick Markakis
Jacob deGrom,Trevor Bauer,Ryan Hanigan,Mike Napoli,Rougned Odor,Adrian Beltre,Zack Cozart,Nomar Mazara,Carlos Gonzalez,Jurickson Profar
Jacob deGrom,Alex Wood,Martin Maldonado,Mark Reynolds,Cliff Pennington,Manny Machado,Tzu-Wei Lin,Cameron Maybin,Eric Young,Kole Calhoun
Jacob deGrom,Gerrit Cole,Luis Torrens,Edwin Encarnacion,Erik Gonzalez,Eugenio Suarez,Francisco Lindor,Michael Brantley,Bradley Zimmer,Kole Calhoun
Jacob deGrom,Zack Godley,Ryan Hanigan,Mark Reynolds,Jonathan Schoop,Manny Machado,Xander Bogaerts,Mark Trumbo,Seth Smith,Adam Jones
Jacob deGrom,Gerrit Cole,Luis Torrens,Wil Myers,Jose Pirela,Eugenio Suarez,Zack Cozart,Hunter Renfroe,Manuel Margot,Carlos Gonzalez
Jacob deGrom,Parker Bridwell,Ryan Hanigan,Edwin Encarnacion,Jose Ramirez,Manny Machado,Francisco Lindor,Michael Brantley,Lonnie Chisenhall,Carlos Gonzalez
Alex Wood,Gerrit Cole,Ryan Hanigan,Trey Mancini,Jonathan Schoop,Manny Machado,Corey Seager,Mark Trumbo,Carlos Gonzalez,Adam Jones
Alex Wood,Zack Godley,Luis Torrens,Mike Napoli,Rougned Odor,Adrian Beltre,Francisco Lindor,Nomar Mazara,Carlos Gomez,Carlos Gonzalez
Jacob deGrom,Zack Godley,Martin Maldonado,Luis Valbuena,Cliff Pennington,Nolan Arenado,Andrelton Simmons,Billy Hamilton,Eric Young,Carlos Gonzalez
Jacob deGrom,Alex Wood,Luis Torrens,Mark Reynolds,Jose Pirela,Eugenio Suarez,Carlos Asuaje,Manuel Margot,Bradley Zimmer,Matt Szczur
Alex Wood,Zack Godley,Martin Maldonado,Wil Myers,Jose Pirela,Cory Spangenberg,Zack Cozart,Billy Hamilton,Hunter Renfroe,Manuel Margot
Jacob deGrom,Zack Godley,Jeff Mathis,Freddie Freeman,Rougned Odor,Adrian Beltre,Alexi Amarista,Shin-Soo Choo,Nomar Mazara,Carlos Gomez
Jacob deGrom,Alex Wood,Martin Maldonado,Tommy Joseph,Andres Blanco,Maikel Franco,Zack Cozart,Carlos Gonzalez,Nick Williams,Odubel Herrera
Jacob deGrom,Zack Godley,Jeff Mathis,Joey Votto,Brian Dozier,Miguel Sano,Alexi Amarista,Max Kepler,Robbie Grossman,Byron Buxton
