"Aaron Judge_NYY","Mookie Betts_BOS","Gary Sanchez_NYY","George Springer_HOU","Jose Altuve_HOU","Andrew Benintendi_BOS","Mitch Moreland_BOS","Carlos Correa_HOU","Aaron Hicks_NYY","Xander Bogaerts_BOS","Matt Holliday_NYY","Starlin Castro_NYY","Yonder Alonso_OAK","Brian McCann_HOU","Brett Gardner_NYY","Didi Gregorius_NYY","Jackie Bradley_BOS","Marwin Gonzalez_HOU","Khris Davis_OAK","Chase Headley_NYY","Jed Lowrie_OAK","Ryon Healy_OAK","Dustin Pedroia_BOS","Rajai Davis_OAK","Chris Carter_NYY","Derek Fisher_HOU","Matt Joyce_OAK","Josh Reddick_HOU","Hanley Ramirez_BOS","Jacoby Ellsbury_NYY","Evan Gattis_HOU","Alex Bregman_HOU","Stephen Vogt_OAK","Marcus Semien_OAK","Brock Holt_BOS","Yuli Gurriel_HOU","Greg Bird_NYY","Carlos Beltran_HOU","Chris Young_BOS","Pablo Sandoval_BOS","Norichika Aoki_HOU","Jake Marisnick_HOU","Chad Pinder_OAK","Mark Canha_OAK","Tyler Austin_NYY","Rob Refsnyder_NYY","Sandy Leon_BOS","Steve Selsky_BOS","Marco Hernandez_BOS","JD Davis_HOU","Colin Moran_HOU","Joey Wendle_OAK","Christian Vazquez_BOS","Josh Rutledge_BOS","Matt Chapman_OAK","Deven Marrero_BOS","Sam Travis_BOS","Jake Smolinski_OAK","Ryan LaMarre_OAK","Ronald Torreyes_NYY","Gleyber Torres_NYY","Josh Phegley_OAK","Bruce Maxwell_OAK","Mason Williams_NYY","Kyle Tucker_HOU","Jaycob Brugman_OAK","Juan Centeno_HOU","Teoscar Hernandez_HOU","Tony Kemp_HOU","Adam Rosales_OAK","Austin Romine_NYY","Kyle Higashioka_NYY","Jaff Decker_OAK","Renato Nunez_OAK","Matt Olson_OAK","Jorge Mateo_NYY","Miguel Andujar_NYY","Tyler Wade_NYY","Franklin Barreto_OAK"
114.309289617486,0,36.7244318181818,0,0,0,0,0,5.09294871794872,0,27.6393323657475,30.8732240437158,0,0,23.1146304675716,5.62692307692308,0,0,0,3.3410740203193,0,0,0,0,7.30405405405405,0,0,0,0,-0.733333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0079365079365,0,0,0,0,0,0,0,0,0,0,11.491452991453,11.6666666666667,0,0,0,0,0,0,0
0,97.2054644808743,0,0,0,29.3721174004193,4.21770682148041,0,0,14.2105263157895,0,0,0,0,0,0,11.6550724637681,0,0,0,0,0,15.7025901942646,0,0,0,0,0,7.84863945578231,0,0,0,0,0,-5,0,0,0,-14.6387692307692,10.4805194805195,0,0,0,0,0,0,19.8004032258065,0,-5.1,0,0,0,-1.51477832512315,-1.6,0,22.8268398268398,43.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.7244318181818,0,109.902521008403,0,0,0,0,0,22.8205128205128,0,36.9435483870968,38.1604278074866,0,0,11.0965909090909,5.61609195402299,0,0,0,1.29885057471264,0,0,0,0,13.1884057971014,0,0,0,0,-9.85238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.86363636363636,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
0,0,0,72.8360556563823,0.366001209921355,0,0,23.6294117647059,0,0,0,0,0,-1.0445632798574,0,0,0,13.5380952380952,0,0,0,0,0,0,0,32,0,-1.40254706533776,0,0,31.0511363636364,8.57529411764706,0,0,0,0,0,3.69472710453284,0,0,14.6100840336134,-3.73684210526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.366001209921355,66.7885304659498,0,0,-5.3525974025974,0,0,0,0,0,-6.76450742240216,0,0,0,3.22874493927126,0,0,0,0,0,0,0,5.33333333333333,0,-6.24734042553191,0,0,5.19327731092437,7.71212121212121,0,0,0,0,0,16.598431372549,0,0,7.96586059743955,5.43478260869565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.5,0,0,0,0,0,0,0,0,0,0,0,0
0,29.3721174004193,0,0,0,77.2386363636364,20.3254147812971,0,0,18.5663650075415,0,0,0,0,0,0,4.65670731707317,0,0,0,0,0,15.0995169082126,0,0,0,0,0,5.96068660022148,0,0,0,0,0,-1.66666666666667,0,0,0,8.50607142857143,11.2312252964427,0,0,0,0,0,0,18.1816091954023,0,4.07142857142857,0,0,0,8.22307692307692,5.74264705882353,0,-11.8272058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.21770682148041,0,0,0,20.3254147812971,50.4949494949495,0,0,15.1141176470588,0,0,0,0,0,0,7.25900116144019,0,0,0,0,0,0.424418604651163,0,0,0,0,0,-0.33739837398374,0,0,0,0,0,2.33333333333333,0,0,0,7.01861471861472,-3.15217391304348,0,0,0,0,0,0,12.4187192118227,0,-1.5125,0,0,0,2.95692307692308,18.3,0,-14.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,23.6294117647059,-5.3525974025974,0,0,54.9038112522686,0,0,0,0,0,-8.40485829959514,0,0,0,15.5285204991087,0,0,0,0,0,0,0,44.3333333333333,0,17.6564482029598,0,0,15.7056451612903,6.31428571428571,0,0,0,0,0,15.4491211840888,0,0,1.50420168067227,12.5571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.09294871794872,0,22.8205128205128,0,0,0,0,0,72.0963455149502,0,3.38904694167852,7,0,0,17.8924369747899,-5.17741935483871,0,0,0,2.17611336032389,0,0,0,0,-6.40430107526882,0,0,0,0,0.0428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76190476190476,0,0,0,0,0,0,0,0,0,0,16.2952380952381,2.33333333333333,0,0,0,0,0,0,0
0,14.2105263157895,0,0,0,18.5663650075415,15.1141176470588,0,0,47.302162478083,0,0,0,0,0,0,8.21352657004831,0,0,0,0,0,6.91919191919192,0,0,0,0,0,-0.647108843537415,0,0,0,0,0,0,0,0,0,13.0138333333333,6.03157894736842,0,0,0,0,0,0,17.1258064516129,0,-0.151515151515152,0,0,0,2.96428571428571,12.9166666666667,0,34.5865800865801,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.6393323657475,0,36.9435483870968,0,0,0,0,0,3.38904694167852,0,67.4390572390572,25.2040531097135,0,0,19.9093432007401,6.68468468468468,0,0,0,0.514184397163121,0,0,0,0,-0.459893048128342,0,0,0,0,19.3888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8804347826087,0,0,0,0,0,0,0,0,0,0,-16.7099567099567,-6,0,0,0,0,0,0,0
30.8732240437158,0,38.1604278074866,0,0,0,0,0,7,0,25.2040531097135,49.9390681003584,0,0,7.18553459119497,10.8910256410256,0,0,0,9.72727272727273,0,0,0,0,14.3994601889339,0,0,0,0,6.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19080459770115,0,0,0,0,0,0,0,0,0,0,0.0512820512820513,1.6,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,66.6595744680851,0,0,0,0,0,-1.8695652173913,0,12.9893939393939,14.6464646464646,0,9.68253968253968,0,0,5.28414634146341,0,0,0,0,0,-6.89047619047619,35.2,0,0,0,0,0,0,0,0,-0.9,-16.0909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9015151515152,13.45,0,0,6.45,0,0,0,4.17241379310345,0,0,2.38181818181818,0,0,0,0,0,0
0,0,0,-1.0445632798574,-6.76450742240216,0,0,-8.40485829959514,0,0,0,0,0,60.6195121951219,0,0,0,-0.635384615384615,0,0,0,0,0,0,0,52.3333333333333,0,-8.01893939393939,0,0,-1.24175824175824,-6.45098039215686,0,0,0,0,0,-13.7631048387097,0,0,-2.94301994301994,29.1818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.1146304675716,0,11.0965909090909,0,0,0,0,0,17.8924369747899,0,19.9093432007401,7.18553459119497,0,0,71.6107744107744,8.19203413940256,0,0,0,-8.65078630897317,0,0,0,0,1.26612903225806,0,0,0,0,-10.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.96581196581197,0,0,0,0,0,0,0,0,0,0,11.6738095238095,3.66666666666667,0,0,0,0,0,0,0
5.62692307692308,0,5.61609195402299,0,0,0,0,0,-5.17741935483871,0,6.68468468468468,10.8910256410256,0,0,8.19203413940256,48.8243902439024,0,0,0,-3.83333333333333,0,0,0,0,14.2724137931034,0,0,0,0,-22.8142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.62222222222222,0,0,0,0,0,0,0,0,0,0,13.9551282051282,0,0,0,0,0,0,0,0
0,11.6550724637681,0,0,0,4.65670731707317,7.25900116144019,0,0,8.21352657004831,0,0,0,0,0,0,57.3399822695035,0,0,0,0,0,0.981512605042017,0,0,0,0,0,-10.5839260312945,0,0,0,0,0,0,0,0,0,9.65576923076923,1.35714285714286,0,0,0,0,0,0,7.16304347826087,0,3.98181818181818,0,0,0,9.07971014492754,-7.18421052631579,0,29.374269005848,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
