"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"OF","Aaron Judge",5400,"NYY@OAK 04:05PM ET",12.317,"NYY","OAK",9.79,10,9.29,NA,"3","3",7
"OF","Mookie Betts",5300,"BOS@HOU 08:08PM ET",9.906,"BOS","HOU",9.08,11.5,10.43,NA,"1","1",7
"C","Gary Sanchez",5000,"NYY@OAK 04:05PM ET",10.263,"NYY","OAK",7.18,9.6,7.81,NA,"5","2",0
"OF","George Springer",5000,"BOS@HOU 08:08PM ET",9.629,"HOU","BOS",8.52,10.5,9.2,NA,"1","1",21
"2B","Jose Altuve",4800,"BOS@HOU 08:08PM ET",9.403,"HOU","BOS",9.31,9.7,9.9,NA,"2","2",14
"OF","Andrew Benintendi",4700,"BOS@HOU 08:08PM ET",8.222,"BOS","HOU",8.12,9.4,8.48,NA,"5","6",7
"1B","Mitch Moreland",4600,"BOS@HOU 08:08PM ET",7.937,"BOS","HOU",7.71,9.5,8.3,NA,"4","4",0
"SS","Carlos Correa",4600,"BOS@HOU 08:08PM ET",9.279,"HOU","BOS",8.5,8.9,9.01,NA,"3","3",17
"OF","Aaron Hicks",4500,"NYY@OAK 04:05PM ET",9.63,"NYY","OAK",NA,NA,NA,NA,"2","x",NA
"SS","Xander Bogaerts",4500,"BOS@HOU 08:08PM ET",8.302,"BOS","HOU",7.58,8.8,8.59,NA,"3","3",35
"1B","Matt Holliday",4400,"NYY@OAK 04:05PM ET",8.141,"NYY","OAK",7.24,8.6,7.96,NA,"x","4",14
"2B","Starlin Castro",4400,"NYY@OAK 04:05PM ET",9.246,"NYY","OAK",7.22,8.2,7.29,NA,"4","5",0
"1B","Yonder Alonso",4300,"NYY@OAK 04:05PM ET",9,"OAK","NYY",NA,NA,NA,NA,"5","x",NA
"C","Brian McCann",4300,"BOS@HOU 08:08PM ET",8.636,"HOU","BOS",6.15,8.1,1.82,NA,"5","4",12
"OF","Brett Gardner",4200,"NYY@OAK 04:05PM ET",9.164,"NYY","OAK",7.72,8.5,8.08,NA,"1","1",15
"SS","Didi Gregorius",4200,"NYY@OAK 04:05PM ET",8.163,"NYY","OAK",7.21,7.1,6.52,NA,"6","6",17
"OF","Jackie Bradley",4200,"BOS@HOU 08:08PM ET",7.48,"BOS","HOU",6.87,9.1,7.7,NA,"7","7",9
"1B/OF","Marwin Gonzalez",4100,"BOS@HOU 08:08PM ET",8.315,"HOU","BOS",NA,NA,NA,NA,"6","x",0
"OF","Khris Davis",3900,"NYY@OAK 04:05PM ET",8.446,"OAK","NYY",8.61,8.6,8.25,NA,"4","4",21
