"Place_lo","Place_hi","Payout"
"1","1","400"
"2","2","250"
"3","3","200"
"4","4","175"
"5","5","80"
"6","7","65"
"8","9","50"
"10","11","40"
"12","15","35"
"16","21","30"
"22","30","25"
"31","45","20"
"46","70","15"
"71","120","12"
"121","205","9"
