"Michael Conforto_NYM","Lucas Duda_NYM","Neil Walker_NYM","Ryan Braun_MIL","Yoenis Cespedes_NYM","Cody Bellinger_LAD","Jay Bruce_NYM","Domingo Santana_MIL","Corey Seager_LAD","Travis Shaw_MIL","Eric Thames_MIL","Chase Utley_LAD","Tommy Pham_STL","Asdrubal Cabrera_NYM","Dexter Fowler_STL","Chris Taylor_LAD","David Wright_NYM","Logan Forsythe_LAD","Randal Grichuk_STL","Stephen Piscotty_STL","Joc Pederson_LAD","Jose Reyes_NYM","Curtis Granderson_NYM","Justin Turner_LAD","Kike Hernandez_LAD","Matt Carpenter_STL","Wilmer Flores_NYM","Jonathan Villar_MIL","Adrian Gonzalez_LAD","Yadier Molina_STL","Jedd Gyorko_STL","Franklin Gutierrez_LAD","Yasmani Grandal_LAD","Aledmys Diaz_STL","Travis d'Arnaud_NYM","Keon Broxton_MIL","Hernan Perez_MIL","Austin Barnes_LAD","Yasiel Puig_LAD","Nick Franklin_MIL","Jesus Aguilar_MIL","Jhonny Peralta_STL","Trayce Thompson_LAD","TJ Rivera_NYM","Kolten Wong_STL","Andrew Toles_LAD","Jett Bandy_MIL","Orlando Arcia_MIL","Brandon Nimmo_NYM","Rob Segedin_LAD","Harrison Bader_STL","Manny Pina_MIL","Eric Sogard_MIL","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Andre Ethier_LAD","Scott Van Slyke_LAD","Jose Martinez_STL","Greg Garcia_STL","Juan Lagares_NYM","Gavin Cecchini_NYM","Magneuris Sierra_STL","Matt Reynolds_NYM","Kevin Plawecki_NYM","Carson Kelly_STL","Rene Rivera_NYM","Eric Fryer_STL","Paul DeJong_STL","Mike Freeman_LAD","Brett Eibner_LAD"
116.840840840841,-8.42631578947368,3,0,18.6,0,-4.42857142857143,0,0,0,0,0,0,-0.557142857142857,0,0,0,0,0,0,0,8.19556451612903,-11.8709677419355,0,0,0,14.7472527472527,0,0,0,0,0,0,0,-18.5181818181818,0,0,0,0,0,0,0,0,21.0457516339869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.10714285714286,0,0,2.83333333333333,-19.1666666666667,0,-3.67099567099567,0,0,0,0
-8.42631578947368,75.7724867724868,19,0,133.544444444444,0,-12.2061538461538,0,0,0,0,0,0,37.0686274509804,0,0,0,0,0,0,0,17.8735177865613,12.7083333333333,0,0,0,-7.21818181818182,0,0,0,0,0,0,0,76.0606060606061,0,0,0,0,0,0,0,0,-0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,-66,36,0,-6.84615384615385,0,0,0,0
3,19,60.7234042553191,0,10.7867647058824,0,-12.6638477801269,0,0,0,0,0,0,6.7632183908046,0,0,0,0,0,0,0,11.8910256410256,-1.88443670150987,0,0,0,2.2843137254902,0,0,0,0,0,0,0,0.692105263157895,0,0,0,0,0,0,0,0,10.9122807017544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,-10.8333333333333,23.6666666666667,0,-1.65612648221344,0,0,0,0
0,0,0,67.4444444444444,0,0,0,8.83766233766234,0,-16.8025362318841,24.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.9076923076923,0,0,0,0,0,0,0,-25.7761904761905,-0.294117647058824,0,0,-6,-5,0,0,0,0,0,44.2435897435897,13.4683333333333,0,0,0,16.7857142857143,0,-12.0833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.6,133.544444444444,10.7867647058824,0,166.654411764706,0,-21.5708333333333,0,0,0,0,0,0,55.675,0,0,0,0,0,0,0,4.5047619047619,34.4945054945055,0,0,0,72.3333333333333,0,0,0,0,0,0,0,164.522727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.85,0,0,0,0
0,0,0,0,0,59.1139784946237,0,0,10.4852216748768,0,0,-10.6493506493506,0,0,0,-14.75,0,-7.09523809523809,0,0,-12.5681818181818,0,0,-6.31372549019608,0,0,0,0,-2.56985294117647,0,0,20.0833333333333,-6.56833333333333,0,0,0,0,10.4,24.46,0,0,0,0,0,0,13.7361111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44
-4.42857142857143,-12.2061538461538,-12.6638477801269,0,-21.5708333333333,0,90.5457909343201,0,0,0,0,0,0,13.5881720430108,0,0,0,0,0,0,0,-8.51282051282051,0.075,0,0,0,17.172514619883,0,0,0,0,0,0,0,-30.1263157894737,0,0,0,0,0,0,0,0,-3.24561403508772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.61904761904762,0,0,-9.16666666666667,-18.4,0,5.93939393939394,0,0,0,0
0,0,0,8.83766233766234,0,0,0,58.4701280227596,0,3.12701612903226,-3.35632183908046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.0378151260504,0,0,0,0,0,0,0,4.68181818181818,-8.42934782608696,0,0,12,13.4,0,0,0,0,0,-8.59761904761905,-1.6875,0,0,0,14.6139705882353,15.5,-38.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,10.4852216748768,0,0,48.2961352657005,0,0,-2.38176638176638,0,0,0,-10.195652173913,0,22.6102941176471,0,0,15.8181818181818,0,0,18.4133064516129,0,0,0,0,7.79310344827586,0,0,5.33333333333333,19.5345345345345,0,0,0,0,-1.76388888888889,9.70426829268293,0,0,0,0,0,0,1.18014705882353,0,0,0,0,0,0,0,0,0,0,-11.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1.33333333333333
0,0,0,-16.8025362318841,0,0,0,3.12701612903226,0,64.6589147286822,18.3798798798799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28093883357041,0,0,0,0,0,0,0,9.92245989304813,-4.67094017094017,0,0,-12.6,1.36363636363636,0,0,0,0,0,-16.1660079051383,6.18825910931174,0,0,0,-0.163157894736842,1.33333333333333,22.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,24.875,0,0,0,-3.35632183908046,0,18.3798798798799,92.2878048780488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356606606606607,0,0,0,0,0,0,0,3.63162878787879,42.3307692307692,0,0,-13.4,-0.2,0,0,0,0,0,-7.44466403162055,5.45645645645646,0,0,0,20.8169934640523,8,15.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-10.6493506493506,0,0,-2.38176638176638,0,0,57.707671957672,0,0,0,11.9285714285714,0,52.4047619047619,0,0,8.67142857142857,0,0,6.15833333333333,0,0,0,0,13.8,0,0,0,0.477207977207977,0,0,0,0,0,7.80833333333333,0,0,0,0,0,0,1.58333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,111.529411764706,0,-4.40384615384615,0,0,0,-6.78030303030303,-20,0,0,0,0,0,16.0661764705882,0,0,0,-10.7022058823529,14.9958333333333,0,0,-15.3529411764706,0,0,0,0,0,0,0,-28,0,0,5.24545454545455,0,0,0,0,0,0,0,0,0,0,0,0,-12,19.0833333333333,0,0,-2.6,0,0,0,0,0,13,0,0
-0.557142857142857,37.0686274509804,6.7632183908046,0,55.675,0,13.5881720430108,0,0,0,0,0,0,49.9425403225806,0,0,0,0,0,0,0,2.67692307692308,18.4603174603175,0,0,0,-0.535714285714286,0,0,0,0,0,0,0,26.6470588235294,0,0,0,0,0,0,0,0,31.8194444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1666666666667,0,0,0,12,0,7.95454545454545,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-4.40384615384615,0,64.0352564102564,0,0,0,-2.4758064516129,4.46461538461538,0,0,0,0,0,-15.6890756302521,0,0,0,5.00924369747899,-4.32758620689655,0,0,-1.78095238095238,0,0,0,0,0,0,0,3.09090909090909,0,0,0.58974358974359,0,0,0,0,0,0,0,0,0,0,0,0,7.71428571428571,17.3272727272727,0,0,42,0,0,0,0,-8.4,-6,0,0
0,0,0,0,0,-14.75,0,0,-10.195652173913,0,0,11.9285714285714,0,0,0,57.977207977208,0,28.7333333333333,0,0,34.3909090909091,0,0,1.08791208791209,0,0,0,0,-6.12121212121212,0,0,-20.3,8.80994152046784,0,0,0,0,-20.2857142857143,-0.978260869565217,0,0,0,0,0,0,-1.16666666666667,0,0,0,0,0,0,0,0,0,0,-3.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,23.75
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-7.09523809523809,0,0,22.6102941176471,0,0,52.4047619047619,0,0,0,28.7333333333333,0,42.3823529411765,0,0,13.952380952381,0,0,15.0555555555556,0,0,0,0,-0.385714285714286,0,0,20.6666666666667,15.2197802197802,0,0,0,0,29.6666666666667,9.6625,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-6.78030303030303,0,-2.4758064516129,0,0,0,42.3400809716599,-3.68577075098814,0,0,0,0,0,5.94474153297683,0,0,0,3.62689075630252,-11.5,0,0,13.9428571428571,0,0,0,0,0,0,0,9.35454545454546,0,0,1.90344827586207,0,0,0,0,0,0,0,0,0,0,0,0,6.38095238095238,-10.8888888888889,0,0,-19.1666666666667,0,0,0,0,-13.0833333333333,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-20,0,4.46461538461538,0,0,0,-3.68577075098814,41.3076923076923,0,0,0,0,0,0.99604743083004,0,0,0,-1.76679841897233,7.68713450292398,0,0,-6.66798418972332,0,0,0,0,0,0,0,5.53571428571429,0,0,-9.16428571428571,0,0,0,0,0,0,0,0,0,0,0,0,-6.93333333333333,31.5892857142857,0,0,0,0,0,0,0,-3.41666666666667,0,0,0
0,0,0,0,0,-12.5681818181818,0,0,15.8181818181818,0,0,8.67142857142857,0,0,0,34.3909090909091,0,13.952380952381,0,0,35.6358695652174,0,0,6.73684210526316,0,0,0,0,14.7820512820513,0,0,-2.5,19.8868421052632,0,0,0,0,-8.66666666666667,8.68577075098814,0,0,0,0,0,0,-1.46363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.19556451612903,17.8735177865613,11.8910256410256,0,4.5047619047619,0,-8.51282051282051,0,0,0,0,0,0,2.67692307692308,0,0,0,0,0,0,0,43.4252491694352,-1.47897897897898,0,0,0,8.02573529411765,0,0,0,0,0,0,0,19.0751633986928,0,0,0,0,0,0,0,0,11.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6805555555556,0,0,9,6.66666666666667,0,10.2683982683983,0,0,0,0
-11.8709677419355,12.7083333333333,-1.88443670150987,0,34.4945054945055,0,0.075,0,0,0,0,0,0,18.4603174603175,0,0,0,0,0,0,0,-1.47897897897898,38.6231501057082,0,0,0,4.5906432748538,0,0,0,0,0,0,0,14.4522058823529,0,0,0,0,0,0,0,0,12.9117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38095238095238,0,0,30.8333333333333,-12.5,0,8.51778656126482,0,0,0,0
0,0,0,0,0,-6.31372549019608,0,0,18.4133064516129,0,0,6.15833333333333,0,0,0,1.08791208791209,0,15.0555555555556,0,0,6.73684210526316,0,0,23.5932773109244,0,0,0,0,9.76315789473684,0,0,16.0666666666667,11.5753846153846,0,0,0,0,12.5,13.9933712121212,0,0,0,0,0,0,12.6708333333333,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,16.0661764705882,0,-15.6890756302521,0,0,0,5.94474153297683,0.99604743083004,0,0,0,0,0,43.8861788617886,0,0,0,3.69132290184922,12.7976827094474,0,0,20.3490990990991,0,0,0,0,0,0,0,10.6666666666667,0,0,-1.39247311827957,0,0,0,0,0,0,0,0,0,0,0,0,27.1428571428571,7.82222222222222,0,0,-17.6,0,0,0,0,-14.1666666666667,2.5,0,0
14.7472527472527,-7.21818181818182,2.2843137254902,0,72.3333333333333,0,17.172514619883,0,0,0,0,0,0,-0.535714285714286,0,0,0,0,0,0,0,8.02573529411765,4.5906432748538,0,0,0,37.1142857142857,0,0,0,0,0,0,0,114.75,0,0,0,0,0,0,0,0,-5.88095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95,0,0,-2.5,2.66666666666667,0,0.16025641025641,0,0,0,0
0,0,0,-24.9076923076923,0,0,0,-11.0378151260504,0,2.28093883357041,0.356606606606607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.2848837209302,0,0,0,0,0,0,0,13.0333333333333,9.36822660098522,0,0,-1.46666666666667,-36.0363636363636,0,0,0,0,0,4.42094861660079,2.66531713900135,0,0,0,23.55,-3.66666666666667,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2.56985294117647,0,0,7.79310344827586,0,0,13.8,0,0,0,-6.12121212121212,0,-0.385714285714286,0,0,14.7820512820513,0,0,9.76315789473684,0,0,0,0,20.1118951612903,0,0,15,8.53940886699507,0,0,0,0,11.6666666666667,0.91256157635468,0,0,0,0,0,0,1.34285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-10.7022058823529,0,5.00924369747899,0,0,0,3.62689075630252,-1.76679841897233,0,0,0,0,0,3.69132290184922,0,0,0,36.5464576074332,6.14789915966387,0,0,4.14912280701754,0,0,0,0,0,0,0,6.09090909090909,0,0,11.3586206896552,0,0,0,0,0,0,0,0,0,0,0,0,2.38888888888889,9.45238095238095,0,0,-31.2,0,0,0,0,0,-52.5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,14.9958333333333,0,-4.32758620689655,0,0,0,-11.5,7.68713450292398,0,0,0,0,0,12.7976827094474,0,0,0,6.14789915966387,66.2747747747748,0,0,20.7121212121212,0,0,0,0,0,0,0,1.73333333333333,0,0,11.04,0,0,0,0,0,0,0,0,0,0,0,0,11.3095238095238,25.6190476190476,0,0,-2.1,0,0,0,0,24,1,0,0
0,0,0,0,0,20.0833333333333,0,0,5.33333333333333,0,0,0,0,0,0,-20.3,0,20.6666666666667,0,0,-2.5,0,0,16.0666666666667,0,0,0,0,15,0,0,34.2142857142857,-4,0,0,0,0,-10.9,46.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6666666666667
0,0,0,0,0,-6.56833333333333,0,0,19.5345345345345,0,0,0.477207977207977,0,0,0,8.80994152046784,0,15.2197802197802,0,0,19.8868421052632,0,0,11.5753846153846,0,0,0,0,8.53940886699507,0,0,-4,44.2726045883941,0,0,0,0,0,1.26666666666667,0,0,0,0,0,0,-1.27450980392157,0,0,0,0,0,0,0,0,0,0,-9.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-15.3529411764706,0,-1.78095238095238,0,0,0,13.9428571428571,-6.66798418972332,0,0,0,0,0,20.3490990990991,0,0,0,4.14912280701754,20.7121212121212,0,0,62.9825783972125,0,0,0,0,0,0,0,5.52272727272727,0,0,3.00246305418719,0,0,0,0,0,0,0,0,0,0,0,0,30.3035714285714,1.33333333333333,0,0,-0.8,0,0,0,0,11.5,6.5,0,0
-18.5181818181818,76.0606060606061,0.692105263157895,0,164.522727272727,0,-30.1263157894737,0,0,0,0,0,0,26.6470588235294,0,0,0,0,0,0,0,19.0751633986928,14.4522058823529,0,0,0,114.75,0,0,0,0,0,0,0,158.997368421053,0,0,0,0,0,0,0,0,29.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-25.7761904761905,0,0,0,4.68181818181818,0,9.92245989304813,3.63162878787879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0333333333333,0,0,0,0,0,0,0,78.3173076923077,7.94166666666667,0,0,-4.25,-11.7272727272727,0,0,0,0,0,-18.8831168831169,6.14285714285714,0,0,0,1.60130718954248,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.294117647058824,0,0,0,-8.42934782608696,0,-4.67094017094017,42.3307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.36822660098522,0,0,0,0,0,0,0,7.94166666666667,89.4337121212121,0,0,-4,32.25,0,0,0,0,0,2.97058823529412,11.0661375661376,0,0,0,22.8571428571429,20.1666666666667,-10.8333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,10.4,0,0,-1.76388888888889,0,0,0,0,0,0,-20.2857142857143,0,29.6666666666667,0,0,-8.66666666666667,0,0,12.5,0,0,0,0,11.6666666666667,0,0,-10.9,0,0,0,0,0,60.5636363636364,24.2222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,-44.5833333333333
0,0,0,0,0,24.46,0,0,9.70426829268293,0,0,7.80833333333333,0,0,0,-0.978260869565217,0,9.6625,0,0,8.68577075098814,0,0,13.9933712121212,0,0,0,0,0.91256157635468,0,0,46.7,1.26666666666667,0,0,0,0,24.2222222222222,56.1737373737374,0,0,0,0,0,0,-0.481617647058824,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,-22.5
0,0,0,-6,0,0,0,12,0,-12.6,-13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.46666666666667,0,0,0,0,0,0,0,-4.25,-4,0,0,11,0,0,0,0,0,0,2,-3,0,0,0,-48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-5,0,0,0,13.4,0,1.36363636363636,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36.0363636363636,0,0,0,0,0,0,0,-11.7272727272727,32.25,0,0,0,58.532967032967,0,0,0,0,0,-31.3,8.3974358974359,0,0,0,3.16666666666667,41.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-28,0,3.09090909090909,0,0,0,9.35454545454546,5.53571428571429,0,0,0,0,0,10.6666666666667,0,0,0,6.09090909090909,1.73333333333333,0,0,5.52272727272727,0,0,0,0,0,0,0,8.56818181818182,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,-3.5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.0457516339869,-0.85,10.9122807017544,0,0,0,-3.24561403508772,0,0,0,0,0,0,31.8194444444444,0,0,0,0,0,0,0,11.1666666666667,12.9117647058824,0,0,0,-5.88095238095238,0,0,0,0,0,0,0,29.8,0,0,0,0,0,0,0,0,51.9578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.64285714285714,0,0,0,8.33333333333333,0,19.5454545454545,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,5.24545454545455,0,0.58974358974359,0,0,0,1.90344827586207,-9.16428571428571,0,0,0,0,0,-1.39247311827957,0,0,0,11.3586206896552,11.04,0,0,3.00246305418719,0,0,0,0,0,0,0,5.5,0,0,32.6096256684492,0,0,0,0,0,0,0,0,0,0,0,0,-2.4,-22.1071428571429,0,0,2.35,0,0,0,0,23.6666666666667,0,0,0
0,0,0,0,0,13.7361111111111,0,0,1.18014705882353,0,0,1.58333333333333,0,0,0,-1.16666666666667,0,22,0,0,-1.46363636363636,0,0,12.6708333333333,0,0,0,0,1.34285714285714,0,0,0,-1.27450980392157,0,0,0,0,0,-0.481617647058824,0,0,0,0,0,0,52.5359477124183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,44.2435897435897,0,0,0,-8.59761904761905,0,-16.1660079051383,-7.44466403162055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42094861660079,0,0,0,0,0,0,0,-18.8831168831169,2.97058823529412,0,0,2,-31.3,0,0,0,0,0,49.6753846153846,15.1082251082251,0,0,0,0,-11,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,13.4683333333333,0,0,0,-1.6875,0,6.18825910931174,5.45645645645646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66531713900135,0,0,0,0,0,0,0,6.14285714285714,11.0661375661376,0,0,-3,8.3974358974359,0,0,0,0,0,15.1082251082251,32.75,0,0,0,3.65584415584416,-1.5,-3.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,16.7857142857143,0,0,0,14.6139705882353,0,-0.163157894736842,20.8169934640523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.55,0,0,0,0,0,0,0,1.60130718954248,22.8571428571429,0,0,-48,3.16666666666667,0,0,0,0,0,0,3.65584415584416,0,0,0,47.5731225296443,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,15.5,0,1.33333333333333,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.66666666666667,0,0,0,0,0,0,0,-0.4,20.1666666666667,0,0,0,41.35,0,0,0,0,0,-11,-1.5,0,0,0,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-12.0833333333333,0,0,0,-38.5,0,22.75,15.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,-10.8333333333333,0,0,0,0,0,0,0,0,0,27.5,-3.16666666666667,0,0,0,7,0,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
