"Michael Conforto_NYM","Lucas Duda_NYM","Neil Walker_NYM","Ryan Braun_MIL","Yoenis Cespedes_NYM","Cody Bellinger_LAD","Jay Bruce_NYM","Domingo Santana_MIL","Corey Seager_LAD","Travis Shaw_MIL","Eric Thames_MIL","Chase Utley_LAD","Tommy Pham_STL","Asdrubal Cabrera_NYM","Dexter Fowler_STL","Chris Taylor_LAD","David Wright_NYM","Logan Forsythe_LAD","Randal Grichuk_STL","Stephen Piscotty_STL","Joc Pederson_LAD","Jose Reyes_NYM","Curtis Granderson_NYM","Justin Turner_LAD","Kike Hernandez_LAD","Matt Carpenter_STL","Wilmer Flores_NYM","Jonathan Villar_MIL","Adrian Gonzalez_LAD","Yadier Molina_STL","Jedd Gyorko_STL","Franklin Gutierrez_LAD","Yasmani Grandal_LAD","Aledmys Diaz_STL","Travis d'Arnaud_NYM","Keon Broxton_MIL","Hernan Perez_MIL","Austin Barnes_LAD","Yasiel Puig_LAD","Nick Franklin_MIL","Jesus Aguilar_MIL","Jhonny Peralta_STL","Trayce Thompson_LAD","TJ Rivera_NYM","Kolten Wong_STL","Andrew Toles_LAD","Jett Bandy_MIL","Orlando Arcia_MIL","Brandon Nimmo_NYM","Rob Segedin_LAD","Harrison Bader_STL","Manny Pina_MIL","Eric Sogard_MIL","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Andre Ethier_LAD","Scott Van Slyke_LAD","Jose Martinez_STL","Greg Garcia_STL","Juan Lagares_NYM","Gavin Cecchini_NYM","Magneuris Sierra_STL","Matt Reynolds_NYM","Kevin Plawecki_NYM","Carson Kelly_STL","Rene Rivera_NYM","Eric Fryer_STL","Paul DeJong_STL","Mike Freeman_LAD","Brett Eibner_LAD"
37,20,34,0,6,0,35,0,0,0,0,0,0,21,0,0,0,0,0,0,0,32,31,0,0,0,14,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,4,0,22,0,0,0,0
20,28,26,0,10,0,26,0,0,0,0,0,0,18,0,0,0,0,0,0,0,23,25,0,0,0,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,14,0,0,0,0
34,26,47,0,17,0,44,0,0,0,0,0,0,30,0,0,0,0,0,0,0,40,42,0,0,0,18,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,4,0,23,0,0,0,0
0,0,0,28,0,0,0,22,0,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,21,17,0,0,2,4,0,0,0,0,0,13,25,0,0,0,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,10,17,0,17,0,16,0,0,0,0,0,0,16,0,0,0,0,0,0,0,15,14,0,0,0,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
0,0,0,0,0,31,0,0,29,0,0,22,0,0,0,24,0,7,0,0,12,0,0,18,0,0,0,0,17,0,0,4,25,0,0,0,0,6,26,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
35,26,44,0,16,0,47,0,0,0,0,0,0,31,0,0,0,0,0,0,0,40,41,0,0,0,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,5,0,22,0,0,0,0
0,0,0,22,0,0,0,38,0,32,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,33,24,0,0,2,11,0,0,0,0,0,21,33,0,0,0,17,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,29,0,0,46,0,0,27,0,0,0,23,0,17,0,0,22,0,0,32,0,0,0,0,30,0,0,7,37,0,0,0,0,9,41,0,0,0,2,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,24,0,0,0,32,0,43,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,34,27,0,0,6,12,0,0,0,0,0,23,39,0,0,0,20,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
