"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,4600,80.4347826086957,37,"Adam Duvall","CIN",NA,"OF",4,2,2,5,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,6400,52.421875,33.55,"Jimmy Nelson","MIL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,7,0,0,1,7,0,0
3,2,3600,91.6666666666667,33,"Joe Mauer","MIN",NA,"1B",3,1,1,2,0,5,2,1,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,3,4200,73.8095238095238,31,"Jason Kipnis","CLE",NA,"2B",1,2,1,2,0,4,2,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,4,3600,86.1111111111111,31,"Domingo Santana","MIL",NA,"OF",2,3,1,4,0,4,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,5,3700,78.3783783783784,29,"Evan Longoria","TB",NA,"3B",3,3,1,2,0,6,0,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6,2400,116.666666666667,28,"Patrick Kivlehan","CIN",NA,"OF",7,2,2,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,7,4100,68.2926829268293,28,"Gerardo Parra","COL",NA,"OF",5,3,1,3,0,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2,10800,25.2777777777778,27.3,"Johnny Cueto","SF",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,6,0,0,1,6,1,0
10,3,7000,38.7857142857143,27.15,"Josh Tomlin","CLE",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,9,1,0,1,6,0,0
11,8,2600,103.846153846154,27,"J.T. Riddle","MIA",NA,"SS",1,2,1,3,0,4,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
