"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"1B","Anthony Rizzo",5500,"ChC@Cin 00:00PM ET",NA,"ChC","Cin",10.25,11.2,16,8.9,"3","3",16
"OF","Mookie Betts",5500,"Bos@Bal 00:00PM ET",NA,"Bos","Bal",8.58,9.3,25,9.1,"3","3",25
"1B/OF","Hanley Ramirez",5400,"Bos@Bal 00:00PM ET",NA,"Bos","Bal",6.99,7.9,14,7.8,"5","4",14
"3B","Kris Bryant",5300,"ChC@Cin 00:00PM ET",NA,"ChC","Cin",9.54,10.6,5,9.1,"2","2",5
"OF","Ryan Braun",5200,"StL@Mil 00:00PM ET",NA,"Mil","StL",8.63,7.8,10,9,"3","3",10
"1B","Miguel Cabrera",5100,"Det@Min 00:00PM ET",NA,"Det","Min",NA,0,NA,0,"x","x",NA
"OF","Kyle Schwarber",5100,"ChC@Cin 00:00PM ET",NA,"ChC","Cin",9.52,10.9,0,7.3,"1","1",0
"SS","Xander Bogaerts",5000,"Bos@Bal 00:00PM ET",NA,"Bos","Bal",7.22,7.9,12,8,"6","1",12
"1B","Freddie Freeman",5000,"Atl@Phi 00:00PM ET",NA,"Atl","Phi",10.06,8.9,4,10.3,"3","3",4
"1B","Joey Votto",5000,"ChC@Cin 00:00PM ET",NA,"Cin","ChC",7.71,8.3,4,9.3,"3","3",4
"3B","Manny Machado",4900,"Bos@Bal 00:00PM ET",NA,"Bal","Bos",9.97,7.6,9,8.6,"3","3",9
"2B","Jose Altuve",4900,"Hou@TB 00:00PM ET",NA,"Hou","TB",9.38,8.3,22,8.5,"3","3",22
"OF","Dexter Fowler",4900,"StL@Mil 00:00PM ET",NA,"StL","Mil",7.7,8.8,2,8.8,"1","1",2
"1B","Matt Carpenter",4800,"StL@Mil 00:00PM ET",NA,"StL","Mil",8.26,10.3,2,9.3,"3","3",2
"2B/OF","Ben Zobrist",4800,"ChC@Cin 00:00PM ET",NA,"ChC","Cin",8.39,8.1,12,6.8,"4","4",12
"OF","Jackie Bradley",4800,"Bos@Bal 00:00PM ET",NA,"Bos","Bal",6.99,7,0,7.6,"7","6",0
"SS","Carlos Correa",4800,"Hou@TB 00:00PM ET",NA,"Hou","TB",8.38,7.9,16,8.1,"4","4",16
"OF","JD Martinez",4700,"Det@Min 00:00PM ET",NA,"Det","Min",NA,0,NA,0,"x","x",NA
"C","Gary Sanchez",4700,"NYY@Pit 00:00PM ET",NA,"NYY","Pit",NA,0,NA,0,"x","x",NA
"2B","Brian Dozier",4700,"Det@Min 00:00PM ET",NA,"Min","Det",8,7.8,11,8,"1","1",11
