"Place_lo","Place_hi","Payout"
"1","1","4000"
"2","2","2500"
"3","3","2000"
"4","4","1500"
"5","5","1000"
"6","7","750"
"8","10","500"
"11","15","300"
"16","20","250"
"21","25","200"
"26","35","150"
"36","45","125"
"46","60","100"
"61","75","80"
"76","125","70"
"126","175","60"
"176","225","50"
"226","275","40"
"276","350","30"
"351","450","25"
"451","650","20"
"651","1050","15"
"1051","1850","12"
"1851","3350","10"
"3351","6050","8"
"6051","11025","6"
