P,P,C,1B,2B,3B,SS,OF,OF,OF
Jacob deGrom,Jason Hammel,Omar Narvaez,Jose Abreu,Alen Hanson,Todd Frazier,Trevor Story,Melky Cabrera,Giancarlo Stanton,David Peralta
Max Scherzer,Jason Hammel,Jonathan Lucroy,Jose Abreu,Alen Hanson,Manny Machado,Tim Anderson,Melky Cabrera,Giancarlo Stanton,Adam Engel
Max Scherzer,Matt Moore,Omar Narvaez,Jose Abreu,Alen Hanson,Nolan Arenado,Trevor Story,Melky Cabrera,Adam Engel,Randal Grichuk
Max Scherzer,Jason Hammel,Omar Narvaez,Jose Abreu,Alen Hanson,Todd Frazier,Francisco Lindor,Shin-Soo Choo,Adam Engel,Billy Hamilton
Max Scherzer,Matt Moore,Martin Maldonado,Jose Abreu,Alen Hanson,Todd Frazier,Tim Anderson,Melky Cabrera,David Peralta,Billy Hamilton
Max Scherzer,Jason Hammel,Martin Maldonado,Jose Abreu,Yolmer Sanchez,Todd Frazier,Trevor Story,Melky Cabrera,Adam Engel,Adam Jones
Jacob deGrom,Jason Hammel,Gary Sanchez,Freddie Freeman,Alen Hanson,Todd Frazier,Tim Anderson,Melky Cabrera,Shin-Soo Choo,Adam Engel
Jacob deGrom,Jason Hammel,Omar Narvaez,Jose Abreu,Alen Hanson,Nolan Arenado,Tim Anderson,AJ Pollock,Josh Reddick,Adam Engel
Jacob deGrom,Drew Pomeranz,Jonathan Lucroy,Jose Abreu,Alen Hanson,Todd Frazier,Tim Anderson,Melky Cabrera,Adam Jones,Austin Slater
Jacob deGrom,Jason Hammel,Jonathan Lucroy,Jose Abreu,Alen Hanson,Adrian Beltre,Trevor Story,Shin-Soo Choo,Carlos Gomez,Nomar Mazara
Max Scherzer,Sean Manaea,Omar Narvaez,Jose Abreu,Alen Hanson,Todd Frazier,Marcus Semien,Melky Cabrera,Michael Brantley,Adam Jones
Jacob deGrom,Drew Pomeranz,Omar Narvaez,Jose Abreu,Alen Hanson,Manny Machado,Ramon Torres,Melky Cabrera,Adam Engel,Michael Brantley
Jacob deGrom,Jason Hammel,Tony Wolters,Mark Reynolds,DJ LeMahieu,Nolan Arenado,Trevor Story,Melky Cabrera,Giancarlo Stanton,Billy Hamilton
Max Scherzer,Jason Hammel,Omar Narvaez,Jose Abreu,Yolmer Sanchez,Nolan Arenado,Tim Anderson,Melky Cabrera,David Peralta,Clint Frazier
Max Scherzer,Jordan Montgomery,Gary Sanchez,Jose Abreu,Alen Hanson,Todd Frazier,Ramon Torres,Melky Cabrera,Adam Engel,Austin Slater
