"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Zack Greinke","P","ARI","@ CHC",4.68,"Quintana, L 4.16","R",2.82,0,0,6,9.8,1,NA,12200,39,21.4,15.53,15.53,"%",45,1.3,12.1,1
"Alex Wood","P","LAD","@ ATL",3.4,"Newcomb, L 4.50","L",2.45,0,0,5.2,10,0.97,NA,11400,42.8,19.9,20.59,20.59,"%",44,1.8,14.1,1.2
"Corey Kluber","P","CLE","vs NYY",3.4,"Gray, R 3.43","R",2.9,0,0,6.7,12.8,0.98,NA,11000,54,28.2,27.86,27.86,"%",54,2.5,44.35,4
"Jose Quintana","P","CHC","vs ARI",3.82,"Greinke, R 2.82","L",4.16,0,0,5.9,9.8,1.24,NA,10100,43.6,17.3,18.9,18.9,"%",29,1.9,6.45,0.6
"Rick Porcello","P","BOS","vs CWS",3.49,"Gonzalez, R 4.96","R",4.55,0,0,6.4,8,1.37,NA,9700,32,14.7,17.03,17.03,"%",49,1.8,12.6,1.3
"Michael Wacha","P","STL","@ MIL",4.28,"Garza, R 3.83","R",3.71,0,0,5.6,8.8,1.26,NA,9700,35.2,16.7,13.94,13.94,"%",36,1.4,12.2,1.3
"Jerad Eickhoff","P","PHI","@ LAA",5.11,"Bridwell, R 2.83","R",4.56,0,0,5.5,8.2,1.43,NA,9200,26.8,12.4,9.65,9.65,"%",31,1,13.3,1.4
"Sonny Gray","P","NYY","@ CLE",4.61,"Kluber, R 2.90","R",3.43,0,0,6.1,8.7,1.18,NA,8800,34.3,18,13.74,13.74,"%",43,1.6,17.3,2
"Parker Bridwell","P","LAA","vs PHI",3.89,"Eickhoff, R 4.56","R",2.83,0,0,6,5.7,1.19,NA,8300,30.5,15.1,14.77,14.77,"%",48,1.8,5.85,0.7
"Collin McHugh","P","HOU","vs TB",4.39,"Snell, L 4.87","R",4.22,0,0,5.3,9.3,1.03,NA,7500,29.2,14.4,12.97,12.97,"%",0,1.7,19.3,2.6
"Kendall Graveman","P","OAK","@ SF",4.57,"Blach, L 4.38","R",3.83,0,0,5.9,6.1,1.28,NA,7000,29.1,12.6,10.24,10.24,"%",25,1.5,-14.3,NA
"Adalberto Mejia","P","MIN","vs TEX",4.43,"Griffin, R 5.77","L",4.07,0,0,5,7.4,1.44,NA,6700,24.6,11.4,10.32,10.32,"%",37,1.5,7,1
"Matt Garza","P","MIL","vs STL",4.72,"Wacha, R 3.71","R",3.83,0,0,5.5,6.1,1.25,NA,6600,20.1,12.1,9.19,9.19,"%",55,1.4,19.15,2.9
"Sal Romano","P","CIN","@ PIT",5.1,"Kuhl, R 4.84","R",4.57,0,0,4.3,9.6,1.66,NA,6400,29.8,11.7,7.76,7.76,"%",6,1.2,6.7,1
"Ty Blach","P","SF","vs OAK",3.93,"Graveman, R 3.83","L",4.38,0,0,4.3,4.6,1.32,NA,6300,34.4,7.5,12.3,12.3,"%",0,2,21.8,3.5
"Trevor Cahill","P","KC","vs SEA",4.35,"Gallardo, R 5.34","R",4.15,0,0,5.4,10.3,1.4,NA,6200,34.4,16.2,12.58,12.58,"%",33,2,7.7,1.2
"A.J. Griffin","P","TEX","@ MIN",5.07,"Mejia, L 4.07","R",5.77,0,0,4.9,8.1,1.28,NA,6000,38.9,12.3,7.59,7.59,"%",0,1.3,21.7,3.6
"Yovani Gallardo","P","SEA","@ KC",5.15,"Cahill, R 4.15","R",5.34,0,0,4.9,6.6,1.44,NA,5800,22.8,9.1,6.78,6.78,"%",12,1.2,3.65,0.6
"Chad Kuhl","P","PIT","vs CIN",3.9,"Romano, R 4.57","R",4.84,0,0,4.9,7.3,1.43,NA,5700,28.8,10,11.59,11.59,"%",14,2,28.15,4.9
"German Marquez","P","COL","vs NYM",4.92,"Montero, R 5.56","R",4.08,0,0,5.7,8.8,1.27,NA,5600,34.6,16.4,11.03,11.03,"%",28,2,12.1,2.2
"Mike Trout","OF","LAA","vs PHI",5.11,"Eickhoff, R 4.56","R",0.335,0.474,0.353,0,0,0,2,5500,28.2,12,14.78,14.78,"%",72,2.7,21,3.8
"Jose Altuve","2B","HOU","vs TB",5.11,"Snell, L 4.87","R",0.361,0.426,0.206,0,0,0,1,5500,31.9,10.6,14.53,14.53,"%",59,2.6,25,4.5
"Charlie Blackmon","OF","COL","vs NYM",6.58,"Montero, R 5.56","L",0.326,0.408,0.27,0,0,0,1,5500,36.9,10.8,19.37,19.37,"%",59,3.5,26,4.7
"Andrew McCutchen","OF","PIT","vs CIN",5.1,"Romano, R 4.57","R",0.294,0.395,0.239,0,0,0,3,5400,30.9,9.3,13.56,13.56,"%",53,2.5,9,1.7
"Nolan Arenado","3B","COL","vs NYM",6.58,"Montero, R 5.56","R",0.317,0.402,0.273,0,0,0,3,5400,38.3,10.1,18.99,18.99,"%",52,3.5,12,2.2
"Corey Seager","SS","LAD","@ ATL",5.1,"Newcomb, L 4.50","L",0.295,0.39,0.22,0,0,0,2,5400,31.2,8.8,14.02,14.02,"%",51,2.6,11,2
"Brett Gardner","OF","NYY","@ CLE",3.4,"Kluber, R 2.90","L",0.255,0.349,0.202,0,0,0,1,5300,25.7,9,9.13,9.13,"%",54,1.7,0,NA
"Gary Sanchez","C","NYY","@ CLE",3.4,"Kluber, R 2.90","R",0.269,0.358,0.219,0,0,0,4,5300,26.8,8.6,9.34,9.34,"%",49,1.8,14,2.6
"Blake Snell","P","TB","@ HOU",5.11,"McHugh, R 4.22","L",4.87,0,0,5.3,7.6,1.54,NA,5300,16.8,10.4,6.94,6.94,"%",53,1.3,8.2,1.5
"Michael Conforto","OF","NYM","@ COL",4.92,"Marquez, R 4.08","L",0.298,0.415,0.278,0,0,0,1,5300,33.6,9,15.04,15.04,"%",48,2.8,5,0.9
"Jose Ramirez","2B/3B","CLE","vs NYY",4.61,"Gray, R 3.43","B",0.327,0.402,0.235,0,0,0,4,5200,29.6,9.6,11.47,11.47,"%",53,2.2,5,1
"Anthony Rizzo","1B","CHC","vs ARI",4.68,"Greinke, R 2.82","L",0.259,0.394,0.265,0,0,0,3,5200,29.1,9.5,12.98,12.98,"%",57,2.5,12,2.3
"Jonathan Schoop","2B","BAL","vs DET",5.61,"Boyd, L 5.30","R",0.307,0.386,0.252,0,0,0,3,5200,29.3,9,14.46,14.46,"%",59,2.8,9,1.7
"DJ LeMahieu","2B","COL","vs NYM",6.58,"Montero, R 5.56","R",0.319,0.351,0.087,0,0,0,2,5200,30.4,7.7,16.76,16.76,"%",56,3.2,19,3.7
"Sean Newcomb","P","ATL","vs LAD",5.1,"Wood, L 2.45","L",4.5,0,0,5.3,9,1.42,NA,5200,30.8,13,8.75,8.75,"%",15,1.7,12.5,2.4
"Rougned Odor","2B","TEX","@ MIN",4.43,"Mejia, L 4.07","L",0.221,0.294,0.211,0,0,0,6,5100,26,7.4,9.31,9.31,"%",44,1.8,3,0.6
"Eduardo Nunez","3B/OF","BOS","vs CWS",6.01,"Gonzalez, R 4.96","R",0.323,0.351,0.134,0,0,0,3,5100,29.7,8.6,15.13,15.13,"%",58,3,15,2.9
"Joey Votto","1B","CIN","@ PIT",3.9,"Kuhl, R 4.84","L",0.304,0.429,0.273,0,0,0,3,5100,25,9.7,10.85,10.85,"%",63,2.1,7,1.4
"Jay Bruce","OF","NYM","@ COL",4.92,"Marquez, R 4.08","L",0.265,0.366,0.273,0,0,0,4,5100,31.6,9.1,14.14,14.14,"%",52,2.8,0,NA
"Gerardo Parra","OF","COL","vs NYM",6.58,"Montero, R 5.56","L",0.368,0.402,0.187,0,0,0,4,5100,31.5,7.8,16.39,16.39,"%",52,3.2,5,1
"Bradley Zimmer","OF","CLE","vs NYY",4.61,"Gray, R 3.43","L",0.288,0.357,0.185,0,0,0,1,5000,26.2,7.7,10.82,10.82,"%",50,2.2,2,0.4
"Paul Goldschmidt","1B","ARI","@ CHC",3.82,"Quintana, L 4.16","R",0.314,0.43,0.248,0,0,0,4,5000,27.2,10.6,11.21,11.21,"%",62,2.2,52,10.4
