"Bryce Harper_Was","Daniel Murphy_Was","Nolan Arenado_Col","Trea Turner_Was","Charlie Blackmon_Col","Adam Eaton_Was","Trevor Story_Col","Brian Dozier_Min","Carlos Gonzalez_Col","Anthony Rendon_Was","Jayson Werth_Was","Ian Desmond_Col","Ryan Zimmerman_Was","David Dahl_Col","DJ LeMahieu_Col","Michael Taylor_Was","Rougned Odor_Tex","Miguel Sano_Min","Todd Frazier_CWS","Shin-Soo Choo_Tex","Mark Reynolds_Col","Adrian Beltre_Tex","Jose Abreu_CWS","Max Kepler_Min","Matt Wieters_Was","Adam Lind_Was","Jonathan Lucroy_Tex","Joe Mauer_Min","Mike Napoli_Tex","Carlos Gomez_Tex","Kennys Vargas_Min","Robbie Grossman_Min","Gerardo Parra_Col","Melky Cabrera_CWS","Elvis Andrus_Tex","Nomar Mazara_Tex","Lorenzo Cain_KC","Joey Gallo_Tex","Eddie Rosario_Min","Byron Buxton_Min","Stephen Drew_Was","Eric Hosmer_KC","Jorge Polanco_Min","Delino DeShields_Tex","Jose Lobaton_Was","Stephen Cardullo_Col","Raimel Tapia_Col","Tim Anderson_CWS","Dustin Garneau_Col","Tom Murphy_Col","Wilmer Difo_Was","Alex Gordon_KC","Brandon Moss_KC","Tyler Saladino_CWS","Jorge Soler_KC","Jurickson Profar_Tex","Chris Heisey_Was","Whit Merrifield_KC","Avisail Garcia_CWS","Peter O'Brien_KC","Danny Santana_Min","Salvador Perez_KC","Cheslor Cuthbert_KC","Alcides Escobar_KC","Robinson Chirinos_Tex","Jason Castro_Min","Pat Valaika_Col","Mike Moustakas_KC","Paulo Orlando_KC","Billy Burns_KC","Brett Nicholas_Tex","Tony Wolters_Col","Matt Davidson_CWS","Charlie Tilson_CWS","Chris Gimenez_Min","Ryan Rua_Tex","Eduardo Escobar_Min","Cristhian Adames_Col","Ryan O'Hearn_KC","Hanser Alberto_Tex","Alexi Amarista_Col","Leury Garcia_CWS","Jacob May_CWS","Terrance Gore_KC","Ehire Adrianza_Min","Cody Asche_CWS","Christian Colon_KC","Grant Green_Was","Geovany Soto_CWS","Omar Narvaez_CWS","Willy Garcia_CWS","Jorge Bonifacio_KC","Yolmer Sanchez_CWS","Raul Mondesi_KC","Drew Robinson_Tex","Kevan Smith_CWS","Drew Butera_KC","Zack Collins_CWS"
180.379120879121,-16.5833333333333,0,-6.25,0,56.5512820512821,0,0,0,35.4545454545455,9.11111111111111,0,70.9393939393939,0,0,2,0,0,0,0,0,0,0,0,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,125,0,0,0,0,0,48.8571428571429,0,0,0,0,0,-137.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-16.5833333333333,107.333333333333,0,-9.75,0,-25.4090909090909,0,0,0,-5.93636363636364,31.5555555555556,0,-16.9,0,0,0,0,0,0,0,0,0,0,0,28.5545454545455,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-162.5,0,0,0,10,0,0,0,0,0,-8.45238095238095,0,0,0,0,0,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,80.8291666666667,0,3.8,0,-0.171428571428571,0,-9.4952380952381,0,0,0,0,0,-10.2833333333333,0,0,0,0,0,-2.15714285714286,0,0,0,0,0,0,0,0,0,0,0,11.3777777777778,0,0,0,0,0,0,0,0,0,0,0,0,14.05,0,0,12.0714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-6.25,-9.75,0,22,0,5.25,0,0,0,11.1666666666667,-4,0,-28.25,0,0,0,0,0,0,0,0,0,0,0,-19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3.8,0,49.3333333333333,0,13.8285714285714,0,20.4095238095238,0,0,0,0,0,-9,0,0,0,0,0,13.0285714285714,0,0,0,0,0,0,0,0,0,0,0,21.4666666666667,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0,0,14.8809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7916666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56.5512820512821,-25.4090909090909,0,5.25,0,57.0641025641026,0,0,0,6.06363636363636,1.33333333333333,0,22.1545454545455,0,0,-12,0,0,0,0,0,0,0,0,11.5454545454545,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.166666666667,0,0,0,0,0,0,0,0,0,19.8333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.171428571428571,0,13.8285714285714,0,42.2571428571429,0,6.47252747252747,0,0,0,0,0,-3,0,0,0,0,0,10.3516483516484,0,0,0,0,0,0,0,0,0,0,0,20.2916666666667,0,0,0,0,0,0,0,0,0,0,0,0,-10.25,0,0,2.76190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,26.4545454545455,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,17.6818181818182,0,0,0,-3.44444444444444,0,0,0,-3.66666666666667,0,0,0,0,0,0,-6.54545454545455,5.02777777777778,0,0,-1.81818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.11111111111111,0,0,0,0,0,0,0,0,-10.6666666666667,0,-15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-9.4952380952381,0,20.4095238095238,0,6.47252747252747,0,19.2095238095238,0,0,0,0,0,-5.66666666666667,0,0,0,0,0,-9.13186813186813,0,0,0,0,0,0,0,0,0,0,0,11.0416666666667,0,0,0,0,0,0,0,0,0,0,0,0,-7.66666666666667,0,0,-1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.4545454545455,-5.93636363636364,0,11.1666666666667,0,6.06363636363636,0,0,0,14.75,1.85714285714286,0,0.533333333333333,0,0,0.333333333333333,0,0,0,0,0,0,0,0,-10.1111111111111,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5.52380952380952,0,0,0,0,0,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.11111111111111,31.5555555555556,0,-4,0,1.33333333333333,0,0,0,1.85714285714286,28.8888888888889,0,-6.52777777777778,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.6666666666667,0,0,0,0,0,0,0,0,0,-4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70.9393939393939,-16.9,0,-28.25,0,22.1545454545455,0,0,0,0.533333333333333,-6.52777777777778,0,84.969696969697,0,0,13,0,0,0,0,0,0,0,0,-1.74545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.833333333333,0,0,0,0,0,0,0,0,0,34.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
