"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Kevin Pillar","OF","TOR","vs LAA",5.21,"Bridwell, R 3.09","R",0.242,0.3,0.156,0,0,0,8,2700,18.2,6.7,4.35,4.35,"%",49,1.6,0,NA
"Danny Valencia","1B","SEA","vs NYM",5.32,"Montero, R 5.19","R",0.266,0.324,0.153,0,0,0,6,3100,22.3,6.9,7.19,7.19,"%",45,2.3,3,1
"Jose Bautista","OF","TOR","vs LAA",5.21,"Bridwell, R 3.09","R",0.217,0.32,0.174,0,0,0,1,3800,24.7,7.4,10.46,10.46,"%",52,2.8,7,1.8
"Josh Donaldson","3B","TOR","vs LAA",5.21,"Bridwell, R 3.09","R",0.242,0.357,0.195,0,0,0,3,4200,25.4,7.5,11.49,11.49,"%",54,2.7,2,0.5
"Jose Reyes","3B/SS","NYM","@ SEA",4.18,"Miranda, L 4.30","B",0.23,0.297,0.164,0,0,0,8,3900,19.5,6.7,5.8,5.8,"%",49,1.5,5,1.3
"Ryan Goins","2B/SS","TOR","vs LAA",5.21,"Bridwell, R 3.09","L",0.207,0.258,0.122,0,0,0,9,2700,13.8,4.1,3.17,3.17,"%",35,1.2,0,NA
"Justin Smoak","1B","TOR","vs LAA",5.21,"Bridwell, R 3.09","B",0.299,0.413,0.294,0,0,0,4,4900,29.7,8.8,12.82,12.82,"%",52,2.6,17,3.5
"Edwin Encarnacion","1B","CLE","@ CWS",5.76,"Holland, L 5.56","R",0.264,0.382,0.232,0,0,0,4,5100,33.7,8.6,15.5,15.5,"%",47,3,4,0.8
"Russell Martin","C","TOR","vs LAA",5.21,"Bridwell, R 3.09","R",0.217,0.333,0.157,0,0,0,2,3400,22.6,6.7,8.99,8.99,"%",49,2.6,6,1.8
"Brandon Guyer","OF","CLE","@ CWS",5.76,"Holland, L 5.56","R",0.195,0.255,0.103,0,0,0,7,3100,15,3.3,6.09,6.09,"%",33,2,12,3.9
"Steven Souza Jr.","OF","TB","@ NYY",3.66,"Tanaka, R 5.37","R",0.274,0.384,0.239,0,0,0,5,4500,25.1,9,8.49,8.49,"%",54,1.9,0,NA
"Evan Longoria","3B","TB","@ NYY",3.66,"Tanaka, R 5.37","R",0.272,0.334,0.181,0,0,0,3,3900,22.6,7.9,8.19,8.19,"%",55,2.1,0,NA
"Logan Forsythe","2B/3B","LAD","vs SF",5.49,"Moore, L 5.82","R",0.244,0.323,0.089,0,0,0,5,3100,19.6,6,7.23,7.23,"%",48,2.3,0,NA
"Asdrubal Cabrera","2B/SS","NYM","@ SEA",4.18,"Miranda, L 4.30","B",0.26,0.334,0.15,0,0,0,2,3800,22.9,7.1,8.65,8.65,"%",50,2.3,15,3.9
"Tim Beckham","SS","TB","@ NYY",3.66,"Tanaka, R 5.37","R",0.269,0.325,0.154,0,0,0,8,3300,18.3,6.8,3.96,3.96,"%",47,1.2,0,NA
"Matt Moore","P","SF","@ LAD",5.49,"Wood, L 2.24","L",5.82,0,0,5.6,7.6,1.59,NA,5700,29.8,9.9,7.72,7.72,"%",0,1.4,16.05,2.8
"Rene Rivera","C","NYM","@ SEA",4.18,"Miranda, L 4.30","R",0.238,0.292,0.146,0,0,0,9,2100,16.1,5.2,3.35,3.35,"%",39,1.6,0,NA
"Steve Pearce","OF","TOR","vs LAA",5.21,"Bridwell, R 3.09","R",0.269,0.336,0.187,0,0,0,6,3000,21.4,6.2,6.52,6.52,"%",40,2.2,0,NA
"Adam Jones","OF","BAL","@ TEX",5.23,"Cashner, R 3.64","R",0.276,0.334,0.186,0,0,0,1,4400,28.3,8,12.82,12.82,"%",52,2.9,3,0.7
"Manny Machado","3B","BAL","@ TEX",5.23,"Cashner, R 3.64","R",0.241,0.322,0.193,0,0,0,2,4400,29.1,7.7,12.51,12.51,"%",46,2.8,2,0.5
"Jonathan Schoop","2B","BAL","@ TEX",5.23,"Cashner, R 3.64","R",0.305,0.381,0.249,0,0,0,3,4500,27.6,8.8,12.82,12.82,"%",58,2.8,16,3.6
"Chris Davis","1B","BAL","@ TEX",5.23,"Cashner, R 3.64","L",0.218,0.328,0.237,0,0,0,4,3800,28.8,7.3,11.41,11.41,"%",41,3,10,2.6
"Chris Tillman","P","BAL","@ TEX",6.28,"Cashner, R 3.64","R",7.01,0,0,4.6,6.7,1.94,NA,5400,24.8,4.8,4.65,4.65,"%",0,0.9,-0.85,NA
"Hanley Ramirez","1B","BOS","vs KC",5.32,"Vargas, L 3.05","R",0.256,0.348,0.197,0,0,0,4,4400,25.8,7.5,11.58,11.58,"%",53,2.6,0,NA
"Mookie Betts","OF","BOS","vs KC",5.32,"Vargas, L 3.05","R",0.265,0.348,0.194,0,0,0,1,4600,32.1,9.4,12.64,12.64,"%",48,2.7,5,1.1
"Jackie Bradley Jr.","OF","BOS","vs KC",5.32,"Vargas, L 3.05","L",0.266,0.344,0.183,0,0,0,5,3600,23,7.5,8.8,8.8,"%",53,2.4,3,0.8
"Xander Bogaerts","SS","BOS","vs KC",5.32,"Vargas, L 3.05","R",0.285,0.334,0.133,0,0,0,6,3700,21.7,7.7,7.73,7.73,"%",55,2.1,0,NA
"Dustin Pedroia","2B","BOS","vs KC",5.32,"Vargas, L 3.05","R",0.303,0.352,0.107,0,0,0,3,4300,24.2,7.9,11.73,11.73,"%",60,2.7,0,NA
"Mike Napoli","1B","TEX","vs BAL",6.28,"Tillman, R 7.01","R",0.207,0.319,0.259,0,0,0,5,4000,27.1,7.1,11.38,11.38,"%",45,2.8,7,1.8
"Rick Porcello","P","BOS","vs KC",4.18,"Vargas, L 3.05","R",4.52,0,0,6.3,8.3,1.39,NA,10500,30,14.8,14.73,14.73,"%",48,1.4,13.55,1.3
"Sandy Leon","C","BOS","vs KC",5.32,"Vargas, L 3.05","B",0.239,0.294,0.141,0,0,0,9,2900,18.2,5.5,3.49,3.49,"%",33,1.2,4,1.4
"Brett Gardner","OF","NYY","vs TB",5.34,"Pruitt, R 6.25","L",0.254,0.348,0.204,0,0,0,1,4600,29.4,8.9,12.7,12.7,"%",53,2.8,22,4.8
"Chris Young","OF","BOS","vs KC",5.32,"Vargas, L 3.05","R",0.244,0.318,0.14,0,0,0,7,3300,18.1,5.2,5.56,5.56,"%",40,1.7,10,3
"Carlos Beltran","OF","HOU","@ DET",5.53,"Zimmermann, R 5.81","B",0.234,0.3,0.171,0,0,0,6,4000,23.5,6.8,9.69,9.69,"%",49,2.4,8,2
"Chase Headley","3B","NYY","vs TB",5.34,"Pruitt, R 6.25","B",0.273,0.333,0.114,0,0,0,7,3700,18,7,6.61,6.61,"%",59,1.8,0,NA
"Jose Pirela","OF","SD","vs PIT",4.04,"Kuhl, R 4.92","R",0.284,0.341,0.189,0,0,0,5,3800,20.7,8,6.92,6.92,"%",57,1.8,8,2.1
"Didi Gregorius","SS","NYY","vs TB",5.34,"Pruitt, R 6.25","L",0.314,0.366,0.206,0,0,0,5,4700,26.4,8.5,11.57,11.57,"%",56,2.5,5,1.1
