"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"1B","Paul Goldschmidt",5500,"ARI@SD 10:10PM ET",11.419,"ARI","SD",9.6,9,9.54,NA,"3","3",16
"3B","Jake Lamb",5200,"ARI@SD 10:10PM ET",10.41,"ARI","SD",9.14,8,7.68,NA,"4","4",20
"SS","Jean Segura",5100,"CWS@SEA 10:10PM ET",10.323,"SEA","CWS",8.02,8.2,9.52,NA,"1","1",2
"OF","AJ Pollock",4900,"ARI@SD 10:10PM ET",9.135,"ARI","SD",NA,0,NA,NA,"x","x",NA
"OF","Nelson Cruz",4800,"CWS@SEA 10:10PM ET",8.907,"SEA","CWS",10.3,8.5,10.08,NA,"3","3",0
"2B","Robinson Cano",4700,"CWS@SEA 10:10PM ET",8.889,"SEA","CWS",NA,0,NA,NA,"x","x",NA
"1B/OF","Cody Bellinger",4700,"MIA@LAD 10:10PM ET",10.708,"LAD","MIA",7.23,7.8,7.55,NA,"3","3",19
"1B","Wil Myers",4700,"ARI@SD 10:10PM ET",9.114,"SD","ARI",8.3,8.2,8.08,NA,"3","3",0
"1B","Jose Abreu",4500,"CWS@SEA 10:10PM ET",8.051,"CWS","SEA",8.05,7.1,7.98,NA,"4","3",14
"SS","Corey Seager",4500,"MIA@LAD 10:10PM ET",8.535,"LAD","MIA",9.27,8.1,8.32,NA,"2","2",25
"OF/SS","Chris Owings",4400,"ARI@SD 10:10PM ET",8.488,"ARI","SD",6.21,6.1,6.47,NA,"7","1",8
"OF","Yasmany Tomas",4400,"ARI@SD 10:10PM ET",8,"ARI","SD",6.97,6.7,7.13,NA,"5","5",7
"OF","Giancarlo Stanton",4300,"MIA@LAD 10:10PM ET",8.463,"MIA","LAD",8.16,9.3,7.72,NA,"5","4",23
"OF","Avisail Garcia",4200,"CWS@SEA 10:10PM ET",8.923,"CWS","SEA",7.67,6.2,6.63,NA,"5","4",48
"SS","Tim Anderson",4200,"CWS@SEA 10:10PM ET",6.606,"CWS","SEA",NA,5.5,6.24,NA,"7","6",10
"OF","Yasiel Puig",4200,"MIA@LAD 10:10PM ET",7.881,"LAD","MIA",NA,NA,NA,NA,"7","x",NA
"1B","Justin Bour",4100,"MIA@LAD 10:10PM ET",7.61,"MIA","LAD",4.8,6.5,6.47,NA,"x","5",7
"OF","David Peralta",4100,"ARI@SD 10:10PM ET",7.771,"ARI","SD",8.16,8.1,7.95,NA,"2","2",18
"3B","Justin Turner",4000,"MIA@LAD 10:10PM ET",8.35,"LAD","MIA",NA,0,8.09,NA,"x","x",NA
"OF","Christian Yelich",4000,"MIA@LAD 10:10PM ET",7.825,"MIA","LAD",5.74,6.7,7.25,NA,"3","2",6
"OF","Melky Cabrera",3800,"CWS@SEA 10:10PM ET",5.892,"CWS","SEA",7.3,7,7.35,NA,"3","2",14
"3B","Todd Frazier",3800,"CWS@SEA 10:10PM ET",6.206,"CWS","SEA",8.24,6.6,7.02,NA,"6","5",12
"3B","Kyle Seager",3800,"CWS@SEA 10:10PM ET",6.5,"SEA","CWS",9.18,8.3,8.74,NA,"4","4",3
"OF","Mitch Haniger",3800,"CWS@SEA 10:10PM ET",11.429,"SEA","CWS",NA,0,NA,NA,"x","x",NA
"OF","Ben Gamel",3800,"CWS@SEA 10:10PM ET",8.727,"SEA","CWS",NA,7.4,8.41,NA,"2","2",5
"2B","Dee Gordon",3800,"MIA@LAD 10:10PM ET",6.975,"MIA","LAD",5.89,6.9,7.44,NA,"1","1",15
"2B","Brandon Drury",3800,"ARI@SD 10:10PM ET",7.132,"ARI","SD",6.35,6.1,6.33,NA,"6","6",2
"2B/3B","Logan Forsythe",3700,"MIA@LAD 10:10PM ET",5.4,"LAD","MIA",NA,0,NA,NA,"x","x",NA
"OF","Marcell Ozuna",3700,"MIA@LAD 10:10PM ET",8.927,"MIA","LAD",7.13,7.5,6.66,NA,"4","3",12
"2B","Chris Taylor",3700,"MIA@LAD 10:10PM ET",7.857,"LAD","MIA",NA,6,6.19,NA,"8","6",4
"2B/3B","Yoan Moncada",3600,"CWS@SEA 10:10PM ET",0,"CWS","SEA",NA,0,NA,NA,"x","x",NA
"C","Yasmani Grandal",3600,"MIA@LAD 10:10PM ET",6.568,"LAD","MIA",6.71,7,7.49,NA,"4","4",7
"OF","Joc Pederson",3600,"MIA@LAD 10:10PM ET",5.273,"LAD","MIA",7.38,7,6.51,NA,"6","7",0
"OF","Jarrod Dyson",3500,"CWS@SEA 10:10PM ET",7.075,"SEA","CWS",6.75,7,7.51,NA,"8","9",0
"OF","Rey Fuentes",3500,"ARI@SD 10:10PM ET",3.25,"ARI","SD",NA,6.4,NA,NA,"x","8",NA
"3B","Ryan Schimpf",3500,"ARI@SD 10:10PM ET",6.175,"SD","ARI",NA,NA,NA,NA,"5","x",NA
"OF","Hunter Renfroe",3500,"ARI@SD 10:10PM ET",6.093,"SD","ARI",5.67,6.6,6.39,NA,"7","5",4
"SS","Nick Ahmed",3500,"ARI@SD 10:10PM ET",5.645,"ARI","SD",5.11,0,1.52,NA,"x","x",NA
"OF","Manuel Margot",3500,"ARI@SD 10:10PM ET",7.047,"SD","ARI",6.95,7.6,7.45,NA,"1","1",2
"OF","Leonys Martin",3400,"CWS@SEA 10:10PM ET",3.867,"SEA","CWS",NA,0,NA,NA,"x","x",NA
"2B/SS","Taylor Motter",3400,"CWS@SEA 10:10PM ET",6.389,"SEA","CWS",5.63,6.8,7.66,NA,"6","5",6
"1B","Adrian Gonzalez",3400,"MIA@LAD 10:10PM ET",4.548,"LAD","MIA",6.74,6.9,1.68,NA,"5","5",0
"1B/2B","Chase Utley",3400,"MIA@LAD 10:10PM ET",4.147,"LAD","MIA",5.94,5.9,6.39,NA,"1","1",0
"OF","Franklin Gutierrez",3400,"MIA@LAD 10:10PM ET",3.722,"LAD","MIA",NA,0,1.76,NA,"x","x",NA
"C","JT Realmuto",3400,"MIA@LAD 10:10PM ET",6.917,"MIA","LAD",6.14,6.7,5.67,NA,"2","6",9
"C/OF","Chris Herrmann",3400,"ARI@SD 10:10PM ET",3.233,"ARI","SD",5.97,5.8,1.55,NA,"x","7",21
"OF","Jeremy Hazelbaker",3400,"ARI@SD 10:10PM ET",2.952,"ARI","SD",NA,0,NA,NA,"x","x",NA
"OF","Leury Garcia",3300,"CWS@SEA 10:10PM ET",6.833,"CWS","SEA",NA,NA,NA,NA,"1","x",NA
"3B","Martin Prado",3300,"MIA@LAD 10:10PM ET",6.588,"MIA","LAD",NA,0,1.32,NA,"x","x",NA
"OF","Alex Dickerson",3300,"ARI@SD 10:10PM ET",0,"SD","ARI",NA,0,1.7,NA,"x","x",NA
"1B/3B","Matt Davidson",3200,"CWS@SEA 10:10PM ET",6.862,"CWS","SEA",6.12,5.3,5.75,NA,"8","7",23
"2B","Yangervis Solarte",3200,"ARI@SD 10:10PM ET",5.932,"SD","ARI",6.66,6.4,6.86,NA,"4","4",0
"OF","Socrates Brito",3200,"ARI@SD 10:10PM ET",0,"ARI","SD",NA,0,NA,NA,"x","x",NA
"1B","Danny Valencia",3100,"CWS@SEA 10:10PM ET",6.256,"SEA","CWS",NA,NA,NA,NA,"5","x",NA
"C","Mike Zunino",3100,"CWS@SEA 10:10PM ET",3.28,"SEA","CWS",NA,0,NA,NA,"x","x",NA
"OF","Guillermo Heredia",3100,"CWS@SEA 10:10PM ET",6.167,"SEA","CWS",6.25,6.2,6.42,NA,"7","6",0
"OF","Trayce Thompson",3100,"MIA@LAD 10:10PM ET",0,"LAD","MIA",NA,0,NA,NA,"x","x",NA
"C","Austin Barnes",3100,"MIA@LAD 10:10PM ET",6.316,"LAD","MIA",NA,0,1.61,NA,"x","x",NA
"OF","Gregor Blanco",3100,"ARI@SD 10:10PM ET",5.1,"ARI","SD",NA,NA,NA,NA,"1","x",NA
"3B/OF","Cory Spangenberg",3100,"ARI@SD 10:10PM ET",5.619,"SD","ARI",5.66,5.7,1.58,NA,"x","7",6
"2B/SS","Tyler Saladino",3000,"CWS@SEA 10:10PM ET",5.393,"CWS","SEA",6.14,0,1.66,NA,"x","x",NA
"OF","Charlie Tilson",3000,"CWS@SEA 10:10PM ET",0,"CWS","SEA",NA,0,NA,NA,"x","x",NA
"3B","Derek Dietrich",3000,"MIA@LAD 10:10PM ET",3.917,"MIA","LAD",5.42,5.2,1.47,NA,"x","7",13
"OF","Andrew Toles",3000,"MIA@LAD 10:10PM ET",6.094,"LAD","MIA",NA,0,NA,NA,"x","x",NA
"OF","Travis Jankowski",3000,"ARI@SD 10:10PM ET",3.765,"SD","ARI",NA,0,1.66,NA,"x","x",NA
"C","Austin Hedges",3000,"ARI@SD 10:10PM ET",5.762,"SD","ARI",5.72,6.2,5.43,NA,"6","6",0
"2B","Yolmer Sanchez",2900,"CWS@SEA 10:10PM ET",6.536,"CWS","SEA",NA,6.5,6.73,NA,"2","1",12
"3B/OF","Rob Segedin",2900,"MIA@LAD 10:10PM ET",2.5,"LAD","MIA",NA,0,NA,NA,"x","x",NA
"OF","Matt Szczur",2900,"ARI@SD 10:10PM ET",2.84,"SD","ARI",NA,6.8,5.16,NA,"2","2",2
"2B/SS","Shawn O'Malley",2800,"CWS@SEA 10:10PM ET",0,"SEA","CWS",NA,0,NA,NA,"x","x",NA
"OF","Andre Ethier",2800,"MIA@LAD 10:10PM ET",0,"LAD","MIA",NA,0,NA,NA,"x","x",NA
"OF/SS","Kike Hernandez",2800,"MIA@LAD 10:10PM ET",4.611,"LAD","MIA",NA,5,1.58,NA,"x","8",NA
"C","Chris Iannetta",2800,"ARI@SD 10:10PM ET",5,"ARI","SD",NA,0,NA,NA,"x","x",NA
"C","Carlos Ruiz",2700,"CWS@SEA 10:10PM ET",2.85,"SEA","CWS",4.74,4.2,5.46,NA,"9","8",7
