Rk,ID,Player,Pos,Week,Team,Opp,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Sck,Int,FF,FR,Fantasy Points
1,14587,Josh Gordon,WR,12,CLE,PIT,0,0,0,0,0,14,237,1,0,0,0,0,46.70
2,8355,Julian Edelman,WR,12,NE,DEN,0,0,0,0,0,9,110,2,0,0,0,0,35
3,7969,Jamaal Charles,RB,12,KC,SD,0,0,0,115,2,4,42,0,0,0,0,0,34.70
4,8699,Knowshon Moreno,RB,12,DEN,NE,0,0,0,224,1,1,6,0,0,0,0,0,33
5,15138,Eddie Lacy,RB,12,GB,MIN,0,0,0,110,1,6,48,0,0,0,0,0,30.80
6,8244,Philip Rivers,QB,12,SD,KC,392,3,0,1,0,0,0,0,0,0,0,0,30.78
7,11667,Brandon Marshall,WR,12,CHI,LA,0,0,0,0,0,10,117,1,0,0,0,0,30.70
8,8664,Tiquan Underwood,WR,12,TB,DET,0,0,0,0,0,3,108,2,0,0,0,0,28.80
9,4314,Tom Brady,QB,12,NE,DEN,344,3,0,0,0,0,0,0,0,0,0,0,27.76
10,8529,Mike Wallace,WR,12,MIA,CAR,0,0,0,0,0,5,127,1,0,0,0,0,26.70
11,8283,Ryan Fitzpatrick,QB,12,TEN,OAK,320,2,0,26,0,0,0,0,0,0,0,0,26.40
12,11712,Anquan Boldin,WR,12,SF,WAS,0,0,0,0,0,5,94,2,0,0,0,0,26.40
13,7308,Maurice Jones-Drew,RB,12,JAX,HOU,0,0,0,84,1,6,60,0,0,0,0,0,26.40
14,14978,Justin Hunter,WR,12,TEN,OAK,0,0,0,0,0,6,109,1,0,0,0,0,25.90
15,13957,Kendall Wright,WR,12,TEN,OAK,0,0,0,0,0,6,103,1,0,0,0,0,25.30
16,15076,Keenan Allen,WR,12,SD,KC,0,0,0,0,0,9,124,0,0,0,0,0,24.40
17,11488,Jimmy Graham,TE,12,NO,ATL,0,0,0,0,0,5,100,1,0,0,0,0,24
18,4807,Adrian Peterson,RB,12,MIN,GB,0,0,0,146,1,1,2,0,0,0,0,0,23.80
19,2428,Carson Palmer,QB,12,ARI,IND,314,2,0,0,0,0,0,0,0,0,0,0,23.56
20,5282,Josh McCown,QB,12,CHI,LA,352,2,1,4,0,0,0,0,0,0,0,0,23.48
21,13443,Colin Kaepernick,QB,12,SF,WAS,235,3,0,20,0,0,0,0,0,0,0,0,23.40
22,5100,Jacoby Jones,WR,12,BAL,NYJ,0,0,0,0,0,4,103,1,0,0,0,0,23.30
23,28,Pittsburgh Steelers,DST,12,PIT,CLE,0,0,0,0,0,0,0,0,5,1,3,3,23
24,12317,Danny Woodhead,RB,12,SD,KC,0,0,0,25,1,4,45,1,0,0,0,0,23
25,12536,Andre Brown,RB,12,NYG,DAL,0,0,0,127,0,4,11,0,0,0,0,0,22.80
26,5571,Larry Fitzgerald,WR,12,ARI,IND,0,0,0,4,0,5,52,2,0,0,0,0,22.60
27,6739,Alex Smith,QB,12,KC,SD,294,3,1,-3,0,0,0,0,0,0,0,0,22.46
28,13799,Ryan Tannehill,QB,12,MIA,CAR,310,1,1,36,0,0,0,0,0,0,0,0,22
29,10974,Rob Gronkowski,TE,12,NE,DEN,0,0,0,0,0,7,90,1,0,0,0,0,22
30,6029,Calvin Johnson,WR,12,DET,TB,0,0,0,0,0,7,115,0,0,0,0,0,21.50
31,13320,Cam Newton,QB,12,CAR,MIA,174,1,1,51,1,0,0,0,0,0,0,0,21.06
32,11982,Nate Burleson,WR,12,DET,TB,0,0,0,0,0,7,77,1,0,0,0,0,20.70
33,9038,Matthew Stafford,QB,12,DET,TB,297,3,4,6,0,0,0,0,0,0,0,0,20.48
34,11056,Antonio Brown,WR,12,PIT,CLE,0,0,0,-8,0,6,92,1,0,0,0,0,20.40
35,14478,Michael Floyd,WR,12,ARI,IND,0,0,0,0,0,7,104,0,0,0,0,0,20.40
36,95,Tampa Bay Buccaneers,DST,12,TB,DET,0,0,0,0,0,0,0,0,2,4,2,1,20
37,15207,Benjamin Cunningham,RB,12,LA,CHI,0,0,0,109,1,0,0,0,0,0,0,0,19.90
38,722,Jason Witten,TE,12,DAL,NYG,0,0,0,0,0,4,37,2,0,0,0,0,19.70
39,2730,Donnie Avery,WR,12,KC,SD,0,0,0,0,0,4,91,1,0,0,0,0,19.10
40,7242,Drew Brees,QB,12,NO,ATL,278,2,0,-6,0,0,0,0,0,0,0,0,18.52
41,15215,Tavon Austin,WR,12,LA,CHI,0,0,0,65,1,2,39,0,0,0,0,0,18.40
42,8534,Jared Cook,TE,12,LA,CHI,0,0,0,0,0,4,80,1,0,0,0,0,18
43,957,Pierre Thomas,RB,12,NO,ATL,0,0,0,73,0,5,57,0,0,0,0,0,18
44,2699,Matt Forte,RB,12,CHI,LA,0,0,0,77,0,7,40,0,0,0,0,0,17.70
45,11270,Dez Bryant,WR,12,DAL,NYG,0,0,0,0,0,9,86,0,0,0,0,0,17.60
46,11063,Emmanuel Sanders,WR,12,PIT,CLE,0,0,0,0,0,6,52,1,0,0,0,0,17.20
47,12780,Shane Vereen,RB,12,NE,DEN,0,0,0,31,0,8,60,0,0,0,0,0,17.10
48,14122,Ladarius Green,TE,12,SD,KC,0,0,0,0,0,3,80,1,0,0,0,0,17
49,14275,Jarrett Boykin,WR,12,GB,MIN,0,0,0,0,0,5,60,1,0,0,0,0,17
50,1652,Steven Jackson,RB,12,ATL,NO,0,0,0,63,1,3,16,0,0,0,0,0,16.90
51,6211,Harry Douglas,WR,12,ATL,NO,0,0,0,0,0,9,79,0,0,0,0,0,16.90
52,15221,Zac Stacy,RB,12,LA,CHI,0,0,0,87,1,1,10,0,0,0,0,0,16.70
53,3867,Tony Romo,QB,12,DAL,NYG,234,2,1,1,0,0,0,0,0,0,0,0,16.46
54,3807,Ben Roethlisberger,QB,12,PIT,CLE,217,2,0,-3,0,0,0,0,0,0,0,0,16.38
55,1181,Martellus Bennett,TE,12,CHI,LA,0,0,0,0,0,4,62,1,0,0,0,0,16.20
56,8649,Rashad Jennings,RB,12,OAK,TEN,0,0,0,73,0,4,49,0,0,0,0,0,16.20
57,15201,Mike Glennon,QB,12,TB,DET,247,2,0,-17,0,0,0,0,0,0,0,0,16.18
58,7203,Dwayne Bowe,WR,12,KC,SD,0,0,0,0,0,5,51,1,0,0,0,0,16.10
59,36,Baltimore Ravens,DST,12,BAL,NYJ,0,0,0,0,0,0,0,0,3,2,0,1,16
60,5084,Vernon Davis,TE,12,SF,WAS,0,0,0,0,0,4,70,1,0,0,0,0,16
61,3382,Marcel Reece,FB,12,OAK,TEN,0,0,0,14,0,4,44,1,0,0,0,0,15.80
62,852,Jacob Tamme,TE,12,DEN,NE,0,0,0,0,0,5,47,1,0,0,0,0,15.70
63,13124,DeMarco Murray,RB,12,DAL,NYG,0,0,0,86,0,3,40,0,0,0,0,0,15.60
64,13997,Coby Fleener,TE,12,IND,ARI,0,0,0,0,0,4,55,1,0,0,0,0,15.50
65,15367,Tim Wright,TE,12,TB,DET,0,0,0,0,0,8,75,0,0,0,0,0,15.50
66,3895,Matt Flynn,QB,12,GB,MIN,218,1,0,24,0,0,0,0,0,0,0,0,15.12
67,13002,Cecil Shorts,WR,12,JAX,HOU,0,0,0,0,0,8,71,0,0,0,0,0,15.10
68,6302,James Jones,WR,12,GB,MIN,0,0,0,0,0,7,80,0,0,0,0,0,15
69,4932,Eli Manning,QB,12,NYG,DAL,174,2,0,0,0,0,0,0,0,0,0,0,14.96
70,3931,Rashard Mendenhall,RB,12,ARI,IND,0,0,0,54,1,1,24,0,0,0,0,0,14.80
71,14008,Andrew Luck,QB,12,IND,ARI,163,1,1,31,0,0,0,0,0,0,0,0,14.62
72,11256,Ryan Mathews,RB,12,SD,KC,0,0,0,55,1,2,10,0,0,0,0,0,14.50
73,1658,Greg Olsen,TE,12,CAR,MIA,0,0,0,0,0,5,34,1,0,0,0,0,14.40
74,11197,Demaryius Thomas,WR,12,DEN,NE,0,0,0,0,0,4,41,1,0,0,0,0,14.10
