"Cody Bellinger_LAD","Corey Seager_LAD","Justin Turner_LAD","JD Martinez_DET","Yasiel Puig_LAD","Chris Taylor_LAD","Jose Abreu_CWS","Miguel Cabrera_DET","Whit Merrifield_KC","Ian Kinsler_DET","Justin Upton_DET","Andrew Romine_DET","Eric Hosmer_KC","Adrian Gonzalez_LAD","Chase Utley_LAD","Joc Pederson_LAD","Salvador Perez_KC","Jorge Bonifacio_KC","Melky Cabrera_CWS","Yasmani Grandal_LAD","Mike Moustakas_KC","Nicholas Castellanos_DET","Logan Forsythe_LAD","Avisail Garcia_CWS","Alex Avila_DET","Franklin Gutierrez_LAD","Matt Davidson_CWS","Peter O'Brien_LAD","Austin Barnes_LAD","Yoan Moncada_CWS","Lorenzo Cain_KC","Jose Iglesias_DET","Mikie Mahtook_DET","Victor Martinez_DET","Todd Frazier_CWS","Alen Hanson_CWS","Tim Anderson_CWS","Cheslor Cuthbert_KC","Trayce Thompson_LAD","Kike Hernandez_LAD","Andrew Toles_LAD","Willie Calhoun_LAD","Paulo Orlando_KC","Billy Burns_KC","Jorge Soler_KC","Rob Segedin_LAD","Charlie Tilson_CWS","Adam Engel_CWS","Alex Verdugo_LAD","Dixon Machado_DET","JaCoby Jones_DET","Andre Ethier_LAD","Alcides Escobar_KC","Alex Presley_DET","John Hicks_DET","Tyler Collins_DET","Scott Van Slyke_LAD","Tyler Saladino_CWS","Yolmer Sanchez_CWS","James McCann_DET","Ryan O'Hearn_KC","Leury Garcia_CWS","Omar Narvaez_CWS","Jacob May_CWS","Jim Adduci_DET","Terrance Gore_KC","Cody Asche_CWS","Geovany Soto_CWS","Willy Garcia_CWS","Matt den Dekker_DET","Mike Freeman_LAD","Brandon Moss_KC","Raul Mondesi_KC","Ramon Torres_KC","Brett Eibner_LAD","Kevan Smith_CWS","Alex Gordon_KC","Hunter Dozier_KC","Drew Butera_KC","Grant Green_CWS","Zack Collins_CWS"
0,0,0,46,0,0,0,63,0,59,74,34,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,62,27,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,0,15,12,25,0,0,0,37,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,18,0,0,0,33,0,25,34,38,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,30,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,6,3,15,0,0,0,16,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,68,0,0,0,84,0,0,0,76,60,0,0,75,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,21,0,0,0,0,11,0,23,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,10,9,0,0,75,0,18,0,0
25,38,21,0,36,19,0,0,0,0,0,0,0,40,28,13,0,0,0,36,0,0,20,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,46,28,0,44,34,0,0,0,0,0,0,0,28,50,30,0,0,0,47,0,0,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,38,36,0,39,28,0,0,0,0,0,0,0,13,30,44,0,0,0,38,0,0,22,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,60,0,0,0,76,0,0,0,76,54,0,0,67,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,18,0,0,0,0,11,0,21,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,10,9,0,0,68,0,10,0,0
0,0,0,0,0,0,0,0,56,0,0,0,60,0,0,0,54,60,0,0,55,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,14,0,0,0,0,0,0,16,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,6,0,0,51,0,12,0,0
0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,65,0,0,54,0,0,0,0,0,0,0,65,9,67,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,26,49,0,0,40,35,6,0,0,13,10,19,0,0,0,0,0,0,32,0,0,0,0,0
51,60,43,0,58,42,0,0,0,0,0,0,0,36,47,38,0,0,0,65,0,0,33,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,61,0,0,0,75,0,0,0,67,55,0,0,75,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,13,0,0,0,0,9,0,20,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,10,7,0,0,68,0,11,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,40,28,0,37,30,0,0,0,0,0,0,0,20,21,22,0,0,0,33,0,0,46,0,0,8,0,0,15,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,69,0,0,52,0,0,0,0,0,0,0,58,5,61,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,27,42,0,0,41,31,7,0,0,14,10,14,0,0,0,0,0,0,28,0,0,0,0,0
0,0,0,32,0,0,0,38,0,38,43,24,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,38,10,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,14,4,18,0,0,0,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,11,10,0,9,10,0,0,0,0,0,0,0,3,0,2,0,0,0,2,0,0,8,0,0,13,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,52,0,0,57,0,0,0,0,0,0,0,47,6,50,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,20,38,0,0,30,24,4,0,0,3,5,14,0,0,0,0,0,0,28,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,18,18,0,16,20,0,0,0,0,0,0,0,5,3,7,0,0,0,2,0,0,15,0,0,11,0,0,24,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,65,0,0,0,81,0,0,0,74,57,0,0,73,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,19,0,0,0,0,11,0,21,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,10,8,0,0,72,0,17,0,0
0,0,0,43,0,0,0,59,0,50,62,30,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,66,25,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,12,11,23,0,0,0,31,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,22,0,0,0,28,0,27,27,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,25,31,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,2,7,2,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,34,0,0,0,52,0,49,57,31,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,51,24,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,9,7,24,0,0,0,28,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,58,0,0,47,0,0,0,0,0,0,0,68,8,60,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,21,46,0,0,36,31,6,0,0,10,9,19,0,0,0,0,0,0,30,0,0,0,0,0
0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,8,9,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,61,0,0,50,0,0,0,0,0,0,0,60,6,69,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,23,41,0,0,37,32,7,0,0,12,8,15,0,0,0,0,0,0,29,0,0,0,0,0
0,0,0,0,0,0,0,0,17,0,0,0,21,0,0,0,18,14,0,0,13,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,21,0,0,0,0,3,0,4,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,17,0,10,0,0
4,5,6,0,5,4,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,17,16,0,17,4,0,0,0,0,0,0,0,15,12,11,0,0,0,18,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,9,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,11,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,21,0,0,0,23,0,0,0,21,16,0,0,20,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,4,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,18,0,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,16,0,0,17,0,0,0,0,0,0,0,21,6,21,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,19,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,17,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,11,0,0,0,14,0,9,14,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,3,5,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,9,0,7,8,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,2,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,68,0,0,0,84,0,0,0,76,60,0,0,75,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,21,0,0,0,0,11,0,23,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,10,9,0,0,75,0,18,0,0
0,0,0,14,0,0,0,15,0,11,15,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,12,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,8,0,0,0,8,0,8,12,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,12,2,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6,0,0,0,19,0,23,25,15,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,23,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,2,27,0,0,0,15,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,5,0,6,4,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,27,0,0,20,0,0,0,0,0,0,0,21,0,23,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,29,7,0,0,23,11,5,0,0,8,9,5,0,0,0,0,0,0,9,0,0,0,0,0
0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,42,0,0,38,0,0,0,0,0,0,0,46,8,41,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,7,50,0,0,23,21,0,0,0,4,3,17,0,0,0,0,0,0,28,0,0,0,0,0
0,0,0,20,0,0,0,31,0,34,37,16,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,31,19,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,4,5,15,0,0,0,39,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,41,0,0,30,0,0,0,0,0,0,0,36,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,44,23,4,0,0,12,9,7,0,0,0,0,0,0,12,0,0,0,0,0
0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,31,0,0,24,0,0,0,0,0,0,0,31,7,32,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11,21,0,0,23,37,5,0,0,9,0,11,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,5,8,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,6,0,7,11,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,14,0,0,3,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,12,9,3,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,9,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,19,3,15,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,17,0,0,7,11,0,0,0,0,0,21,0,0,0,0,0,0,11,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,36,0,0,0,49,0,0,0,43,33,0,0,48,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,3,0,0,0,0,8,0,10,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,10,2,0,0,46,0,7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,10,0,0,0,0
0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,9,6,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,7,0,0,0,0
