"Place_lo","Place_hi","Payout"
"1","1","150000"
"2","2","75000"
"3","3","50000"
"4","4","25000"
"5","5","15000"
"6","7","10000"
"8","10","7000"
"11","15","5000"
"16","25","4000"
"26","45","3000"
"46","80","2500"
"81","135","2000"
"136","216","1500"
