"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Clayton Kershaw","P","LAD","vs STL",2.64,"Lynn, R 2.78","L",2.15,0,0,7,8.9,0.89,NA,13400,51.2,25.5,35.19,35.19,"%",69,2.6,38.95,2.9
"Jon Lester","P","CHC","vs SF",3.04,"Cueto, R 4.50","L",3.57,0,0,5.9,9.2,1.34,NA,11100,38,16.7,23.75,23.75,"%",57,2.1,42.35,3.8
"Johnny Cueto","P","SF","@ CHC",3.97,"Lester, L 3.57","R",4.5,0,0,6.4,8.2,1.26,NA,10400,35.1,16.5,16.09,16.09,"%",43,1.5,17.9,1.7
"Lance McCullers","P","HOU","vs DET",3.52,"Zimmermann, R 6.25","R",2.65,0,0,6,10.1,1.07,NA,10200,37.9,21,20.39,20.39,"%",58,2,22.85,2.2
"Carlos Carrasco","P","CLE","@ CIN",3.97,"Garrett, L 5.18","R",2.6,0,0,6.5,9,0.88,NA,9900,34,22.4,16.19,16.19,"%",60,1.6,11.65,1.2
"Matt Shoemaker","P","LAA","@ TB",4.38,"Cobb, R 3.67","R",4.47,0,0,5.6,9,1.29,NA,9200,32.1,14.9,12.16,12.16,"%",33,1.3,24.65,2.7
"Danny Duffy","P","KC","@ NYY",4.9,"Montgomery, L 4.81","L",2.97,0,0,6.4,7,1.27,NA,8800,36.6,16.5,11.54,11.54,"%",24,1.3,24.35,2.8
"Rick Porcello","P","BOS","vs TEX",3.86,"Cashner, R 2.45","R",4.23,0,0,6.1,9.4,1.41,NA,8500,32.6,16.6,16.69,16.69,"%",52,2,11.8,1.4
"Ervin Santana","P","MIN","@ BAL",5.04,"Bundy, R 2.97","R",2.07,0,0,6.8,6.5,0.87,NA,8100,34.2,21.5,11.82,11.82,"%",48,1.5,38.85,4.8
"Alex Cobb","P","TB","vs LAA",4.12,"Shoemaker, R 4.47","R",3.67,0,0,6.3,6,1.22,NA,7900,28.6,14.4,13.21,13.21,"%",47,1.7,13.1,1.7
"Dylan Bundy","P","BAL","vs MIN",4.46,"Santana, R 2.07","R",2.97,0,0,6.4,6,1.13,NA,7800,31.8,16.7,13.81,13.81,"%",46,1.8,20.35,2.6
"Jimmy Nelson","P","MIL","vs TOR",4.19,"Biagini, R 3.41","R",3.86,0,0,5.5,8.3,1.35,NA,7600,35.5,14.4,13.05,13.05,"%",22,1.7,3.85,0.5
"Jhoulys Chacin","P","SD","@ NYM",4.37,"Harvey, R 5.56","R",4.78,0,0,5.3,7.3,1.22,NA,7500,37,12.5,11.17,11.17,"%",0,1.5,-17.3,NA
"Tyler Glasnow","P","PIT","@ ATL",4.84,"Dickey, R 4.12","R",7.34,0,0,4.3,9.6,1.95,NA,7400,29.6,7.7,8.28,8.28,"%",0,1.1,11.5,1.6
