"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Jaime Garcia","Aaron Nola","Gary Sanchez","Matt Holliday","Starlin Castro","David Freese","Didi Gregorius","Aaron Judge","Avisail Garcia","Carlos Beltran"
"2","Ivan Nova","Chad Green","Gary Sanchez","Matt Holliday","Starlin Castro","David Freese","Andrelton Simmons","Aaron Judge","George Springer","Aaron Hicks"
"3","Jake Arrieta","Seth Lugo","Gary Sanchez","Matt Holliday","Starlin Castro","Kris Bryant","Addison Russell","Aaron Judge","Aaron Hicks","Carlos Beltran"
"4","Adam Wainwright","Chad Green","Gary Sanchez","Matt Holliday","Starlin Castro","Kris Bryant","Didi Gregorius","Aaron Judge","Michael Conforto","Rajai Davis"
"5","Adam Wainwright","Aaron Nola","Gary Sanchez","Matt Holliday","Starlin Castro","Derek Dietrich","Asdrubal Cabrera","Aaron Judge","Aaron Hicks","Ender Inciarte"
"6","Jose Quintana","Aaron Nola","Tyler Flowers","Matt Holliday","Starlin Castro","David Freese","Addison Russell","Aaron Judge","Brett Gardner","Aaron Hicks"
"7","Jaime Garcia","Jesse Chavez","Gary Sanchez","Matt Holliday","Starlin Castro","Evan Longoria","Trevor Story","Aaron Judge","Aaron Hicks","Christian Yelich"
"8","Jesse Chavez","Ivan Nova","Gary Sanchez","Matt Holliday","Starlin Castro","Todd Frazier","Didi Gregorius","Aaron Judge","Ender Inciarte","Seth Smith"
"9","Chris Archer","Aaron Nola","Elias Diaz","Jose Osuna","Josh Harrison","David Freese","Trevor Story","Andrew McCutchen","Christian Yelich","Austin Jackson"
"10","Chris Archer","Chad Green","Gary Sanchez","Chris Carter","Danny Espinosa","Ronald Torreyes","Didi Gregorius","Brett Gardner","Avisail Garcia","Carlos Beltran"
"11","Chris Archer","Aaron Nola","Gary Sanchez","Edwin Encarnacion","Jose Ramirez","David Freese","Erik Gonzalez","Aaron Judge","Austin Jackson","Daniel Robertson"
"12","Jose Quintana","Seth Lugo","Gary Sanchez","Matt Holliday","Starlin Castro","Alex Bregman","Didi Gregorius","Charlie Blackmon","Aaron Judge","Leury Garcia"
"13","Jaime Garcia","Aaron Nola","Gary Sanchez","Jose Abreu","Yolmer Sanchez","Todd Frazier","Tim Anderson","Aaron Judge","Brett Gardner","Avisail Garcia"
"14","Jake Arrieta","Jeff Locke","Gary Sanchez","Matt Holliday","Starlin Castro","Evan Longoria","Didi Gregorius","Aaron Judge","George Springer","Jason Heyward"
"15","Chris Archer","Chad Green","Gary Sanchez","Anthony Rizzo","Ben Zobrist","Kris Bryant","Aledmys Diaz","Aaron Judge","Jason Heyward","Jon Jay"
"16","Chris Archer","Ivan Nova","Elias Diaz","Jose Osuna","Josh Harrison","David Freese","JJ Hardy","Aaron Judge","Brett Gardner","Adam Frazier"
"17","Jaime Garcia","Aaron Nola","Evan Gattis","Marwin Gonzalez","Jose Altuve","David Freese","Addison Russell","Aaron Judge","Carlos Beltran","Josh Reddick"
"18","Adam Wainwright","Jaime Garcia","Roberto Perez","Matt Holliday","Starlin Castro","Kris Bryant","Aledmys Diaz","Aaron Judge","Brett Gardner","Aaron Hicks"
"19","Jose Quintana","Jeff Locke","Gary Sanchez","Matt Holliday","Starlin Castro","Todd Frazier","Aledmys Diaz","Aaron Judge","Aaron Hicks","Avisail Garcia"
"20","Chris Archer","Seth Lugo","Gary Sanchez","Chris Davis","Jonathan Schoop","David Freese","Addison Russell","Seth Smith","Adam Jones","Mark Trumbo"
"21","Chris Archer","Aaron Nola","Gary Sanchez","Mark Reynolds","Jonathan Schoop","Ruben Tejada","JJ Hardy","Aaron Judge","Seth Smith","Adam Jones"
"22","Chris Archer","Aaron Nola","JT Realmuto","Carlos Santana","DJ LeMahieu","Derek Dietrich","JT Riddle","Ender Inciarte","Marcell Ozuna","Christian Yelich"
"23","Chris Archer","Aaron Nola","Gary Sanchez","Tyler Moore","Jose Altuve","Alex Bregman","Addison Russell","George Springer","Josh Reddick","Norichika Aoki"
"24","Antonio Senzatela","Jesse Hahn","Gary Sanchez","Matt Holliday","Starlin Castro","Jedd Gyorko","Didi Gregorius","Aaron Judge","Andrew McCutchen","Stephen Piscotty"
"25","Chris Archer","Chad Green","Rene Rivera","Matt Holliday","Starlin Castro","Alex Bregman","Erik Gonzalez","Aaron Judge","Brett Gardner","Aaron Hicks"
"26","Chris Archer","Chad Green","Gary Sanchez","Matt Adams","Brandon Phillips","David Freese","Addison Russell","Ender Inciarte","Matt Kemp","Nick Markakis"
"27","Chris Archer","Chad Green","Elias Diaz","Josh Bell","Starlin Castro","David Freese","Jordy Mercer","Aaron Judge","Andrew McCutchen","Carlos Beltran"
"28","Jake Arrieta","Jaime Garcia","Gary Sanchez","Matt Carpenter","Josh Harrison","Jedd Gyorko","Aledmys Diaz","Aaron Judge","Dexter Fowler","Stephen Piscotty"
"29","Chris Archer","Jaime Garcia","Welington Castillo","Jose Osuna","Jonathan Schoop","Ruben Tejada","JJ Hardy","Seth Smith","Christian Yelich","Austin Jackson"
"30","Chris Archer","Jesse Hahn","Gary Sanchez","Matt Holliday","Starlin Castro","Jose Reyes","JJ Hardy","Aaron Judge","Aaron Hicks","Ichiro Suzuki"
"31","Jake Arrieta","Ivan Nova","Miguel Montero","Matt Holliday","Starlin Castro","Evan Longoria","Asdrubal Cabrera","Aaron Judge","Brett Gardner","Aaron Hicks"
"32","Chris Archer","Aaron Nola","Omar Narvaez","Matt Davidson","Yolmer Sanchez","David Freese","Tim Anderson","Aaron Judge","Brett Gardner","Leury Garcia"
"33","Chris Archer","Aaron Nola","Tyler Flowers","Matt Adams","Johan Camargo","David Freese","Dansby Swanson","Aaron Judge","Carlos Beltran","Matt Kemp"
"34","Jaime Garcia","Aaron Nola","Gary Sanchez","Chris Carter","Jonathan Schoop","Ronald Torreyes","Didi Gregorius","Charlie Blackmon","Brett Gardner","Leury Garcia"
"35","Jake Arrieta","Jaime Garcia","Elias Diaz","Jose Osuna","Josh Harrison","David Freese","Addison Russell","Aaron Judge","Andrew McCutchen","Carlos Beltran"
"36","Chris Archer","Chad Green","Rene Rivera","Jay Bruce","Neil Walker","Jose Reyes","Asdrubal Cabrera","Charlie Blackmon","Leury Garcia","Christian Yelich"
"37","Chris Archer","Aaron Nola","Martin Maldonado","CJ Cron","Danny Espinosa","David Freese","Andrelton Simmons","Aaron Judge","Brett Gardner","Eric Young"
"38","Carlos Carrasco","Aaron Nola","Tyler Flowers","Chris Davis","Jonathan Schoop","Kris Bryant","Asdrubal Cabrera","Seth Smith","Adam Jones","Mark Trumbo"
"39","Jake Arrieta","Aaron Nola","Rene Rivera","Jay Bruce","Neil Walker","Jose Reyes","Asdrubal Cabrera","Aaron Judge","Brett Gardner","Carlos Beltran"
"40","Chris Archer","Aaron Nola","Roberto Perez","Chris Carter","Jonathan Schoop","Ronald Torreyes","Addison Russell","Aaron Judge","Brett Gardner","Aaron Hicks"
"41","Chris Archer","Jaime Garcia","JT Realmuto","Tyler Moore","Jonathan Schoop","Derek Dietrich","Trevor Story","Marcell Ozuna","Christian Yelich","Austin Jackson"
"42","Chris Archer","Aaron Nola","Tyler Flowers","Matt Adams","Brandon Phillips","Kris Bryant","Trevor Story","Matt Kemp","Nick Markakis","Christian Yelich"
"43","Chris Archer","Jaime Garcia","Roberto Perez","Edwin Encarnacion","Jose Ramirez","Kris Bryant","Erik Gonzalez","Matt Kemp","Christian Yelich","Austin Jackson"
"44","Chris Archer","Aaron Nola","Gary Sanchez","Chris Carter","Starlin Castro","Ronald Torreyes","Didi Gregorius","Seth Smith","Christian Yelich","Austin Jackson"
"45","Chris Archer","Chad Green","Gary Sanchez","Mark Reynolds","Kolten Wong","Jedd Gyorko","Aledmys Diaz","Aaron Judge","Stephen Piscotty","Tommy Pham"
"46","Jesse Chavez","Seth Lugo","Welington Castillo","Matt Holliday","Starlin Castro","Todd Frazier","Andrelton Simmons","Aaron Judge","Brett Gardner","Aaron Hicks"
"47","Chris Archer","Aaron Nola","Omar Narvaez","Jose Osuna","Yolmer Sanchez","Todd Frazier","Tim Anderson","Avisail Garcia","Christian Yelich","Austin Jackson"
"48","Carlos Carrasco","Antonio Senzatela","Gary Sanchez","Matt Holliday","Starlin Castro","Ruben Tejada","Freddy Galvis","Aaron Judge","Aaron Hicks","Rajai Davis"
"49","Chris Archer","Jaime Garcia","Roberto Perez","Anthony Rizzo","Jonathan Schoop","Jedd Gyorko","Aledmys Diaz","Dexter Fowler","Stephen Piscotty","Tommy Pham"
"50","Jaime Garcia","Ivan Nova","Tyler Flowers","Matt Holliday","Jonathan Schoop","Ronald Torreyes","Andrelton Simmons","Aaron Judge","Brett Gardner","Aaron Hicks"
"51","Chris Archer","Chad Green","Gary Sanchez","Jose Abreu","DJ LeMahieu","Todd Frazier","Addison Russell","Avisail Garcia","Leury Garcia","Melky Cabrera"
"52","Adam Wainwright","Aaron Nola","Evan Gattis","Anthony Rizzo","Jose Altuve","Kris Bryant","Asdrubal Cabrera","George Springer","Carlos Beltran","Josh Reddick"
"53","Carlos Carrasco","Aaron Nola","Welington Castillo","Marwin Gonzalez","Jonathan Schoop","Ruben Tejada","JJ Hardy","George Springer","Aaron Hicks","Seth Smith"
"54","Jake Arrieta","Jaime Garcia","Gary Sanchez","Chris Carter","Starlin Castro","Ronald Torreyes","Didi Gregorius","Andrew McCutchen","Avisail Garcia","Stephen Piscotty"
"55","Chris Archer","Chad Green","Evan Gattis","Jose Osuna","Jose Altuve","Evan Longoria","Addison Russell","George Springer","Carlos Beltran","Josh Reddick"
"56","Chris Archer","Aaron Nola","Gary Sanchez","Tyler Moore","Christian Colon","Derek Dietrich","Addison Russell","Aaron Judge","Marcell Ozuna","Ichiro Suzuki"
"57","Chris Archer","Adam Wainwright","Welington Castillo","Trey Mancini","Josh Harrison","Ruben Tejada","JJ Hardy","Aaron Judge","Brett Gardner","Seth Smith"
"58","Jaime Garcia","Aaron Nola","Elias Diaz","Josh Bell","Jonathan Schoop","David Freese","Jordy Mercer","Charlie Blackmon","Andrew McCutchen","Leury Garcia"
"59","Jaime Garcia","Aaron Nola","Gary Sanchez","Logan Morrison","Daniel Robertson","Evan Longoria","Didi Gregorius","Aaron Judge","Corey Dickerson","Mallex Smith"
"60","Carlos Carrasco","Aaron Nola","Roberto Perez","Edwin Encarnacion","Jose Ramirez","Evan Longoria","Erik Gonzalez","George Springer","Aaron Hicks","Austin Jackson"
