QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Russell Wilson (9358965),David Johnson (9359235),Ezekiel Elliott (9359890),Stefon Diggs (9358532),Jamison Crowder (9359423),Taylor Gabriel (9360055),Zach Ertz (9359110),Paul Richardson (9359329),Colts  (9358747)
Dak Prescott (9359373),David Johnson (9359235),Jordan Howard (9360049),A.J. Green (9359007),Terrance Williams (9359019),Paul Richardson (9359329),Zach Ertz (9359110),Todd Gurley (9359771),Seahawks  (9358757)
Russell Wilson (9358965),Ezekiel Elliott (9359890),Jordan Howard (9360049),Michael Thomas (9358645),Jamison Crowder (9359423),Paul Richardson (9359329),Coby Fleener (9358665),Todd Gurley (9359771),Ravens  (9358762)
Kirk Cousins (9358981),David Johnson (9359235),Ezekiel Elliott (9359890),Stefon Diggs (9358532),Jamison Crowder (9359423),Allen Robinson (9359555),Coby Fleener (9358665),Alvin Kamara (9358631),Vikings  (9358568)
Drew Brees (9358623),David Johnson (9359235),Todd Gurley (9359771),Michael Thomas (9358645),Allen Robinson (9359555),Taylor Gabriel (9360055),Zach Ertz (9359110),Carlos Hyde (9359217),Colts  (9358747)
Kirk Cousins (9358981),David Johnson (9359235),Jordan Howard (9360049),Stefon Diggs (9358532),Kelvin Benjamin (9359473),Josh Doctson (9359381),Zach Ertz (9359110),Todd Gurley (9359771),Chargers  (9358736)
Drew Brees (9358623),David Johnson (9359235),Jordan Howard (9360049),A.J. Green (9359007),Ted Ginn Jr. (9358649),Marquise Goodwin (9359127),Coby Fleener (9358665),Todd Gurley (9359771),Ravens  (9358762)
Scott Tolzien (9358895),David Johnson (9359235),Jordan Howard (9360049),Allen Robinson (9359555),Donte Moncrief (9359514),Adam Thielen (9358534),Travis Kelce (9358502),Todd Gurley (9359771),Bengals  (9358741)
Aaron Rodgers (9358780),Todd Gurley (9359771),Carlos Hyde (9359217),Julio Jones (9359003),A.J. Green (9359007),Randall Cobb (9359063),Zach Ertz (9359110),Frank Gore (9358765),Cardinals  (9358754)
Scott Tolzien (9358895),David Johnson (9359235),Jordan Howard (9360049),Julio Jones (9359003),DeAndre Hopkins (9359331),Chester Rogers (9359838),Zach Ertz (9359110),Todd Gurley (9359771),Colts  (9358747)
Drew Brees (9358623),David Johnson (9359235),Todd Gurley (9359771),Michael Thomas (9358645),Jamison Crowder (9359423),Devin Funchess (9359804),Coby Fleener (9358665),Ameer Abdullah (9359363),Vikings  (9358568)
Derek Carr (9359092),Jordan Howard (9360049),Todd Gurley (9359771),A.J. Green (9359007),Amari Cooper (9359594),Adam Thielen (9358534),Zach Ertz (9359110),Carlos Hyde (9359217),Ravens  (9358762)
Drew Brees (9358623),David Johnson (9359235),Jordan Howard (9360049),Demaryius Thomas (9358427),Jamison Crowder (9359423),Ted Ginn Jr. (9358649),Zach Ertz (9359110),Carlos Hyde (9359217),Seahawks  (9358757)
Russell Wilson (9358965),David Johnson (9359235),Todd Gurley (9359771),Michael Thomas (9358645),Adam Thielen (9358534),Paul Richardson (9359329),Zach Ertz (9359110),Isaiah Crowell (9359508),Chargers  (9358736)
Aaron Rodgers (9358780),Ezekiel Elliott (9359890),Todd Gurley (9359771),Amari Cooper (9359594),Jamison Crowder (9359423),Randall Cobb (9359063),Zach Ertz (9359110),Ameer Abdullah (9359363),Cowboys  (9358743)
Carson Wentz (9359579),David Johnson (9359235),Jordan Howard (9360049),Alshon Jeffery (9359122),Jamison Crowder (9359423),Eric Decker (9358866),Zach Ertz (9359110),Todd Gurley (9359771),Redskins  (9358759)
Russell Wilson (9358965),Le'Veon Bell (9359211),Jordan Howard (9360049),A.J. Green (9359007),Adam Thielen (9358534),Paul Richardson (9359329),Zach Ertz (9359110),Ameer Abdullah (9359363),Colts  (9358747)
Drew Brees (9358623),David Johnson (9359235),Jordan Howard (9360049),Michael Thomas (9358645),Adam Thielen (9358534),Devin Funchess (9359804),Zach Ertz (9359110),Frank Gore (9358765),Cardinals  (9358754)
Derek Carr (9359092),David Johnson (9359235),Jordan Howard (9360049),Demaryius Thomas (9358427),Michael Crabtree (9358887),Bruce Ellington (9360222),Zach Ertz (9359110),Todd Gurley (9359771),Cardinals  (9358754)
Aaron Rodgers (9358780),David Johnson (9359235),Jordan Howard (9360049),A.J. Green (9359007),Randall Cobb (9359063),Bruce Ellington (9360222),Coby Fleener (9358665),Lamar Miller (9359144),Seahawks  (9358757)
Scott Tolzien (9358895),David Johnson (9359235),Todd Gurley (9359771),A.J. Green (9359007),T.Y. Hilton (9359068),Robby Anderson (9359545),Zach Ertz (9359110),Lamar Miller (9359144),Ravens  (9358762)
Aaron Rodgers (9358780),Ezekiel Elliott (9359890),Jordan Howard (9360049),Michael Thomas (9358645),Randall Cobb (9359063),Adam Thielen (9358534),Zach Ertz (9359110),Carlos Hyde (9359217),Vikings  (9358568)
Dak Prescott (9359373),David Johnson (9359235),Jordan Howard (9360049),Julio Jones (9359003),Cole Beasley (9359021),Bruce Ellington (9360222),Coby Fleener (9358665),Todd Gurley (9359771),Vikings  (9358568)
Drew Brees (9358623),Jordan Howard (9360049),Lamar Miller (9359144),A.J. Green (9359007),Michael Thomas (9358645),Allen Robinson (9359555),Zach Ertz (9359110),Ameer Abdullah (9359363),Seahawks  (9358757)
Matt Ryan (9358787),David Johnson (9359235),Jordan Howard (9360049),A.J. Green (9359007),Devin Funchess (9359804),Taylor Gabriel (9360055),Zach Ertz (9359110),Carlos Hyde (9359217),Cowboys  (9358743)
Drew Brees (9358623),Jordan Howard (9360049),Todd Gurley (9359771),Julio Jones (9359003),Amari Cooper (9359594),Ted Ginn Jr. (9358649),Zach Ertz (9359110),Ameer Abdullah (9359363),Eagles  (9358753)
Matt Ryan (9358787),David Johnson (9359235),Jordan Howard (9360049),Julio Jones (9359003),Allen Robinson (9359555),Bruce Ellington (9360222),Zach Ertz (9359110),Frank Gore (9358765),Seahawks  (9358757)
Dak Prescott (9359373),David Johnson (9359235),Jordan Howard (9360049),Amari Cooper (9359594),Allen Robinson (9359555),Cole Beasley (9359021),Zach Ertz (9359110),Carlos Hyde (9359217),Cardinals  (9358754)
Matt Ryan (9358787),David Johnson (9359235),Todd Gurley (9359771),Julio Jones (9359003),Eric Decker (9358866),Marquise Goodwin (9359127),Zach Ertz (9359110),Carlos Hyde (9359217),Vikings  (9358568)
