QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Tom Brady (9445969),Melvin Gordon (9446539),Paul Perkins (9446906),Brandin Cooks (9446563),Tyreek Hill (9446830),Kelvin Benjamin (9446528),Jordan Reed (9446303),Michael Thomas (9446842),Texans  (9445941)
Alex Smith (9445995),Melvin Gordon (9446539),C.J. Anderson (9446554),Julio Jones (9446186),Mike Evans (9446470),Tyreek Hill (9446830),Evan Engram (9446924),Michael Thomas (9446842),Steelers  (9445960)
Cam Newton (9446114),Le'Veon Bell (9446339),Melvin Gordon (9446539),Tyreek Hill (9446830),Alshon Jeffery (9446286),Kelvin Benjamin (9446528),Antonio Gates (9446008),Michael Thomas (9446842),Steelers  (9445960)
Cam Newton (9446114),Melvin Gordon (9446539),Jordan Howard (9446790),Julio Jones (9446186),Alshon Jeffery (9446286),Kelvin Benjamin (9446528),Coby Fleener (9446145),Donte Moncrief (9446552),Chargers  (9445961)
Matt Ryan (9445991),Ty Montgomery (9446479),Paul Perkins (9446906),Julio Jones (9446186),Mike Evans (9446470),Tyreek Hill (9446830),Martellus Bennett (9446064),Michael Thomas (9446842),Chiefs  (9445950)
Cam Newton (9446114),Ezekiel Elliott (9446712),Jordan Howard (9446790),Mike Evans (9446470),Kelvin Benjamin (9446528),T.Y. Hilton (9446240),Jordan Reed (9446303),Michael Thomas (9446842),Steelers  (9445960)
Tom Brady (9445969),C.J. Anderson (9446554),Paul Perkins (9446906),Julio Jones (9446186),Brandin Cooks (9446563),Tyreek Hill (9446830),Antonio Gates (9446008),Donte Moncrief (9446552),Redskins  (9445965)
Matt Ryan (9445991),Ezekiel Elliott (9446712),Rob Kelley (9446507),Julio Jones (9446186),Tyreek Hill (9446830),Sammy Watkins (9446497),Coby Fleener (9446145),Donte Moncrief (9446552),Chargers  (9445961)
Matt Ryan (9445991),Melvin Gordon (9446539),C.J. Anderson (9446554),Julio Jones (9446186),Tyreek Hill (9446830),Kelvin Benjamin (9446528),Jermaine Gresham (9446088),Donte Moncrief (9446552),Texans  (9445941)
Cam Newton (9446114),Ezekiel Elliott (9446712),Melvin Gordon (9446539),Brandin Cooks (9446563),Kelvin Benjamin (9446528),Donte Moncrief (9446552),Evan Engram (9446924),C.J. Anderson (9446554),Steelers  (9445960)
Cam Newton (9446114),Melvin Gordon (9446539),C.J. Anderson (9446554),Julio Jones (9446186),Mike Evans (9446470),Sammy Watkins (9446497),Antonio Gates (9446008),Devin Funchess (9446674),Chargers  (9445961)
Tom Brady (9445969),Ezekiel Elliott (9446712),C.J. Anderson (9446554),Brandin Cooks (9446563),Tyreek Hill (9446830),T.Y. Hilton (9446240),Evan Engram (9446924),Devin Funchess (9446674),Chargers  (9445961)
Matt Ryan (9445991),Jordan Howard (9446790),C.J. Anderson (9446554),Julio Jones (9446186),Tyreek Hill (9446830),Alshon Jeffery (9446286),Martellus Bennett (9446064),Devin Funchess (9446674),Steelers  (9445960)
Cam Newton (9446114),Ezekiel Elliott (9446712),C.J. Anderson (9446554),Julio Jones (9446186),A.J. Green (9446192),Devin Funchess (9446674),Coby Fleener (9446145),Rob Kelley (9446507),Steelers  (9445960)
Cam Newton (9446114),Ezekiel Elliott (9446712),Melvin Gordon (9446539),Julio Jones (9446186),Tyreek Hill (9446830),Devin Funchess (9446674),Jermaine Gresham (9446088),Paul Perkins (9446906),Redskins  (9445965)
Tom Brady (9445969),Melvin Gordon (9446539),Jordan Howard (9446790),Brandin Cooks (9446563),Tyreek Hill (9446830),Donte Moncrief (9446552),Martellus Bennett (9446064),Tarik Cohen (9446802),Chargers  (9445961)
Cam Newton (9446114),C.J. Anderson (9446554),Paul Perkins (9446906),Julio Jones (9446186),Mike Evans (9446470),Kelvin Benjamin (9446528),Jordan Reed (9446303),Donte Moncrief (9446552),Jaguars  (9445967)
Cam Newton (9446114),Ezekiel Elliott (9446712),Jordan Howard (9446790),A.J. Green (9446192),Tyreek Hill (9446830),Kelvin Benjamin (9446528),Antonio Gates (9446008),Donte Moncrief (9446552),Redskins  (9445965)
Matt Ryan (9445991),Ezekiel Elliott (9446712),Melvin Gordon (9446539),Tyreek Hill (9446830),Alshon Jeffery (9446286),Taylor Gabriel (9446796),Kyle Rudolph (9446242),C.J. Anderson (9446554),Chargers  (9445961)
Matt Ryan (9445991),Ezekiel Elliott (9446712),Rob Kelley (9446507),Julio Jones (9446186),Kelvin Benjamin (9446528),T.Y. Hilton (9446240),Martellus Bennett (9446064),Devin Funchess (9446674),Redskins  (9445965)
Tom Brady (9445969),Melvin Gordon (9446539),C.J. Anderson (9446554),Brandin Cooks (9446563),Alshon Jeffery (9446286),Kelvin Benjamin (9446528),Martellus Bennett (9446064),Devin Funchess (9446674),Redskins  (9445965)
Matt Ryan (9445991),Ezekiel Elliott (9446712),Jordan Howard (9446790),Julio Jones (9446186),Alshon Jeffery (9446286),Donte Moncrief (9446552),Evan Engram (9446924),Paul Perkins (9446906),Redskins  (9445965)
Eli Manning (9446899),Ezekiel Elliott (9446712),Melvin Gordon (9446539),Julio Jones (9446186),Kelvin Benjamin (9446528),Sterling Shepard (9446920),Antonio Gates (9446008),C.J. Anderson (9446554),Vikings  (9445954)
Joe Flacco (9445994),Ezekiel Elliott (9446712),Melvin Gordon (9446539),Julio Jones (9446186),Tyreek Hill (9446830),Mike Wallace (9446107),Coby Fleener (9446145),C.J. Anderson (9446554),Chiefs  (9445950)
Cam Newton (9446114),Melvin Gordon (9446539),C.J. Anderson (9446554),Julio Jones (9446186),Kelvin Benjamin (9446528),T.Y. Hilton (9446240),Hunter Henry (9446755),Adam Thielen (9446722),Redskins  (9445965)
Matt Ryan (9445991),Marshawn Lynch (9446033),C.J. Anderson (9446554),Julio Jones (9446186),Mike Evans (9446470),Donte Moncrief (9446552),Martellus Bennett (9446064),Tarik Cohen (9446802),Chargers  (9445961)
Cam Newton (9446114),Jordan Howard (9446790),Paul Perkins (9446906),Julio Jones (9446186),Brandin Cooks (9446563),Kelvin Benjamin (9446528),Martellus Bennett (9446064),Jordan Matthews (9446383),Steelers  (9445960)
Cam Newton (9446114),Ezekiel Elliott (9446712),Paul Perkins (9446906),Julio Jones (9446186),Alshon Jeffery (9446286),Kelvin Benjamin (9446528),Antonio Gates (9446008),Adam Thielen (9446722),Texans  (9445941)
Tom Brady (9445969),Ezekiel Elliott (9446712),Rob Kelley (9446507),Brandin Cooks (9446563),Tyreek Hill (9446830),Kelvin Benjamin (9446528),Hunter Henry (9446755),Donte Moncrief (9446552),Vikings  (9445954)
Tom Brady (9445969),Ezekiel Elliott (9446712),Melvin Gordon (9446539),Brandin Cooks (9446563),T.Y. Hilton (9446240),Donte Moncrief (9446552),Coby Fleener (9446145),Paul Perkins (9446906),Chiefs  (9445950)
Eli Manning (9446899),Jordan Howard (9446790),C.J. Anderson (9446554),Julio Jones (9446186),Mike Evans (9446470),Tyreek Hill (9446830),Coby Fleener (9446145),Sterling Shepard (9446920),Chargers  (9445961)
Matt Ryan (9445991),Jordan Howard (9446790),Paul Perkins (9446906),Julio Jones (9446186),Mike Evans (9446470),Kelvin Benjamin (9446528),Hunter Henry (9446755),Devin Funchess (9446674),Chargers  (9445961)
Cam Newton (9446114),Jordan Howard (9446790),Rob Kelley (9446507),Julio Jones (9446186),Brandin Cooks (9446563),Tyreek Hill (9446830),Charles Clay (9446155),Devin Funchess (9446674),Chargers  (9445961)
Matt Ryan (9445991),Ezekiel Elliott (9446712),C.J. Anderson (9446554),Mike Evans (9446470),Tyreek Hill (9446830),Kelvin Benjamin (9446528),Coby Fleener (9446145),Mohamed Sanu (9446254),Redskins  (9445965)
Cam Newton (9446114),Melvin Gordon (9446539),Jordan Howard (9446790),Mike Evans (9446470),Tyreek Hill (9446830),Kelvin Benjamin (9446528),Martellus Bennett (9446064),Devin Funchess (9446674),Texans  (9445941)
Alex Smith (9445995),Ezekiel Elliott (9446712),Melvin Gordon (9446539),Mike Evans (9446470),Tyreek Hill (9446830),Kelvin Benjamin (9446528),Charles Clay (9446155),Donte Moncrief (9446552),Chargers  (9445961)
Cam Newton (9446114),Le'Veon Bell (9446339),Rob Kelley (9446507),Julio Jones (9446186),Kelvin Benjamin (9446528),T.Y. Hilton (9446240),Antonio Gates (9446008),Jordan Matthews (9446383),Chargers  (9445961)
Matt Ryan (9445991),Ezekiel Elliott (9446712),C.J. Anderson (9446554),Julio Jones (9446186),Tyreek Hill (9446830),Jordan Matthews (9446383),Hunter Henry (9446755),Paul Perkins (9446906),Jaguars  (9445967)
Cam Newton (9446114),Ezekiel Elliott (9446712),Paul Perkins (9446906),A.J. Green (9446192),Mike Evans (9446470),Kelvin Benjamin (9446528),Coby Fleener (9446145),DeSean Jackson (9446058),Chargers  (9445961)
Cam Newton (9446114),Ezekiel Elliott (9446712),Ty Montgomery (9446479),Julio Jones (9446186),Kelvin Benjamin (9446528),Sammy Watkins (9446497),Charles Clay (9446155),Donte Moncrief (9446552),Chiefs  (9445950)
Cam Newton (9446114),Melvin Gordon (9446539),Rob Kelley (9446507),A.J. Green (9446192),Tyreek Hill (9446830),Kelvin Benjamin (9446528),Jordan Reed (9446303),Adam Thielen (9446722),Chargers  (9445961)
Blake Bortles (9446432),Ezekiel Elliott (9446712),Melvin Gordon (9446539),Julio Jones (9446186),Alshon Jeffery (9446286),T.Y. Hilton (9446240),Martellus Bennett (9446064),Allen Hurns (9446326),Chargers  (9445961)
Tom Brady (9445969),Marshawn Lynch (9446033),C.J. Anderson (9446554),Brandin Cooks (9446563),A.J. Green (9446192),Kelvin Benjamin (9446528),Charles Clay (9446155),Donte Moncrief (9446552),Chargers  (9445961)
Tom Brady (9445969),Jordan Howard (9446790),C.J. Anderson (9446554),Brandin Cooks (9446563),Tyreek Hill (9446830),Kelvin Benjamin (9446528),Coby Fleener (9446145),DeSean Jackson (9446058),Steelers  (9445960)
Matt Ryan (9445991),Melvin Gordon (9446539),Marshawn Lynch (9446033),Julio Jones (9446186),Alshon Jeffery (9446286),Jordan Matthews (9446383),Coby Fleener (9446145),C.J. Anderson (9446554),Redskins  (9445965)
Blake Bortles (9446432),Ezekiel Elliott (9446712),C.J. Anderson (9446554),Julio Jones (9446186),Brandin Cooks (9446563),Kelvin Benjamin (9446528),Coby Fleener (9446145),Allen Hurns (9446326),Texans  (9445941)
Cam Newton (9446114),Le'Veon Bell (9446339),C.J. Anderson (9446554),Julio Jones (9446186),T.Y. Hilton (9446240),Devin Funchess (9446674),Martellus Bennett (9446064),Paul Perkins (9446906),Chiefs  (9445950)
Matt Ryan (9445991),Melvin Gordon (9446539),Jordan Howard (9446790),A.J. Green (9446192),Kelvin Benjamin (9446528),Mohamed Sanu (9446254),Martellus Bennett (9446064),C.J. Anderson (9446554),Chargers  (9445961)
Cam Newton (9446114),Jordan Howard (9446790),C.J. Anderson (9446554),Brandin Cooks (9446563),Mike Evans (9446470),Kelvin Benjamin (9446528),Kyle Rudolph (9446242),Paul Richardson (9446426),Chargers  (9445961)
Cam Newton (9446114),Le'Veon Bell (9446339),C.J. Anderson (9446554),A.J. Green (9446192),Alshon Jeffery (9446286),Kelvin Benjamin (9446528),Evan Engram (9446924),Devin Funchess (9446674),Chargers  (9445961)
Cam Newton (9446114),Ezekiel Elliott (9446712),Tarik Cohen (9446802),Mike Evans (9446470),Tyreek Hill (9446830),Alshon Jeffery (9446286),Jordan Reed (9446303),Devin Funchess (9446674),Chargers  (9445961)
Tom Brady (9445969),Ezekiel Elliott (9446712),Melvin Gordon (9446539),Kelvin Benjamin (9446528),Danny Amendola (9446023),Jordan Matthews (9446383),Jordan Reed (9446303),C.J. Anderson (9446554),Chargers  (9445961)
Cam Newton (9446114),Ezekiel Elliott (9446712),Melvin Gordon (9446539),Mike Evans (9446470),Alshon Jeffery (9446286),Kelvin Benjamin (9446528),Zach Miller (9446012),Jordan Matthews (9446383),Redskins  (9445965)
Cam Newton (9446114),Ezekiel Elliott (9446712),Melvin Gordon (9446539),Tyreek Hill (9446830),Kelvin Benjamin (9446528),T.Y. Hilton (9446240),Coby Fleener (9446145),Jeremy Maclin (9446092),Jaguars  (9445967)
Tom Brady (9445969),Ezekiel Elliott (9446712),Melvin Gordon (9446539),Brandin Cooks (9446563),Sammy Watkins (9446497),Devin Funchess (9446674),Antonio Gates (9446008),Rob Kelley (9446507),Steelers  (9445960)
Alex Smith (9445995),Ezekiel Elliott (9446712),Melvin Gordon (9446539),A.J. Green (9446192),Tyreek Hill (9446830),Jordan Matthews (9446383),Martellus Bennett (9446064),C.J. Anderson (9446554),Redskins  (9445965)
Cam Newton (9446114),Ezekiel Elliott (9446712),Melvin Gordon (9446539),A.J. Green (9446192),T.Y. Hilton (9446240),Devin Funchess (9446674),Zach Miller (9446012),Jordan Howard (9446790),Chargers  (9445961)
Tom Brady (9445969),Melvin Gordon (9446539),Paul Perkins (9446906),Brandin Cooks (9446563),Mike Evans (9446470),Alshon Jeffery (9446286),Charles Clay (9446155),Jordan Matthews (9446383),Chargers  (9445961)
Tom Brady (9445969),C.J. Anderson (9446554),Rob Kelley (9446507),Brandin Cooks (9446563),A.J. Green (9446192),Tyreek Hill (9446830),Martellus Bennett (9446064),Paul Richardson (9446426),Chiefs  (9445950)
Tom Brady (9445969),Melvin Gordon (9446539),C.J. Anderson (9446554),Brandin Cooks (9446563),Tyreek Hill (9446830),Sammy Watkins (9446497),Kyle Rudolph (9446242),Jordan Matthews (9446383),Vikings  (9445954)
Tom Brady (9445969),Ezekiel Elliott (9446712),Tarik Cohen (9446802),Brandin Cooks (9446563),Tyreek Hill (9446830),Alshon Jeffery (9446286),Coby Fleener (9446145),Jordan Matthews (9446383),Redskins  (9445965)
Tom Brady (9445969),Melvin Gordon (9446539),Jordan Howard (9446790),Brandin Cooks (9446563),T.Y. Hilton (9446240),Pierre Garcon (9446147),Antonio Gates (9446008),C.J. Anderson (9446554),Texans  (9445941)
Matt Ryan (9445991),Ezekiel Elliott (9446712),Jordan Howard (9446790),Mike Evans (9446470),T.Y. Hilton (9446240),Taylor Gabriel (9446796),Martellus Bennett (9446064),C.J. Anderson (9446554),Chiefs  (9445950)
Russell Wilson (9446160),Ezekiel Elliott (9446712),Melvin Gordon (9446539),Brandin Cooks (9446563),Tyreek Hill (9446830),Paul Richardson (9446426),Antonio Gates (9446008),Paul Perkins (9446906),Chargers  (9445961)
Eli Manning (9446899),Le'Veon Bell (9446339),Ezekiel Elliott (9446712),Tyreek Hill (9446830),Alshon Jeffery (9446286),Sterling Shepard (9446920),Martellus Bennett (9446064),Paul Perkins (9446906),Chargers  (9445961)
Tom Brady (9445969),Marshawn Lynch (9446033),Rob Kelley (9446507),Brandin Cooks (9446563),Mike Evans (9446470),Tyreek Hill (9446830),Antonio Gates (9446008),Taylor Gabriel (9446796),Chargers  (9445961)
Matt Ryan (9445991),Ezekiel Elliott (9446712),Rob Kelley (9446507),Brandin Cooks (9446563),A.J. Green (9446192),Taylor Gabriel (9446796),Martellus Bennett (9446064),Paul Perkins (9446906),Chargers  (9445961)
Tom Brady (9445969),Ezekiel Elliott (9446712),C.J. Anderson (9446554),Brandin Cooks (9446563),Alshon Jeffery (9446286),Mike Wallace (9446107),Jordan Reed (9446303),Rob Kelley (9446507),Bills  (9445940)
Carson Palmer (9445981),Ezekiel Elliott (9446712),C.J. Anderson (9446554),A.J. Green (9446192),Mike Evans (9446470),Tyreek Hill (9446830),Antonio Gates (9446008),J.J. Nelson (9446413),Chargers  (9445961)
Joe Flacco (9445994),Ezekiel Elliott (9446712),Melvin Gordon (9446539),Brandin Cooks (9446563),Sammy Watkins (9446497),Jeremy Maclin (9446092),Martellus Bennett (9446064),C.J. Anderson (9446554),Chargers  (9445961)
Russell Wilson (9446160),Ezekiel Elliott (9446712),Melvin Gordon (9446539),Mike Evans (9446470),Alshon Jeffery (9446286),Paul Richardson (9446426),Coby Fleener (9446145),C.J. Anderson (9446554),Steelers  (9445960)
Matt Ryan (9445991),Melvin Gordon (9446539),Paul Perkins (9446906),A.J. Green (9446192),Mike Evans (9446470),Tyreek Hill (9446830),Antonio Gates (9446008),Taylor Gabriel (9446796),Steelers  (9445960)
Matt Ryan (9445991),Ezekiel Elliott (9446712),Melvin Gordon (9446539),Mike Evans (9446470),T.Y. Hilton (9446240),Mohamed Sanu (9446254),Evan Engram (9446924),Rob Kelley (9446507),Chargers  (9445961)
Eli Manning (9446899),Melvin Gordon (9446539),C.J. Anderson (9446554),Brandin Cooks (9446563),Tyreek Hill (9446830),Alshon Jeffery (9446286),Jordan Reed (9446303),Sterling Shepard (9446920),Steelers  (9445960)
Tom Brady (9445969),Ezekiel Elliott (9446712),Jordan Howard (9446790),Brandin Cooks (9446563),T.Y. Hilton (9446240),Jordan Matthews (9446383),Martellus Bennett (9446064),Rob Kelley (9446507),Jaguars  (9445967)
Aaron Rodgers (9445984),Ezekiel Elliott (9446712),Jordan Howard (9446790),Jordy Nelson (9446000),Alshon Jeffery (9446286),Jordan Matthews (9446383),Martellus Bennett (9446064),C.J. Anderson (9446554),Chargers  (9445961)
Tom Brady (9445969),Jordan Howard (9446790),C.J. Anderson (9446554),Brandin Cooks (9446563),Mike Evans (9446470),Alshon Jeffery (9446286),Evan Engram (9446924),Taylor Gabriel (9446796),Vikings  (9445954)
Tom Brady (9445969),Le'Veon Bell (9446339),C.J. Anderson (9446554),Brandin Cooks (9446563),Sammy Watkins (9446497),Taylor Gabriel (9446796),Hunter Henry (9446755),Paul Perkins (9446906),Chargers  (9445961)
Matt Ryan (9445991),Ezekiel Elliott (9446712),C.J. Anderson (9446554),Brandin Cooks (9446563),Alshon Jeffery (9446286),T.Y. Hilton (9446240),Antonio Gates (9446008),Mohamed Sanu (9446254),Steelers  (9445960)
Tom Brady (9445969),Melvin Gordon (9446539),C.J. Anderson (9446554),Brandin Cooks (9446563),Mike Evans (9446470),Mike Wallace (9446107),Hunter Henry (9446755),Tarik Cohen (9446802),Chiefs  (9445950)
Tom Brady (9445969),Ezekiel Elliott (9446712),Ty Montgomery (9446479),Brandin Cooks (9446563),DeAndre Hopkins (9446428),Jordan Matthews (9446383),Antonio Gates (9446008),C.J. Anderson (9446554),Chiefs  (9445950)
Tom Brady (9445969),Marshawn Lynch (9446033),C.J. Anderson (9446554),Brandin Cooks (9446563),Mike Evans (9446470),T.Y. Hilton (9446240),Coby Fleener (9446145),Paul Richardson (9446426),Redskins  (9445965)
Matt Ryan (9445991),Ezekiel Elliott (9446712),Melvin Gordon (9446539),Alshon Jeffery (9446286),Sammy Watkins (9446497),Mohamed Sanu (9446254),Coby Fleener (9446145),Jordan Howard (9446790),Texans  (9445941)
Eli Manning (9446899),Ezekiel Elliott (9446712),Melvin Gordon (9446539),Mike Evans (9446470),T.Y. Hilton (9446240),Sammy Watkins (9446497),Martellus Bennett (9446064),Sterling Shepard (9446920),Steelers  (9445960)
Eli Manning (9446899),Ezekiel Elliott (9446712),C.J. Anderson (9446554),A.J. Green (9446192),Mike Evans (9446470),Alshon Jeffery (9446286),Evan Engram (9446924),Sterling Shepard (9446920),Redskins  (9445965)
Tom Brady (9445969),Ezekiel Elliott (9446712),Jordan Howard (9446790),Mike Evans (9446470),Danny Amendola (9446023),Adam Thielen (9446722),Antonio Gates (9446008),C.J. Anderson (9446554),Redskins  (9445965)
Matt Ryan (9445991),Ezekiel Elliott (9446712),Rob Kelley (9446507),Mike Evans (9446470),Alshon Jeffery (9446286),Sammy Watkins (9446497),Jordan Reed (9446303),Taylor Gabriel (9446796),Steelers  (9445960)
Tom Brady (9445969),Ezekiel Elliott (9446712),Melvin Gordon (9446539),Alshon Jeffery (9446286),Chris Hogan (9446437),Adam Thielen (9446722),Evan Engram (9446924),C.J. Anderson (9446554),Texans  (9445941)
Matt Ryan (9445991),Le'Veon Bell (9446339),Melvin Gordon (9446539),Alshon Jeffery (9446286),T.Y. Hilton (9446240),Taylor Gabriel (9446796),Martellus Bennett (9446064),Paul Perkins (9446906),Redskins  (9445965)
Aaron Rodgers (9445984),Ezekiel Elliott (9446712),Melvin Gordon (9446539),Jordy Nelson (9446000),T.Y. Hilton (9446240),Taylor Gabriel (9446796),Antonio Gates (9446008),C.J. Anderson (9446554),Redskins  (9445965)
Joe Flacco (9445994),Ezekiel Elliott (9446712),Melvin Gordon (9446539),Mike Evans (9446470),Alshon Jeffery (9446286),Mike Wallace (9446107),Martellus Bennett (9446064),Jordan Howard (9446790),Vikings  (9445954)
Jameis Winston (9446634),Ezekiel Elliott (9446712),Melvin Gordon (9446539),Mike Evans (9446470),T.Y. Hilton (9446240),Jordan Matthews (9446383),Kyle Rudolph (9446242),C.J. Anderson (9446554),Texans  (9445941)
Blake Bortles (9446432),Ezekiel Elliott (9446712),Melvin Gordon (9446539),A.J. Green (9446192),Mike Evans (9446470),Allen Hurns (9446326),Hunter Henry (9446755),C.J. Anderson (9446554),Jaguars  (9445967)
Matt Ryan (9445991),Melvin Gordon (9446539),C.J. Anderson (9446554),Antonio Brown (9446173),Mike Evans (9446470),Taylor Gabriel (9446796),Coby Fleener (9446145),Rob Kelley (9446507),Bills  (9445940)
Eli Manning (9446899),Ezekiel Elliott (9446712),Melvin Gordon (9446539),Odell Beckham Jr. (9446918),Alshon Jeffery (9446286),DeSean Jackson (9446058),Martellus Bennett (9446064),C.J. Anderson (9446554),Bills  (9445940)
Tom Brady (9445969),Ezekiel Elliott (9446712),C.J. Anderson (9446554),A.J. Green (9446192),Alshon Jeffery (9446286),Danny Amendola (9446023),Martellus Bennett (9446064),Taylor Gabriel (9446796),Jaguars  (9445967)
Matt Ryan (9445991),Ezekiel Elliott (9446712),Melvin Gordon (9446539),A.J. Green (9446192),DeAndre Hopkins (9446428),Taylor Gabriel (9446796),Coby Fleener (9446145),Tarik Cohen (9446802),Redskins  (9445965)
Matt Ryan (9445991),Ezekiel Elliott (9446712),Marshawn Lynch (9446033),Mike Evans (9446470),Alshon Jeffery (9446286),Mohamed Sanu (9446254),Martellus Bennett (9446064),Paul Perkins (9446906),Jaguars  (9445967)
Tom Brady (9445969),Ezekiel Elliott (9446712),Melvin Gordon (9446539),Sammy Watkins (9446497),Danny Amendola (9446023),Paul Richardson (9446426),Martellus Bennett (9446064),Jordan Howard (9446790),Chiefs  (9445950)
Matt Ryan (9445991),Ezekiel Elliott (9446712),Marshawn Lynch (9446033),A.J. Green (9446192),Demaryius Thomas (9446100),Taylor Gabriel (9446796),Evan Engram (9446924),C.J. Anderson (9446554),Steelers  (9445960)
Matt Ryan (9445991),Le'Veon Bell (9446339),Melvin Gordon (9446539),DeAndre Hopkins (9446428),Sammy Watkins (9446497),Taylor Gabriel (9446796),Antonio Gates (9446008),C.J. Anderson (9446554),Chiefs  (9445950)
Joe Flacco (9445994),Le'Veon Bell (9446339),Melvin Gordon (9446539),A.J. Green (9446192),Alshon Jeffery (9446286),Mike Wallace (9446107),Antonio Gates (9446008),C.J. Anderson (9446554),Redskins  (9445965)
Philip Rivers (9446016),Ezekiel Elliott (9446712),Melvin Gordon (9446539),A.J. Green (9446192),Keenan Allen (9446403),DeSean Jackson (9446058),Antonio Gates (9446008),C.J. Anderson (9446554),Steelers  (9445960)
Carson Palmer (9445981),Le'Veon Bell (9446339),Ezekiel Elliott (9446712),Alshon Jeffery (9446286),Sammy Watkins (9446497),J.J. Nelson (9446413),Martellus Bennett (9446064),C.J. Anderson (9446554),Steelers  (9445960)
Matt Ryan (9445991),Ezekiel Elliott (9446712),C.J. Anderson (9446554),Antonio Brown (9446173),Sammy Watkins (9446497),Mohamed Sanu (9446254),Kyle Rudolph (9446242),Paul Perkins (9446906),Chiefs  (9445950)
Eli Manning (9446899),Ezekiel Elliott (9446712),Melvin Gordon (9446539),A.J. Green (9446192),Jarvis Landry (9446439),Sterling Shepard (9446920),Coby Fleener (9446145),Jordan Howard (9446790),Chiefs  (9445950)
Russell Wilson (9446160),Ezekiel Elliott (9446712),Melvin Gordon (9446539),A.J. Green (9446192),T.Y. Hilton (9446240),Tyler Lockett (9446520),Evan Engram (9446924),C.J. Anderson (9446554),Chiefs  (9445950)
Carson Palmer (9445981),Ezekiel Elliott (9446712),Melvin Gordon (9446539),A.J. Green (9446192),Alshon Jeffery (9446286),J.J. Nelson (9446413),Jordan Reed (9446303),Paul Perkins (9446906),Redskins  (9445965)
Matt Ryan (9445991),Ezekiel Elliott (9446712),C.J. Anderson (9446554),A.J. Green (9446192),DeAndre Hopkins (9446428),Mohamed Sanu (9446254),Jordan Reed (9446303),Rob Kelley (9446507),Vikings  (9445954)
Tom Brady (9445969),Melvin Gordon (9446539),Jordan Howard (9446790),A.J. Green (9446192),Chris Hogan (9446437),Jeremy Maclin (9446092),Coby Fleener (9446145),C.J. Anderson (9446554),Redskins  (9445965)
Blake Bortles (9446432),Ezekiel Elliott (9446712),Jordan Howard (9446790),Antonio Brown (9446173),Alshon Jeffery (9446286),Allen Hurns (9446326),Jordan Reed (9446303),C.J. Anderson (9446554),Steelers  (9445960)
Tom Brady (9445969),Ezekiel Elliott (9446712),Melvin Gordon (9446539),Alshon Jeffery (9446286),T.Y. Hilton (9446240),Danny Amendola (9446023),Kyle Rudolph (9446242),Mike Wallace (9446107),Redskins  (9445965)
Eli Manning (9446899),Ezekiel Elliott (9446712),Jordan Howard (9446790),Odell Beckham Jr. (9446918),A.J. Green (9446192),Jordan Matthews (9446383),Hunter Henry (9446755),C.J. Anderson (9446554),Steelers  (9445960)
