"George Springer_HOU","Carlos Correa_HOU","Nelson Cruz_SEA","Miguel Sano_MIN","Avisail Garcia_CWS","Jose Altuve_HOU","Brian Dozier_MIN","Jean Segura_SEA","Shin-Soo Choo_TEX","Robinson Cano_SEA","Brian McCann_HOU","Nomar Mazara_TEX","Todd Frazier_CWS","Elvis Andrus_TEX","Marwin Gonzalez_HOU","Jarrod Dyson_SEA","Jonathan Schoop_BAL","Kyle Seager_SEA","Chris Davis_BAL","Jose Abreu_CWS","Manny Machado_BAL","Evan Gattis_HOU","Yuli Gurriel_HOU","Robbie Grossman_MIN","Josh Reddick_HOU","Leury Garcia_CWS","Delino DeShields_TEX","Mitch Haniger_SEA","Yoan Moncada_CWS","Adrian Beltre_TEX","Joe Mauer_MIN","Danny Valencia_SEA","Kennys Vargas_MIN","Carlos Beltran_HOU","Mike Zunino_SEA","Max Kepler_MIN","Melky Cabrera_CWS","Adam Jones_BAL","Seth Smith_BAL","Tyler Saladino_CWS","Mike Napoli_TEX","Carlos Gomez_TEX","Joey Gallo_TEX","Alex Bregman_HOU","Jason Castro_MIN","Jorge Polanco_MIN","Ben Gamel_SEA","Yolmer Sanchez_CWS","Leonys Martin_SEA","Mark Trumbo_BAL","Alen Hanson_CWS","Eduardo Escobar_MIN","Byron Buxton_MIN","Welington Castillo_BAL","Trey Mancini_BAL","Tim Anderson_CWS","Hyun Soo Kim_BAL","Joey Rickard_BAL","Robinson Chirinos_TEX","Peter O'Brien_TEX","Rougned Odor_TEX","Craig Gentry_BAL","Charlie Tilson_CWS","Norichika Aoki_HOU","Jonathan Lucroy_TEX","Jake Marisnick_HOU","JD Davis_HOU","Derek Fisher_HOU","Chris Gimenez_MIN","Matt Davidson_CWS","Jurickson Profar_TEX","Carlos Ruiz_SEA","Shawn O'Malley_SEA","Taylor Motter_SEA","Jacob May_CWS","Eddie Rosario_MIN","Boog Powell_SEA","JJ Hardy_BAL","Cody Asche_CWS","Willy Garcia_CWS","Pete Kozma_TEX","Brett Nicholas_TEX","Tuffy Gosewisch_SEA","Guillermo Heredia_SEA","Geovany Soto_CWS","Paul Janish_BAL","Francisco Pena_BAL","Ryan Flaherty_BAL","Luis Sardinas_BAL","Adam Engel_CWS","Jared Hoying_TEX","Colin Moran_HOU","Andy Ibanez_TEX","Ehire Adrianza_MIN","DJ Peterson_SEA","Hanser Alberto_TEX","Kyle Tucker_HOU","Daniel Palka_MIN","Daniel Vogelbach_SEA","Tyler Smith_SEA","Kyle Lewis_SEA","Ruben Tejada_BAL","Omar Narvaez_CWS","Kevan Smith_CWS","Anthony Santander_BAL","Drew Stubbs_TEX","Ryan Rua_TEX","Caleb Joseph_BAL","Juan Centeno_HOU","Tony Kemp_HOU","Teoscar Hernandez_HOU","Zack Collins_CWS","Drew Robinson_TEX","Ronald Guzman_TEX"
76.4807826694619,24.5023126734505,0,0,0,0.653389238294899,0,0,0,0,0.328735632183908,0,0,0,16.0975378787879,0,0,0,0,0,0,32.6258064516129,0,0,-1.40254706533776,0,0,0,0,0,0,0,0,2.43636363636364,0,0,0,0,0,0,0,0,0,8.70195578231293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2708333333333,0,-7.77777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.5023126734505,58.0478686233403,0,0,0,-5.19607843137255,0,0,0,0,-9.57983193277311,0,0,0,17.9322580645161,0,0,0,0,0,0,17.6942528735632,0,0,17.6564482029598,0,0,0,0,0,0,0,0,16.2348484848485,0,0,0,0,0,0,0,0,0,6.73359929078014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707386363636364,0,10.2456140350877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,64.7555194805195,0,0,0,0,14.752380952381,0,3.04347826086957,0,0,0,0,0,5.37789084181314,0,6.55429864253394,0,0,0,0,0,0,0,0,0,14.2337662337662,0,0,0,18.1130434782609,0,0,19.1628787878788,0,0,0,0,0,0,0,0,0,0,0,8.53125,0,17.3653846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.42483660130719,0,25.780701754386,0,0,0,0,0,0,0,0,-1.9,6.1417004048583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,81.8536231884058,0,0,-5.24947145877378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3971471471471,0,0,0,0,0,0,17.1072874493927,0,7.47426470588235,0,0,25.004048582996,0,0,0,0,0,0,0,0,4.79354838709677,11.2063492063492,0,0,0,0,0,26.1,10.0512820512821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0,0,0,0,-2.13513513513514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,92.203137254902,0,0,0,0,0,0,0,34.6132404181185,0,0,0,0,0,0,6.87755102040816,0,0,0,0,0,5.63589743589744,0,0,0,0,0,0,0,0,0,0,11.031914893617,0,0,14.7572463768116,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,23.176532769556,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3764705882353,0,0,0,0,0.333333333333333,0,0,0,15.5384615384615,48.7545454545455,0,0,0,0,44.0444444444444,0,0,0,0,14.25,0,0,0,0,0,0,0,0,0,0,0,0,10.8731884057971,5.14705882352941,0,0,0,0,0,0,0,0,0,0
0.653389238294899,-5.19607843137255,0,0,0,64.2857977790766,0,0,0,0,-10.8865546218487,0,0,0,0.952380952380952,0,0,0,0,0,0,5.14772727272727,0,0,-6.24734042553191,0,0,0,0,0,0,0,0,11.8920068027211,0,0,0,0,0,0,0,0,0,7.93142235123367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1642857142857,0,1.36796536796537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.5,0,0,0,0,0
0,0,0,-5.24947145877378,0,0,40.3758865248227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.19630156472262,0,0,0,0,0,0,8.63353658536585,0,4.43137254901961,0,0,11.8019744483159,0,0,0,0,0,0,0,0,9.97064393939394,-0.0920634920634921,0,0,0,0,0,-1.45,15.6826923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07916666666667,0,0,0,0,0,0,3.66923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.2142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,14.752380952381,0,0,0,0,53.8814102564103,0,6.78735632183908,0,0,0,0,0,18.8092691622103,0,4.59317211948791,0,0,0,0,0,0,0,0,0,9.92857142857143,0,0,0,-3.30965909090909,0,0,9.80263157894737,0,0,0,0,0,0,0,0,0,0,0,13.5233990147783,0,8.43333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43956043956044,0,8.90476190476191,0,0,0,0,0,0,0,0,3.03333333333333,11.2827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,64.5856313497823,0,0,21.7333333333333,0,5.41930618401207,0,0,0,0,0,0,0,0,0,0,0,0,25.9556451612903,0,0,-31.7777777777778,0,0,0,0,0,0,0,0,0,0,-15.4966261808367,12.3279569892473,5.04081632653061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9122807017544,0,1.97423802612482,0,0,0,-2.5647226173542,0,0,0,0,0,10.775641025641,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,19.8141025641026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7947368421053,0,0,0,0,0,0,0
0,0,3.04347826086957,0,0,0,0,6.78735632183908,0,71.2594268476621,0,0,0,0,0,6.40531561461794,0,10.6755319148936,0,0,0,0,0,0,0,0,0,5.01298701298701,0,0,0,8.81707317073171,0,0,-20.2372372372372,0,0,0,0,0,0,0,0,0,0,0,15.7894088669951,0,3.03205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.4,0,16.1612903225806,0,0,0,0,0,0,0,0,0,12.4174174174174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
