P,P,C,1B,2B,3B,SS,OF,OF,OF
Danny Salazar,John Lackey,Evan Gattis,CJ Cron,Adam Frazier,Yunel Escobar,Andrelton Simmons,Mike Trout,Josh Reddick,Jarrod Dyson
John Lackey,Jaime Garcia,Evan Gattis,CJ Cron,Martin Prado,Yunel Escobar,Francisco Lindor,Mike Trout,Giancarlo Stanton,Kole Calhoun
Danny Salazar,John Lackey,Austin Hedges,CJ Cron,Logan Forsythe,Yunel Escobar,Aledmys Diaz,Mike Trout,Kole Calhoun,Matt Joyce
Danny Salazar,John Lackey,Martin Maldonado,CJ Cron,Adam Frazier,Tyler Saladino,Francisco Lindor,Mike Trout,Kole Calhoun,Aaron Hicks
John Lackey,Jaime Garcia,Stephen Vogt,Freddie Freeman,Jose Altuve,Yunel Escobar,Andrelton Simmons,Mike Trout,Kole Calhoun,Josh Reddick
Danny Salazar,John Lackey,Stephen Vogt,CJ Cron,Danny Espinosa,Tyler Saladino,Andrelton Simmons,Mike Trout,Giancarlo Stanton,Matt Joyce
Danny Salazar,John Lackey,Austin Hedges,Jefry Marte,Martin Prado,Yunel Escobar,Francisco Lindor,Mike Trout,Josh Reddick,Ben Revere
Danny Salazar,John Lackey,Martin Maldonado,Jefry Marte,Adam Frazier,Yunel Escobar,Aledmys Diaz,Mike Trout,Giancarlo Stanton,Manuel Margot
John Lackey,Brandon McCarthy,Evan Gattis,Wil Myers,Danny Espinosa,Yunel Escobar,Aledmys Diaz,Mike Trout,Kole Calhoun,Josh Reddick
Danny Salazar,John Lackey,Francisco Cervelli,Matt Holliday,Martin Prado,Yunel Escobar,Andrelton Simmons,Mike Trout,Kole Calhoun,Manuel Margot
John Lackey,Brandon McCarthy,Martin Maldonado,CJ Cron,Jose Altuve,Yunel Escobar,Tim Anderson,Mike Trout,Giancarlo Stanton,Josh Reddick
Danny Salazar,John Lackey,Francisco Cervelli,Josh Bell,Adam Frazier,Yunel Escobar,Francisco Lindor,Mike Trout,Starling Marte,Matt Joyce
Danny Salazar,John Lackey,Kevan Smith,Jose Abreu,Adam Frazier,Tyler Saladino,Tim Anderson,Mike Trout,Josh Reddick,Matt Joyce
Danny Salazar,John Lackey,Francisco Cervelli,CJ Cron,Danny Espinosa,Yandy Diaz,Tim Anderson,Mike Trout,Kole Calhoun,Josh Reddick
John Lackey,Robbie Ray,Stephen Vogt,CJ Cron,Danny Espinosa,Yunel Escobar,Francisco Lindor,Mike Trout,Josh Reddick,Manuel Margot
John Lackey,Jaime Garcia,Francisco Cervelli,CJ Cron,Jose Altuve,Yunel Escobar,Aledmys Diaz,Mike Trout,Starling Marte,Ben Revere
Danny Salazar,John Lackey,Martin Maldonado,Wil Myers,Yangervis Solarte,Tyler Saladino,Andrelton Simmons,Mike Trout,Josh Reddick,Ben Revere
John Lackey,Robbie Ray,Austin Hedges,CJ Cron,Martin Prado,Tyler Saladino,Andrelton Simmons,Mike Trout,Kole Calhoun,Josh Reddick
Danny Salazar,John Lackey,Kevan Smith,Wil Myers,Adam Frazier,Yunel Escobar,Elvis Andrus,Mike Trout,Kole Calhoun,Ben Revere
Danny Salazar,Jaime Garcia,Evan Gattis,CJ Cron,Jose Altuve,Tyler Saladino,Andrelton Simmons,Mike Trout,Kole Calhoun,Ben Revere
John Lackey,Jaime Garcia,Evan Gattis,Jefry Marte,Adam Frazier,Alex Bregman,Francisco Lindor,Mike Trout,George Springer,Josh Reddick
Danny Salazar,Brandon McCarthy,Yasmani Grandal,CJ Cron,Jose Ramirez,Yunel Escobar,Francisco Lindor,Mike Trout,Kole Calhoun,Josh Reddick
Danny Salazar,John Lackey,Austin Hedges,CJ Cron,Yangervis Solarte,Luis Sardinas,Francisco Lindor,Mike Trout,Giancarlo Stanton,Manuel Margot
Danny Salazar,John Lackey,Martin Maldonado,Freddie Freeman,Danny Espinosa,Yunel Escobar,Francisco Lindor,Giancarlo Stanton,Kole Calhoun,Josh Reddick
Danny Salazar,John Lackey,Eric Fryer,CJ Cron,Jose Ramirez,Yunel Escobar,Tim Anderson,Mike Trout,Ben Revere,Manuel Margot
Danny Salazar,John Lackey,JT Realmuto,CJ Cron,Martin Prado,Yunel Escobar,Aledmys Diaz,Giancarlo Stanton,Josh Reddick,Marcell Ozuna
Danny Salazar,Brandon McCarthy,Evan Gattis,CJ Cron,Yangervis Solarte,Yunel Escobar,Aledmys Diaz,Mike Trout,Giancarlo Stanton,Ben Revere
Danny Salazar,John Lackey,Martin Maldonado,Carlos Santana,Jose Ramirez,Yandy Diaz,Francisco Lindor,Mike Trout,Josh Reddick,Matt Joyce
John Lackey,Brandon McCarthy,Evan Gattis,Jefry Marte,Logan Forsythe,Tyler Saladino,Andrelton Simmons,Mike Trout,Giancarlo Stanton,Kole Calhoun
John Lackey,Jaime Garcia,Francisco Cervelli,Edwin Encarnacion,Jose Ramirez,Yunel Escobar,Francisco Lindor,Mike Trout,Michael Brantley,Josh Reddick
Danny Salazar,John Lackey,Evan Gattis,Carlos Santana,Danny Espinosa,Yunel Escobar,Dansby Swanson,Mike Trout,Ben Revere,Matt Joyce
Danny Salazar,John Lackey,Stephen Vogt,CJ Cron,Martin Prado,David Freese,Dansby Swanson,Mike Trout,Kole Calhoun,Ben Revere
John Lackey,Brandon McCarthy,Evan Gattis,CJ Cron,Danny Espinosa,Tyler Saladino,Francisco Lindor,Mike Trout,Starling Marte,Ben Revere
John Lackey,Jaime Garcia,Evan Gattis,Marwin Gonzalez,Jose Altuve,Tyler Saladino,Aledmys Diaz,Mike Trout,Josh Reddick,Jarrod Dyson
Danny Salazar,John Lackey,Stephen Vogt,Jefry Marte,Jed Lowrie,Yunel Escobar,Tim Anderson,Mike Trout,Kole Calhoun,Jarrod Dyson
John Lackey,Brandon McCarthy,Stephen Vogt,CJ Cron,Martin Prado,Yunel Escobar,Andrelton Simmons,Mike Trout,George Springer,Starling Marte
John Lackey,Jaime Garcia,Jonathan Lucroy,CJ Cron,Danny Espinosa,Tyler Saladino,Aledmys Diaz,Mike Trout,George Springer,Kole Calhoun
Danny Salazar,John Lackey,Austin Hedges,Josh Bell,Adam Frazier,David Freese,Aledmys Diaz,Mike Trout,Andrew McCutchen,Josh Reddick
Danny Salazar,Jaime Garcia,Evan Gattis,Freddie Freeman,Danny Espinosa,Yunel Escobar,Andrelton Simmons,Mike Trout,Starling Marte,Giancarlo Stanton
Danny Salazar,John Lackey,Austin Hedges,Jefry Marte,Adam Frazier,Lonnie Chisenhall,Andrelton Simmons,Mike Trout,Starling Marte,Kole Calhoun
Danny Salazar,John Lackey,Kevan Smith,CJ Cron,Jose Ramirez,Yunel Escobar,Andrelton Simmons,Starling Marte,Giancarlo Stanton,Kole Calhoun
Danny Salazar,John Lackey,Martin Maldonado,CJ Cron,Martin Prado,Yunel Escobar,Elvis Andrus,Mike Trout,Khris Davis,Avisail Garcia
Danny Salazar,John Lackey,Yan Gomes,Josh Bell,Logan Forsythe,Yunel Escobar,Andrelton Simmons,Mike Trout,Giancarlo Stanton,Ben Revere
Danny Salazar,Jaime Garcia,Evan Gattis,Jose Martinez,Jose Altuve,Yunel Escobar,Francisco Lindor,Mike Trout,Carlos Beltran,Josh Reddick
Danny Salazar,John Lackey,Evan Gattis,Wil Myers,Yangervis Solarte,Yunel Escobar,Francisco Lindor,Josh Reddick,Manuel Margot,Hunter Renfroe
John Lackey,Brandon McCarthy,Stephen Vogt,Carlos Santana,Logan Forsythe,Yunel Escobar,Francisco Lindor,Mike Trout,Kole Calhoun,Ben Revere
Danny Salazar,John Lackey,Kevan Smith,Jefry Marte,Jose Altuve,Yunel Escobar,Andrelton Simmons,Mike Trout,Aaron Judge,Matt Joyce
Danny Salazar,John Lackey,Eric Fryer,Jose Martinez,Kolten Wong,Tyler Saladino,Aledmys Diaz,Mike Trout,Kole Calhoun,Josh Reddick
Danny Salazar,Jaime Garcia,Stephen Vogt,CJ Cron,Robinson Cano,Yunel Escobar,Francisco Lindor,Mike Trout,George Springer,Ben Revere
Danny Salazar,John Lackey,Martin Maldonado,CJ Cron,Logan Forsythe,David Freese,Andrelton Simmons,Mike Trout,George Springer,Manuel Margot
John Lackey,Robbie Ray,Francisco Cervelli,Jefry Marte,Yangervis Solarte,Yunel Escobar,Andrelton Simmons,Mike Trout,Giancarlo Stanton,Josh Reddick
John Lackey,Jaime Garcia,Evan Gattis,Jose Abreu,Jose Ramirez,Yunel Escobar,Andrelton Simmons,Mike Trout,George Springer,Ben Revere
