"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SP","Madison Bumgarner",12400,"CIN@SF 10:15PM ET",20.813,"SF"
"SP","Justin Verlander",11500,"DET@LAA 10:07PM ET",16.55,"DET"
"SP","Johnny Cueto",11500,"CIN@SF 10:15PM ET",16.686,"SF"
"SP","Zack Greinke",10800,"PIT@ARI 09:40PM ET",20.879,"ARI"
"SP","Michael Fulmer",10500,"DET@LAA 10:07PM ET",19.892,"DET"
"SP","Anthony DeSclafani",9300,"CIN@SF 10:15PM ET",0,"CIN"
"SP","Gerrit Cole",9000,"PIT@ARI 09:40PM ET",18.25,"PIT"
"SP","Jeff Samardzija",9000,"CIN@SF 10:15PM ET",15.431,"SF"
"SP","Matt Shoemaker",8600,"DET@LAA 10:07PM ET",11.586,"LAA"
"SP","Garrett Richards",8600,"DET@LAA 10:07PM ET",16.1,"LAA"
"SP","Tyler Skaggs",8200,"DET@LAA 10:07PM ET",15.84,"LAA"
"SP","Robbie Ray",8100,"PIT@ARI 09:40PM ET",20.486,"ARI"
"SP","Matt Moore",8000,"CIN@SF 10:15PM ET",9.114,"SF"
"SP","Brandon Finnegan",7800,"CIN@SF 10:15PM ET",9.875,"CIN"
"SP","Daniel Norris",7700,"DET@LAA 10:07PM ET",11.275,"DET"
"SP","Taijuan Walker",7700,"PIT@ARI 09:40PM ET",16.6,"ARI"
"SP","Ricky Nolasco",7600,"DET@LAA 10:07PM ET",14.75,"LAA"
"SP","Cody Reed",7500,"CIN@SF 10:15PM ET",4.529,"CIN"
"SP","Jameson Taillon",7000,"PIT@ARI 09:40PM ET",15.35,"PIT"
"SP","Tyler Glasnow",6900,"PIT@ARI 09:40PM ET",8.392,"PIT"
"SP","Robert Stephenson",6900,"CIN@SF 10:15PM ET",3.85,"CIN"
"SP","J.C. Ramirez",6800,"DET@LAA 10:07PM ET",11.272,"LAA"
"SP","Archie Bradley",6800,"PIT@ARI 09:40PM ET",7.355,"ARI"
"SP","Jordan Zimmermann",6700,"DET@LAA 10:07PM ET",8.2,"DET"
"SP","Scott Feldman",6700,"CIN@SF 10:15PM ET",14.843,"CIN"
"SP","Raisel Iglesias",6700,"CIN@SF 10:15PM ET",5.804,"CIN"
"SP","Jesse Chavez",6600,"DET@LAA 10:07PM ET",11.422,"LAA"
"SP","Matthew Boyd",6500,"DET@LAA 10:07PM ET",12.329,"DET"
