"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","Projection_fc","Projection_dfn_perturbed","RankTargets","RollingTargetPctg","Projection_reg"
"RB","Dwayne Washington (7395427)","Dwayne Washington",7395427,3000,"Ten@Det 01:00PM ET","Det","Dwayne","Washington","Ten",0,2.8,3.4,0,9,0,NA
"WR","Marc Mariani (7395557)","Marc Mariani",7395557,3000,"Ten@Det 01:00PM ET","Ten","Marc","Mariani","Det",0,0,0,0,0,0,NA
"WR","Andre Roberts (7395558)","Andre Roberts",7395558,3000,"Ten@Det 01:00PM ET","Det","Andre","Roberts","Ten",3.61,3.4,0,3.4,7,0.0263157894736842,NA
"WR","Kendall Wright (7395560)","Kendall Wright",7395560,3000,"Ten@Det 01:00PM ET","Ten","Kendall","Wright","Det",0,0,7.32,0,8,0,NA
"RB","Kyle Juszczyk (7395430)","Kyle Juszczyk",7395430,3000,"Bal@Cle 01:00PM ET","Bal","Kyle","Juszczyk","Cle",0,2.2,3.81,2.2,4,0.0967741935483871,NA
"RB","Malcolm Johnson (7395431)","Malcolm Johnson",7395431,3000,"Bal@Cle 01:00PM ET","Cle","Malcolm","Johnson","Bal",0,0,0,0,5,0.0769230769230769,NA
"RB","George Atkinson III (7395435)","George Atkinson III",7395435,3000,"Bal@Cle 01:00PM ET","Cle","George","Atkinson III","Bal",0,0,0,0,0,0,NA
"RB","Kenneth Dixon (7395437)","Kenneth Dixon",7395437,3000,"Bal@Cle 01:00PM ET","Bal","Kenneth","Dixon","Cle",0,0,0,0,10,0,NA
"WR","Devin Hester (7395565)","Devin Hester",7395565,3000,"Bal@Cle 01:00PM ET","Bal","Devin","Hester","Cle",0,0,0,0,0,0,NA
"WR","Chris Moore (7395570)","Chris Moore",7395570,3000,"Bal@Cle 01:00PM ET","Bal","Chris","Moore","Cle",0,1.1,0,1.1,6,0.0645161290322581,NA
"WR","Jordan Payton (7395572)","Jordan Payton",7395572,3000,"Bal@Cle 01:00PM ET","Cle","Jordan","Payton","Bal",0,0,0,0,8,0,NA
"WR","Ricardo Louis (7395573)","Ricardo Louis",7395573,3000,"Bal@Cle 01:00PM ET","Cle","Ricardo","Louis","Bal",0,0,0,1.14733314345694,8,0,NA
"WR","Rashard Higgins (7395575)","Rashard Higgins",7395575,3000,"Bal@Cle 01:00PM ET","Cle","Rashard","Higgins","Bal",0,3.3,0,3.3,8,0,NA
"RB","Chase Reynolds (7395438)","Chase Reynolds",7395438,3000,"Sea@LA 04:05PM ET","LA","Chase","Reynolds","Sea",0,0,0,0,0,0,NA
"RB","Malcolm Brown (7395441)","Malcolm Brown",7395441,3000,"Sea@LA 04:05PM ET","LA","Malcolm","Brown","Sea",0,1.6,0,1.6,7,0.0294117647058824,NA
"RB","Tani Tupou (7395443)","Tani Tupou",7395443,3000,"Sea@LA 04:05PM ET","Sea","Tani","Tupou","LA",0,0,0,0,0,0,NA
"RB","Alex Collins (7395446)","Alex Collins",7395446,3000,"Sea@LA 04:05PM ET","Sea","Alex","Collins","LA",0,0,0,0,10,0,NA
"WR","Paul Richardson (7395581)","Paul Richardson",7395581,3000,"Sea@LA 04:05PM ET","Sea","Paul","Richardson","LA",3.7,2,2.68,0.256817759629178,5,0.0697674418604651,NA
"WR","Tanner McEvoy (7395582)","Tanner McEvoy",7395582,3000,"Sea@LA 04:05PM ET","Sea","Tanner","McEvoy","LA",0,0,0,0,10,0,NA
"WR","Bradley Marquez (7395584)","Bradley Marquez",7395584,3000,"Sea@LA 04:05PM ET","LA","Bradley","Marquez","Sea",0,0,0,0,9,0,NA
"WR","Nelson Spruce (7395585)","Nelson Spruce",7395585,3000,"Sea@LA 04:05PM ET","LA","Nelson","Spruce","Sea",0,0,0,0,0,0,NA
"WR","Mike Thomas (7395587)","Mike Thomas",7395587,3000,"Sea@LA 04:05PM ET","LA","Mike","Thomas","Sea",0,2,0,2,9,0,NA
"RB","Stepfan Taylor (7395450)","Stepfan Taylor",7395450,3000,"TB@Ari 04:05PM ET","Ari","Stepfan","Taylor","TB",0,0,0,0,0,0,NA
"RB","Peyton Barber (7395453)","Peyton Barber",7395453,3000,"TB@Ari 04:05PM ET","TB","Peyton","Barber","Ari",0,0,0,0,8,0,NA
"WR","Russell Shepard (7395593)","Russell Shepard",7395593,3000,"TB@Ari 04:05PM ET","TB","Russell","Shepard","Ari",1.53,0,0,0,8,0,NA
"WR","J.J. Nelson (7395594)","J.J. Nelson",7395594,3000,"TB@Ari 04:05PM ET","Ari","J.J.","Nelson","TB",0,0,0,0,6,0.0512820512820513,NA
"WR","Cecil Shorts III (7395595)","Cecil Shorts III",7395595,3000,"TB@Ari 04:05PM ET","TB","Cecil","Shorts III","Ari",0,0,0,0,0,0,NA
"RB","Andre Williams (7395457)","Andre Williams",7395457,3000,"Jax@SD 04:25PM ET","SD","Andre","Williams","Jax",0,0,0,0,0,0,NA
"RB","Corey Grant (7395458)","Corey Grant",7395458,3000,"Jax@SD 04:25PM ET","Jax","Corey","Grant","SD",0,0,0,0,8,0,NA
"RB","Derek Watt (7395460)","Derek Watt",7395460,3000,"Jax@SD 04:25PM ET","SD","Derek","Watt","Jax",0,0,0,0,8,0,NA
"RB","Kenneth Farrow (7395461)","Kenneth Farrow",7395461,3000,"Jax@SD 04:25PM ET","SD","Kenneth","Farrow","Jax",0,0,0,0,8,0,NA
"WR","Bryan Walters (7395598)","Bryan Walters",7395598,3000,"Jax@SD 04:25PM ET","Jax","Bryan","Walters","SD",0,1.4,0,1.4,8,0,NA
"WR","Arrelious Benn (7395599)","Arrelious Benn",7395599,3000,"Jax@SD 04:25PM ET","Jax","Arrelious","Benn","SD",0,0,0,0,8,0,NA
"WR","Isaiah Burse (7395604)","Isaiah Burse",7395604,3000,"Jax@SD 04:25PM ET","SD","Isaiah","Burse","Jax",0,0,3.33,0,0,0,NA
"TE","Neal Sterling (7395721)","Neal Sterling",7395721,3000,"Jax@SD 04:25PM ET","Jax","Neal","Sterling","SD",0,0,0,0,8,0,NA
"RB","Taiwan Jones (7395463)","Taiwan Jones",7395463,3000,"Atl@Oak 04:25PM ET","Oak","Taiwan","Jones","Atl",3.58,0,3.36,0,6,0.0487804878048781,NA
"RB","Patrick DiMarco (7395464)","Patrick DiMarco",7395464,3000,"Atl@Oak 04:25PM ET","Atl","Patrick","DiMarco","Oak",0,1.1,0,1.1,7,0.0263157894736842,NA
"RB","Terron Ward (7395467)","Terron Ward",7395467,3000,"Atl@Oak 04:25PM ET","Atl","Terron","Ward","Oak",0,0,0,0,9,0,NA
"WR","Eric Weems (7395609)","Eric Weems",7395609,3000,"Atl@Oak 04:25PM ET","Atl","Eric","Weems","Oak",0,0,0,0,0,0,NA
"WR","Aldrick Robinson (7395611)","Aldrick Robinson",7395611,3000,"Atl@Oak 04:25PM ET","Atl","Aldrick","Robinson","Oak",0,1,1.98,3.79050532013254,9,0,NA
"WR","Justin Hardy (7395614)","Justin Hardy",7395614,3000,"Atl@Oak 04:25PM ET","Atl","Justin","Hardy","Oak",4.75,6.5,5.39,7.55727676279428,6,0.0526315789473684,NA
"WR","Andre Holmes (7395615)","Andre Holmes",7395615,3000,"Atl@Oak 04:25PM ET","Oak","Andre","Holmes","Atl",3.64,3.6,3.38,6.12668869181563,8,0.024390243902439,NA
"WR","Johnny Holton (7395618)","Johnny Holton",7395618,3000,"Atl@Oak 04:25PM ET","Oak","Johnny","Holton","Atl",0,0,0,0,10,0,NA
"WR","Taylor Gabriel (7395619)","Taylor Gabriel",7395619,3000,"Atl@Oak 04:25PM ET","Atl","Taylor","Gabriel","Oak",0,0,0,1.48022130484055,9,0,NA
"RB","Robert Turbin (7395473)","Robert Turbin",7395473,3000,"Ind@Den 04:25PM ET","Ind","Robert","Turbin","Den",3.52,1.6,3.69,1.99752193180504,7,0.0434782608695652,NA
"RB","Jordan Todman (7395474)","Jordan Todman",7395474,3000,"Ind@Den 04:25PM ET","Ind","Jordan","Todman","Den",0,0,0,0,0,0,NA
"RB","Kapri Bibbs (7395475)","Kapri Bibbs",7395475,3000,"Ind@Den 04:25PM ET","Den","Kapri","Bibbs","Ind",0,1,0,1,5,0.04,NA
"RB","Andy Janovich (7395478)","Andy Janovich",7395478,3000,"Ind@Den 04:25PM ET","Den","Andy","Janovich","Ind",0,0,3.07,0,7,0,NA
"RB","Devontae Booker (7395479)","Devontae Booker",7395479,3000,"Ind@Den 04:25PM ET","Den","Devontae","Booker","Ind",4.77,3.8,6.64,2.04204480727028,7,0,NA
"WR","Jordan Norwood (7395620)","Jordan Norwood",7395620,3000,"Ind@Den 04:25PM ET","Den","Jordan","Norwood","Ind",4.27,2.8,3.16,2.79321859262652,5,0.04,NA
"WR","Bennie Fowler (7395624)","Bennie Fowler",7395624,3000,"Ind@Den 04:25PM ET","Den","Bennie","Fowler","Ind",0,0,3.39,0.195230181695765,7,0,NA
"WR","Jordan Taylor (7395625)","Jordan Taylor",7395625,3000,"Ind@Den 04:25PM ET","Den","Jordan","Taylor","Ind",0,0,0,0,7,0,NA
"WR","Quan Bray (7395626)","Quan Bray",7395626,3000,"Ind@Den 04:25PM ET","Ind","Quan","Bray","Den",0,2.9,0,2.9,9,0,NA
"WR","Cody Latimer (7395629)","Cody Latimer",7395629,3000,"Ind@Den 04:25PM ET","Den","Cody","Latimer","Ind",0,1.8,3.35,1.86997152470358,7,0,NA
"WR","Chester Rogers (7395630)","Chester Rogers",7395630,3000,"Ind@Den 04:25PM ET","Ind","Chester","Rogers","Den",0,0,0,0,9,0,NA
"RB","Matt Asiata (7395482)","Matt Asiata",7395482,3000,"GB@Min 08:30PM ET","Min","Matt","Asiata","GB",2.46,1.7,3.48,0,8,0,NA
"RB","Zach Line (7395483)","Zach Line",7395483,3000,"GB@Min 08:30PM ET","Min","Zach","Line","GB",0,0,0,0,8,0,NA
"RB","Aaron Ripkowski (7395486)","Aaron Ripkowski",7395486,3000,"GB@Min 08:30PM ET","GB","Aaron","Ripkowski","Min",0,0,0,0,10,0,NA
"RB","Jhurell Pressley (7395487)","Jhurell Pressley",7395487,3000,"GB@Min 08:30PM ET","GB","Jhurell","Pressley","Min",0,0,0,0,0,0,NA
"WR","Charles Johnson (7395632)","Charles Johnson",7395632,3000,"GB@Min 08:30PM ET","Min","Charles","Johnson","GB",7.79,7.6,5.39,8.97090593299943,3,0.176470588235294,NA
"WR","Jarius Wright (7395633)","Jarius Wright",7395633,3000,"GB@Min 08:30PM ET","Min","Jarius","Wright","GB",0,0,4.32,0,8,0,NA
"WR","Jared Abbrederis (7395635)","Jared Abbrederis",7395635,3000,"GB@Min 08:30PM ET","GB","Jared","Abbrederis","Min",3.75,1.7,4.01,1.7,7,0.027027027027027,NA
"WR","Ty Montgomery (7395636)","Ty Montgomery",7395636,3000,"GB@Min 08:30PM ET","GB","Ty","Montgomery","Min",0,2.2,0,2.2,7,0.027027027027027,NA
"WR","Trevor Davis (7395638)","Trevor Davis",7395638,3000,"GB@Min 08:30PM ET","GB","Trevor","Davis","Min",0,0,0,0,10,0,NA
"WR","Cordarrelle Patterson (7395639)","Cordarrelle Patterson",7395639,3000,"GB@Min 08:30PM ET","Min","Cordarrelle","Patterson","GB",0,1.1,3.31,0,7,0.0294117647058824,NA
"TE","Jared Cook (7395737)","Jared Cook",7395737,3000,"GB@Min 08:30PM ET","GB","Jared","Cook","Min",8.84,8.5,7.25,10.6856159496796,4,0.0810810810810811,NA
"TE","Larry Donnell (7395666)","Larry Donnell",7395666,2900,"NO@NYG 01:00PM ET","NYG","Larry","Donnell","NO",8.46,4.7,6.73,4.7,6,0.0714285714285714,NA
"TE","Will Tye (7395668)","Will Tye",7395668,2900,"NO@NYG 01:00PM ET","NYG","Will","Tye","NO",7.94,6.3,6.2,6.3,4,0.107142857142857,NA
"TE","Lance Kendricks (7395702)","Lance Kendricks",7395702,2900,"Sea@LA 04:05PM ET","LA","Lance","Kendricks","Sea",4.36,5.6,4.96,5.6,5,0.0882352941176471,NA
"TE","Austin Seferian-Jenkins (7395715)","Austin Seferian-Jenkins",7395715,2900,"TB@Ari 04:05PM ET","TB","Austin","Seferian-Jenkins","Ari",5.16,4.5,5.59,4.5,7,0,NA
"TE","Jacob Tamme (7395724)","Jacob Tamme",7395724,2900,"Atl@Oak 04:25PM ET","Atl","Jacob","Tamme","Oak",10.59,6.5,8.16,6.5,1,0.210526315789474,NA
"TE","Clive Walford (7395728)","Clive Walford",7395728,2900,"Atl@Oak 04:25PM ET","Oak","Clive","Walford","Atl",8.6,8.2,8.33,8.2,3,0.121951219512195,NA
"TE","Jordan Cameron (7395674)","Jordan Cameron",7395674,2800,"Mia@NE 01:00PM ET","Mia","Jordan","Cameron","NE",6.49,8,6,8,4,0.111111111111111,NA
"TE","Dennis Pitta (7395695)","Dennis Pitta",7395695,2800,"Bal@Cle 01:00PM ET","Bal","Dennis","Pitta","Cle",9.15,8.1,7.21,8.1,3,0.129032258064516,NA
"TE","Virgil Green (7395731)","Virgil Green",7395731,2800,"Ind@Den 04:25PM ET","Den","Virgil","Green","Ind",9.73,7.5,7.94,7.5,3,0.2,NA
"TE","Richard Rodgers (7395743)","Richard Rodgers",7395743,2800,"GB@Min 08:30PM ET","GB","Richard","Rodgers","Min",4.95,3,4.8,3,4,0.0810810810810811,NA
"TE","Luke Willson (7395704)","Luke Willson",7395704,2700,"Sea@LA 04:05PM ET","Sea","Luke","Willson","LA",3.24,4.2,5.14,4.2,5,0.0697674418604651,NA
"TE","Garrett Celek (7395647)","Garrett Celek",7395647,2600,"SF@Car 01:00PM ET","SF","Garrett","Celek","Car",5.27,3.1,5.56,3.1,4,0.102564102564103,NA
"TE","Vernon Davis (7395652)","Vernon Davis",7395652,2600,"Dal@Was 01:00PM ET","Was","Vernon","Davis","Dal",3.86,1.1,3.69,1.1,6,0.0238095238095238,NA
"TE","Gavin Escobar (7395654)","Gavin Escobar",7395654,2600,"Dal@Was 01:00PM ET","Dal","Gavin","Escobar","Was",0,1.4,0,1.4,10,0,NA
"TE","C.J. Uzomah (7395663)","C.J. Uzomah",7395663,2600,"Cin@Pit 01:00PM ET","Cin","C.J.","Uzomah","Pit",6.91,7.2,6.13,7.2,2,0.166666666666667,NA
"TE","Darren Fells (7395710)","Darren Fells",7395710,2600,"TB@Ari 04:05PM ET","Ari","Darren","Fells","TB",3.5,4.1,2.38,4.1,9,0,NA
"TE","Cameron Brate (7395714)","Cameron Brate",7395714,2600,"TB@Ari 04:05PM ET","TB","Cameron","Brate","Ari",5.55,5.5,5.68,5.5,5,0.129032258064516,NA
"TE","Marcedes Lewis (7395717)","Marcedes Lewis",7395717,2600,"Jax@SD 04:25PM ET","Jax","Marcedes","Lewis","SD",2.97,1.7,4.03,1.7,6,0.0512820512820513,NA
"TE","Mychal Rivera (7395726)","Mychal Rivera",7395726,2600,"Atl@Oak 04:25PM ET","Oak","Mychal","Rivera","Atl",0,3.9,0,3.9,10,0,NA
"TE","Ed Dickson (7395645)","Ed Dickson",7395645,2500,"SF@Car 01:00PM ET","Car","Ed","Dickson","SF",0,2.8,3.34,2.8,9,0,NA
"TE","Kyle Nelson (7395646)","Kyle Nelson",7395646,2500,"SF@Car 01:00PM ET","SF","Kyle","Nelson","Car",0,0,0,0,0,0,NA
"TE","Blake Bell (7395649)","Blake Bell",7395649,2500,"SF@Car 01:00PM ET","SF","Blake","Bell","Car",0,2.4,0,2.4,9,0,NA
"TE","Scott Simonson (7395650)","Scott Simonson",7395650,2500,"SF@Car 01:00PM ET","Car","Scott","Simonson","SF",0,0,0,0,0,0,NA
"TE","Niles Paul (7395653)","Niles Paul",7395653,2500,"Dal@Was 01:00PM ET","Was","Niles","Paul","Dal",0,0,0,0,10,0,NA
"TE","Geoff Swaim (7395656)","Geoff Swaim",7395656,2500,"Dal@Was 01:00PM ET","Dal","Geoff","Swaim","Was",0,0,1.99,0,8,0.0222222222222222,NA
"TE","Clark Harris (7395657)","Clark Harris",7395657,2500,"Cin@Pit 01:00PM ET","Cin","Clark","Harris","Pit",0,0,0,0,0,0,NA
"TE","David Johnson (7395658)","David Johnson",7395658,2500,"Cin@Pit 01:00PM ET","Pit","David","Johnson","Cin",0,1.1,0,1.1,3,0.153846153846154,NA
"TE","Ryan Hewitt (7395659)","Ryan Hewitt",7395659,2500,"Cin@Pit 01:00PM ET","Cin","Ryan","Hewitt","Pit",0,0,0,0,0,0,NA
"TE","Xavier Grimble (7395661)","Xavier Grimble",7395661,2500,"Cin@Pit 01:00PM ET","Pit","Xavier","Grimble","Cin",0,1.3,0,1.3,6,0,NA
"TE","Tyler Kroft (7395662)","Tyler Kroft",7395662,2500,"Cin@Pit 01:00PM ET","Cin","Tyler","Kroft","Pit",3.8,3.5,4.04,3.5,7,0,NA
"TE","Josh Hill (7395667)","Josh Hill",7395667,2500,"NO@NYG 01:00PM ET","NO","Josh","Hill","NYG",0,0,0,0,9,0,NA
"TE","Chris Manhertz (7395669)","Chris Manhertz",7395669,2500,"NO@NYG 01:00PM ET","NO","Chris","Manhertz","NYG",0,0,0,0,0,0,NA
"TE","Jerell Adams (7395670)","Jerell Adams",7395670,2500,"NO@NYG 01:00PM ET","NYG","Jerell","Adams","NO",0,0,0,0,8,0,NA
"TE","Clay Harbor (7395671)","Clay Harbor",7395671,2500,"Mia@NE 01:00PM ET","NE","Clay","Harbor","Mia",0,0,0,0,9,0,NA
"TE","MarQueis Gray (7395675)","MarQueis Gray",7395675,2500,"Mia@NE 01:00PM ET","Mia","MarQueis","Gray","NE",0,0,0,0,7,0,NA
"TE","Dion Sims (7395676)","Dion Sims",7395676,2500,"Mia@NE 01:00PM ET","Mia","Dion","Sims","NE",0,1.2,2.04,1.2,7,0,NA
"TE","A.J. Derby (7395677)","A.J. Derby",7395677,2500,"Mia@NE 01:00PM ET","NE","A.J.","Derby","Mia",0,2.3,0,2.3,7,0,NA
"TE","Ryan Griffin (7395679)","Ryan Griffin",7395679,2500,"KC@Hou 01:00PM ET","Hou","Ryan","Griffin","KC",5.73,5.3,4.99,5.3,6,0.0571428571428571,NA
"TE","James Winchester (7395680)","James Winchester",7395680,2500,"KC@Hou 01:00PM ET","KC","James","Winchester","Hou",0,0,0,0,0,0,NA
"TE","James O'Shaughnessy (7395681)","James O'Shaughnessy",7395681,2500,"KC@Hou 01:00PM ET","KC","James","O'Shaughnessy","Hou",0,0,0,0,11,0,NA
"TE","C.J. Fiedorowicz (7395682)","C.J. Fiedorowicz",7395682,2500,"KC@Hou 01:00PM ET","Hou","C.J.","Fiedorowicz","KC",2.61,2.1,0,2.1,6,0.0571428571428571,NA
"TE","Ross Travis (7395683)","Ross Travis",7395683,2500,"KC@Hou 01:00PM ET","KC","Ross","Travis","Hou",0,0,0,0,8,0.0222222222222222,NA
"TE","Demetrius Harris (7395684)","Demetrius Harris",7395684,2500,"KC@Hou 01:00PM ET","KC","Demetrius","Harris","Hou",2.97,0,3.51,0,7,0.0666666666666667,NA
"TE","Stephen Anderson (7395685)","Stephen Anderson",7395685,2500,"KC@Hou 01:00PM ET","Hou","Stephen","Anderson","KC",3.07,0,4.08,0,4,0.0857142857142857,NA
"TE","Anthony Fasano (7395686)","Anthony Fasano",7395686,2500,"Ten@Det 01:00PM ET","Ten","Anthony","Fasano","Det",0,1.5,0,1.5,8,0,NA
"TE","Beau Brinkley (7395688)","Beau Brinkley",7395688,2500,"Ten@Det 01:00PM ET","Ten","Beau","Brinkley","Det",0,0,0,0,0,0,NA
"TE","Orson Charles (7395689)","Orson Charles",7395689,2500,"Ten@Det 01:00PM ET","Det","Orson","Charles","Ten",0,0,0,0,0,0,NA
"TE","Jace Amaro (7395690)","Jace Amaro",7395690,2500,"Ten@Det 01:00PM ET","Ten","Jace","Amaro","Det",0,0,0,0,8,0,NA
"TE","Phillip Supernaw (7395692)","Phillip Supernaw",7395692,2500,"Ten@Det 01:00PM ET","Ten","Phillip","Supernaw","Det",0,0,0,0,8,0,NA
"TE","Cole Wick (7395693)","Cole Wick",7395693,2500,"Ten@Det 01:00PM ET","Det","Cole","Wick","Ten",0,0,0,0,7,0.0263157894736842,NA
"TE","Khari Lee (7395694)","Khari Lee",7395694,2500,"Ten@Det 01:00PM ET","Det","Khari","Lee","Ten",0,1.7,0,1.7,9,0,NA
"TE","Crockett Gillmore (7395697)","Crockett Gillmore",7395697,2500,"Bal@Cle 01:00PM ET","Bal","Crockett","Gillmore","Cle",5.21,5.4,3.36,5.4,9,0.032258064516129,NA
"TE","Randall Telfer (7395698)","Randall Telfer",7395698,2500,"Bal@Cle 01:00PM ET","Cle","Randall","Telfer","Bal",0,0,0,0,8,0,NA
"TE","Seth DeValve (7395699)","Seth DeValve",7395699,2500,"Bal@Cle 01:00PM ET","Cle","Seth","DeValve","Bal",0,0,0,0,8,0,NA
"TE","Maxx Williams (7395700)","Maxx Williams",7395700,2500,"Bal@Cle 01:00PM ET","Bal","Maxx","Williams","Cle",0,2,0,2,0,0,NA
"TE","Cory Harkey (7395703)","Cory Harkey",7395703,2500,"Sea@LA 04:05PM ET","LA","Cory","Harkey","Sea",0,0,0,0,0,0,NA
"TE","Brandon Williams (7395705)","Brandon Williams",7395705,2500,"Sea@LA 04:05PM ET","Sea","Brandon","Williams","LA",0,0,0,0,10,0,NA
"TE","Tyler Higbee (7395706)","Tyler Higbee",7395706,2500,"Sea@LA 04:05PM ET","LA","Tyler","Higbee","Sea",4.98,2.4,3.04,2.4,4,0.117647058823529,NA
"TE","Nick Vannett (7395707)","Nick Vannett",7395707,2500,"Sea@LA 04:05PM ET","Sea","Nick","Vannett","LA",0,1.4,0,1.4,10,0,NA
"TE","Temarrick Hemingway (7395708)","Temarrick Hemingway",7395708,2500,"Sea@LA 04:05PM ET","LA","Temarrick","Hemingway","Sea",0,0,0,0,0,0,NA
"TE","Brandon Myers (7395709)","Brandon Myers",7395709,2500,"TB@Ari 04:05PM ET","TB","Brandon","Myers","Ari",0,0,0,0,7,0.032258064516129,NA
"TE","Andrew DePaola (7395711)","Andrew DePaola",7395711,2500,"TB@Ari 04:05PM ET","TB","Andrew","DePaola","Ari",0,0,0,0,0,0,NA
"TE","Jermaine Gresham (7395712)","Jermaine Gresham",7395712,2500,"TB@Ari 04:05PM ET","Ari","Jermaine","Gresham","TB",4.28,3.1,5.2,3.1,5,0.102564102564103,NA
"TE","Luke Stocker (7395713)","Luke Stocker",7395713,2500,"TB@Ari 04:05PM ET","TB","Luke","Stocker","Ari",0,0,0,0,8,0,NA
"TE","Troy Niklas (7395716)","Troy Niklas",7395716,2500,"TB@Ari 04:05PM ET","Ari","Troy","Niklas","TB",0,0,0,0,9,0,NA
"TE","Sean McGrath (7395719)","Sean McGrath",7395719,2500,"Jax@SD 04:25PM ET","SD","Sean","McGrath","Jax",0,0,0,0,8,0,NA
"TE","Ben Koyack (7395722)","Ben Koyack",7395722,2500,"Jax@SD 04:25PM ET","Jax","Ben","Koyack","SD",0,0,0,0,8,0,NA
"TE","Hunter Henry (7395723)","Hunter Henry",7395723,2500,"Jax@SD 04:25PM ET","SD","Hunter","Henry","Jax",3.18,3.9,6.23,3.9,7,0.0512820512820513,NA
"TE","Lee Smith (7395725)","Lee Smith",7395725,2500,"Atl@Oak 04:25PM ET","Oak","Lee","Smith","Atl",0,0,3.06,0,10,0,NA
"TE","Levine Toilolo (7395727)","Levine Toilolo",7395727,2500,"Atl@Oak 04:25PM ET","Atl","Levine","Toilolo","Oak",0,0,0,0,9,0,NA
"TE","Joshua Perkins (7395729)","Joshua Perkins",7395729,2500,"Atl@Oak 04:25PM ET","Atl","Joshua","Perkins","Oak",0,0,0,0,0,0,NA
"TE","Austin Hooper (7395730)","Austin Hooper",7395730,2500,"Atl@Oak 04:25PM ET","Atl","Austin","Hooper","Oak",0,2.3,3.73,2.3,7,0.0263157894736842,NA
"TE","John Phillips (7395732)","John Phillips",7395732,2500,"Ind@Den 04:25PM ET","Den","John","Phillips","Ind",0,0,0,0,0,0,NA
"TE","Jack Doyle (7395734)","Jack Doyle",7395734,2500,"Ind@Den 04:25PM ET","Ind","Jack","Doyle","Den",3.66,2.7,4.24,2.7,6,0.0869565217391304,NA
"TE","Erik Swoope (7395735)","Erik Swoope",7395735,2500,"Ind@Den 04:25PM ET","Ind","Erik","Swoope","Den",0,0,0,0,9,0,NA
"TE","Jeff Heuerman (7395736)","Jeff Heuerman",7395736,2500,"Ind@Den 04:25PM ET","Den","Jeff","Heuerman","Ind",0,2.5,0,2.5,7,0,NA
"TE","Rhett Ellison (7395738)","Rhett Ellison",7395738,2500,"GB@Min 08:30PM ET","Min","Rhett","Ellison","GB",0,0,0,0,8,0,NA
"TE","Kevin McDermott (7395739)","Kevin McDermott",7395739,2500,"GB@Min 08:30PM ET","Min","Kevin","McDermott","GB",0,0,0,0,0,0,NA
"TE","Justin Perillo (7395741)","Justin Perillo",7395741,2500,"GB@Min 08:30PM ET","GB","Justin","Perillo","Min",0,0,0,0,10,0,NA
"TE","MyCole Pruitt (7395742)","MyCole Pruitt",7395742,2500,"GB@Min 08:30PM ET","Min","MyCole","Pruitt","GB",0,2.4,0,2.4,8,0,NA
"TE","David Morgan (7395744)","David Morgan",7395744,2500,"GB@Min 08:30PM ET","Min","David","Morgan","GB",0,0,0,0,0,0,NA
