"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"OF","Aaron Judge",5700,"CIN@NYY 01:05PM ET",11.156,"NYY","CIN",NA,NA,NA,NA,"3","x",NA
"OF","AJ Pollock",5500,"ATL@ARI 03:40PM ET",9.352,"ARI","ATL",9.13,10.9,10.41,NA,"1","2",0
"1B","Paul Goldschmidt",5400,"ATL@ARI 03:40PM ET",10.707,"ARI","ATL",10.89,11,10.8,NA,"3","4",22
"3B","Jake Lamb",5400,"ATL@ARI 03:40PM ET",9.726,"ARI","ATL",10.18,11,9.17,NA,"4","3",6
"1B/OF","Cody Bellinger",5400,"MIN@LAD 10:10PM ET",10.171,"LAD","MIN",10.27,9.4,10.22,NA,"4","4",0
"OF","Bryce Harper",5400,"MIL@WAS 07:05PM ET",11.333,"WAS","MIL",9.62,11.8,10.56,NA,"3","3",3
"3B","Kris Bryant",5300,"CHC@CWS 08:08PM ET",9.021,"CHC","CWS",10.17,10.4,10.86,NA,"2","2",9
"1B","Justin Smoak",5300,"OAK@TOR 07:07PM ET",8.677,"TOR","OAK",9.31,9,8.88,NA,"4","3",18
"OF","Charlie Blackmon",5300,"COL@STL 08:15PM ET",10.931,"COL","STL",8.81,9.6,7.89,NA,"1","1",10
"OF","George Springer",5300,"HOU@PHI 07:05PM ET",10.57,"HOU","PHI",NA,NA,NA,NA,"1","x",NA
"2B","Jose Altuve",5300,"HOU@PHI 07:05PM ET",10.856,"HOU","PHI",7.93,9.4,8.81,NA,"2","1",8
"OF","JD Martinez",5300,"ATL@ARI 03:40PM ET",9.323,"ARI","ATL",9.03,9.4,2.21,NA,"5","5",34
"OF","Michael Conforto",5300,"NYM@SD 10:10PM ET",9.012,"NYM","SD",7.61,10,9.44,NA,"x","1",0
"2B/3B","Jose Ramirez",5200,"LAA@CLE 07:10PM ET",9.474,"CLE","LAA",9.48,9.5,10.25,NA,"5","5",5
"OF","Mike Trout",5200,"LAA@CLE 07:10PM ET",11.845,"LAA","CLE",7.59,11.8,11.95,NA,"3","2",9
"1B","Anthony Rizzo",5200,"CHC@CWS 08:08PM ET",9.01,"CHC","CWS",10.92,11.9,11.21,NA,"3","3",23
"OF","Giancarlo Stanton",5200,"MIA@TEX 08:05PM ET",9.753,"MIA","TEX",7.06,10,9.51,NA,"2","2",28
"OF","David Peralta",5200,"ATL@ARI 03:40PM ET",7.83,"ARI","ATL",NA,NA,NA,NA,"2","x",NA
"3B","Nolan Arenado",5100,"COL@STL 08:15PM ET",9.85,"COL","STL",7.55,7.3,7.2,NA,"3","3",25
"1B/3B","Freddie Freeman",5100,"ATL@ARI 03:40PM ET",11.491,"ATL","ARI",7.71,9.3,9.53,NA,"3","3",10
"OF","Mookie Betts",5000,"BOS@SEA 03:40PM ET",9.687,"BOS","SEA",NA,NA,NA,NA,"1","x",NA
"SS","Carlos Correa",5000,"HOU@PHI 07:05PM ET",10.143,"HOU","PHI",NA,0,NA,NA,"x","x",NA
"2B/OF","Chris Taylor",5000,"MIN@LAD 10:10PM ET",8.881,"LAD","MIN",NA,7.5,8.96,NA,"1","1",5
"1B","Edwin Encarnacion",4900,"LAA@CLE 07:10PM ET",8.646,"CLE","LAA",10.4,10,10.14,NA,"4","4",4
"1B","Carlos Santana",4800,"LAA@CLE 07:10PM ET",7.83,"CLE","LAA",8.49,9.2,8.6,NA,"6","6",13
"SS","Francisco Lindor",4700,"LAA@CLE 07:10PM ET",8.115,"CLE","LAA",8.87,9.6,9.72,NA,"2","2",10
"OF","Michael Brantley",4700,"LAA@CLE 07:10PM ET",8.403,"CLE","LAA",9.12,9.7,10.36,NA,"3","3",10
"2B/OF","Ian Happ",4700,"CHC@CWS 08:08PM ET",7.919,"CHC","CWS",8.26,8.9,8.7,NA,"6","6",0
"1B","Justin Bour",4700,"MIA@TEX 08:05PM ET",8.287,"MIA","TEX",NA,0,NA,NA,"x","x",NA
"1B","Yuli Gurriel",4700,"HOU@PHI 07:05PM ET",7.897,"HOU","PHI",6.83,8.3,6.44,NA,"6","4",0
